Entry	Entry name	Gene names	Status
O75106	AOC2_HUMAN	AOC2	reviewed
P19801	AOC1_HUMAN	AOC1 ABP1 DAO1	reviewed
Q16853	AOC3_HUMAN	AOC3 VAP1	reviewed
Q08397	LOXL1_HUMAN	LOXL1 LOXL	reviewed
P58215	LOXL3_HUMAN	LOXL3 LOXL	reviewed
Q9Y4K0	LOXL2_HUMAN	LOXL2	reviewed
Q96JB6	LOXL4_HUMAN	LOXL4 LOXC	reviewed
P28300	LYOX_HUMAN	LOX	reviewed
