Entry	Entry name	Gene names	Status
P07451	CAH3_HUMAN	CA3	reviewed
O00299	CLIC1_HUMAN	CLIC1 G6 NCC27	reviewed
P05813	CRBA1_HUMAN	CRYBA1 CRYB1	reviewed
Q9NS18	GLRX2_HUMAN	GLRX2 GRX2 CGI-133	reviewed
Q04760	LGUL_HUMAN	GLO1	reviewed
P63302	SELW_HUMAN	SEPW1 SELW	reviewed
