Entry	Entry name	Gene names	Status
P63241	IF5A1_HUMAN	EIF5A	reviewed
Q9GZV4	IF5A2_HUMAN	EIF5A2	reviewed
Q6IS14	IF5AL_HUMAN	EIF5AL1	reviewed
