Entry	Entry name	Gene names	Status
Q9Y6N5	SQRD_HUMAN	SQRDL CGI-44	reviewed
Q9BQB6	VKOR1_HUMAN	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351	reviewed
Q8N0U8	VKORL_HUMAN	VKORC1L1	reviewed
