,BT549,Hs-578-T,MCF7,MCF7ADR,MDA-MB-231,MDAMB435,T47D,SF268,SF295,SF539,SNB19,SNB75,U251,COLO-205,HCC2998,HCT-116,HCT-15,HT-29,KM12,SW620,CCRF-CEM,HL-60,K-562,MOLT-4,RPMI-8226,SR,LOXIMVI,M14,MALME3M,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62,A549,EKVX,HOP-62,HOP-92,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,IGROV-1,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,SK-OV-3,DU-145,PC-3,786-0,A498,ACHN,CAKI-1,RXF393,SN12C,TK10,UO31
ACTN1,0.82842237753,1.08953466511,-0.114413136215,2.87268771717,0.938662284197,-0.921939168877,-0.859936768163,2.15773257491,-3.53154003059,0.777013211352,0.0738121283112,1.96802544332,0.866770472215,0.156752741682,-1.33334692844,-0.997930813296,-1.46035210638,-0.535722475883,0.166618475537,-0.387664586703,-3.82265406219,0.910938039406,-1.43873979923,-2.36942767135,,-0.357041651223,-0.997930813296,2.29245066945,0.296790744258,-2.06793959898,-0.908958694035,0.18619119311,1.69064130723,1.80611584968,-0.218323349017,-1.15409555856,-1.4194522008,-0.401879505552,1.10514590061,-3.35581211363,-2.85085091519,-0.138202410752,-0.759243641984,0.220092467208,-0.971670252718,2.11521086407,0.187051171766,1.89443590123,0.258051392743,1.11771365287,0.917937744761,-0.688233016098,1.08191444704,0.224075091529,0.264495250615,3.32509634074,0.403333794619,-0.817738310896,0.550472361096
ADNP,,-0.713780812692,1.10831986228,0.694783430616,,,,,,0.0543979920969,0.423474204431,,,-1.09196389085,-0.355946914951,,,1.20777468541,0.972683199217,2.16372350896,0.968357508089,,0.271095030305,1.80942224835,0.0900025416814,-1.4122929879,,3.05948153635,-1.74945604916,-1.28940660413,,0.789698558575,2.58739643186,1.11928525821,,,,-2.3117206335,,-0.589148427995,,1.04887138988,0.115751764432,-1.74272789198,-1.23285627186,0.605447404802,,-0.92671891346,,,-2.71179461044,-0.589328481587,,,,,,,-2.47830695321
ADPRHL2,-0.0525335756991,-2.57045386222,,,0.939937423822,,,1.83760320616,0.87990002426,1.17388797962,,0.130632453071,2.59720105346,-1.00842861572,-0.410016945333,-0.296786196517,-2.00414815819,-0.472154946483,-1.06696579654,,1.16627491327,-0.550049006284,,-0.0791255477227,1.74960577229,-2.32384935336,-0.986343635663,2.20422503856,,0.132814848806,-2.79044840205,-0.136681173891,1.04347250207,0.34794374937,,-1.42979852296,-1.48105913682,,2.8215423039,,-2.61511522946,,,0.546658760009,-0.389700125716,,,,0.147653945535,0.181787244386,0.81463553099,,-0.649146218817,,1.42333912551,3.11524092491,-2.79821236641,0.563701444065,-0.134317170395
AFG3L2,-0.78820519165,-0.541810091857,0.973483443372,2.53947307386,-0.633196433546,-1.07533959936,-1.95299988301,0.0453069663933,0.0606377876081,-0.943320158234,1.96292130902,-1.96773354383,0.331770544277,-2.69088055181,0.822766130622,0.341039715519,-0.744584181893,0.540288725758,-0.439728836786,0.0542803986862,-3.45393322188,-0.377238396087,0.325199825305,-1.30609562951,1.28445233576,2.08538650581,-1.42915780355,4.03447832024,-0.197989833996,-0.831141363259,-1.27195162579,1.44846618161,3.76254157523,1.68578644516,0.57398013913,-3.14283802117,-1.668690324,0.113360655534,1.16079379245,0.669337303921,-1.83306964693,0.568042460174,1.11739802701,-0.255361772144,-0.984520469941,1.51267907026,-4.46653244141,0.854915634916,1.19382091576,0.888497688014,2.86103141065,0.69931524645,-1.46084150641,-0.73522518249,0.441045636155,0.057463328858,1.5206656737,-0.781284820727,-1.11737254932
AGA,,-1.88820223083,0.881556369757,,,,-1.02547855054,0.793605554828,,0.524228082311,-0.0425715772559,-0.0735284748804,,-1.11020601266,0.758148564667,,,-0.690661533571,,,0.27349873487,,,-3.73149352271,,1.49444432568,,2.69593837914,3.08230776889,-1.53897818772,-1.71687400459,2.76065351293,0.344985962262,,,-2.57480472245,,0.134976002068,,,0.82005436125,0.864987988015,0.370711580832,,-0.559411488467,-0.321385449644,,,1.37005533543,,,,1.3373933184,-2.59652569573,-0.953105246968,,,-0.207057337055,-0.291752276424
AGPAT5,2.12144874642,-0.057956540319,,-1.44778869919,1.57525048474,-0.390508748381,,,2.05997716028,-0.205140521359,4.28727907016,-0.00806089695665,0.429305502262,,0.170146861728,1.42673872372,-1.92566439918,0.464255070561,-0.718393103083,1.01224413637,-0.153948180309,1.39137337036,-0.932247162233,-2.03505770256,1.29137335194,-0.870403281482,0.85613119365,-1.41034241948,,-0.0879777821304,-3.15690967531,-0.179408619349,2.30075177219,0.932768709916,0.418003285183,,-3.05117305703,-1.68997668196,-4.05118921798,,,1.03894591586,-1.45848519175,0.475403241699,-0.629789461549,,-1.13567041653,-0.551013177364,-0.373136381716,2.71380965406,0.839869616079,,-0.0932368484669,0.226813430274,,,1.54034830434,-1.65108063698,
AHSA1,-0.60451883939,,0.609820214532,2.00054287834,1.13611568422,1.81125682675,-0.308216394532,-1.26444134098,,-1.48672602786,-0.390100388799,-0.816365771009,1.05867576021,-0.686979161621,0.40160361062,0.11889248244,-1.23684148922,0.393570491323,-0.63606633546,0.806677145163,1.53482993142,1.38356049058,0.114075651924,1.37118942015,2.41874342811,0.286335865531,-0.583109787608,2.38425535015,-0.417853913599,-3.54926588896,-2.78070417646,2.82792505953,1.08208392504,2.80840322201,0.260862981245,-2.02524822788,-1.00999076236,-2.66242285443,0.392207002077,0.924445659301,-0.908685799173,0.665439026018,0.134258671222,-0.485554564317,,0.514452737337,0.196122597505,-0.747402520092,-1.3206332848,1.85862146536,0.919974791716,,-0.671413235543,-1.65907689906,-1.29131909439,2.43992038196,-4.65189418545,-1.75386500612,-0.836332466091
AKT1,,,1.95344753521,1.09218004814,-0.976195111243,1.01176968816,1.00062860153,4.02586969212,0.415344017425,-1.2671127793,,0.317634254623,0.172383894346,,-2.38070304122,1.36782148522,-1.56382996607,,-0.310414482195,-0.620522748977,1.75767825153,1.04327351713,-1.28924449993,-0.347480856307,,0.2725656941,-2.8304478132,3.22995373612,0.389971111882,,-1.85647151543,2.75743986794,0.00397909917592,2.26760318476,,-0.918322879621,-1.83455183507,,-2.37942568924,-1.34776408986,-0.973052522834,-0.0733014625341,0.608603193735,,,-0.640225630912,-0.00477069077198,-1.07601911117,0.685025828327,1.45879139488,0.139261212694,-0.754100855554,0.0878741158377,,,-0.363999821395,2.36675015156,-0.873717284256,-0.803004635092
ALDH18A1,0.636754726545,-0.174936943699,0.97885648955,0.754845879347,-0.996416970612,-1.01348411686,-0.37787336084,-0.398729103709,-0.573540798693,0.867219943764,2.1153793242,-0.29823622144,1.63264576341,-0.66270367928,1.04263779517,-0.0708398333883,-0.886659875053,0.857434751183,0.1746416122,1.7586693146,-3.25432833494,-1.11796790052,-1.61706691068,-0.559168792841,0.214536346626,-0.901284809892,-2.57248836212,3.8094710899,-1.14563970402,-0.83878510986,-2.16004741602,0.399737326176,1.97949956966,0.981129726387,0.0965317537963,-3.2676163804,-3.20123329526,0.208280827336,0.659481378307,-2.27674667173,-2.98383595819,1.51806980115,0.966535533335,-0.582157473422,-1.38253844731,3.82401316029,-0.0984259017761,-0.261564438873,1.07315051805,-0.539186335796,2.29122061424,0.508941679121,2.07306101629,0.0696968111152,1.40105943886,2.06136320379,0.866858432954,-1.60591012909,-0.603784406889
ALDH1B1,-1.56286020015,0.993966142329,0.0649969608214,1.67183997886,0.328772744446,-1.74834267874,-4.68810764665,0.379064857363,-0.856858142478,0.415001263134,-0.0666565036645,-0.780285243647,-0.295682013634,-0.918200351618,1.46063813184,-0.0789875295176,-0.556564415622,-0.664429044625,-0.593688372379,0.826858165251,,0.290928783544,-1.1579220003,,,2.45744317653,-0.689642527823,0.156253355035,1.36723636119,-2.33099810076,0.158568110979,2.82737187988,3.86829329019,1.87201642429,-2.58667881737,-2.16305932408,-3.03510287493,1.26015445628,1.6344121333,-1.35012458129,,-0.808810747708,0.0753628690062,0.78856392748,-2.87074969042,1.64354278053,0.650677274366,-1.02187852788,-0.0320968095247,1.66690776448,-0.0645391764876,1.90841420455,2.94499018235,-1.40896293822,-0.171312517107,0.025903283318,-0.528515103303,-0.656802760877,1.09426384687
ALDH6A1,,-1.73634496524,2.17136417628,,-0.521156021062,,1.94853791916,,-0.553076063285,-0.162485378359,1.17619259178,0.494854359395,-1.21470495703,-4.05487490431,1.04245094342,,-2.22286567669,,-0.457456238628,-0.113028927677,,,,,,-1.71642981246,,,1.36800726958,-1.60887676924,-1.47757748101,,1.62139989111,,-0.374455841437,,,0.974409696834,1.18663983317,,1.17269493743,,-0.384818056939,-0.0254297847557,0.56013703646,2.6823518041,0.953242511819,,-1.34887256302,,,,,,,,,,-0.604912400682
ALDH9A1,-2.73733893125,-1.13500615138,0.888594450946,1.52404188433,0.604838581025,-1.95135025697,1.64215449886,0.824133506118,0.0913095147691,0.604740007637,1.25093729114,-1.51664165339,0.264633070125,-0.0690454327898,0.555107223963,0.297797710365,-0.172999210308,0.755887323362,-1.09991217752,-0.261757292979,0.723572794862,-0.859582249736,-1.06797669158,0.162700908103,-1.8322740747,2.22903811281,-4.71964630594,2.50294377279,1.35961117777,-2.41125711552,-2.54936828195,2.85191738495,4.58191914783,0.598272313788,-1.81520043125,-2.2930577346,,-0.276974207965,2.0145143283,0.0057358305758,-0.345772351473,2.15813730078,0.736951161424,-0.0854274390246,-3.52038483204,1.60241241746,-0.553036603334,0.178360460421,-1.00749436955,0.750463729209,0.140042331368,-0.20708588777,0.126662776344,-0.204934417711,-0.191556217231,0.43620561223,0.681204344255,-1.14412779714,-1.2418066089
ALYREF,-0.375254762611,-0.850586444985,1.95907481735,0.891078631036,-0.831425266655,-1.34575946823,-1.45482399861,4.46038064237,0.547186582796,-1.88772372531,2.5874962209,-0.199063419473,0.0253969469637,0.257635417901,0.43939824726,-0.678569861764,-0.848496618687,1.4771956996,0.506463019142,1.12775865223,0.658370883974,2.50140388371,0.50355672151,-2.42960590757,1.36476118228,-3.71826622642,-1.81620063768,1.85839660263,-3.20225417132,-0.614195542433,-1.99795957808,0.884534348541,,2.89171361022,0.345063971015,-2.14921085246,0.244404000236,0.555743177946,0.405682073705,-0.535941196219,0.507209520448,1.83360463832,1.60228074434,-1.64159304826,-0.742953280276,1.79432199156,1.15594686886,-0.446270849853,-1.18910266544,1.27461590369,0.193956394102,,-0.172573323817,0.148667592696,-0.759300390554,,-0.904801388753,-1.46933158378,-2.57489832228
ARF6,0.0316723582699,-1.64696598946,0.793090628185,1.85399043303,2.76576866419,-1.11436351629,0.659229193923,0.99624918774,-2.50997840182,-0.977247301721,-2.47360742476,-0.151200736306,0.865387596192,0.737239786665,-0.382682827126,-2.01399697485,-2.31624546297,0.906257687212,-1.02266981957,-1.18553538013,0.913036805798,0.864055635043,-0.579733029614,0.818104141071,-0.167838740438,-0.0181821601546,-0.387815891026,3.38029918801,0.669943551813,-2.46761712982,,0.558068401032,-1.280090015,2.07145553989,-0.29860870985,-1.20696325925,-0.964542944173,1.27806169574,-0.507980128504,-0.610489893755,-0.125068345886,-0.192047967983,-1.47425445453,-4.72037745451,-3.21375808059,0.461536727158,0.927780388173,1.00419551144,1.16905007878,3.47753121904,1.36562343008,,0.533251713621,0.821692637041,-1.5403521415,1.14159786352,-0.910363640776,2.10011636777,0.877113808716
ARFGEF1,,,,1.67639571393,-2.6589886882,-1.42686973334,2.49337369523,,0.214086021608,,,,,0.14401664424,0.654019462716,-2.48261939731,-1.77371092936,0.72436105225,-0.869772039949,,1.45290783074,,-0.824461638516,1.46567321691,,-1.99808083229,,,-2.77634263592,,,2.41566681761,2.13597137681,0.710754124919,,,-1.81641360566,-1.0046694671,,-1.44998274902,,,-0.304270429243,-0.461439112164,-1.38249735517,0.551586862458,-0.112621129456,0.485529380448,0.0685763103499,0.211341643813,,0.339951156722,0.689123084527,-0.789589774182,1.76844983332,4.01033421004,-0.375040053712,0.174960829682,0.816812556088
ARL3,0.789858126619,-0.870949498909,1.35471946801,-1.17674469271,1.46609055108,0.00598530222155,3.58004490506,3.26169708088,-1.42846079541,-0.00661654731731,,-1.45902547478,0.918457363496,-0.704942423923,-2.66951396872,0.285069925409,-1.23872795146,1.1226816321,1.01045269926,2.68693683591,0.36286656831,0.243825805762,-0.362970346789,1.12603060564,1.42457790395,-0.777424267594,-1.29260186753,2.00217648212,-1.04180134716,-2.62139260661,,-0.83038418912,,1.09789929554,0.84440456866,-2.11016459738,-0.999474076131,-0.245885540454,-1.69171587701,0.838191019774,-3.10132733396,1.00515847315,1.63630716494,-2.7326637037,-2.59200683547,0.808361551334,-0.140525578978,2.4484595602,0.216928780106,-0.767176747304,0.252274132762,,0.124724080137,0.189758455101,-0.820606446244,2.47413040459,-1.6755704744,-0.27355326931,0.375304478792
ARL8A,0.336958561929,-1.82522057657,2.06903578017,0.356640278477,0.228800659199,-0.640538657024,0.477341533346,2.5274315141,-1.20972765755,0.267652926404,-1.13638052447,-1.36779289581,-0.368077763513,-0.487806063233,-1.12597866446,-2.22587501148,-4.05303345641,-0.932958472611,0.191321410958,0.746952574056,-0.889651440785,1.95108914675,-0.317942316675,-0.508170778242,0.534934413993,0.921476942107,-0.715806375161,2.56207274793,1.73286960972,-3.1249296242,-2.12988545705,0.224629234833,-0.307280741701,3.35437346999,-0.804242624887,-2.23752695652,0.118619833556,1.76568075036,1.73208295337,-0.551314752227,-1.12252758707,1.23430567188,0.427752534722,-2.77897870643,-3.15979327679,3.71337184569,1.05753803853,1.72148751525,1.26174382952,0.180798182045,0.944967206503,,1.06562475848,0.717559718059,0.421661344157,-1.11820052033,-1.23849307062,0.110707691128,0.355546748053
ARPC5L,-0.236438299841,-3.60604050462,1.23557222989,1.05291135337,1.28232212069,1.06938440526,0.287514224816,3.1925894083,-1.42370150172,-2.38935594411,-1.44330258285,-1.18750607273,0.949464293461,-0.0701094404841,-0.666738975189,-0.447251947092,-0.316856905264,0.222625977483,-0.718671348178,-1.23936072032,0.605696139175,1.75355649414,0.0511027271688,0.94000720626,2.94318084433,-0.838935218463,0.622702974049,2.42216920983,-0.354777916865,-2.74640979546,-4.09910621784,-0.981804062099,-2.1446463583,2.10894316406,-0.998375414128,-2.37121804901,-1.72057728523,-0.246791397707,-1.14137245823,0.43590544961,-0.143579784576,0.942687049012,-0.749426878665,,-1.54254732913,1.68802859933,0.866995782951,2.03517986034,0.546175412444,1.42851589056,1.3262287584,,1.16911519388,0.255613648123,-1.55639660129,,0.161263337018,1.74462836325,-0.192918105478
ASAH1,,,-1.26813442335,,,0.710239912812,-0.863254070722,,-0.717640167792,0.77107086603,-0.0883117023204,0.18614201591,1.20196834929,,-0.373657596857,,,,-1.53776889075,-1.04098045807,,,,,,2.16971218729,,2.80066590986,3.03583702411,,0.560621481085,2.47133676336,1.41480743551,,,-2.6874380229,,-1.57380367211,0.286024097773,,0.0424563092973,,,0.540916524689,-1.58898466172,,-2.85221780057,,0.000326554021418,0.102600238398,,,,-0.356569022485,0.589379118063,0.677980434769,,-2.33590813843,
ASCC3,0.886934770914,0.670467959962,,,,,,3.22591938184,0.490143863313,0.731299789103,1.3593580177,,1.56721252889,,-0.414164965394,-0.719189506219,-2.89289915751,-0.291862304556,0.336355610716,-0.231638749193,-1.49024734164,2.67005933584,,-1.02489266526,1.37941789859,-0.0854019476308,,,-0.891789959195,,,,0.924505422962,3.0710080347,-1.59204729232,-4.00552319497,-2.42679119246,-0.472944613536,-0.584707228141,,,1.29479233725,,-1.64948811571,-1.52455883226,,1.13619659389,,-0.658437729649,,,-1.1551588624,-0.518798537411,0.66784821529,0.884904338381,,,,0.759709321296
ASF1A,0.450337630841,-0.439759340863,1.27982363449,0.311240068704,0.561045403904,-1.33635557726,-0.218140406527,-1.4304602201,0.995205115202,0.335787304893,1.56891088862,,0.958677998431,0.332950080457,-1.54958755808,-0.427621924333,-0.924110829095,0.208916990453,0.664996558229,1.99651532995,3.14053833985,2.61517442439,1.74336595703,2.74930224756,2.33953253179,,,,,,,-0.531318320986,0.22379542721,0.757410581721,0.320921970209,,-1.79461382848,-1.32948796568,-0.654371616968,-1.58350598039,-2.77086781946,1.8888465237,0.130326099205,-3.891638325,-1.0872567823,1.99060403317,-0.761344635466,1.0668118329,-0.845716048918,-0.83642213576,-0.863627764842,,0.135581245347,-2.12584168082,-0.374334825975,,1.31043701461,-1.80315304109,-2.63441861602
ASPDH,2.33566170393,1.63391134574,1.35815043417,-0.673271463825,2.27937844356,1.4579647153,-0.367587142988,,,1.57279574734,,0.796232842636,-0.854808040919,-0.0839997524035,-1.79071937081,1.10577870072,-0.23049697644,,,,-2.81816982645,,-0.844725219865,-1.52221306614,-0.382829743691,0.857033412093,1.16783866074,,0.924387368014,-1.39819615987,,0.200807973966,,,,,-3.10328941756,,,,-0.997371029848,1.69923477791,1.01375102611,-1.76593513973,,-0.0800079374717,-0.36827053762,1.04546812749,1.28202930005,-1.04071108188,,,-2.14020213035,1.13652666526,-0.340136259665,,0.447256613228,-2.87486137031,-0.677176682391
ATOX1,0.514372431323,,,-0.72054780722,1.72101012951,2.16945255517,0.457725653352,0.606345380161,,,,-1.8049308385,,,-1.0969647876,,,0.117586021752,,,-1.30451981523,0.328097329582,0.22568937196,,,2.09520018946,-0.279405574307,3.6006516056,0.681233159739,,-0.434770166477,1.83062766977,,1.72978623243,-1.77296145855,-2.24371151262,-2.10455974453,0.168274437666,,,-1.98036240409,,-0.257968429798,-3.75326831672,,,,0.753611580487,-0.150273402788,-0.580759237969,,,0.734892613519,,,,,0.234077978138,
ATP10D,0.182762911249,-1.94061287242,,1.43564217705,0.524013237703,-1.5030265639,-3.45043078586,0.138175322371,-1.6023515183,1.00415294275,1.90765204769,2.14042086979,1.02977236695,-3.16537387738,0.473479406906,-0.68402675933,-2.23533750636,0.180487702133,-2.23659836784,0.0718460808531,1.01848118334,2.55313457789,-1.14400598616,-0.391116072162,-0.878105298182,-0.182174796013,-0.574782410456,2.90346452591,0.903693399938,-2.4936562465,-1.75033158639,0.486543056014,0.946106607813,0.409825724453,-0.658105269155,-1.50657556149,-0.69528050891,0.664401474971,-0.441484639686,1.41916256117,-0.580382459385,0.383915387527,0.716258314321,-0.829220369406,-4.40882197474,0.338760727833,-0.221452905276,1.37519439804,-0.355273983007,1.07097048266,1.07653654782,,3.09479426092,-0.479659945489,0.445809186507,2.6112300214,,-0.67260962947,0.635712562472
