cosmic,sample,TL-2-105,TAK-715,CP466722,BMS-345541,Genentech Cpd 10,GSK429286A,Ruxolitinib,SB-715992,ZSTK474,KIN001-102,CAL-101,GW-2580,BMS-708163,BX-912,LY317615,WZ3105,XMD14-99,CP724714,JW-7-24-1,ABT-869,GSK2126458,PHA-793887,TG101348,QL-XI-92,XMD15-27,QL-XII-47,AC220,EKB-569,Masitinib,OSI-930,XMD13-2,Bleomycin (50 uM),AT-7519,XL-184,NPK76-II-72-1,NG-25,TL-1-85,VX-11e,FR-180204,"Zibotentan, ZD4054",BIX02189,KIN001-236,KIN001-055,KIN001-266,NVP-BHG712,PIK-93,TPCA-1,Y-39983,YM201636,AV-951,GSK690693,KIN001-270,CH5424802,KIN001-244,KIN001-260,SB52334,AS605240,STF-62247,I-BET,MPS-1-IN-1,CX-5461,Tubastatin A,VNLG/124,XL-880,EX-527,THZ-2-49,PFI-1,UNC0638,UNC0638,OSI-027,SN-38,MP470,T0901317,IOX2,5-Fluorouracil,NSC-207895,CAY10603,GSK269962A,SB-505124,Tamoxifen,piperlongumine,PI-103,Phenformin,SNX-2112,BMS-708163,BMS-536924,AR-42,EHT 1864,QL-X-138,CCT007093,AG-014699,AZD6244,TW 37,rTRAIL,XAV 939,JNJ-26854165,PLX4720 (rescreen),CUDC-101,THZ-2-102-1,(5Z)-7-Oxozeaenol,JQ1,CHIR-99021,BMN-673,Afatinib (rescreen),UNC1215,SGC0946,Temozolomide,GSK1070916,"PXD101, Belinostat",PF-4708671,Olaparib (rescreen),YM155,FK866,AZD6482,Etoposide,Vinorelbine,Midostaurin,CCT018159,AP-24534,JNK-9L,JQ1,FTI-277,Trametinib,CHIR-99021,Shikonin,AKT inhibitor VIII,NSC-87877,AZD6482,HG-6-64-1,DMOG,JQ12,Mitomycin C,Embelin,LAQ824,Doxorubicin,QS11,Epothilone B,GSK-1904529A,Bicalutamide,OSU-03012,IPA-3,LFM-A13,GDC0941 (rescreen),Tipifarnib,FH535,BAY 61-3606,Pazopanib,AS601245,BMS-754807,OSI-906,Gemcitabine,Bryostatin 1,Obatoclax Mesylate,Bleomycin,PF-562271,GSK-650394,AUY922,RDEA119 (rescreen),Bicalutamide,PAC-1,Bexarotene,Cetuximab,Dabrafenib,Thapsigargin,Vorinostat,Bosutinib,Lenalidomide,Vinblastine,Cisplatin,Docetaxel,Olaparib,ABT-888,17-AAG,Vismodegib,Camptothecin,Methotrexate,ABT-263,AZD7762,CEP-701,AMG-706,Elesclomol,Afatinib,BX-795,Nutlin-3a,PD-173074,RO-3306,KU-55933,PLX4720,Axitinib,GW 441756,VX-702,JNK Inhibitor VIII,Cytarabine,Gefitinib,NU-7441,NVP-BEZ235,GDC0941,AZD8055,PD-0325901,AICAR,ATRA,RDEA119,CI-1040,BIRB 0796,Temsirolimus,SL 0101-1,SB590885,MK-2206,PD-0332991,AZD6244,FMK,Nilotinib,ZM-447439,YK 4-279,681640,SB 216763,MLN4924,QL-VIII-58,XMD8-92,HG-5-113-01,XMD11-85h,ZG-10,HG-5-88-01,QL-XII-61,PHA-665752,NVP-TAE684,Crizotinib,Imatinib,AZD-0530,AZ628,Parthenolide,KIN001-135,Sorafenib,Bortezomib,GSK269962A,MG-132,Paclitaxel,A-770041,BMS-509744,Pyrimethamine,GW843682X,MS-275,TGX221,Sunitinib,Z-LLNle-CHO,CGP-60474,CGP-082996,WZ-1-84,BMS-536924,CMK,A-443654,S-Trityl-L-cysteine,BI-2536,GNF-2,WH-4-023,Salubrinal,Dasatinib,XMD8-85,Roscovitine,Lapatinib,Cyclopamine,VX-680,JW-7-52-1,Erlotinib,Rapamycin
688006,NCI-H1694,0.88,0.93,0.83,0.81,0.83,0.98,0.99,0.83,0.82,0.86,0.95,0.89,0.99,0.73,0.98,0.76,0.99,0.97,0.74,0.99,0.82,0.91,0.85,0.81,0.98,0.25,0.93,0.93,0.82,0.95,0.93,0.84,0.80,0.98,0.89,0.97,0.97,0.98,0.98,0.99,0.97,0.99,0.97,0.90,0.99,0.87,0.94,0.97,0.93,0.98,0.97,0.97,0.90,0.88,0.97,0.96,0.88,0.97,0.91,0.94,0.85,0.89,0.98,0.76,0.99,0.87,0.93,0.96,0.72,0.46,0.73,0.84,0.95,0.97,0.89,0.84,0.54,0.89,0.97,0.99,0.83,0.82,0.62,0.62,0.99,0.96,0.42,0.99,0.77,0.99,0.99,0.99,0.65,0.97,0.98,0.96,0.99,0.39,0.15,0.71,0.97,0.97,0.56,0.97,0.98,0.99,0.96,0.87,0.29,0.98,0.98,0.07,0.18,0.98,0.57,0.85,0.97,0.97,0.99,0.71,0.88,0.99,0.99,0.99,0.48,0.99,0.98,0.98,0.98,0.53,0.89,0.37,0.93,0.50,0.61,0.94,0.88,0.99,0.99,0.79,0.97,0.99,0.82,0.95,0.84,0.93,0.98,0.97,0.89,0.97,0.54,0.99,0.55,0.83,0.98,0.97,0.91,0.97,0.99,0.98,0.99,0.97,0.99,0.67,0.65,0.99,0.98,0.78,0.88,0.96,0.99,0.99,0.98,0.95,0.36,0.99,0.82,0.80,0.74,0.99,0.80,0.99,0.88,0.98,0.99,0.97,0.99,0.99,0.94,0.99,0.99,0.99,0.97,0.99,0.98,0.83,0.92,0.84,0.96,0.92,0.96,0.99,0.96,0.98,0.91,0.98,0.99,0.87,0.99,0.98,0.95,0.98,0.94,0.90,0.96,0.99,,0.39,0.95,0.88,0.95,0.61,0.93,0.85,0.99,0.96,0.98,0.97,0.96,0.99,0.97,0.99,0.94,0.79,0.97,0.96,0.90,0.98,0.94,0.99,0.67,0.89,0.99,0.94,0.92,0.88,0.98,0.98,0.95,0.88,0.84,0.90,0.77,0.99,0.98,0.92,0.99,0.96,0.96,0.98,0.98,0.98,0.80,0.99,0.94
687804,NCI-H1770,0.99,0.95,0.91,0.94,0.99,0.99,0.99,0.92,0.94,0.91,0.99,0.99,0.99,0.90,0.90,0.97,0.99,0.99,0.93,0.99,0.97,0.98,0.92,0.99,0.99,0.94,0.99,0.99,0.97,0.98,0.98,0.97,0.95,0.97,0.80,0.96,0.97,0.76,0.95,0.99,0.99,0.96,0.99,0.99,0.87,0.91,0.87,0.98,0.97,0.99,0.99,0.99,0.99,0.94,0.99,0.98,0.78,0.99,0.93,0.89,0.99,0.97,0.99,0.63,0.99,0.88,0.98,0.99,0.87,0.97,0.94,0.93,0.99,0.99,0.86,0.99,0.67,0.93,0.99,0.99,0.81,0.99,0.50,0.36,0.99,0.97,0.51,0.99,0.96,0.99,0.99,0.99,0.46,0.97,0.99,0.99,0.98,0.62,0.61,0.89,0.99,0.99,0.99,0.96,0.99,0.99,0.99,,0.47,0.98,0.98,0.27,0.17,0.98,0.68,0.56,0.85,0.97,0.94,0.57,0.77,0.99,0.98,0.97,0.24,0.97,0.99,0.96,0.78,0.88,0.74,0.27,0.76,0.43,0.61,0.87,0.37,0.99,0.99,0.74,0.78,0.99,0.83,0.78,0.78,0.80,0.97,0.84,0.63,0.80,0.52,0.98,0.14,0.57,0.92,0.66,0.73,0.99,0.99,0.97,0.99,0.99,0.99,0.29,0.63,0.99,0.99,0.90,0.99,0.96,0.99,0.99,0.85,0.99,0.97,0.99,0.52,0.99,0.84,0.99,0.94,0.99,0.92,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.86,0.91,0.95,0.99,0.74,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.84,0.99,0.99,0.99,0.99,0.94,0.88,0.99,0.99,0.99,0.36,0.99,0.87,0.99,0.78,0.88,0.86,0.91,0.98,0.99,0.92,0.99,0.98,0.97,0.99,0.97,0.97,0.99,0.99,0.99,0.96,0.95,0.94,0.92,0.95,0.99,0.91,0.88,0.89,0.91,0.99,0.87,0.94,0.99,0.93,0.99,0.99,0.99,0.94,0.99,0.79,0.98,0.99,0.98,0.96,0.89,0.99,0.99
1330972,NCI-H1876,0.96,0.96,0.82,0.88,0.90,0.97,0.99,0.87,0.74,0.93,0.96,0.98,0.99,0.83,0.97,0.69,0.98,0.97,0.77,0.98,0.57,0.70,0.85,0.96,0.99,0.85,0.98,0.95,0.97,0.95,0.91,0.58,0.55,0.92,0.86,0.83,0.96,0.95,0.96,0.98,0.97,0.99,0.99,0.98,0.88,0.85,0.89,0.97,0.91,0.99,0.90,0.97,0.98,0.94,0.96,0.94,0.87,0.98,0.88,0.97,0.76,0.95,0.98,0.69,0.99,0.89,0.94,0.77,0.80,0.25,0.24,0.85,0.98,0.98,0.77,0.95,0.60,0.97,0.98,0.99,0.80,0.45,0.84,0.83,0.98,0.87,0.61,0.94,0.57,0.99,0.92,0.98,0.47,0.97,0.96,0.98,0.97,0.46,0.81,0.86,0.99,0.99,0.18,0.96,0.96,0.98,0.96,0.83,0.40,0.91,0.83,0.03,0.04,0.90,0.61,0.85,0.99,0.98,0.99,0.84,0.99,0.99,0.98,0.99,0.76,0.99,0.98,0.99,0.99,0.74,0.99,0.24,0.78,0.82,0.62,0.97,0.97,0.98,0.98,0.85,0.97,0.99,0.75,0.98,0.85,0.93,0.96,0.98,0.88,0.99,0.38,0.98,0.68,0.62,0.99,0.98,0.93,0.97,0.99,0.98,0.99,0.98,0.98,0.85,0.64,0.99,0.99,0.57,0.57,0.93,0.85,0.99,0.99,0.99,0.09,0.84,0.60,0.64,0.78,0.98,0.95,0.98,0.80,0.99,0.98,0.99,0.95,0.77,0.93,0.99,0.98,0.99,0.87,0.98,0.84,0.56,0.51,0.73,0.99,0.92,0.96,0.98,0.81,0.98,0.94,0.99,0.99,0.90,0.99,0.99,0.98,0.98,0.87,0.75,0.96,0.99,,0.15,0.95,0.86,0.96,0.63,0.88,0.81,0.99,0.85,0.98,0.99,0.99,0.97,0.92,0.99,0.95,0.83,0.93,0.83,0.74,0.97,0.91,0.97,0.47,0.67,0.99,0.94,0.89,0.75,0.99,0.95,0.90,0.87,0.73,0.74,0.60,0.99,0.98,0.97,0.93,0.94,0.96,0.99,0.99,0.78,0.70,0.98,0.94
688023,NCI-H446,0.97,0.98,0.72,0.86,0.92,0.97,0.98,0.69,0.72,0.86,0.91,0.98,0.96,0.70,0.94,0.52,0.97,0.98,0.48,0.98,0.47,0.63,0.66,0.89,0.96,0.68,0.93,0.91,0.76,0.98,0.67,0.81,,0.93,0.27,0.78,0.88,0.99,0.98,0.98,0.94,0.94,0.94,0.86,0.87,0.39,0.77,0.89,0.60,0.98,0.58,0.89,0.99,0.80,0.90,0.94,0.98,0.98,0.71,0.88,0.69,0.82,0.98,0.52,0.99,0.44,0.76,0.71,0.62,0.20,0.72,0.97,0.99,0.98,0.84,0.83,0.37,0.85,0.89,0.93,0.78,0.29,0.81,0.44,0.97,0.93,0.37,0.99,0.42,0.99,0.99,0.98,0.74,0.95,0.90,0.99,0.86,0.40,0.08,0.77,0.96,0.98,0.97,0.91,0.98,0.98,0.96,0.60,0.28,0.98,0.97,0.03,0.05,0.86,0.94,0.70,0.97,0.96,0.97,0.70,0.75,0.98,0.98,0.98,0.82,0.98,0.99,0.95,0.93,0.64,0.91,0.76,0.95,0.57,0.90,0.98,0.85,0.99,0.98,0.91,0.98,0.97,0.50,0.96,0.90,0.85,0.97,0.98,0.92,0.99,0.91,0.98,0.49,0.74,0.97,0.89,0.84,0.98,0.96,0.96,0.99,0.98,0.97,0.54,0.65,0.99,0.99,0.42,0.96,0.81,0.98,0.99,0.98,0.96,0.65,0.86,0.57,0.71,0.75,0.98,0.94,0.99,0.92,0.99,0.96,0.99,0.99,0.98,0.90,0.99,0.98,0.99,0.89,0.98,0.93,0.73,0.68,0.68,0.99,0.94,0.98,0.97,0.98,0.98,0.89,0.99,0.99,0.77,0.99,0.99,0.98,0.99,0.88,0.62,0.98,0.99,0.98,0.18,0.85,0.75,0.85,0.57,0.90,0.97,0.99,0.98,0.98,0.98,0.97,0.98,0.97,0.95,0.98,0.65,0.88,0.94,0.68,0.88,0.93,0.94,0.44,0.72,0.98,0.94,0.87,0.85,0.98,0.97,0.92,0.90,0.71,0.76,0.64,0.98,0.80,0.95,0.86,0.94,0.93,0.97,0.96,0.89,0.61,0.98,0.96
908483,NCI-H524,0.94,0.95,0.75,0.89,0.79,0.96,0.99,0.63,0.84,0.90,0.99,0.99,0.99,0.62,0.91,0.69,0.99,0.99,0.68,0.99,0.77,0.50,0.81,0.96,0.99,0.50,0.97,0.92,0.96,0.99,0.79,0.92,0.64,0.99,0.76,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.90,0.88,0.99,0.99,0.99,0.92,0.99,0.99,0.99,0.99,0.98,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.76,0.99,0.99,0.93,0.80,0.84,0.25,0.86,0.95,0.99,0.99,0.99,0.99,0.79,0.70,0.81,0.98,0.75,0.44,0.64,0.99,0.99,0.93,0.66,0.99,0.66,0.99,0.96,0.99,0.49,0.98,0.99,0.92,0.99,0.84,0.74,0.75,0.98,0.99,0.96,0.99,0.99,0.99,0.98,0.06,0.91,0.99,0.98,,0.02,0.98,0.97,0.91,0.99,0.98,0.99,0.88,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.85,0.88,0.59,0.96,0.68,0.98,0.99,0.80,0.99,0.99,0.99,0.99,0.99,0.88,0.95,0.78,0.96,0.99,0.98,0.99,0.98,0.96,0.99,0.83,0.94,0.98,0.94,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.53,0.58,0.96,0.99,0.50,0.86,0.80,0.96,0.99,0.98,0.96,0.74,0.70,0.52,0.81,0.55,0.99,0.68,0.99,0.77,0.98,0.99,0.99,0.97,0.97,0.92,0.99,0.96,0.99,0.99,0.98,0.99,0.85,0.81,0.79,0.99,0.61,0.97,0.98,0.97,0.99,0.94,0.99,0.99,0.92,0.98,0.99,0.98,0.98,0.78,0.59,0.98,0.97,0.98,0.35,0.97,0.65,0.96,0.65,0.94,0.78,0.97,0.78,0.97,0.96,0.95,0.97,0.85,0.98,0.94,0.83,0.88,0.89,0.56,0.99,0.95,0.91,0.57,0.58,0.98,0.98,0.92,0.81,0.97,0.97,0.93,0.95,0.75,0.63,0.73,0.98,0.99,0.98,0.98,0.96,0.91,0.99,0.99,0.56,0.78,0.99,0.92
908457,NCI-H747,0.89,0.81,0.72,0.70,0.75,0.96,0.98,0.89,0.46,0.59,0.81,0.97,0.97,0.79,0.44,0.16,0.91,0.92,0.57,0.94,0.20,0.75,0.71,0.85,0.96,0.41,0.97,0.23,0.90,0.90,0.92,0.62,0.49,0.91,0.89,0.83,0.87,0.71,0.93,0.98,0.88,0.97,0.87,0.80,0.76,0.76,0.85,0.91,0.86,0.98,0.78,0.98,0.95,0.87,0.95,0.94,0.56,0.91,0.86,0.83,0.94,0.91,0.94,0.72,0.98,0.58,0.86,0.73,0.70,0.41,0.92,0.46,0.94,0.98,0.82,0.93,0.56,0.94,0.94,0.97,0.83,0.36,0.62,0.57,0.98,0.90,0.64,0.94,0.54,0.98,0.98,0.43,0.51,0.98,0.92,0.90,0.98,0.64,0.15,0.44,0.96,0.92,0.90,0.73,0.98,0.98,0.98,0.86,0.49,0.97,0.96,0.04,0.59,,0.84,0.78,0.91,0.95,0.85,0.66,0.66,0.97,0.16,0.95,0.38,0.92,0.98,0.89,0.71,0.84,0.81,0.36,0.78,0.44,0.58,0.96,0.52,0.98,0.98,0.67,0.76,0.96,0.57,0.56,0.71,0.88,0.95,0.85,0.53,0.76,0.43,0.97,0.26,0.33,0.89,0.93,0.50,0.43,0.96,0.89,0.96,0.94,0.92,0.59,0.86,0.97,0.98,0.85,0.98,0.87,0.98,0.98,0.72,0.98,0.85,0.98,0.98,0.92,0.80,0.98,0.73,0.94,0.93,0.85,0.98,0.92,0.98,0.98,0.96,0.98,0.98,0.98,0.84,0.97,0.98,0.77,0.83,0.77,0.62,0.84,0.98,0.62,0.77,0.98,0.91,0.98,0.97,0.79,0.70,0.57,0.88,0.98,0.76,0.82,0.98,0.95,0.96,0.37,0.85,0.76,0.94,0.77,0.85,0.96,0.98,0.70,0.96,0.98,0.86,0.57,0.95,0.97,0.94,0.36,0.98,0.75,0.65,0.76,0.77,0.95,0.69,0.79,0.96,0.82,0.75,0.67,0.81,0.91,0.62,0.82,0.55,0.88,0.76,0.89,0.81,0.97,0.51,0.92,0.95,0.91,0.98,0.84,0.37,0.89,0.84
908449,NMC-G1,0.95,0.94,0.67,0.89,0.82,0.98,0.98,0.90,0.74,0.86,0.90,0.98,0.90,0.90,0.51,0.90,0.94,0.98,0.66,0.98,0.65,0.73,0.80,0.92,0.96,0.49,0.98,0.85,0.85,0.97,0.88,0.15,0.77,0.86,0.94,0.81,0.87,0.95,0.98,0.97,0.89,0.98,0.98,0.78,0.86,0.78,0.83,0.98,0.88,0.98,0.95,0.96,0.97,0.84,0.96,0.86,0.84,0.95,0.96,0.87,0.87,0.92,0.97,0.57,0.97,0.56,0.94,0.79,0.69,0.53,0.54,0.92,0.98,0.96,0.86,0.93,0.66,0.87,0.88,0.96,0.77,0.53,0.82,0.74,0.81,0.97,0.71,0.98,0.57,0.98,0.91,0.64,0.58,0.98,0.79,0.81,0.84,0.68,0.61,0.55,0.98,0.76,0.63,0.97,0.98,0.98,0.97,0.84,0.52,0.96,0.91,0.06,0.61,0.90,0.66,0.70,0.80,0.91,0.95,0.64,0.96,0.94,0.69,0.96,0.52,0.95,0.98,0.88,0.70,0.58,0.95,0.28,0.68,0.52,0.48,0.97,0.46,0.96,0.98,0.75,0.96,0.94,0.81,0.38,0.67,0.82,0.78,0.82,0.54,0.82,0.25,0.93,0.33,0.11,0.90,0.95,0.53,0.78,0.97,0.98,0.91,0.93,0.39,0.37,0.86,0.92,0.97,0.54,0.84,0.47,0.95,0.95,0.72,0.98,0.66,0.98,0.78,0.80,0.67,0.98,0.58,0.96,0.90,0.89,0.98,0.98,0.98,0.88,0.98,0.96,0.97,0.98,0.84,0.98,0.97,0.78,0.89,0.81,0.92,0.92,0.98,0.82,0.87,0.98,0.72,0.96,0.97,0.92,0.90,0.93,0.95,0.97,0.93,0.63,0.95,0.85,0.87,0.43,0.94,0.74,0.96,0.80,0.82,0.87,0.98,0.74,0.96,0.98,0.90,0.97,0.98,0.98,0.93,0.64,0.94,0.82,0.69,0.56,0.79,0.96,0.78,0.55,0.89,0.91,0.79,0.60,0.95,0.97,0.73,0.90,0.84,0.80,0.83,0.98,0.85,0.87,0.55,0.90,0.88,0.89,0.98,0.83,0.33,0.87,
1290455,OCI-AML3,0.90,0.95,0.84,0.80,0.56,0.91,0.99,0.56,0.45,0.69,0.78,0.97,0.98,0.85,0.80,0.51,0.96,0.97,0.55,0.99,0.57,0.51,0.66,0.84,0.97,0.50,0.98,0.74,0.86,0.89,0.86,0.67,0.39,0.96,0.62,0.82,0.88,0.63,0.97,0.99,0.84,0.96,0.98,0.83,0.33,0.32,0.68,0.97,0.85,0.99,0.94,0.97,0.97,0.49,0.87,0.99,0.19,0.97,0.37,0.87,0.91,0.79,0.89,0.87,0.98,0.30,0.65,0.74,0.70,0.17,0.63,0.86,0.95,0.98,0.34,0.94,0.34,0.79,0.99,0.98,0.79,0.26,0.76,0.37,0.99,0.90,0.33,0.97,0.50,0.98,0.97,0.24,0.80,0.98,0.99,0.98,0.99,0.38,0.02,0.32,0.99,0.99,0.83,0.98,0.99,0.99,0.99,0.81,0.36,0.98,0.98,0.05,0.02,0.96,0.77,0.60,0.98,0.94,0.97,0.63,0.64,0.99,0.07,0.99,0.30,0.97,0.98,0.96,0.91,0.51,0.83,0.31,0.92,0.39,0.71,0.89,0.60,0.99,0.99,0.81,0.72,0.99,0.71,0.78,0.75,0.94,0.98,0.95,0.96,0.99,0.16,0.98,0.57,0.88,0.99,0.98,0.74,0.24,0.99,0.99,0.98,0.99,0.88,0.74,0.54,0.98,0.96,0.55,0.92,0.91,0.97,0.98,0.92,0.98,0.66,0.75,0.98,0.82,0.66,0.99,0.99,0.98,0.94,0.88,0.91,0.99,0.99,0.98,0.96,0.99,0.97,0.99,0.97,0.99,0.98,0.73,0.89,0.75,0.50,0.89,0.78,0.35,0.62,0.99,0.98,0.98,0.95,0.93,0.96,0.30,0.87,0.99,0.98,0.74,0.99,0.99,,0.13,0.76,0.80,0.86,0.64,0.95,0.63,0.99,0.96,0.99,0.99,0.99,0.56,0.99,0.99,0.94,0.57,0.98,0.79,0.59,0.99,0.99,0.98,0.60,0.76,0.99,0.91,0.81,0.78,0.99,0.99,0.98,0.99,0.86,0.58,0.72,0.99,0.99,0.98,0.98,0.94,0.97,0.99,0.99,0.99,0.84,0.99,0.99
1330984,OCI-LY-19,0.88,0.89,0.43,0.85,0.55,0.97,0.97,0.54,0.25,0.71,0.82,0.94,0.97,0.32,0.85,0.58,0.90,0.99,0.53,0.99,0.26,0.45,0.41,0.82,0.94,0.50,0.98,0.57,0.88,0.89,0.71,0.47,0.28,0.87,0.44,0.69,0.72,0.76,0.86,0.99,0.61,0.88,0.81,0.74,0.47,0.21,0.32,0.89,0.74,0.98,0.71,0.90,0.98,0.52,0.72,0.75,0.21,0.95,0.60,0.79,0.20,0.83,0.90,0.41,0.98,0.26,0.88,0.87,0.61,0.06,0.54,0.57,0.98,0.98,0.57,0.81,0.28,0.96,0.96,0.95,0.84,0.10,0.39,0.20,0.99,0.97,0.30,0.97,0.33,0.99,0.94,0.88,0.41,0.96,0.96,0.94,0.94,0.20,0.05,0.70,0.96,0.92,0.71,0.95,0.99,0.99,0.99,0.04,0.21,0.97,0.93,0.02,0.04,0.93,0.20,0.39,0.80,0.91,0.79,0.50,0.54,0.97,0.79,0.98,0.26,0.95,0.98,0.87,0.47,0.43,0.81,0.05,0.71,0.30,0.16,0.77,0.42,0.99,0.99,0.68,0.77,0.93,0.73,0.39,0.81,0.59,0.87,0.85,0.67,0.74,0.09,0.93,0.09,0.08,0.91,0.62,0.46,0.92,0.98,0.73,0.95,0.99,0.59,0.32,0.67,0.78,0.99,0.46,0.77,,0.88,0.99,0.96,0.98,0.22,0.81,0.38,0.60,0.32,0.99,0.54,0.99,0.86,0.70,0.96,0.98,0.98,0.95,0.92,0.50,0.99,0.99,0.39,0.99,0.99,0.78,0.82,0.73,0.88,0.73,0.96,0.85,0.72,0.99,0.94,0.99,0.98,0.92,0.82,0.98,0.96,0.98,0.84,0.75,0.92,0.99,0.97,0.38,0.91,0.77,0.97,0.70,0.91,0.88,0.99,0.79,0.96,0.99,0.98,0.64,0.82,0.99,0.86,0.52,0.92,0.86,0.38,0.97,0.85,0.97,0.48,0.69,0.98,0.66,0.78,0.67,0.94,0.92,0.82,0.94,0.72,0.58,0.60,0.99,0.97,0.92,0.87,0.85,0.93,0.99,0.98,0.32,0.52,0.94,0.87
909256,OCUB-M,0.89,0.86,0.71,0.88,0.48,0.95,0.99,0.54,0.59,0.43,0.95,0.91,0.97,0.77,0.89,0.56,0.99,0.68,0.45,0.99,0.37,0.67,0.84,0.79,0.95,0.38,0.96,0.35,0.78,0.87,0.70,0.56,0.46,0.95,0.80,0.83,0.90,0.95,0.98,0.99,0.97,0.96,0.98,0.85,0.85,0.61,0.78,0.87,0.91,0.99,0.20,0.95,0.68,0.80,0.97,0.75,0.86,0.94,0.85,0.87,0.90,0.93,0.91,0.75,0.98,0.48,0.89,0.83,0.77,0.08,0.24,0.32,0.94,0.99,0.87,0.81,0.38,0.73,0.98,0.97,0.71,0.40,0.18,0.30,0.99,0.97,0.46,0.80,0.28,0.94,0.97,0.98,0.37,0.98,0.95,0.94,0.97,0.35,0.06,0.74,0.99,0.94,0.88,0.55,0.99,0.99,0.99,0.34,0.29,0.85,0.95,0.04,0.68,0.64,0.15,0.42,0.94,0.84,0.99,0.73,0.66,0.97,0.98,0.99,0.52,0.84,0.99,0.73,0.84,0.97,0.84,0.16,0.67,0.27,0.22,0.80,0.40,0.97,0.99,0.70,0.84,0.98,0.68,0.39,0.33,0.81,0.81,0.62,0.71,0.94,0.18,0.99,0.28,0.39,0.93,0.56,0.56,0.97,0.97,0.98,0.60,0.97,0.97,0.12,0.83,0.97,0.99,0.71,0.99,0.77,0.96,0.99,0.96,0.99,0.88,0.99,0.98,0.94,0.88,0.99,0.85,0.95,0.92,0.97,0.99,0.97,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.99,0.77,0.95,0.80,,0.88,0.95,0.99,0.95,0.99,0.83,0.93,0.99,0.69,0.97,0.94,0.97,0.98,0.84,0.67,0.98,0.99,0.73,0.08,0.92,0.68,0.99,0.69,0.97,0.75,0.99,0.86,0.98,0.99,0.98,0.96,0.91,0.98,0.89,0.32,0.95,0.57,0.38,0.86,0.85,0.99,0.45,0.72,0.94,0.89,0.69,0.71,0.86,0.71,0.90,0.90,0.35,0.64,0.56,0.98,0.94,0.84,0.87,0.93,0.96,0.37,0.99,0.39,0.15,0.99,0.04
909250,OS-RC-2,0.97,0.91,0.85,0.86,0.71,0.95,0.98,0.94,0.60,0.86,0.81,0.98,0.98,0.93,0.82,0.92,0.97,0.97,0.76,0.98,0.63,0.92,0.81,0.95,0.98,0.69,0.98,0.87,0.86,0.98,0.95,0.56,0.77,0.91,0.97,0.80,0.90,0.95,0.97,0.98,0.91,0.97,0.97,0.82,0.90,0.77,0.88,0.93,0.91,0.97,0.85,0.97,0.96,0.86,0.97,0.91,0.95,0.98,0.98,0.95,0.97,0.70,0.98,0.61,0.98,0.59,0.97,0.82,0.77,0.64,0.74,0.91,0.97,0.97,0.93,0.94,0.62,0.90,0.94,0.97,0.66,0.89,0.69,0.72,0.98,0.88,0.67,0.95,0.70,0.97,0.96,0.84,0.62,0.90,0.94,0.83,0.95,0.84,0.63,0.77,0.97,0.95,0.87,0.95,0.91,0.97,0.97,0.93,0.55,0.96,0.95,0.05,0.69,0.87,0.79,0.78,0.81,0.97,0.86,0.48,0.68,0.96,0.84,0.94,0.36,0.89,0.98,0.58,0.61,0.71,0.66,0.33,0.71,0.42,0.62,0.88,0.46,0.95,0.97,0.73,0.93,0.94,0.72,0.76,0.67,0.64,0.86,0.79,0.76,0.95,0.32,0.89,0.37,0.48,0.88,0.88,0.62,0.85,0.97,0.90,0.95,0.97,0.96,0.44,0.63,0.86,0.96,0.77,0.73,0.92,0.97,0.84,0.69,0.94,0.55,0.92,0.88,0.70,0.65,0.93,0.67,0.95,0.94,0.79,0.92,0.96,0.97,0.96,0.92,0.89,0.96,0.97,0.74,0.88,0.90,0.52,0.96,0.77,0.70,0.85,0.94,0.87,0.78,0.92,0.53,0.90,0.97,0.72,0.61,0.74,0.97,0.95,0.87,0.88,0.93,0.93,0.73,0.37,0.97,0.74,0.93,0.77,0.86,0.97,0.98,0.79,0.96,0.98,0.82,0.94,0.87,0.97,0.87,0.35,0.96,0.74,0.82,0.59,0.80,0.57,0.77,0.64,0.58,0.79,0.86,0.65,0.95,0.90,0.68,0.87,0.66,0.89,0.84,0.97,0.41,0.91,0.36,0.86,0.83,0.79,0.77,0.86,0.29,0.72,
