,59M,A2780,A2780CP70,COV318,Caov-3,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,ME-180,ME180C13,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
ABCD1,1.30410590607,,1.38490974588,0.0249136979719,0.945478676395,0.205581392463,-3.10083766411,1.66260087033,1.64019817832,-0.86744337932,-0.648432069056,-0.262360746235,0.184367943839,-0.145682622782,-1.13206090309,-2.19603451978,0.410225553232,-0.703857156388,-1.03224729191,0.75091867693,2.42482315717,2.02312332045,-0.877836733044,-1.90335484355,1.96011893336,1.15066962702,-1.34375997261,0.0459943802722,-0.009579756551,-3.29160668035
ABCD3,0.221049642515,0.587744618024,-2.10618278221,0.0674375476319,2.73565284102,-1.32555570578,-2.8211591138,1.25185497382,1.1774953011,-1.03525210623,-0.271683080954,-3.02357252427,1.58192874672,2.67299131105,-1.29875703705,-0.174215822193,0.869103145289,-0.661645813601,-0.743062799629,1.50836042633,0.480534277439,2.48373911823,-2.31382670454,-0.835840327112,1.66313374546,-0.0789814604415,-0.502695765679,-0.290657876545,-0.0818791321591,0.112700027113
ABCF1,-0.95707252911,-0.247120707429,1.48301773195,1.81745490861,,,,0.3428531066,0.562457658409,,,-0.297919391798,-0.312847084799,-3.46572550692,0.699874858789,0.139135430953,,0.421709113324,,,-0.664738174552,0.566734503724,,-1.04697370014,2.7209942426,-2.6284568884,1.03073349673,1.2070811877,-0.764959098866,-1.86816295415
ABCF3,-2.72594508031,-1.81832771419,0.0355323982007,-1.59657582767,1.53124100162,-1.62606295551,-0.432367874988,0.188716356933,0.161115632666,-0.801607942158,-0.790204052331,0.0250320370708,-0.00906026699708,-2.29289686581,0.566995548553,-0.1375849265,2.4535243152,1.11374507844,3.21410746881,0.0540150833219,1.41474301221,1.04103176683,1.92210542324,-1.26640044137,-1.03827364679,1.68540239429,-2.80769578484,1.27468738295,0.0310689764144,0.39436608417
ABHD10,-2.09626645952,-3.6086968342,-1.43440666572,0.694724366452,-0.444729496153,0.0572830274634,0.0684479407166,-1.71579221957,-0.725744566527,-0.62561043822,-0.929573855031,0.44044369196,-0.0905167641002,1.09794309273,-0.181982386948,1.29716197726,2.54791088446,1.42694121291,4.06068381167,0.36970569822,1.57896594071,-0.220982926208,-1.81051083689,-1.34203520772,1.19729363255,-0.845794616297,-1.68392979036,0.510238445534,1.49770121024,1.3857379961
ABHD11,-2.21606469582,-0.665049748652,0.271410706262,1.38701102468,2.65305254281,-0.65913663692,-2.84952783538,-0.307479346956,-0.17507565419,-1.78331842375,-2.09785385582,-0.157109179778,1.04232389192,0.985389328909,-1.21608328514,0.161816136706,1.24679741875,-0.257076468784,0.846509558256,0.825334928284,1.85632043133,3.62692528003,0.789809192496,0.0780690774344,-1.00408601777,2.19748570179,-1.70217281507,-0.783957889519,0.330875749383,-1.64288853075
ABHD12,-1.48509296441,0.897966296553,0.0819275835102,2.01638604728,0.0661780508507,-1.2776578625,-3.90795906435,-1.27823041933,-1.94161397207,1.49260455304,0.669759988047,0.642722952886,1.98627099544,-0.402901145729,-0.2311401737,2.59459073533,1.56108412648,-1.21100503929,-0.025884517121,-0.700802948905,0.0441965595483,2.34983056758,-1.47688767018,-1.55806808773,0.0367954667665,1.50251434049,0.53163110356,0.272272053307,0.189811702473,-2.42690263802
ABHD15,-1.05950149871,-2.48238923541,,,0.895182960998,-0.879845704209,0.355343925029,0.586143318264,-0.832920205333,-1.15322871146,,,,-0.974147857697,,1.49687245508,-0.489869529153,2.0326245436,-0.369908125031,1.05575973781,1.49511792528,,0.810408681085,2.01421922555,0.657887961069,,-0.84171531021,-3.40910187351,,
ABHD16A,-0.0173535618567,0.372524682997,-0.445186005002,-0.640858748495,1.20436050071,-1.46564487631,-2.96594823896,3.95923677142,2.72250319153,0.37456766607,-0.124233160578,-2.10223259255,1.22472716997,1.36401495338,-0.39921726413,1.15987093585,0.592518364663,-1.45846647997,0.176910321303,0.0659110976757,-0.99600034788,1.96626352482,-3.21704206504,-0.0587873929336,0.805501413306,1.50843773743,0.25866169073,-0.824062122416,-0.941851133775,-1.94647490687
ABL1,,0.849169548883,-0.276486582486,,-0.380791200493,-0.106893865217,0.525402327531,-1.77035746811,-1.800714157,0.202516715156,1.83976088125,1.27305029914,3.47612710715,-3.06095976932,1.24711221009,-1.70170052019,-1.11569128484,1.60679576358,0.0594378412709,-0.448480719789,-0.295118140795,0.135214818247,-1.63903964879,,1.54328234698,-1.59302440209,1.24811223091,-1.12131038979,2.08330910396,-0.320377322357
ABL2,3.64013658189,,,0.160170609021,-0.744870476997,-0.170122335374,,-1.37827707785,-2.84712068105,,-1.71447689633,0.13993854454,0.621114631394,1.74486088605,,,-1.17103998543,0.11086579876,1.44505078919,0.00657322337501,-1.05803183219,0.649992635784,1.14138642192,,-0.241855048315,,,-1.95972679226,2.36345491553,0.142315055793
ABLIM1,-1.49007731208,-2.50904775178,-1.10771677066,3.73953335318,0.369929797404,-1.64117149984,-0.830414368477,0.689396900781,1.11604267094,-1.38452323262,0.870355565365,-1.02688535264,0.898456027965,1.46141020788,1.22906628865,0.508847648591,-0.712318256194,1.89436283592,0.500162824822,-0.479597121647,0.572813938544,0.992266033001,0.44192536913,1.37149452475,0.84463953999,0.320823659594,-0.988644837835,-1.10361098056,-2.9420654245,-1.97146693112
ABLIM3,0.188248297762,-2.03419240784,,2.54811532218,-0.351804009432,-0.184142362274,,-1.1293613288,,0.559856437568,0.452710381597,-2.51911156239,3.08416884393,0.437329526648,-0.568647211325,-0.158764831198,0.345207842684,0.346820494959,,-2.68645522354,1.50183153802,-0.918970643626,,,,,1.11213961858,,,
ABRACL,1.1383455326,-3.98800907544,0.849417604922,0.477184112943,-1.16997105146,0.190577025128,-1.15390128609,,-0.524417517576,1.08497401613,-1.86414100401,-0.469471867896,-1.31370312997,0.910501539868,-1.61803740205,2.21519951827,1.90260510298,-0.306584510246,-0.439929437155,-0.315609362773,0.156274158903,-0.698655350942,0.436094794777,-1.30833476869,-1.00464268977,2.96747295624,2.40996937424,1.84533742919,0.986018689255,-1.23629181651
ABT1,-1.15963050802,0.36517569499,-0.801716838731,0.0958159000306,3.77310733784,-2.44162468925,0.73320589744,0.171441311029,0.0903518210131,2.43204461565,0.160135433003,-0.460692800123,-0.253993321188,-1.66319661548,-1.5631035326,-0.317051574811,1.68314118952,-1.35087119418,0.732889053466,-0.683660443632,-1.79088733204,-2.16847434514,1.36797236207,1.5296703544,-1.52522283791,1.59714154219,0.577694198025,-0.422931040377,0.396386035408,2.63639037912
ACAD8,1.43440316199,1.91075883265,0.0836752789742,1.37286235195,-0.309499227745,-2.13884180429,-0.920505516341,0.732937571871,1.23145816876,-0.929446403923,-1.42245236096,-0.621780290093,0.0856840564572,3.1707652679,2.20275189334,1.04025954422,-0.564488575969,-0.471483975494,1.37843195107,-3.0093260859,0.857911489953,-0.85624910779,0.36917812701,-0.99448011527,-1.36774811935,-0.140170120646,-1.69648412183,-0.794899331242,-0.85661599986,2.26700977067
ACADSB,-0.681805086749,0.449686368408,1.6744731162,-1.57519986624,1.95329423921,1.30268793365,-1.9875314217,0.967561681934,1.61080388916,-1.87128354401,-2.50183189225,0.226606632737,-0.59272133536,-1.33996791183,0.609737771016,-0.463244040613,-1.074014746,0.0563823473086,-0.111923464706,2.80283960705,-0.597124978667,3.97797361088,-0.6054091208,-0.566555792306,0.713314018448,-0.0463220035678,0.58037765416,1.20507255379,-3.46037711102,0.000153627121739
ACADVL,0.71778997663,-1.29085541371,-0.694301153859,-1.1118220147,2.130171164,-0.253019998083,-1.12661070321,-0.228313948949,-3.29208074395,-0.290385916,-1.39067083415,0.79160908996,-0.78310459466,4.0517685798,0.649006654238,-0.205003846906,1.76494930706,-0.0736715442209,1.79616817098,-1.15613988721,0.123723090123,1.57954919297,-1.8011883783,-1.51988707552,0.761249116338,1.21449157473,0.0165256285885,2.61062382553,-0.525314934879,-0.466113406813
ACAT1,1.33524250314,1.88254502756,1.43823228887,-0.688715385363,-1.28757704001,2.25404089395,-0.121264256245,0.648719892486,0.662695482993,-1.65240959182,-0.365545511202,-0.134756225622,-0.863295288287,-0.139429020442,0.00322226571963,-1.81256674822,-2.02231745561,-4.02063107193,0.458897440249,-0.286549449352,-2.12778674854,2.06654102349,0.283357793633,-1.28695024973,-1.29259458484,0.200233938812,0.779126155246,2.60124871124,0.495306132652,2.09687483285
ACAT2,-0.26388053982,0.838613377464,1.41240380871,-0.223298637814,0.953229889432,-0.617555635643,-0.624165368375,0.166698914259,-0.183821496881,1.22679094997,0.894388577318,-1.90666733492,-1.36368076158,0.775151324232,1.33787633001,2.04891327378,1.5008755842,-0.988844514269,-0.573842869949,0.425677385207,-2.65529712486,-2.16329333412,-1.47096588103,-1.98975362896,0.288944358968,0.0697954558238,3.03297575418,3.51544433114,-0.784924049106,-1.61398917772
ACBD3,-0.745524818446,0.331329035878,0.365472588913,0.818561083344,3.98142661237,-0.561358728725,-2.44074657866,1.88183786115,-0.358459210051,-0.422295310755,0.962548036954,-1.99707505928,1.38111996034,1.86371192186,-0.736073183559,-1.7164382436,-0.0720151199584,0.584630911262,-0.922806948712,1.4402111856,0.680801509985,2.75461499874,-0.875851518106,0.34192186409,-0.0778029843504,0.775540893812,-0.621730045787,-0.835703812704,-1.42719479554,-4.05772847304
ACBD6,2.25144010131,-1.66405611166,2.78105220556,-0.524192716099,-2.58798868159,3.10679954582,-2.24273687782,-0.0645073567884,1.5207081726,-0.819017437849,0.181730635733,-0.484511395721,-0.342104681382,-3.57792544274,0.872906333768,-1.57162513988,0.92121349338,-1.11428801747,0.214723714563,0.537944032781,1.05080504271,-0.375430687785,0.198284526179,1.00210728525,1.83982192665,1.20494060299,-0.896340028647,-0.570704577383,0.29744362614,-1.32859699584
ACBD7,-0.973640585193,-0.710402715905,1.21894882974,1.03643183177,-0.313802643391,-0.326597396174,,-0.300251320655,-0.531241995219,-1.64932043997,-2.58635307491,-1.56099377534,-0.563217787994,0.252354799829,,1.23071021735,-2.06805284763,-0.310220400842,0.0250868462491,,1.37165193016,2.46003568847,-0.753959966642,2.09573317459,,,3.09661486537,0.931479225585,,
ACLY,-0.364551548556,0.552066332782,0.704893390956,0.339668175191,-2.26599658068,-0.454590409453,-0.192238498777,1.70860916215,2.89734856587,0.407963357455,0.703966783323,-1.42357952802,-1.08048039017,-0.186119093558,1.57330458845,2.77140876244,-0.632404835354,-2.19220781531,-0.890202339508,0.00719342907815,-3.34837295509,-2.45808957586,0.601425281867,-0.343409305235,0.0747955284015,-0.206179324425,1.70938568764,2.25825584029,1.03332440709,-1.64167922663
ACOT11,,-1.94179735274,,,0.608380100919,,0.525993002576,-0.178308158808,-0.372140464732,,0.522394699891,,,,1.0085677408,2.47022706942,2.78200911715,,1.82226049971,-0.481703146207,-2.2020690849,,,,-0.216901768853,,-1.64623423704,-1.20820147709,-0.269117175192,-0.415081286845
ACOT13,-1.22162511396,-0.317229997612,0.931615094917,0.889423246448,1.94831450751,-1.65197270753,-2.73043023206,0.332430950458,0.729108766145,-1.14876942533,-1.35789158359,-1.88797148676,-0.0398307597819,1.28979261113,-0.0742498323523,1.8189543009,0.0171271214572,-0.946183314424,0.43980396907,2.66562924879,-1.65898850372,0.295166114117,-3.25634086816,-0.2045679397,0.101193631533,1.69786479227,3.53105648281,1.14402400918,-0.230822565415,-0.903774012333
ACOT9,3.19681507181,0.408317656877,-0.708542140472,-0.783861432055,-1.91795484235,1.34546868567,-3.10761427173,-0.468793691096,0.104293873651,1.10842732213,-0.146875228627,-0.636189816214,-2.7146803871,1.046282367,0.130700247453,-0.189622006708,-1.88343923954,1.30189038517,-1.09773163467,-1.3417811662,2.34450465388,2.22824776899,0.14416427173,-1.67455551887,-0.322699292346,2.82948642539,-0.0245553564264,0.214698398166,0.650582228366,0.480305969079
ACOX1,-1.40276588348,-0.334875085788,1.5287131743,0.03316798119,0.887553058879,0.181103908244,-3.16901613716,-0.161080429125,-0.317291107699,0.266260788807,1.1104410119,-0.750263836626,0.105358806606,-3.36403832399,-0.147718917133,-1.16745644946,4.01722966733,2.10425218228,0.327768211383,1.21324735505,2.42517316981,1.48459623743,-0.814802678983,-0.0271031577647,1.71771836024,-1.1722427024,0.331975060694,-1.61193159635,-1.83714199114,-1.09316480537
ACOX3,0.598395393405,0.411421744094,0.582054745703,-0.805347745251,-2.65265341784,0.921072895107,-4.07646137807,0.37260734829,1.46093657857,0.397733713157,0.133279685777,-1.64836714095,-0.808834033277,1.57202436445,0.824085889242,1.14584696802,1.52154989365,-1.72220897718,0.624622186752,0.995024917408,1.30272648601,1.15083356805,0.232162614318,-1.23860800467,0.556250014871,-0.154313513415,-2.41669206882,-0.834160969582,-0.679876461815,-1.27530269273
ACP1,-1.11162099868,0.918186197042,0.834209495796,2.63232179038,0.399672835987,,0.300794476021,1.68410125793,-2.19808996877,,0.431333571948,-3.85011152211,,-0.626321787409,0.664228369811,0.333778374476,0.3021347917,,-1.86685467706,0.855691621015,,,-1.80303304918,-0.328370238293,0.482346964575,-0.935306950921,1.20796238593,1.16474111602,-1.16104813129,-0.276881239271
ACSF2,-1.98634671078,-0.0691199075594,-2.10013455945,-1.37612304286,0.899725898068,0.135711731829,-0.638690362327,-2.98966273287,-3.08261019407,-0.268888935784,-0.999894867366,0.293814811189,0.278884798282,0.903328902328,-0.508081917548,0.354762688683,1.9646028075,0.0194300957448,1.70824845403,1.37689058534,2.68440120904,0.762919683307,1.2959954874,0.510307137006,0.841064469085,1.38333144466,-0.177241147652,0.214122636875,-1.41264162413,-1.93494457634
ACSL3,0.411644732808,2.77826906861,3.7487338841,-0.900961507788,2.01286755991,-2.16192918694,-0.246095496683,-0.731515671612,0.103177345573,0.245653842853,0.63022162589,-3.56268654503,0.231177416833,-0.871594369796,1.44799490587,1.34947879282,-0.577075924075,0.0238897699557,1.69620657034,-0.288245201688,-2.05508303714,-1.24233676818,0.721578359022,-0.504253381647,1.33571214764,0.998905448306,-0.287609900237,-2.08364338769,0.0919886386894,-2.1116691062
ACSL4,-1.60053096085,1.66137746084,0.872633710137,0.53892835723,0.826983513429,1.31012798423,1.49255576098,1.85476340583,0.898967481734,2.27505037371,1.95314034409,-0.170778085167,-2.99748160189,-0.623555733197,0.550522114379,-0.246694964298,-0.920934354369,-2.58111915604,-0.242055518129,0.552008086406,-1.71194701897,-0.251339030691,-0.329882378586,-2.30940509354,-0.910673632364,-0.692878035658,-1.4098804872,-0.210835355798,3.36020912366,-0.793961342463
ACSL5,-1.12157959744,,,-0.115848551195,0.995746320224,-0.53054610824,2.47514574297,,,,-1.49438365783,-0.632102231132,-0.440617940978,-0.379966401896,-0.55604891995,-0.799290560752,-0.616478627715,-1.69263839582,3.40491002527,2.28856877994,-0.226831171585,0.788992026773,1.66143767436,1.14173221455,,,-0.202954035533,-0.152933632342,0.252320318033,-1.57042137508
ACSS1,-0.39572957764,0.109689128169,-0.729441176631,2.43476005957,0.980735373059,0.914647111982,-0.833629849883,,,-3.07178476931,-1.91547539326,-1.35627369723,1.26904143213,,0.470928912154,0.413637011605,0.0882573108704,2.9506651908,1.67548539896,-0.755168769799,3.11273644806,-1.77017260309,0.239191129825,-1.19543993981,0.289976330912,-2.77473448863,-0.231658055633,0.107590355854,-0.0333300069191,0.343837860507
ACSS2,-2.43486603816,0.209644686031,1.28226444576,-0.245212243447,-0.914088953021,-0.170556521669,-3.76645611618,1.49834612819,1.87560001978,-1.29374031851,-0.156940132454,-1.22373848191,-0.341774525604,-0.0989269007514,2.54121028119,3.11669122681,1.67622372556,-0.338280116962,0.353551882783,1.94304946036,-0.911126256347,0.649810639556,0.0321479871857,-2.34098708633,0.220268877068,0.823974527286,-1.39588353498,0.193160721416,0.640278815375,-2.1488005903
ACSS3,1.76579384159,-1.52060704011,,,3.18095283982,-2.0370799504,-0.321119935756,-0.857667927458,-1.87209979284,-0.0572100989677,0.0496144650439,2.49249571509,-1.12315272334,0.509047434712,0.335180309952,-0.0188552274482,1.64217630593,2.5482145721,-1.47019461773,-0.516442842288,1.19997449535,-0.319552241782,0.654066909502,-0.323161731182,-1.45676514717,-0.415063863129,-0.788068479154,,-0.464250302927,1.3334838835
ACTB,-0.571262494436,-0.568774215044,0.0082529609572,1.93583308087,1.16006719587,0.963637772827,-0.0403603497395,-2.51964206844,-3.79756831851,-1.18907112359,1.90764554286,0.536909130058,0.967332032895,1.29897159203,-0.41041096785,-2.19810082624,3.51476415159,1.30102041274,0.620598897891,-0.541347783936,0.756590069249,0.31036636795,0.618950664513,-0.407904860276,-0.674408762544,0.294050732564,-2.09026142543,-1.33494089404,-1.90163890753,0.595629253304
ACTBL2,0.0492583839603,-2.401718712,-0.17440036986,1.1741089404,4.01362224038,-3.14189705599,0.71121717196,0.0166772716011,,1.93910314343,1.78660931201,0.22686186244,1.34506620909,0.86549930978,-0.121609829962,-2.41231084507,-0.259685225514,0.207248340484,2.56919064617,-1.20791471202,0.558921441905,-0.579184604873,-1.73677799584,0.332027309731,-0.918874473341,-0.381391444664,-1.01153849617,-0.148131076179,-1.97190558724,1.01162120584
ACTC1,-1.07935256734,-0.501406754704,1.43149349949,0.666292652405,-0.166701067643,1.35661974911,-0.0199671040758,-2.05289776938,-1.56089189498,1.73199878345,2.8850823154,-0.100578731454,0.691087400043,4.07589784165,0.218803229131,-0.82506959571,0.974133588011,-0.0102769743676,0.704753643963,0.570450180806,0.18066007783,0.0778743441609,-1.40175405602,-1.74071157933,1.73581373341,0.275801150594,-1.39850663036,-2.59287977521,-0.690989403191,-1.9715477835
ACTG1,,,,0.49973535495,-0.26570478028,-0.149743905035,-0.701291659557,-0.500425814763,-3.37342701582,3.06926778883,1.9006024785,-0.894050140737,,-0.943173706173,-1.97237817106,1.5234146589,,,,0.324001547754,-1.89831168517,0.315705342164,,1.05424611202,0.069077262587,,-1.00988816946,,2.09989906701,0.818912986176
ACTL6A,-1.95563324026,0.121806813037,-0.377763595729,-1.92715737172,0.417761112963,-0.8993517064,1.33771211836,-3.16204519699,-1.80124749551,0.967102588584,-0.350165810343,2.59598235507,-0.594301874204,-0.653358556176,0.909981555545,-0.191321922892,1.79744479413,-1.08472614352,3.18974167821,0.131823841095,0.0916417895188,-3.06742366189,1.70768557051,0.98419154566,1.13272818485,2.01852913883,-0.841033036791,-0.341231781796,-0.785829643233,0.401560033793
ACTL8,-0.220673973202,-0.0632109776012,-0.214136415776,,-0.413522680703,,,-0.627815860106,0.0537132692911,,,-0.32907221309,,-0.575252531024,1.07449489912,,-0.687078858651,0.111829620619,1.77105107001,-1.42333343535,,,-0.142133000667,-0.488017220074,-1.36074016061,0.442368513332,,-0.525812251799,2.99826031702,2.8924605948
ACTN1,0.563324102622,-2.31474766733,-1.08514621883,2.73119387046,1.15040783414,1.99173149527,0.651187253323,-1.27133419298,-1.78190511506,3.05745304683,-4.07750586611,1.47620952293,-0.306811884165,1.5670087767,-0.722355100058,0.154170693757,1.40126580417,0.0764184051173,0.247878471433,-0.19122017752,-0.261307808504,-0.430541445881,0.253546756675,-0.215530050668,0.911742601873,0.503148803418,-0.0872452322649,-1.05919152028,-1.70361929315,-2.00056747326
ACTN4,-1.7823662449,-0.0047396818429,,,-1.13787755748,-0.900913092921,-1.372361158,1.15050742951,2.25328728717,-1.92753463795,,,1.09480182381,0.654040989469,-1.22127917047,,-0.0627066618208,,,2.59661059413,-0.336648192331,2.21072313911,,-1.66160288974,0.252049362137,,0.411236429302,,,0.577396854933
ACTR1B,-1.7333521489,-0.652316128537,-0.620462689065,0.429358455697,0.0220705872975,2.10344227674,-1.57301763462,-1.03985302143,-1.37717072408,1.11081500033,0.069606936654,-0.214115997447,0.711058848255,0.565477974704,1.31556325706,0.366788423607,1.96058419518,1.30224497572,2.01391135371,0.722784194343,0.401114520792,0.777370638168,-3.25603398656,-3.34166912432,3.85148510656,-0.172878817385,-0.0960345083143,-1.21754839555,-1.75617443339,-1.06893057203
ACTR2,0.573988868105,-0.289876427852,0.895785601294,-1.08666171009,-0.521536596782,0.654624673734,0.36830769935,0.442659497175,-0.691562813963,1.58604379198,1.19408375788,-3.66846237896,-1.5798147573,3.67029935304,0.171862591074,1.40631936858,2.1692489313,0.0959784770723,1.04105411245,-2.07632223026,-1.4060747168,-1.19732853173,0.456879920504,-2.05990083716,1.79868653557,-0.587997600076,-0.426418189134,-0.986452784949,1.70753447979,-1.83952842143
ACTR5,-2.10109895885,0.678082074618,0.693459118389,-0.594453337783,-0.136196083932,1.6482080256,0.574320425345,-0.744625288784,-0.0701870587377,-0.416860203294,0.544522389757,-1.6431603196,-1.47331348364,-1.05766280727,0.794304666288,-0.458377925737,-0.997309091652,-1.4353604381,1.75027079166,3.99860335174,-2.79625064186,-1.51308397371,2.32343616516,0.805948264743,1.39355214115,-1.86678546378,0.590843466401,0.612151412579,-0.127274864111,2.35009748397
ACVR1,-0.725495023533,3.13060123214,-0.129706342036,,,-0.966351736639,,1.29675354806,,,2.18974666719,-0.017574695968,-2.94887876044,-1.46438349534,,0.463499939662,,0.727035238602,0.146203820938,-2.65140855625,0.307815438562,,,,-1.1431818415,,,0.389234576609,0.927398948212,0.134295326386
ACY1,-1.00502773,-2.69959437424,-0.846854673918,-0.189474862402,-0.89128678276,-0.80416947014,0.182654310311,3.37536722795,2.24482638116,-3.01016025197,-1.58258328987,1.08748513644,0.0275576535165,1.09694718097,1.3439551946,1.51923833418,-1.824315919,0.250071002997,2.60052547653,1.66366824472,-0.667799824514,0.216870433632,-0.52626511541,0.492519464273,0.333775386291,0.785449152621,0.0378663517476,0.625298331453,-1.48458059923,-2.30011629879
ACYP1,-3.95994689237,0.206500666271,0.712795347036,1.55884204587,-1.55273133932,-0.153475579796,-0.978528483857,-0.563266079487,-0.728225513875,-0.492428521926,-0.0865371230485,0.61837617662,-2.47618613415,1.25687749987,0.249668316091,1.37620563084,2.25521803337,-0.473345326369,-0.128904976791,-0.492263818022,2.32280781111,0.101200349026,,-2.48729509043,1.45331244774,0.261946326917,1.39390107803,2.42604810899,-1.52347295843,-1.46854386034
ADAM10,-1.67631473123,-0.360941833814,-2.19395053735,1.32887091958,-0.234150369046,-0.448464565537,-1.13344970267,1.08392852606,0.0588257597543,-0.268781271414,0.604985675922,-1.12802581754,0.314029960958,0.0974312210533,0.617374817428,0.760281350286,0.886739730089,2.84433997306,1.12816627328,1.95485467465,0.973378214645,-1.95233957993,-0.764536943956,0.264331369053,3.41499854401,1.85776390057,-2.13733361576,-2.54361134102,-1.68212980875,-1.04868710386
