Majority protein IDs,Gene names,ME-180,ME180C13,59M,A2780,A2780CP70,Caov-3,COV318,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
Q53GG5;A0A087WYF8,PDLIM3,NaN,NaN,26.00271,NaN,22.62863,23.26571,NaN,23.86172,NaN,NaN,NaN,27.86844,26.16827,23.25193,NaN,25.65004,NaN,NaN,NaN,22.06151,NaN,NaN,23.523,NaN,24.87018,22.61682,NaN,NaN,NaN,NaN
Q86UY8,NT5DC3,25.65187,NaN,28.03438,24.23209,24.7544,24.4921,24.5552,25.01636,24.40256,24.02403,26.14985,25.50857,25.76334,28.18239,25.78052,25.60034,26.73104,24.77811,27.47336,26.52601,28.77518,25.64224,26.30149,26.10093,27.40235,26.51611,25.69742,25.01899,27.44553,24.5064
Q9Y2K7,KDM2A,27.71607,28.37997,27.34393,28.19305,27.91576,27.74606,26.53115,27.7625,28.20205,27.90982,28.21799,28.07081,28.02654,27.53616,28.40888,27.35565,26.5475,28.19197,26.93663,27.30417,25.74791,25.91285,29.11431,28.49045,27.55223,28.78438,26.80243,26.87537,28.33973,29.87957
Q86YQ0,HZGJ,29.0011,28.58903,28.06322,28.18726,28.27586,28.35796,29.13097,29.01983,28.76297,28.1735,28.20969,28.75012,29.14543,28.03549,27.96455,29.1546,28.01755,28.35161,29.37138,28.59942,28.61877,28.3362,27.72624,28.85436,28.83153,28.23863,28.44549,28.42514,28.42069,28.39762
Q5T013;F6UJY1;E7EWH8;J9JIE9;F6UJY9,HYI,NaN,NaN,26.53949,NaN,25.52214,25.95868,25.25918,27.99129,24.77816,NaN,NaN,25.45839,25.07284,26.61119,NaN,24.50827,25.81091,NaN,23.26907,NaN,24.035,NaN,24.64664,NaN,NaN,24.9151,NaN,21.99921,24.43936,26.04043
P55789;H3BQQ4;H3BRD2,GFER,25.37426,24.95038,25.26066,26.57802,26.30002,25.14137,25.20736,24.98116,25.53436,25.1281,25.39097,25.07251,25.99744,24.90058,26.06639,25.66264,25.23936,26.67155,25.58199,26.43041,26.44995,25.66538,25.69488,25.91591,26.7348,24.97005,24.22052,25.91203,25.80314,26.18509
B8ZZJ1;H7C0W7,FAM126A,25.86202,25.94242,25.79325,25.55669,NaN,26.45182,23.67562,26.65444,25.90113,25.75959,25.85621,26.74065,26.25582,24.98338,24.18594,23.7495,25.35893,22.6997,26.90953,26.61203,24.48198,23.89089,NaN,NaN,25.58586,25.95678,24.20464,25.8113,26.44079,26.09563
Q13795;V9GYH4,ARFRP1,26.40357,25.49341,26.46992,25.6487,26.32366,28.0402,25.87769,25.13923,26.49082,24.90729,24.804,24.6156,26.64417,26.68365,26.51964,25.41745,27.17598,26.39136,26.59178,25.0195,26.54829,26.49438,25.60781,26.93258,27.50537,25.26392,24.25515,25.84955,25.76587,26.11464
O14734;E9PJN0;H7C5A7,ACOT8,27.57795,26.9266,26.10943,25.0336,24.86689,26.24371,26.72897,26.05082,25.46498,26.09247,26.30096,26.75455,26.59092,26.14258,26.43909,27.97744,27.82935,26.39661,27.2803,26.22938,26.4168,27.28833,25.3947,26.47313,26.91627,25.95234,24.69126,25.4444,27.02052,25.20445
Q9P270,SLAIN2,27.64924,27.48754,27.76053,27.82766,28.90604,27.95205,27.88512,28.1534,27.15625,28.01595,28.10699,28.38891,28.96397,27.48393,27.28921,27.58061,26.79823,27.744,27.09073,26.54582,28.03139,27.43229,28.19882,28.05874,27.55472,27.47839,27.85019,28.00662,27.35708,27.54635
Q9Y6Y8,SEC23IP,28.84799,29.10625,29.64298,29.93818,29.84375,30.1332,29.73578,29.82873,29.71242,29.84928,29.82411,30.11235,30.17331,29.02261,29.81893,29.58316,28.73709,30.08474,29.84591,30.21338,28.02369,30.18423,29.38379,28.9938,29.57198,28.73079,30.27664,30.06907,29.52272,29.73825
Q5SXH7;X6R7B3,PLEKHS1,29.46339,NaN,27.30496,23.48751,26.89925,27.92462,25.55722,27.63796,28.2863,26.00603,27.05113,27.72481,28.25997,28.47885,27.60024,28.42037,28.05284,28.14725,27.94815,23.66416,26.97978,24.78913,NaN,26.40768,27.91245,25.21087,24.19054,24.39024,24.14094,26.93789
J3KN10;P42356,PI4KA,28.24803,26.99669,27.20779,27.01436,26.76737,29.28613,26.58907,27.5553,26.60329,28.83512,28.08978,27.94971,27.88699,27.43746,27.36511,26.51778,27.18811,27.30269,29.78544,27.93416,27.37443,26.0842,26.99064,26.42499,28.40052,27.15644,26.59049,27.9982,27.72019,27.11088
Q8TEM1,NUP210,29.93157,29.92945,29.27533,28.23581,30.23546,31.35537,28.99806,31.09993,29.11805,30.16027,30.30128,26.93483,23.46849,30.9603,30.98325,29.93761,30.45248,30.50947,31.22556,30.18459,29.79963,29.08152,30.89786,30.79188,30.80532,30.42582,30.45552,29.7321,29.48222,27.92462
Q96IV0,NGLY1,24.65422,25.29768,27.07214,26.18008,27.29833,25.54115,NaN,26.29462,27.18999,25.61512,25.90102,25.3949,27.8484,26.49714,26.00714,27.33637,26.45201,26.1944,24.55483,26.30102,25.84228,25.90738,27.54171,26.91661,25.72336,25.4541,26.14605,28.61041,NaN,25.37103
Q8TCC3,MRPL30,26.68632,26.50879,26.53634,27.51548,26.36831,28.59103,27.40471,25.79246,26.73014,26.49083,26.33084,24.21985,25.62492,27.40471,26.62979,25.63009,27.77348,28.0071,25.1432,24.90307,26.02096,28.1042,25.62976,27.30243,25.77746,25.38149,26.43184,26.67236,24.82682,27.15615
P09471;H3BN82;H3BTM2,GNAO1,19.00624,NaN,NaN,NaN,NaN,21.01781,19.65052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.81985,NaN,24.20561,22.43698,NaN,NaN,NaN,NaN,NaN,NaN
O95967;E9PRU1,EFEMP2,NaN,NaN,21.02806,NaN,NaN,NaN,20.12553,NaN,NaN,20.5398,20.67827,NaN,NaN,NaN,20.96993,NaN,22.14082,22.4533,NaN,NaN,19.60136,NaN,NaN,NaN,NaN,NaN,20.3371,NaN,21.32943,21.6313
O60231,DHX16,29.37876,28.80529,29.04132,30.01092,29.64726,30.41296,29.27338,28.34232,28.64499,29.39094,29.60461,29.77711,29.31704,28.56993,29.38745,28.28806,28.20639,28.47842,28.70269,28.59808,28.01686,28.29807,29.20883,29.16507,29.1853,28.8328,29.17897,29.40408,28.59014,29.42496
P35659;B4DFG0,DEK,31.67046,31.84453,31.37886,31.9992,31.4851,31.9699,30.77604,30.6577,31.67029,31.09333,31.42542,31.99469,31.78733,31.55769,31.69946,31.23626,30.98563,31.17105,31.1343,30.89005,30.68445,30.90247,31.35448,31.22032,31.75414,31.79413,30.32667,30.68027,30.74887,30.83951
Q86YQ8;E7ENV7,CPNE8,NaN,NaN,22.09491,29.57548,26.98316,24.00578,NaN,22.63887,NaN,28.88806,28.40198,21.22323,NaN,21.93308,22.72351,NaN,22.25255,22.60725,25.08075,29.14153,21.07568,NaN,21.65018,21.96786,21.72763,22.73985,24.76825,25.88306,25.24532,26.46507
Q13112,CHAF1B,28.04796,27.80014,26.51403,28.29312,27.57773,28.68127,26.10709,28.00517,27.79885,27.84542,28.1334,28.13995,28.05574,26.00704,27.40795,25.98433,25.22883,27.41764,27.16902,26.16974,27.36836,26.4684,27.80033,27.25899,26.95649,26.6799,27.04093,27.90816,27.05517,28.09129
O15084;B4DIW9,ANKRD28,28.21308,27.31872,27.46396,26.03454,29.50686,27.33628,26.32548,27.57802,27.43349,27.79067,27.85698,27.50491,27.94419,28.45963,28.51431,26.45127,27.4847,28.39088,28.15995,27.45944,26.73415,27.04427,29.46262,28.13697,27.72839,28.13296,28.93365,28.55918,28.03223,27.86726
Q9UGJ1;H3BPU4,TUBGCP4,25.66882,26.06166,NaN,25.40084,24.87455,25.01397,24.10462,26.66194,25.57277,26.25593,26.67142,26.78955,26.27377,24.25897,24.99813,23.93751,25.92237,24.70425,25.73495,26.16823,24.76699,24.57969,26.14305,26.13516,27.23425,25.2142,26.28215,25.69107,26.02238,25.59705
P51888,PRELP,NaN,19.86865,NaN,NaN,NaN,18.77294,NaN,NaN,19.16796,NaN,NaN,19.06687,18.17234,18.31318,18.1265,NaN,19.1633,NaN,NaN,NaN,18.05133,NaN,19.12293,19.87713,19.64449,NaN,NaN,NaN,17.80622,NaN
Q14112;A0A087WZP6;H0YJV3,NID2,NaN,20.88673,21.06881,22.94455,20.21442,25.30998,20.36528,24.5957,23.25132,31.23318,30.54453,21.62609,19.72871,21.03926,21.81018,21.12887,22.07316,21.32476,20.29558,31.34921,20.66293,20.95844,22.04577,20.90099,24.35589,22.98619,20.82104,19.69142,22.84799,NaN
P61604;B8ZZL8,HSPE1,32.2498,31.44421,32.42026,32.64579,32.51993,32.34731,32.31246,31.84875,31.93705,32.12238,31.93677,31.16099,31.39115,32.00333,31.74475,32.49016,32.20288,31.89667,31.77065,32.56022,32.54488,32.67232,32.36565,33.11154,31.89595,31.88667,31.67316,32.15246,32.84447,31.85441
Q9BT25,HAUS8,24.51923,25.04698,24.38924,25.33596,26.32826,24.5288,24.25278,24.537,25.70366,26.45342,26.68699,26.39357,25.5688,24.00755,24.24808,24.40795,25.5734,24.62461,NaN,24.93706,24.22494,24.98142,27.20172,NaN,25.36573,25.88944,26.32437,26.0202,25.4374,NaN
P55899;M0R0H0;M0R220;M0QYN9,FCGRT,23.39331,NaN,23.67401,NaN,NaN,24.18442,24.6615,23.89393,NaN,NaN,NaN,NaN,24.36667,NaN,NaN,NaN,24.58568,22.25747,25.37905,NaN,24.45651,23.21585,24.72221,NaN,24.47407,24.21418,24.72187,25.0547,NaN,NaN
B4E1Z4;E7ETN3;P00751,CFB,19.81844,18.95148,19.32801,20.21048,NaN,19.56039,18.0035,17.59246,19.05094,20.72882,20.33101,19.26856,19.09086,19.94478,19.35784,21.27207,18.1934,19.66969,NaN,18.291,19.17321,20.95142,19.93029,NaN,19.05751,20.88062,18.20821,20.07248,19.73443,20.82851
Q9H6V9;B5MDU6;B4DRG3;B5MCU4,C2orf43;FLJ21820,NaN,23.10953,24.56889,NaN,NaN,NaN,26.47727,25.40259,25.29365,23.22531,23.89406,24.84795,25.1842,NaN,23.87942,22.83382,23.9168,24.32272,25.23275,25.77794,22.03036,NaN,23.81519,24.63305,25.15696,24.02792,27.31544,26.81213,24.84862,25.02668
Q8IZ07;H0YIN8,ANKRD13A,23.9943,25.28729,25.82204,22.89021,24.25314,24.12029,25.47445,25.29292,27.47011,23.90866,23.88428,26.25723,29.32603,27.51262,24.67562,24.83084,28.41313,24.02555,24.07692,23.44392,25.7541,24.81421,26.17299,23.40171,25.26874,21.73496,25.05561,23.42573,22.12783,23.17446
Q9UQR1,ZNF148,27.0876,26.96587,25.59167,27.00325,26.71986,27.33909,26.43973,26.71057,27.08162,26.41406,26.62199,27.29824,27.10169,26.70451,27.57347,27.24091,26.49239,27.62296,27.01468,26.97673,26.19284,27.21836,28.11525,27.3789,27.17655,27.05134,25.79917,25.7748,26.00935,26.49422
Q9NZ09,UBAP1,25.79803,25.90359,25.49531,NaN,26.27242,25.32893,25.10649,25.14659,25.21512,25.52847,24.85077,26.20398,26.69166,25.93306,25.2781,24.49917,27.53897,26.59406,25.71931,25.95089,24.83108,25.65127,26.77493,24.88535,28.02522,25.33977,25.88532,25.49332,24.70382,25.14946
P16885,PLCG2,22.35993,23.98919,24.49662,24.29649,23.83769,23.74242,27.42966,25.61352,26.01716,26.28404,27.54318,NaN,24.77268,25.70237,29.39589,28.82229,23.99817,23.85842,27.50643,26.20816,26.12382,27.61506,24.57906,25.10996,27.45826,25.51527,27.20219,26.10877,23.17228,21.91856
E9PL24;E9PQG4,PDE4DIP,25.53011,25.34999,25.06205,24.59151,25.31783,26.64417,27.11496,25.08663,25.50543,23.565,24.63904,26.24289,26.37418,24.90173,26.02798,25.84196,25.66011,25.46644,24.65276,24.78606,26.12044,27.10149,25.26885,24.12258,25.07472,25.04781,25.00449,27.1047,26.17543,25.7184
Q9NVD7;J3KNQ4,PARVA,29.40572,29.36338,29.57967,26.54535,28.60989,28.8637,28.76075,30.45268,30.23421,29.09632,29.26374,30.10737,30.70644,29.80701,28.10679,29.47098,27.63858,28.3689,29.67546,29.34661,28.21257,28.70378,27.96813,28.49079,30.06394,28.95615,24.48879,26.10372,27.75328,28.97065
Q9BXY0,MAK16,25.11676,25.31659,27.34435,26.0646,26.97213,27.14957,26.3721,27.57723,27.78057,27.60074,27.99545,28.02681,28.24,26.5786,27.8211,26.52515,27.43555,27.48116,27.33782,27.52925,26.7415,26.15962,27.30478,26.60045,27.25728,24.34035,28.63072,27.97279,28.58613,28.16192
P35052;H7C410;H7C024,GPC1,25.92683,31.65339,26.89504,23.49399,23.22263,21.37236,NaN,27.05124,24.64169,28.95898,28.35085,25.8713,25.96146,23.87735,22.93918,26.35634,23.61977,NaN,25.2599,25.18086,25.11438,22.91212,25.7283,26.68872,25.90511,26.40497,26.42584,27.81017,NaN,24.78199
Q6ZNW5;H0YN11,GDPGP1,25.11851,24.89717,NaN,NaN,24.18637,NaN,25.90937,24.38383,25.45152,25.51698,25.285,NaN,NaN,26.75735,26.39149,25.16595,NaN,26.54901,25.76797,25.44444,25.96231,26.38296,NaN,NaN,26.12042,24.50948,25.17207,25.76231,25.9351,25.93993
Q6SJ93,FAM111B,25.43602,25.67689,24.05895,25.03008,NaN,26.6465,24.58829,25.57986,27.70035,NaN,25.89235,26.81287,26.21275,24.55508,27.94268,24.67185,24.58072,24.08164,26.10129,23.86835,26.03412,25.37683,26.84888,27.2649,23.61964,26.32624,24.23586,25.44566,24.68501,24.64807
O75319;C9JYA6,DUSP11,24.03406,24.24096,23.09128,25.85586,24.8274,25.38706,24.91843,24.80877,25.94682,23.69091,25.20172,23.95943,23.65644,24.64867,24.72114,24.26318,23.50996,24.52707,24.76076,24.35191,24.4675,23.74561,25.04623,NaN,24.28821,25.34518,25.21605,24.55385,24.86196,24.08298
O96017;H0Y820,CHEK2,25.14686,25.32701,24.90908,26.91843,25.4379,27.48861,25.50227,23.24067,24.48818,24.68469,24.29474,25.72687,25.90818,22.26845,25.26699,25.29702,24.16791,26.55042,26.23865,25.82357,24.51147,24.16162,25.11382,25.15081,23.82648,25.26821,27.09476,25.57943,27.48562,27.60017
Q96IK1,BOD1,24.07782,24.38139,25.85946,24.46108,24.91725,23.94656,25.48849,24.12123,24.32389,24.26592,24.44088,25.28065,24.42892,24.79758,24.84738,25.34323,23.77029,NaN,25.43336,25.26721,24.62758,24.37444,NaN,25.38169,25.24724,26.29263,25.15642,25.76782,25.4273,26.50773
Q7L311,ARMCX2,NaN,26.1364,27.24617,NaN,24.16023,27.56398,27.73124,25.55215,28.05838,25.63612,23.85655,25.45757,25.69479,25.01878,23.17429,24.29439,NaN,26.07137,25.74363,22.40914,26.12725,23.28701,25.51343,24.85476,23.57934,24.61919,NaN,24.63556,22.83587,NaN
Q9NUQ2,AGPAT5,26.50962,26.27999,25.79407,28.04474,27.12465,26.9496,NaN,26.41069,26.21,25.22825,25.32738,25.69256,25.90332,25.99962,25.0737,24.676,26.61737,26.23191,25.69511,25.80605,26.7571,26.16317,27.00646,25.89472,26.76332,26.35973,27.03507,26.78768,27.4369,26.67371
B7Z2R7;Q5T8D3;X6RDD7;Q5T8E0,ACBD5,26.68124,26.84673,27.18669,27.16863,26.71411,28.9872,27.004,27.40755,26.95782,28.21211,28.41671,27.07867,26.48651,25.4992,27.0559,27.71496,25.95596,27.43221,26.78082,26.60964,28.05647,26.97629,26.45501,26.75302,27.84176,27.48539,26.30888,27.59377,26.849,26.09637
Q6PD74,AAGAB,26.62868,25.97167,25.60207,26.12352,26.50624,25.87385,25.54112,26.83147,25.66473,26.63547,26.8742,26.21606,26.7304,24.05258,26.19201,25.08687,27.12376,27.34359,27.1418,26.70121,26.09493,24.81181,24.9084,26.28185,26.89712,26.51069,26.38969,27.14773,26.9149,28.0927
Q9HAU5,UPF2,27.21113,28.16629,28.74618,28.5871,28.15861,28.7585,28.40426,27.7183,28.61158,27.35725,27.38722,28.17703,28.20737,27.58892,28.36231,28.4259,27.76642,28.01084,28.38397,27.4945,28.49331,29.20809,27.88582,28.43607,28.21262,28.92762,28.85881,28.65523,28.54672,27.90438
Q96SB8;C9JMN1,SMC6,26.03091,25.97001,25.7638,28.17978,26.35463,27.46964,25.37006,26.51745,26.50031,25.65963,26.05466,25.92187,26.38667,26.60527,25.8825,26.39374,24.39924,25.74858,26.7714,26.98544,24.46731,25.19464,26.33407,26.27586,26.49219,26.90334,27.10749,25.74332,25.59018,26.6599
Q9H5K3;E5RJD5,SGK196,25.34756,25.61602,28.39215,26.10799,25.11215,25.62399,25.74289,24.4424,24.60258,25.67352,25.42069,25.16262,25.17432,24.93661,25.31434,23.88378,24.83722,26.15116,22.88021,26.74855,24.42643,24.7335,26.13804,25.95708,25.43698,24.01835,25.88839,25.11172,24.52043,25.80307
Q16537,PPP2R5E,29.25079,29.0347,27.13995,27.40592,27.55779,28.45258,28.91508,28.05832,28.27515,27.70431,27.6452,27.66153,28.45627,28.66844,27.37426,27.35119,27.84344,27.6293,28.5968,27.67681,27.01223,27.73879,27.93292,28.23585,28.45081,28.04192,28.23453,28.54004,27.21234,28.26924
O60890,OPHN1,24.36161,21.50908,21.79933,24.33157,22.71785,25.7103,26.67936,22.92646,23.65927,25.59773,24.33484,22.98374,25.18253,23.30994,26.51667,22.77487,25.1681,29.56387,23.19829,29.36361,24.97237,23.31244,23.26999,23.63746,25.46133,28.24077,21.85958,22.51651,22.34978,22.69664
O43181,NDUFS4,27.19075,26.83111,27.03967,27.59171,27.17855,28.17741,26.92025,28.91034,27.15528,27.54532,27.58842,27.67096,27.94341,26.77706,26.65854,25.88278,26.97432,27.36753,27.49564,26.97158,25.79514,26.87818,25.10605,27.07439,27.90374,26.81164,27.69339,27.14443,26.11265,27.9592
Q99538,LGMN,27.45419,27.90679,27.06538,27.97727,25.74047,28.7143,27.18792,28.08157,26.91525,28.35762,28.15296,28.07725,27.67047,26.66438,25.31389,27.91684,27.70563,28.40357,29.44699,28.93545,24.47098,27.60045,24.65239,27.33176,29.30635,27.80464,29.06894,28.41086,26.70293,26.29357
Q9ULT8;A0A087X2H1;H0YJP0,HECTD1,29.79591,29.00729,28.7542,28.60834,29.18768,27.16863,28.81705,30.53213,29.89373,29.48039,29.34441,30.15388,30.45042,29.33241,28.79854,28.85549,29.05964,27.85299,27.93832,29.44138,28.02411,28.4028,29.54751,29.09577,29.022,28.00282,28.23055,28.26611,28.28749,29.1511
O14976,GAK,28.09366,28.53152,27.9968,28.65867,29.0127,29.45179,28.29263,28.52444,27.67835,29.30936,28.64904,28.43524,28.34845,26.08718,27.92235,27.99351,29.51985,28.14574,28.53945,28.86038,28.90127,28.42017,29.61833,29.89851,27.96714,27.88081,28.20149,28.49945,28.26754,28.08917
Q96EY1,DNAJA3,28.35502,28.35641,28.34558,29.40785,28.5076,29.67369,28.62439,28.13555,28.49743,28.28291,28.37538,28.30317,28.35304,28.42554,28.53438,29.25964,28.97962,28.47181,29.36651,28.70167,28.39599,28.75018,28.59466,29.04978,28.42302,28.57878,28.5093,28.83234,28.51017,28.59267
Q9NSA3,CTNNBIP1,25.13246,24.83803,NaN,NaN,22.05235,25.03338,23.81597,24.53807,24.8723,23.37252,23.55719,NaN,23.64482,23.9597,NaN,NaN,NaN,24.855,NaN,24.76198,24.02158,22.32825,NaN,24.78551,25.27718,23.79932,26.0889,25.24231,25.49322,26.391
P21127;B7ZVY7;J3QR44;J3QKR5;J3QR29,CDK11B;CDC2L1,29.00603,28.68482,28.41199,29.46344,29.39816,28.97062,29.36734,28.56634,29.01563,29.17935,29.32905,29.06448,28.99666,28.919,29.13276,28.23187,28.28767,29.73554,28.79414,28.90515,28.85457,28.82302,29.03554,29.23448,29.00884,28.58334,29.06404,28.64207,29.09401,29.45325
Q9NWB6,ARGLU1,28.74172,27.1575,29.68826,29.9057,28.17112,29.83634,29.67416,28.74759,30.22343,28.68321,28.70797,28.78771,28.88399,29.27861,28.8951,27.4069,26.95593,28.57243,26.6006,28.58824,28.77228,29.83165,29.62634,28.7019,28.77997,28.86623,28.78662,28.45242,28.61572,29.51578
Q06481,APLP2,27.51571,29.04448,27.51397,28.58821,27.1519,27.94285,27.87824,24.95744,27.12741,29.8056,29.85596,24.50555,26.27546,28.37865,27.96966,28.19999,25.3843,26.49049,28.51646,27.49282,27.45395,26.07049,29.13149,28.65632,28.12312,27.90993,25.37289,27.11436,29.25842,29.25341
Q96FK6;G3V4B8,WDR89,25.91623,25.60346,24.84169,25.86089,25.11211,NaN,24.50519,23.67368,25.70245,24.49863,24.72713,23.13763,24.79,25.28369,24.31589,24.34218,24.6392,25.13367,25.36232,25.07251,22.9365,23.53196,25.83188,24.84921,24.28996,25.82104,25.93654,25.89714,23.83769,24.20001
Q96EY4;H0Y9X1;D6RA57,TMA16,25.93425,27.25755,27.79588,27.6001,27.49068,25.52301,25.24931,26.68726,27.38204,25.8112,26.53187,27.18206,27.57051,27.07714,27.63651,26.45898,26.89493,26.33697,27.59804,26.54329,25.87654,26.30523,27.37882,25.87523,26.31809,27.39517,27.29018,28.14355,28.20755,27.67734
Q14141;B1AMS2,SEPT6,28.48528,27.56972,26.54807,27.64334,28.45435,29.03742,20.38828,27.95199,27.34477,27.57953,27.88064,27.98414,27.64272,26.46723,25.97695,26.19729,26.04,26.56177,27.86968,26.60045,26.29716,26.66452,28.27364,25.67686,28.17322,26.4086,28.13408,28.21683,28.53118,27.12199
P06454;B8ZZQ6;B8ZZW7;H7C2N1;A0A087WUT1,PTMA,32.70182,32.21786,32.65647,32.76545,32.77702,33.27128,30.77376,31.58522,32.30555,32.76012,32.49183,31.871,31.81536,30.95227,29.88909,31.45135,30.76967,32.05889,29.0282,31.10231,32.28113,30.57606,32.75933,34.02713,32.29726,32.37938,31.54775,31.5747,32.37695,32.93884
A6NDB9,PALM3,NaN,21.57059,22.75129,22.64684,22.5569,22.77344,24.54616,NaN,24.365,21.85193,21.34737,21.40156,21.94304,23.07501,24.6473,NaN,23.69372,22.99366,NaN,22.68091,23.36422,24.21253,23.11723,22.94937,21.92583,28.37318,24.06118,28.27622,NaN,22.57647
O00291;V5LU97,HIP1,26.44318,27.79891,24.33272,27.53297,28.04932,29.52118,27.09708,27.10079,24.4982,26.82432,26.08849,27.46949,28.02628,24.21875,27.67647,28.23398,27.07857,26.89493,29.3018,27.33185,28.58423,29.24198,26.37723,25.96587,26.95726,27.93027,28.54185,26.96829,28.33913,24.85348
Q9Y3E1,HDGFRP3,26.61877,26.13185,26.37546,27.99124,27.04729,27.22407,26.53654,26.15996,27.07775,26.83074,26.95549,26.98229,26.20628,26.54612,27.16854,26.48702,25.71976,25.92624,NaN,26.1925,26.84458,26.51116,25.95967,24.4346,28.14569,26.32653,27.00207,26.85293,26.60738,26.90633
Q9NYY8,FASTKD2,27.28224,27.24045,28.20266,28.26472,28.40657,27.76116,28.1161,28.59267,28.91008,28.35144,28.37559,28.16821,28.10944,27.56776,28.39215,27.15856,28.25642,27.74432,28.15649,28.23073,27.11267,27.91616,29.24966,27.839,28.04963,26.21869,27.36661,28.23895,28.20802,28.47359
Q9H501,ESF1,27.23123,26.84026,27.00357,28.23174,28.48132,28.18215,27.88297,27.94548,27.92603,27.29667,27.54001,28.00094,28.00035,27.64513,28.76522,24.89583,26.89666,27.84727,27.9506,28.00608,26.70583,26.5403,28.91471,28.2716,27.73725,27.66343,28.31713,28.55848,28.36832,29.32285
Q9H5V9,CXorf56,27.26705,25.29964,25.29702,26.73867,26.10755,25.92637,25.08521,26.31275,26.04824,25.92723,26.14917,26.91604,26.48253,26.49398,24.369,24.10534,24.29852,25.42634,26.16607,26.22352,25.98596,24.44095,26.93303,25.92479,26.23524,25.97424,26.13549,26.45229,26.54623,26.8846
Q00587,CDC42EP1,25.66338,26.02187,25.85308,25.29919,NaN,27.75945,26.78469,24.73882,25.7599,26.27042,26.42361,27.34401,27.13281,24.82876,26.20607,25.70337,26.31169,24.67503,25.06052,NaN,25.38591,NaN,26.94089,24.73226,23.35609,27.65075,25.66598,26.10382,26.3254,26.35579
Q8IZ83;F5H4B6,ALDH16A1,30.38494,29.71237,27.31976,28.5379,28.14273,28.98153,28.49861,28.44975,29.01523,29.29371,28.17707,29.14441,28.72959,30.11048,28.81513,29.63488,29.18177,29.85531,29.35502,30.38123,29.13563,28.70896,29.80417,29.02094,28.70629,29.92663,28.02115,27.66397,28.25314,28.41256
CON__ENSEMBL:ENSBTAP00000025008,,NaN,NaN,26.90024,NaN,24.07104,24.10063,NaN,NaN,NaN,NaN,NaN,NaN,24.01297,22.4996,NaN,NaN,22.44444,NaN,24.16438,NaN,NaN,24.37368,25.17062,23.97237,NaN,NaN,NaN,NaN,22.43913,NaN
Q9UHR6,ZNHIT2,24.24307,24.82808,26.52983,24.77876,25.35181,26.38813,25.22924,25.03019,24.77706,25.24314,25.89338,26.88623,25.23242,24.86981,26.44471,24.43625,25.5354,25.15472,27.04739,25.72114,24.18139,23.67842,27.37244,27.21354,26.03637,24.20579,24.95216,26.13524,25.69898,25.25249
Q8N5P1,ZC3H8,24.62667,24.29256,23.36933,25.59773,25.88841,25.56985,25.4387,24.27348,24.65873,23.43924,24.18781,24.6757,24.19393,23.38403,24.02344,24.10813,NaN,24.75251,24.76906,25.46473,24.41609,23.29774,26.22582,24.60258,23.26974,25.45095,26.41271,26.05358,26.26082,25.88595
P60604,UBE2G2,24.41783,27.04229,26.17024,27.50514,27.01542,26.82808,26.67587,25.78142,26.05895,25.87556,25.84695,26.6729,25.99783,25.8775,27.15345,26.7929,28.11461,26.99237,26.89389,25.92776,27.41062,25.7044,26.02998,27.62673,27.45238,25.97502,27.75799,26.26982,27.27249,27.01839
Q5R3I4,TTC38,NaN,NaN,24.27462,24.60131,25.49762,24.28079,23.61459,25.65578,23.15181,27.39762,26.96972,26.63945,24.9722,23.96869,24.10709,24.12013,25.56758,24.27064,NaN,26.60541,24.28471,24.86018,25.00097,NaN,26.35197,NaN,24.81309,27.04124,23.85529,NaN
O14776;G3V220,TCERG1,29.62772,30.14187,29.73362,30.90899,30.28846,30.31872,30.14613,29.59667,29.69664,29.34355,29.62022,29.97733,29.61312,30.09358,30.28328,29.93733,29.33447,29.42548,29.98577,29.52135,29.33541,30.05724,31.04557,29.80927,29.15258,29.92536,30.16459,30.14175,29.98861,30.48644
O43609;D6RHD2,SPRY1,NaN,NaN,23.47828,28.67492,27.01935,NaN,NaN,NaN,NaN,25.98791,26.7557,NaN,NaN,21.618,25.2727,23.28771,NaN,NaN,23.98729,23.84163,NaN,NaN,22.2415,NaN,NaN,25.41267,NaN,NaN,23.0571,26.15812
