protein,type,meas,coef,wald,fdr
SRP19,-2.0,6.0,-0.34221844479,0.619393264192,0.71251651971833008
P2RX4,2.0,6.0,0.355800711136,0.619914470983,0.71292637883971122
CTNNBL1,2.0,12.0,0.25283370789,0.62032256468,0.71320596997613106
CASP1,2.0,9.0,0.285088500338,0.622115953873,0.71507771034136269
CLEC16A,2.0,8.0,0.306492091029,0.622670104252,0.71552441804439837
WDR77,2.0,5.0,0.384526037672,0.623852650976,0.71669280100176658
SOAT1,2.0,16.0,-0.217797666755,0.624381126404,0.7171093542630318
AHSG,2.0,47.0,-0.14227523473,0.624613749452,0.71718598642250386
FIBP,2.0,7.0,-0.314007227796,0.62479997213,0.71720931479510641
HIRA,2.0,7.0,0.32430442618,0.625836357319,0.71820827520268948
U2SURP,2.0,18.0,0.206899619485,0.626426213728,0.71869440603664381
FAS,-2.0,5.0,-0.37879667188,0.627907046244,0.72020221833747211
ARHGDIB,2.0,15.0,0.217335580185,0.628087777026,0.720218424425352
CHKB,-2.0,23.0,-0.18700073511,0.628895004549,0.72095282542219441
DDAH2,2.0,13.0,0.234383532626,0.629134559482,0.72103624089118346
RPN2,2.0,15.0,-0.222254966279,0.629309063796,0.7210450789265187
DDX6,2.0,6.0,0.343763658469,0.62963718204,0.72122987227297652
SFRP4,2.0,5.0,-0.373323146839,0.630795092437,0.72223173116550776
WDR18,-2.0,12.0,-0.247561761381,0.630845944224,0.72223173116550776
RPL3,2.0,6.0,0.345572945674,0.631375081212,0.72264614140329719
GSTM4,2.0,7.0,0.322749677537,0.631928752161,0.72305327662322016
CNIH4,2.0,14.0,0.228873494532,0.632145973857,0.72305327662322016
ORC3,2.0,8.0,0.294258059945,0.632232566652,0.72305327662322016
CALCOCO2,2.0,10.0,0.273023439311,0.632950572667,0.72368297424990136
SFPQ,2.0,16.0,0.211930016913,0.633814395243,0.72447901391688929
TMED2,2.0,8.0,0.296646450226,0.634253221122,0.72478897037068157
RPS3,2.0,22.0,-0.1817067476,0.634514406583,0.72489581914820855
EXOSC4,2.0,76.0,-0.113764006429,0.635588600334,0.72593118077826202
UBAC2,2.0,9.0,0.269893040826,0.637344014299,0.7275516698743546
SERPINB5,-2.0,6.0,0.335542055564,0.637202473011,0.7275516698743546
CAV1,2.0,15.0,-0.215851368257,0.637805006344,0.72788570285765952
AKAP12,2.0,5.0,0.355872550039,0.638314769528,0.7282752041885403
ELANE,-2.0,12.0,-0.241166139773,0.639506339665,0.72944219165526503
APCS,2.0,19.0,-0.192460920673,0.639901609977,0.72970051699521921
KIF13B,-2.0,19.0,-0.18738731315,0.640487583832,0.7301581393063501
RNASE4,2.0,9.0,0.267680994878,0.640640717647,0.7301581393063501
AP2M1,2.0,49.0,0.133007562293,0.641764414689,0.73124606344234122
PF4,2.0,8.0,-0.281967104133,0.642519279989,0.73191326677046087
GPCPD1,2.0,10.0,0.249662437642,0.643279676104,0.73258641722817541
MAGI1,2.0,8.0,0.293797521533,0.644135204111,0.73336752366863467
ALKBH4,2.0,8.0,0.283198043479,0.644685471666,0.73380076198291166
SYVN1,2.0,7.0,-0.291218984623,0.64692234975,0.7356717660045996
COL7A1,2.0,5.0,-0.359544055609,0.646967922532,0.7356717660045996
L1CAM,2.0,12.0,0.235327815967,0.646964141638,0.7356717660045996
DPP7,2.0,5.0,0.357857329405,0.647009959368,0.7356717660045996
SNX9,-2.0,8.0,-0.280235318546,0.648082291798,0.73658214195641514
RGL2,2.0,7.0,0.303738181123,0.648151392089,0.73658214195641514
MRPS35,2.0,18.0,0.191158802564,0.649309342607,0.73770414930074468
NDUFS8,2.0,15.0,0.208246692159,0.652198045749,0.74059530331267032
ATP6V1F,2.0,16.0,0.203020909906,0.652363513565,0.74059530331267032
BOD1L1,2.0,7.0,0.29368679524,0.652368011801,0.74059530331267032
SH3GL1,-2.0,7.0,0.298410627101,0.65307319308,0.7412012112584474
RASA1,-2.0,6.0,0.321629235906,0.654568421512,0.74270322472324601
ANAPC7,2.0,9.0,-0.263373766056,0.654801530792,0.74273384706688705
PAG1,2.0,19.0,-0.185531938481,0.654939029613,0.74273384706688705
ANPEP,2.0,12.0,0.221999724779,0.655742140217,0.74344958619389734
MEST,2.0,20.0,0.174645377385,0.656138750506,0.7435092577816047
TMED3,2.0,9.0,0.262807064717,0.65604305253,0.7435092577816047
TUBB8,2.0,18.0,0.186640245143,0.656563878037,0.74353753158782432
FILIP1L,2.0,6.0,-0.314649779817,0.656540905771,0.74353753158782432
UBN1,2.0,5.0,0.346036632613,0.656679689013,0.74353753158782432
NUP54,2.0,6.0,-0.318392840862,0.657256303608,0.74399554870356222
GEMIN6,2.0,6.0,0.310789995354,0.65821296704,0.74488341793588997
SCARB1,2.0,7.0,0.290989599464,0.658789350225,0.74534058126763814
SRGAP3,2.0,6.0,-0.315107957247,0.659949715374,0.74645803756227469
DCAF6,2.0,18.0,-0.184140610645,0.66074224307,0.74657310945962119
PLVAP,2.0,16.0,0.197826636503,0.660630855359,0.74657310945962119
GTF2H4,2.0,11.0,0.229307215706,0.660560840363,0.74657310945962119
SMG1,2.0,10.0,0.237754198148,0.660627195186,0.74657310945962119
KIFC1,2.0,8.0,0.275683193299,0.660930270304,0.74659042553542743
GPAA1,2.0,78.0,-0.107911307059,0.661192845904,0.74669192080550761
POLA1,2.0,5.0,0.34254888879,0.66138565309,0.74671459344737356
ITGA4,2.0,8.0,0.274533167348,0.662626852804,0.74792059652010956
CASP3,-2.0,9.0,-0.255416430975,0.663998563949,0.74927324248308058
PSMD6,2.0,6.0,-0.307306992866,0.665823521713,0.75113650427051271
SLC39A6,2.0,6.0,-0.297858373673,0.666029347848,0.75117267694912437
CSF1,2.0,5.0,0.327793039489,0.666264258801,0.75124162514303239
MRPS27,-2.0,10.0,-0.236142558358,0.667364562043,0.75156555173380513
FUBP1,2.0,7.0,0.278619025305,0.667353979066,0.75156555173380513
MAT2B,2.0,5.0,0.337572650123,0.66763018652,0.75156555173380513
ACTR1B,2.0,5.0,0.334395617664,0.667889020892,0.75156555173380513
FAM98C,2.0,13.0,-0.218157324249,0.667985066388,0.75156555173380513
A1BG,2.0,5.0,-0.329689674461,0.667990184342,0.75156555173380513
MYL12A,-2.0,5.0,0.332604505722,0.668290071909,0.75156555173380513
FKBP7,2.0,14.0,0.200015095508,0.667269932833,0.75156555173380513
RAD21,2.0,78.0,0.0995894200599,0.668062983481,0.75156555173380513
GGT5,2.0,5.0,-0.323584630307,0.668214493437,0.75156555173380513
RPP14,2.0,7.0,0.282199020722,0.668754298719,0.75176665152487043
MOB3A,-2.0,5.0,-0.332581610125,0.669229423016,0.75176665152487043
IL16,2.0,10.0,0.239674804342,0.669287438697,0.75176665152487043
POSTN,2.0,5.0,-0.331601354597,0.669512285073,0.75176665152487043
MCM7,2.0,13.0,-0.212374420064,0.669185386362,0.75176665152487043
CPM,2.0,11.0,0.223022622919,0.669407987555,0.75176665152487043
ANKRD44,2.0,9.0,0.2496481474,0.6698004854,0.75189496192782723
RPL37A,2.0,8.0,0.259168981247,0.671026413015,0.75298240519087378
GPT,2.0,62.0,0.117736905643,0.671117558918,0.75298240519087378
CELF2,2.0,11.0,-0.225374489853,0.672102195058,0.75389148656849858
IFI30,2.0,13.0,0.209579839974,0.672447338076,0.75408296822401466
RPL28,2.0,8.0,-0.26103950186,0.673359869268,0.75491045509530974
COL1A1,2.0,13.0,-0.214430513373,0.673916901595,0.75533906289767294
MRPL41,2.0,5.0,0.324014245114,0.6745924729,0.7557043950110115
ANK3,2.0,9.0,-0.250679252844,0.674459698789,0.7557043950110115
FAM60A,2.0,15.0,0.196921828639,0.67480638557,0.75574818777665231
CFD,-2.0,9.0,-0.244765664026,0.675306786213,0.75611272644336525
C19orf70,2.0,6.0,-0.296729329981,0.677742078218,0.75864293219480738
RSRC1,2.0,20.0,0.17311093458,0.67854333688,0.75934321649774184
IFIH1,2.0,7.0,-0.272745930289,0.678954558341,0.75960676907593649
PRG4,2.0,21.0,0.164383161179,0.679540661649,0.7600657905062238
MRPL54,-2.0,6.0,-0.285411977676,0.680201149635,0.76060775216551935
DEFA1,-2.0,12.0,-0.21227710558,0.68108965022,0.76140433356625981
SULF1,2.0,26.0,-0.144553441383,0.681273656151,0.7614131374194969
YIPF3,2.0,8.0,-0.250520923087,0.684911760876,0.76528134977123252
FAM120B,-2.0,5.0,-0.310346209373,0.68578755287,0.76586401215631339
RPP40,2.0,21.0,0.160648981216,0.685646252312,0.76586401215631339
SRSF7,2.0,6.0,-0.284428785665,0.688194722908,0.76835376733716643
FABP3,2.0,9.0,0.232325520323,0.688798371294,0.76882916579036686
TUBB2A,2.0,22.0,0.149849402862,0.689043395613,0.7689041299005549
GBP1,2.0,8.0,0.244089752698,0.689445017471,0.76915375755493121
SEPT11,2.0,5.0,0.313272368066,0.689628011684,0.76915941550864131
RBM7,2.0,6.0,-0.280786245298,0.691281702135,0.77080495185173303
IFT81,2.0,6.0,-0.280913655216,0.69198144782,0.77098860797053992
RPL13,2.0,5.0,-0.309629179457,0.691939121172,0.77098860797053992
SERPINF2,2.0,5.0,0.30416936656,0.691640419847,0.77098860797053992
FBN1,-2.0,6.0,0.281360486853,0.693074231086,0.77200718912265665
RENBP,2.0,13.0,-0.194868779227,0.69377660786,0.77239152093183538
EEF1A2,2.0,16.0,0.175962617336,0.693762444811,0.77239152093183538
CPZ,2.0,7.0,0.25773893612,0.694266238856,0.77273762888112563
NDUFAF1,-2.0,5.0,-0.301564548545,0.698228070218,0.77694721944702005
SYNE1,2.0,6.0,-0.2709245728,0.69900360124,0.7776100278336151
ANAPC5,2.0,7.0,0.255290924858,0.700133251568,0.77866633561364684
NSL1,2.0,14.0,0.183883606288,0.701972313521,0.78051088254883128
NAA10,2.0,13.0,0.184848272274,0.702871226534,0.78090781606398352
MED15,2.0,9.0,-0.225563529931,0.702665864271,0.78090781606398352
MRPL18,-2.0,7.0,0.255242809501,0.70274531904,0.78090781606398352
CCBL2,2.0,9.0,-0.21955539286,0.703335736742,0.78122312177191999
IFT57,2.0,6.0,0.273235673014,0.704254549369,0.78188413802590429
SMARCB1,2.0,5.0,-0.29633665996,0.704292582344,0.78188413802590429
TBC1D2B,2.0,5.0,-0.299013927669,0.704790755994,0.78223631275033845
MCL1,2.0,29.0,0.130050247478,0.706176795546,0.78337241137916847
RPS8,2.0,14.0,0.182622301134,0.706150408529,0.78337241137916847
STX5,2.0,7.0,0.249853908555,0.706493770558,0.78352297848235675
PALLD,-2.0,7.0,-0.245440208382,0.706697939567,0.78354839516547126
PSMB2,2.0,17.0,-0.16352509937,0.70724613439,0.78395513819638829
LSM4,2.0,15.0,0.175871426607,0.707530805717,0.78406964191574324
FOSL2,2.0,5.0,0.287609252601,0.707878985199,0.7842544472104549
CYP27A1,2.0,5.0,0.287542066745,0.708848125042,0.78492583108549119
MRPL33,2.0,5.0,0.294166557973,0.708835791999,0.78492583108549119
TUBGCP2,2.0,8.0,0.2337481618,0.709178910484,0.78496569232040969
ENAH,2.0,19.0,0.152211277916,0.709247280639,0.78496569232040969
SCPEP1,2.0,9.0,-0.22545041691,0.710086238839,0.78569306641989056
ZNF185,2.0,11.0,0.196510513253,0.710771239428,0.78624976152712966
MRPL4,2.0,17.0,0.160617233314,0.712512265314,0.78797404015144223
RPL38,2.0,15.0,0.167076463063,0.713141208757,0.78846788886335961
SQRDL,-2.0,8.0,-0.224992611676,0.714598028108,0.78987657261841349
PLCB1,2.0,7.0,0.240067733228,0.715402073105,0.79056318047929364
KCTD7,2.0,6.0,-0.25921586898,0.716370192177,0.79143070298557938
CFHR3,2.0,13.0,-0.180209268012,0.717131975879,0.79206988546830814
GATC,2.0,5.0,-0.282040809497,0.717444574354,0.79221274455515867
COX6B1,2.0,19.0,0.149689393632,0.717775822133,0.79230722551659671
NCAPG,2.0,8.0,0.22247632594,0.717896692655,0.79230722551659671
IREB2,2.0,7.0,0.237763627695,0.718402285345,0.79266285848559304
CBS,2.0,5.0,0.271015511587,0.719139892138,0.79327424182545336
NOC2L,2.0,8.0,-0.224081602602,0.719573688281,0.79355026898953396
HDHD2,-2.0,5.0,-0.279080888741,0.719909277396,0.79371787966941909
DPY30,2.0,5.0,0.281746912412,0.720390475264,0.7940459012154184
ICAM2,2.0,12.0,0.187481369261,0.720701463579,0.79418619093814691
RPL17,-2.0,6.0,0.251131338804,0.721263811286,0.7946033272655888
SRRT,2.0,12.0,-0.180449620793,0.72161758811,0.79479053080277573
ITGA6,2.0,11.0,0.191205484783,0.722014118793,0.79502471613435566
PIGK,2.0,6.0,0.252356960185,0.723259989399,0.79599107285430581
MPO,2.0,9.0,-0.212029118812,0.723209111186,0.79599107285430581
EIF3L,2.0,5.0,-0.271469213507,0.723493302691,0.79604518898736665
CDK7,-2.0,8.0,-0.220828461046,0.723950260073,0.79634528608013533
TOR1AIP2,2.0,17.0,-0.154792669674,0.724240726031,0.79645415440973122
EIF3E,2.0,66.0,-0.0864299755853,0.724417704173,0.79645415440973122
ZNF503,2.0,13.0,0.174322241621,0.725017809048,0.79670869052273785
PIGT,2.0,15.0,-0.159752262515,0.724985805712,0.79670869052273785
SLC35A2,2.0,6.0,0.251096783483,0.725697626906,0.79725307271072399
MPC2,2.0,18.0,-0.148501107521,0.725990571535,0.79737226645000547
FMNL2,2.0,6.0,0.246409652479,0.726675182672,0.79792146677474773
KLK6,2.0,5.0,0.272654533543,0.726989783668,0.79806420385943722
VWF,2.0,25.0,-0.125129104057,0.728455342993,0.79865900272823609
RCL1,-2.0,7.0,-0.22828717607,0.728302106603,0.79865900272823609
LYPLAL1,2.0,21.0,-0.136912341047,0.728119426295,0.79865900272823609
REEP3,2.0,6.0,-0.246786689514,0.727999416673,0.79865900272823609
INTS7,2.0,15.0,-0.159820013739,0.728104981635,0.79865900272823609
TP53I3,2.0,5.0,0.26866950865,0.729312296233,0.79939580542929489
RNASE1,2.0,9.0,-0.20191460182,0.729945171007,0.79988668549094688
PPP4C,2.0,5.0,-0.267025006919,0.731668874407,0.80157236291490597
ALDH1L2,2.0,7.0,0.222448787498,0.732057146351,0.80179453855493421
ANG,2.0,9.0,0.19809046469,0.732493373895,0.80206911229685518
TYMP,-2.0,30.0,0.114341069846,0.732876813885,0.80228576004638952
PLXDC2,2.0,5.0,0.267470342221,0.733180385498,0.80241488772340552
RAB27B,-2.0,6.0,-0.244992206567,0.734478855645,0.80363252162874899
HDGFRP2,2.0,5.0,0.264160121658,0.734788209029,0.80376756772096059
STX8,-2.0,5.0,-0.266804521785,0.735006934047,0.80380343432514101
SLC25A36,2.0,15.0,0.157061830334,0.735959022504,0.80423429076957431
THBS2,-2.0,9.0,0.192512532506,0.735846192349,0.80423429076957431
GSTM2,2.0,7.0,0.225822339736,0.735882105206,0.80423429076957431
MYH15,2.0,5.0,0.254797593524,0.736156515168,0.80424680694243322
ERAP2,-2.0,6.0,0.232273703221,0.736697748749,0.80463475690829678
CKAP4,2.0,8.0,0.212061823873,0.737588762856,0.80540445108000402
WDR36,-2.0,5.0,-0.259685927815,0.737956430713,0.80560243686152466
ARHGEF6,2.0,6.0,-0.23988340581,0.738321718121,0.80579772467513278
LAGE3,2.0,15.0,-0.155237959132,0.739386549838,0.80634915614218916
MRPL24,2.0,23.0,0.125946651518,0.739263068024,0.80634915614218916
ARPC3,2.0,9.0,-0.198028736783,0.739111395826,0.80634915614218916
CETN2,2.0,11.0,0.178060543055,0.740641172848,0.80751369236311665
CKMT2,-2.0,5.0,0.259362493423,0.741132544377,0.8078456856639763
EHD3,2.0,6.0,-0.23473858043,0.741461813919,0.80800086250849223
RPL21,2.0,9.0,0.191808036868,0.743129111424,0.80916130847445622
RASSF2,2.0,15.0,0.152034013356,0.743078698839,0.80916130847445622
CD38,2.0,7.0,-0.214458963094,0.743137979013,0.80916130847445622
FABP4,2.0,26.0,-0.116924350881,0.743275400405,0.80916130847445622
RBM4B,2.0,12.0,0.168956623729,0.743581258312,0.80929047826868261
COPB1,2.0,5.0,0.256583507959,0.744759420161,0.81036873228201367
GPRC5B,2.0,8.0,0.199231912024,0.746318800138,0.81186114066399506
BPI,2.0,11.0,0.171446058409,0.74899908386,0.81457183384371978
PSMD13,-2.0,6.0,-0.223035162189,0.749244582529,0.8146338858834602
RABL3,2.0,10.0,0.179268050943,0.750746152289,0.81606125631006277
CORO1A,2.0,5.0,0.246439279734,0.751946649786,0.81682197854057326
PPP1R10,2.0,18.0,0.133958020518,0.752012832429,0.81682197854057326
STON1,2.0,10.0,0.176761716188,0.751735299357,0.81682197854057326
GLRX,-2.0,6.0,-0.226284551766,0.752356187301,0.81698965026469372
TXNL4A,-2.0,6.0,-0.226956590541,0.752975226461,0.81745653038447064
ABCD1,2.0,12.0,0.161906557506,0.753568176893,0.81789486033376346
RPS6,2.0,9.0,0.183747941674,0.753962076856,0.81811698249197429
DPT,2.0,16.0,0.138347714005,0.754796840325,0.81881724986862303
MTA3,2.0,7.0,0.20632053853,0.755135957548,0.81897961477144898
IFT122,2.0,14.0,-0.149268555264,0.755467209602,0.81913337023108512
CDC42BPG,2.0,5.0,0.239244785408,0.756143975118,0.81951439746564059
CA13,2.0,25.0,0.114663182442,0.756197763472,0.81951439746564059
CLDN3,2.0,5.0,-0.235830365258,0.76022530107,0.82367267582121995
RPL10A,2.0,11.0,0.158995549172,0.762258395954,0.82525495760345169
HRG,2.0,46.0,-0.0892248423852,0.7622198262,0.82525495760345169
ASH2L,-2.0,5.0,-0.234949083897,0.761880369199,0.82525495760345169
MCM3AP,2.0,8.0,-0.185051385729,0.763291349736,0.82616637579100072
POLR3B,2.0,8.0,0.189644612655,0.763774908242,0.82648283562725577
PYCARD,2.0,5.0,-0.23212361355,0.7642860769,0.82682900661626113
POLR2J3,2.0,12.0,-0.15040956193,0.765335070388,0.82775669484317571
PRKAB1,2.0,5.0,0.233548114054,0.766469500955,0.82877630130753344
C6,2.0,10.0,-0.164688983307,0.76687959541,0.82880512273886064
MFI2,2.0,29.0,0.10419402376,0.766799210646,0.82880512273886064
ESPN,2.0,5.0,-0.228067233236,0.767105353624,0.82884190045447625
GPX3,2.0,5.0,0.224114645325,0.767732670972,0.82931242793881521
SLC1A4,2.0,5.0,-0.227733959352,0.769949690665,0.83149950355818447
SEL1L,2.0,9.0,0.168082860989,0.774593985972,0.83630614419557214
GMPPA,2.0,5.0,-0.220842751923,0.774954373434,0.83635726977618652
THOC6,2.0,5.0,-0.223665068837,0.775028272663,0.83635726977618652
ATP5C1,2.0,19.0,0.11615426119,0.776387789345,0.83761527660017543
COMMD10,2.0,5.0,0.220019863183,0.777676260236,0.83879602619812255
DOCK8,-2.0,7.0,-0.18024988241,0.780123881243,0.84122612587065326
WAS,2.0,10.0,-0.154882300614,0.780454552486,0.84137282553530224
DNAJA4,2.0,6.0,0.197805675209,0.78216606463,0.84299459048551539
CD55,2.0,15.0,0.124855884433,0.782348900538,0.84299459048551539
SPEN,2.0,8.0,0.165587661032,0.783246565264,0.84375153292653382
PON1,2.0,11.0,-0.145698474436,0.783994056644,0.84434636444229461
HMCN1,2.0,21.0,-0.106677015295,0.784866872324,0.8450758378716865
HNRNPDL,-2.0,5.0,-0.214113271444,0.785307385734,0.84533959873672737
SIRPA,2.0,20.0,-0.107476835114,0.785567978779,0.84540960225561845
RPS26,2.0,6.0,-0.192231922805,0.785993034222,0.84565651740661152
NDUFB5,2.0,56.0,0.0722902906491,0.787377930055,0.84693575308007396
LENG8,2.0,6.0,0.189193656737,0.788822735143,0.84827877712026611
SNRPE,2.0,17.0,0.11542326399,0.789202177787,0.8484757559245415
THBS4,-2.0,6.0,-0.188712889028,0.790219405558,0.84914702715040724
POLR2G,2.0,6.0,-0.18840167595,0.790140216121,0.84914702715040724
RABAC1,2.0,5.0,-0.20514476741,0.793899051362,0.852889065366913
RNASEH2B,-2.0,8.0,-0.155448792976,0.796922270605,0.85592421759647441
LAMB1,2.0,12.0,-0.12975896386,0.797136718712,0.85594188648627267
FBLN1,-2.0,15.0,0.118376736654,0.797592953463,0.85621910549291325
SPRYD7,-2.0,7.0,-0.167420526325,0.798164871948,0.85640772932000464
CDK2AP1,2.0,8.0,-0.159260828231,0.798013409681,0.85640772932000464
MAK16,-2.0,12.0,-0.129821766443,0.799136916497,0.85723793796936187
PPWD1,-2.0,5.0,0.195322166949,0.799470825884,0.85738337392652075
TRMT13,2.0,7.0,0.167130850301,0.80141965562,0.85904715379248586
CORO1C,2.0,6.0,0.180430912484,0.801376974352,0.85904715379248586
RPS7,2.0,9.0,0.147011747971,0.802015569152,0.85925980308374839
DYNC1I2,2.0,13.0,0.120917815738,0.801931456344,0.85925980308374839
GNG5,2.0,8.0,0.153306881471,0.802607614733,0.85968105017159369
NDUFS6,2.0,30.0,0.0836216609775,0.802926646438,0.85980973310684172
RPL7,2.0,29.0,-0.0846243627507,0.803357234454,0.86005778220533091
IGLL5,2.0,7.0,0.166476331221,0.803862865408,0.86017306117773273
NDUFB2,2.0,21.0,0.10018998093,0.803806224566,0.86017306117773273
C14orf2,2.0,6.0,0.178326009594,0.804529335138,0.86044588871014271
HSPA12B,2.0,16.0,-0.109050793464,0.804494808714,0.86044588871014271
A2M,2.0,21.0,-0.0988726280891,0.804714949816,0.86044588871014271
RMDN2,2.0,6.0,0.174495181263,0.805547212499,0.8611227991183974
PPP1R12B,2.0,14.0,-0.118885050607,0.805835651471,0.86121817584892157
MAOB,2.0,5.0,-0.186742802583,0.80643716339,0.8615860583986179
FGL2,2.0,9.0,-0.142370846942,0.806578482151,0.8615860583986179
SEPP1,2.0,6.0,0.168726086013,0.807818836031,0.86253831101422673
HIST2H2AA3,2.0,10.0,0.140280725245,0.807868984801,0.86253831101422673
ASPM,2.0,8.0,-0.152058811883,0.808356472622,0.86284568670207129
GATAD1,2.0,5.0,-0.187509507976,0.808880971263,0.86297937778155132
RBM14,2.0,11.0,0.127801147377,0.808823162921,0.86297937778155132
PXDN,2.0,7.0,-0.160634444002,0.809178182156,0.86308346446114415
CROCC,2.0,7.0,0.15930357859,0.809657887982,0.86317604686009886
PFDN6,2.0,9.0,0.1392698637,0.809813519951,0.86317604686009886
DAB2,2.0,13.0,-0.118644507003,0.809863994001,0.86317604686009886
GNG7,-2.0,10.0,-0.13291464504,0.810197648142,0.86319807831645323
RASAL3,2.0,18.0,-0.103255088631,0.810284016148,0.86319807831645323
AKR7A2,2.0,5.0,0.188149247468,0.811155262898,0.86391332877702276
SOX17,2.0,22.0,0.0917234192493,0.811517110216,0.8640858294243432
PLG,-2.0,7.0,0.158143163951,0.812987948603,0.86533061318567206
MAP2,2.0,5.0,0.182202037145,0.813086502605,0.86533061318567206
CPSF1,2.0,83.0,0.0537275083036,0.814265384682,0.86637195618519602
XAB2,2.0,8.0,0.145259294753,0.81491015003,0.86684463055569427
SF3A1,2.0,5.0,0.179631488941,0.816683247916,0.86851701863245567
RPS15,-2.0,12.0,0.117718632273,0.817357132582,0.86862419475059283
C8A,2.0,12.0,0.117781210911,0.817245866857,0.86862419475059283
MGA,-2.0,7.0,-0.148128274259,0.81738682032,0.86862419475059283
LIG4,2.0,5.0,0.179853764462,0.817592885037,0.86862964905743223
DDRGK1,2.0,19.0,0.095059941654,0.818104923758,0.86896009469469271
MBD2,-2.0,7.0,-0.153919877273,0.818520215324,0.86918764206488475
LAS1L,2.0,6.0,0.163672104587,0.819736479018,0.87019211008425301
FLNC,2.0,18.0,-0.09498284496,0.820070010753,0.87019211008425301
RPL37,2.0,8.0,-0.137924238054,0.819907328556,0.87019211008425301
NID1,2.0,27.0,-0.0776461195544,0.821346992969,0.8713332639520448
THBS1,-2.0,7.0,0.148669858307,0.822007463243,0.8718199861627518
FARSA,2.0,24.0,-0.0850002275577,0.822328502033,0.87194655734283089
GPC6,2.0,6.0,0.159360308047,0.82380615661,0.87329916994211643
