source	target	is_directed	is_stimulation	is_inhibition	V4	V5
P16591	Q06124	1	0	0	FER	PTPN11
P16284	Q06124	0	0	0	NA	PTPN11
P20138	Q06124	0	0	0	CD33	PTPN11
Q06124	P17948	1	0	0	PTPN11	FLT1
Q06124	O43609	1	0	1	PTPN11	SPRY1
Q06124	P35221	1	0	1	PTPN11	CTNNA1
Q06124	P31260	1	1	0	PTPN11	HOXA10
Q06124	Q13017	1	0	0	PTPN11	ARHGAP5
Q06124	P16581	1	0	0	PTPN11	SELE
Q06124	Q9NRY4	1	0	0	PTPN11	ARHGAP35
Q06124	O95297	1	0	1	PTPN11	MPZL1
Q9UM73	Q06124	1	0	0	ALK	PTPN11
P43629	Q06124	0	0	0	KIR3DL1	PTPN11
P24723	Q06124	1	0	0	PRKCH	PTPN11
Q06124	Q9HA84	1	0	0	PTPN11	NA
Q02556	Q06124	0	0	0	IRF8	PTPN11
Q06124	Q96LC7	0	0	0	PTPN11	SIGLEC10
Q06124	Q9Y286	0	0	0	PTPN11	SIGLEC7
P43626	Q06124	0	0	0	KIR2DL1	PTPN11
O15389	Q06124	0	0	0	SIGLEC5	PTPN11
O00453	Q06124	0	0	0	LST1	PTPN11
Q8TES3	Q8TES3	0	0	0	NA	NA
Q8TES3	Q9UDY8	0	0	0	NA	MALT1
Q14344	P61586	1	1	0	GNA13	RHOA
Q14344	Q14289	1	1	0	GNA13	PTK2B
Q14344	P35241	1	1	0	GNA13	RDX
P11362	Q14344	1	0	0	FGFR1	GNA13
P17612	Q14344	1	0	0	PRKACA	GNA13
P51817	Q14344	1	0	0	PRKX	GNA13
Q14344	Q92888	1	1	0	GNA13	ARHGEF1
Q92888	Q14344	1	1	1	ARHGEF1	GNA13
P25116	Q14344	1	1	0	F2R	GNA13
P30556	Q14344	1	1	0	AGTR1	GNA13
Q92633	Q14344	1	1	0	LPAR1	GNA13
P25101	Q14344	1	1	0	EDNRA	GNA13
Q9UBY5	Q14344	1	1	0	LPAR3	GNA13
Q96RI0	Q14344	1	1	0	F2RL3	GNA13
O95136	Q14344	1	1	0	S1PR2	GNA13
P28336	Q14344	1	1	0	NMBR	GNA13
Q99500	Q14344	1	1	0	S1PR3	GNA13
Q9HBW0	Q14344	1	1	0	LPAR2	GNA13
O43930	Q14344	1	0	0	NA	GNA13
P22681	P22681	0	0	0	CBL	CBL
P06239	P22681	1	0	0	LCK	CBL
Q9NQU5	P22681	1	0	0	PAK6	CBL
P22681	Q13480	1	0	0	CBL	GAB1
P22681	P52735	0	0	0	CBL	VAV2
P22681	Q13191	0	0	0	CBL	CBLB
P22681	Q8WU20	1	0	1	CBL	FRS2
Q8WU20	P22681	1	1	0	FRS2	CBL
A8K379	P22681	0	0	0	NA	CBL
O14492	P22681	1	1	0	NA	CBL
P22681	O14492	1	0	0	CBL	NA
P22681	P46109	0	0	0	CBL	CRKL
P22681	P46108	1	0	0	CBL	CRK
P46108	P22681	1	1	0	CRK	CBL
Q14289	P22681	1	0	0	PTK2B	CBL
P0CG47	P22681	0	0	0	UBB	CBL
P50613	P22681	1	0	0	CDK7	CBL
P29353	P22681	1	1	0	SHC1	CBL
Q13094	P22681	1	1	0	LCP2	CBL
P22681	Q4LE43	0	0	0	CBL	NA
P22681	Q07889	0	0	0	CBL	SOS1
P22681	O00459	1	0	1	CBL	PIK3R2
Q8IZP0	P22681	1	1	0	ABI1	CBL
P00519	P22681	1	0	0	ABL1	CBL
P22681	P00519	1	1	1	CBL	ABL1
P17252	P22681	1	0	0	PRKCA	CBL
P42684	P22681	1	0	0	ABL2	CBL
P30291	P22681	1	0	0	WEE1	CBL
Q14296	P22681	1	0	0	FASTK	CBL
P06213	P22681	1	0	0	INSR	CBL
P22681	P06213	1	0	1	CBL	INSR
P09619	P22681	1	0	0	PDGFRB	CBL
P15498	P22681	1	1	0	VAV1	CBL
P22681	P15498	1	0	0	CBL	VAV1
P09769	P22681	1	0	0	FGR	CBL
P22681	P08581	1	1	1	CBL	MET
Q15811	P22681	1	0	0	ITSN1	CBL
P08631	P22681	1	0	0	HCK	CBL
P29376	P22681	1	1	0	LTK	CBL
P22681	O94875	1	0	1	CBL	SORBS2
Q9Y371	P22681	1	1	0	SH3GLB1	CBL
O96013	P22681	1	0	0	PAK4	CBL
Q15303	P22681	1	1	0	ERBB4	CBL
Q16832	P22681	1	0	0	DDR2	CBL
P17612	P22681	1	0	0	PRKACA	CBL
P07948	P22681	1	0	0	LYN	CBL
P22681	P30530	0	0	0	CBL	AXL
P51813	P22681	1	0	0	BMX	CBL
Q9BX66	P22681	1	1	0	SORBS1	CBL
P22681	P62837	0	0	0	CBL	UBE2D2
P20794	P22681	1	0	0	MAK	CBL
P42685	P22681	1	0	0	FRK	CBL
P22681	O15519	1	1	0	CBL	CFLAR
Q8IW41	P22681	1	0	0	MAPKAPK5	CBL
P53779	P22681	1	0	0	MAPK10	CBL
P07949	P22681	0	0	0	RET	CBL
P21802	P22681	1	0	0	FGFR2	CBL
Q9Y2R2	P22681	1	0	1	PTPN22	CBL
P22681	P68036	0	0	0	CBL	UBE2L3
P22681	P16234	1	1	1	CBL	PDGFRA
P22681	Q9C004	0	0	0	CBL	SPRY4
Q12913	P22681	1	0	0	PTPRJ	CBL
Q96GD4	P22681	1	0	0	AURKB	CBL
O75716	P22681	1	0	0	STK16	CBL
P22681	P54764	1	0	0	CBL	EPHA4
P22681	P29320	1	0	0	CBL	EPHA3
Q8TD08	P22681	1	0	0	MAPK15	CBL
P22455	P22681	1	0	0	FGFR4	CBL
P09603	P22681	1	0	0	CSF1	CBL
Q92630	P22681	1	0	0	DYRK2	CBL
P07333	P22681	0	0	0	CSF1R	CBL
P22681	Q96JA1	1	0	1	CBL	LRIG1
Q96JA1	P22681	1	1	0	LRIG1	CBL
P22681	Q12965	0	0	0	CBL	MYO1E
Q8TF42	P22681	1	0	1	UBASH3B	CBL
Q06418	P22681	1	0	0	TYRO3	CBL
P04062	P22681	0	0	0	GBA	CBL
Q59H18	P22681	1	0	0	TNNI3K	CBL
Q8IZE3	P22681	1	0	0	SCYL3	CBL
Q9NR20	P22681	1	0	0	DYRK4	CBL
Q9NSY0	P22681	1	0	0	NRBP2	CBL
Q13363	Q13363	1	0	0	CTBP1	CTBP1
Q13363	Q13363	1	0	0	CTBP1	CTBP1
Q13363	Q13547	1	0	0	CTBP1	HDAC1
P45983	Q13363	1	0	1	MAPK8	CTBP1
P05412	Q13363	1	0	0	JUN	CTBP1
Q13363	Q07812	1	0	0	CTBP1	BAX
Q13363	Q14526	0	0	0	CTBP1	HIC1
Q13363	Q9H307	0	0	0	CTBP1	PNN
Q13315	Q13363	1	0	0	ATM	CTBP1
O43679	Q13363	0	0	0	LDB2	CTBP1
P25054	Q13363	1	0	0	APC	CTBP1
Q13131	Q13363	1	0	1	PRKAA1	CTBP1
Q13363	Q9BXL5	0	0	0	CTBP1	HEMGN
Q13363	Q13794	1	0	0	CTBP1	PMAIP1
Q13363	Q9H2X6	1	0	0	CTBP1	HIPK2
Q9H2X6	Q13363	1	1	1	HIPK2	CTBP1
Q13363	Q8N895	0	0	0	CTBP1	ZNF366
Q13363	Q99708	1	0	0	CTBP1	RBBP8
Q13363	Q13422	0	0	0	CTBP1	IKZF1
Q13535	Q13363	1	0	0	ATR	CTBP1
P35712	Q13363	0	0	0	SOX6	CTBP1
Q13363	O95600	1	0	0	CTBP1	KLF8
Q13363	O43474	1	0	0	CTBP1	KLF4
Q03112	Q13363	0	0	0	MECOM	CTBP1
Q13363	Q96JN0	0	0	0	CTBP1	LCOR
Q13363	Q9H171	0	0	0	CTBP1	ZBP1
Q13363	Q96EK4	0	0	0	CTBP1	THAP11
P54792	Q13363	1	0	0	NA	CTBP1
Q13363	Q9C0J9	1	1	0	CTBP1	BHLHE41
P56556	Q13363	1	0	0	NDUFA6	CTBP1
Q13541	Q13541	0	0	0	EIF4EBP1	EIF4EBP1
P42345	Q13541	1	1	1	MTOR	EIF4EBP1
P41279	Q13541	1	0	0	MAP3K8	EIF4EBP1
Q16539	Q13541	1	0	0	MAPK14	EIF4EBP1
P42574	Q13541	1	0	1	CASP3	EIF4EBP1
P68400	Q13541	1	0	1	CSNK2A1	EIF4EBP1
Q13315	Q13541	1	1	1	ATM	EIF4EBP1
O60573	Q13541	0	0	0	EIF4E2	EIF4EBP1
Q13541	Q9UKV8	0	0	0	EIF4EBP1	AGO2
P06493	Q13541	1	0	1	CDK1	EIF4EBP1
O75582	Q13541	1	0	0	RPS6KA5	EIF4EBP1
Q13541	Q8N122	1	0	1	EIF4EBP1	RPTOR
O75676	Q13541	1	0	0	RPS6KA4	EIF4EBP1
P19784	Q13541	1	0	0	CSNK2A2	EIF4EBP1
Q8TAI7	Q13541	1	0	0	RHEBL1	EIF4EBP1
P51449	Q13541	1	0	0	RORC	EIF4EBP1
Q92630	Q13541	1	0	0	DYRK2	EIF4EBP1
Q13541	Q9BSL1	0	0	0	EIF4EBP1	UBAC1
P43355	P43355	0	0	0	MAGEA1	MAGEA1
P43355	Q13547	0	0	0	MAGEA1	HDAC1
O15392	O43504	1	0	0	BIRC5	LAMTOR5
O43504	Q0VGL1	0	0	0	LAMTOR5	LAMTOR4
Q9Y3F4	Q9Y3F4	0	0	0	STRAP	STRAP
P37173	Q9Y3F4	0	0	0	TGFBR2	STRAP
Q15796	Q9Y3F4	0	0	0	SMAD2	STRAP
O96017	Q9Y3F4	1	1	0	CHEK2	STRAP
Q13315	Q9Y3F4	1	1	0	ATM	STRAP
O15105	Q9Y3F4	1	1	0	SMAD7	STRAP
Q13547	Q13547	0	0	0	HDAC1	HDAC1
Q13547	P01106	1	0	1	HDAC1	MYC
Q13547	Q16576	0	0	0	HDAC1	RBBP7
P05412	Q13547	1	0	0	JUN	HDAC1
P42345	Q13547	1	0	0	MTOR	HDAC1
Q13547	Q15796	0	0	0	HDAC1	SMAD2
Q16254	Q13547	1	0	0	E2F4	HDAC1
Q13547	Q96ST3	1	0	0	HDAC1	SIN3A
Q13547	P15172	1	0	1	HDAC1	MYOD1
Q13547	Q96KQ7	0	0	0	HDAC1	EHMT2
Q13547	Q16236	1	0	1	HDAC1	NFE2L2
P98170	Q13547	1	0	0	XIAP	HDAC1
P68400	Q13547	1	1	0	CSNK2A1	HDAC1
Q01094	Q13547	1	1	0	E2F1	HDAC1
P17542	Q13547	0	0	0	TAL1	HDAC1
Q05516	Q13547	0	0	0	ZBTB16	HDAC1
Q13547	Q16665	0	0	0	HDAC1	HIF1A
P25054	Q13547	1	0	0	APC	HDAC1
Q13547	Q9UKL0	0	0	0	HDAC1	NA
Q13547	Q9C0K0	0	0	0	HDAC1	BCL11B
Q13547	Q9UJU2	1	0	1	HDAC1	LEF1
Q13547	Q14839	0	0	0	HDAC1	CHD4
P04198	Q13547	0	0	0	MYCN	HDAC1
Q8TAQ5	Q13547	1	1	0	ZNF420	HDAC1
Q9Y6K1	Q13547	1	0	0	DNMT3A	HDAC1
O15379	Q13547	1	1	0	HDAC3	HDAC1
Q13547	Q8N108	0	0	0	HDAC1	MIER1
Q13547	O14497	1	0	0	HDAC1	ARID1A
Q13547	Q9HCU9	0	0	0	HDAC1	BRMS1
P63279	Q13547	1	0	0	UBE2I	HDAC1
Q92841	Q13547	1	0	0	DDX17	HDAC1
Q13547	Q15910	1	0	0	HDAC1	EZH2
Q13547	Q13330	1	0	0	HDAC1	MTA1
Q13547	Q9UER7	0	0	0	HDAC1	DAXX
Q13547	O43463	1	0	0	HDAC1	SUV39H1
P52630	Q13547	0	0	0	STAT2	HDAC1
Q13547	Q09028	1	0	0	HDAC1	RBBP4
Q13618	Q13547	1	0	0	CUL3	HDAC1
Q13547	Q12873	1	0	0	HDAC1	CHD3
Q9H2X6	Q13547	1	0	0	HIPK2	HDAC1
Q13263	Q13547	1	0	0	TRIM28	HDAC1
Q13547	Q13263	1	1	0	HDAC1	TRIM28
P33076	Q13547	0	0	0	CIITA	HDAC1
Q9P0U3	Q13547	1	0	0	SENP1	HDAC1
P19784	Q13547	1	0	0	CSNK2A2	HDAC1
Q13547	O00255	1	0	0	HDAC1	MEN1
O95863	Q13547	1	0	0	SNAI1	HDAC1
Q13547	Q06455	1	0	0	HDAC1	RUNX1T1
P0C0S8	Q13547	0	0	0	HIST1H2AG	HDAC1
O15164	Q13547	0	0	0	TRIM24	HDAC1
Q13547	Q53GA5	1	0	0	HDAC1	NA
P00797	Q13547	1	0	0	REN	HDAC1
Q00526	Q13547	1	0	0	CDK3	HDAC1
P23769	Q13547	0	0	0	GATA2	HDAC1
Q13547	Q9UBB5	1	0	0	HDAC1	MBD2
Q9NRA0	Q13547	1	0	1	SPHK2	HDAC1
Q5VTD9	Q13547	1	0	0	GFI1B	HDAC1
Q13547	O60675	1	0	1	HDAC1	MAFK
Q13547	Q15022	0	0	0	HDAC1	SUZ12
Q13547	O95343	1	0	1	HDAC1	SIX3
Q13547	O95983	1	0	0	HDAC1	MBD3
Q99684	Q13547	1	0	0	GFI1	HDAC1
P41229	Q13547	0	0	0	KDM5C	HDAC1
Q13547	Q01543	1	1	0	HDAC1	FLI1
O14529	Q13547	0	0	0	CUX2	HDAC1
Q13547	Q8NHZ7	0	0	0	HDAC1	MBD3L2
Q13227	Q13547	0	0	0	GPS2	HDAC1
Q13547	O75182	1	0	0	HDAC1	SIN3B
P54792	Q13547	1	0	0	NA	HDAC1
Q13547	Q9BSJ6	0	0	0	HDAC1	FAM64A
O14503	Q13547	0	0	0	BHLHE40	HDAC1
Q13547	Q86YP4	1	0	0	HDAC1	GATAD2A
O75807	O75807	0	0	0	PPP1R15A	PPP1R15A
O75807	P36873	1	1	0	PPP1R15A	PPP1CC
O14920	O75807	0	0	0	IKBKB	PPP1R15A
Q16539	O75807	1	1	0	MAPK14	PPP1R15A
O75807	Q92574	0	0	0	PPP1R15A	TSC1
O75807	Q9H467	0	0	0	PPP1R15A	CUEDC2
P07948	O75807	1	1	0	LYN	PPP1R15A
O75807	Q03164	0	0	0	PPP1R15A	KMT2A
O15105	O75807	1	1	0	SMAD7	PPP1R15A
P01106	P01106	0	0	0	MYC	MYC
P01106	P42704	0	0	0	MYC	LRPPRC
P03372	P01106	1	1	0	ESR1	MYC
P45983	P01106	1	1	0	MAPK8	MYC
P01106	P30279	1	1	0	MYC	CCND2
P01106	O14746	1	1	0	MYC	TERT
P05412	P01106	1	0	0	JUN	MYC
P01106	Q13616	1	1	0	MYC	CUL1
P42345	P01106	1	0	0	MTOR	MYC
P01106	Q15796	1	1	0	MYC	SMAD2
Q16254	P01106	1	0	1	E2F4	MYC
Q92993	P01106	1	1	0	KAT5	MYC
Q969H0	P01106	1	0	1	FBXW7	MYC
P00519	P01106	1	0	0	ABL1	MYC
Q92905	P01106	1	1	0	COPS5	MYC
P01106	P17676	0	0	0	MYC	CEBPB
P01106	Q13887	0	0	0	MYC	KLF5
O00499	P01106	0	0	0	BIN1	MYC
P01106	P62979	0	0	0	MYC	RPS27A
Q14209	P01106	1	0	0	E2F2	MYC
O75592	P01106	0	0	0	MYCBP2	MYC
P01106	P04406	1	0	0	MYC	GAPDH
P01106	P60842	1	1	0	MYC	EIF4A1
P53350	P01106	1	0	0	PLK1	MYC
P49840	P01106	1	0	1	GSK3A	MYC
P01106	Q15029	0	0	0	MYC	EFTUD2
P01106	Q13177	0	0	0	MYC	PAK2
P06733	P01106	1	0	1	ENO1	MYC
P01106	P33993	0	0	0	MYC	MCM7
P68400	P01106	1	0	0	CSNK2A1	MYC
P01106	Q01094	1	1	0	MYC	E2F1
Q01094	P01106	1	1	0	E2F1	MYC
P01106	Q15393	0	0	0	MYC	SF3B3
Q9UHX1	P01106	1	0	1	PUF60	MYC
P01106	P0CG48	0	0	0	MYC	UBC
Q05516	P01106	1	1	0	ZBTB16	MYC
O00716	P01106	1	0	0	E2F3	MYC
P01106	Q92830	0	0	0	MYC	KAT2A
P01106	Q99640	1	0	0	MYC	PKMYT1
P62714	P01106	1	0	1	PPP2CB	MYC
O94906	P01106	0	0	0	PRPF6	MYC
P01106	P42771	1	1	0	MYC	CDKN2A
P42771	P01106	1	0	1	CDKN2A	MYC
Q7Z6Z7	P01106	1	1	0	HUWE1	MYC
Q9UJU2	P01106	1	1	0	LEF1	MYC
P01106	O15519	1	0	1	MYC	CFLAR
P01106	Q9NTJ3	0	0	0	MYC	SMC4
P01106	Q99741	0	0	0	MYC	CDC6
P15884	P01106	1	0	0	TCF4	MYC
P45984	P01106	1	1	0	MAPK9	MYC
P01106	Q13794	1	0	1	MYC	PMAIP1
P53779	P01106	1	0	0	MAPK10	MYC
P01106	P30048	1	0	0	MYC	PRDX3
P01106	P00338	1	0	0	MYC	LDHA
Q13330	P01106	1	0	1	MTA1	MYC
P01106	Q16594	0	0	0	MYC	TAF9
Q09028	P01106	1	0	1	RBBP4	MYC
Q6P1J9	P01106	1	0	1	CDC73	MYC
P01106	P61244	1	0	0	MYC	MAX
P61244	P01106	1	1	0	MAX	MYC
Q12873	P01106	1	0	1	CHD3	MYC
Q96AE4	P01106	1	1	0	FUBP1	MYC
P01106	Q9Y4A5	1	0	0	MYC	TRRAP
Q9Y4A5	P01106	1	1	0	TRRAP	MYC
P01106	Q04637	1	1	0	MYC	EIF4G1
P19784	P01106	1	0	0	CSNK2A2	MYC
P01106	Q12824	1	0	0	MYC	SMARCB1
Q12824	P01106	1	1	0	SMARCB1	MYC
P01106	Q9Y230	0	0	0	MYC	RUVBL2
P01106	P20807	1	1	0	MYC	CAPN3
P01106	P78545	0	0	0	MYC	ELF3
O95644	P01106	1	0	0	NFATC1	MYC
P01106	Q15118	1	0	0	MYC	PDK1
Q15717	P01106	1	1	1	ELAVL1	MYC
P01106	P06744	1	0	0	MYC	GPI
Q9UBB5	P01106	1	0	1	MBD2	MYC
Q9UGL1	P01106	1	0	0	KDM5B	MYC
O95600	P01106	1	0	0	KLF8	MYC
P01106	Q96L91	0	0	0	MYC	EP400
O60381	P01106	1	0	1	HBP1	MYC
Q96RU2	P01106	1	1	1	USP28	MYC
O75461	P01106	1	0	0	E2F6	MYC
P29375	P01106	1	0	0	KDM5A	MYC
Q6PL18	P01106	1	1	0	ATAD2	MYC
P01106	Q75NE6	1	1	0	MYC	NA
P01106	P60174	1	0	0	MYC	TPI1
O95983	P01106	0	0	0	MBD3	MYC
P01106	Q13105	1	0	0	MYC	ZBTB17
P01106	Q8IUF8	1	1	0	MYC	MINA
P01106	P08237	1	0	0	MYC	PFKM
P01106	Q14669	0	0	0	MYC	TRIP12
P01106	Q16514	0	0	0	MYC	TAF12
P54792	P01106	1	0	0	NA	MYC
P01106	P50539	0	0	0	MYC	MXI1
O75486	P01106	0	0	0	SUPT3H	MYC
P01106	Q99471	0	0	0	MYC	PFDN5
O75478	P01106	0	0	0	TADA2A	MYC
P01106	Q8WUX1	1	0	0	MYC	SLC38A5
P01106	Q8N183	1	0	0	MYC	NDUFAF2
P01106	Q15758	1	0	0	MYC	SLC1A5
Q86YP4	P01106	1	0	1	GATAD2A	MYC
P17980	P51665	1	0	0	PSMC3	PSMD7
P51665	P17980	1	0	0	PSMD7	PSMC3
P17980	P62191	1	0	0	PSMC3	PSMC1
P62191	P17980	1	0	0	PSMC1	PSMC3
P17980	P35998	1	0	0	PSMC3	PSMC2
P35998	P17980	1	0	0	PSMC2	PSMC3
P17980	P28074	1	0	0	PSMC3	PSMB5
P28074	P17980	1	0	0	PSMB5	PSMC3
O14818	P17980	1	0	0	PSMA7	PSMC3
P17980	O14818	1	0	0	PSMC3	PSMA7
P17980	P20618	1	0	0	PSMC3	PSMB1
P20618	P17980	1	0	0	PSMB1	PSMC3
P17980	P42771	1	1	0	PSMC3	CDKN2A
P17980	Q16401	1	0	0	PSMC3	PSMD5
Q16401	P17980	1	0	0	PSMD5	PSMC3
P17980	P25786	1	0	0	PSMC3	PSMA1
P25786	P17980	1	0	0	PSMA1	PSMC3
P17980	P25787	1	0	0	PSMC3	PSMA2
P25787	P17980	1	0	0	PSMA2	PSMC3
P17980	P25788	1	0	0	PSMC3	PSMA3
P25788	P17980	1	0	0	PSMA3	PSMC3
P17980	P25789	1	0	0	PSMC3	PSMA4
P25789	P17980	1	0	0	PSMA4	PSMC3
P17980	P62195	1	0	0	PSMC3	PSMC5
P62195	P17980	1	0	0	PSMC5	PSMC3
P17980	P60900	1	0	0	PSMC3	PSMA6
P60900	P17980	1	0	0	PSMA6	PSMC3
P17980	Q99436	1	0	0	PSMC3	PSMB7
Q99436	P17980	1	0	0	PSMB7	PSMC3
P17980	P62333	1	0	0	PSMC3	PSMC6
P62333	P17980	1	0	0	PSMC6	PSMC3
P17980	P43686	1	0	0	PSMC3	PSMC4
P43686	P17980	1	0	0	PSMC4	PSMC3
O00231	P17980	1	0	0	PSMD11	PSMC3
P17980	O00231	1	0	0	PSMC3	PSMD11
P17980	P28066	1	0	0	PSMC3	PSMA5
P28066	P17980	1	0	0	PSMA5	PSMC3
P17980	P49720	1	0	0	PSMC3	PSMB3
P49720	P17980	1	0	0	PSMB3	PSMC3
P17980	P49721	1	0	0	PSMC3	PSMB2
P49721	P17980	1	0	0	PSMB2	PSMC3
P28065	P17980	1	0	0	PSMB9	PSMC3
P17980	P28062	1	0	0	PSMC3	PSMB8
P28062	P17980	1	0	0	PSMB8	PSMC3
P17980	P28070	1	0	0	PSMC3	PSMB4
P28070	P17980	1	0	0	PSMB4	PSMC3
P17980	P28072	1	0	0	PSMC3	PSMB6
P28072	P17980	1	0	0	PSMB6	PSMC3
P17980	P48556	1	0	0	PSMC3	PSMD8
P48556	P17980	1	0	0	PSMD8	PSMC3
P40306	P17980	1	0	0	PSMB10	PSMC3
P61586	P61586	1	0	1	RHOA	RHOA
P61586	P61586	1	0	1	RHOA	RHOA
P50148	P61586	1	1	0	GNAQ	RHOA
Q9BXY4	P61586	1	0	0	RSPO3	RHOA
P61586	P52735	1	0	0	RHOA	VAV2
P61586	Q9BST9	0	0	0	RHOA	RTKN
P61586	Q9Y4D1	1	0	0	RHOA	DAAM1
Q9Y4D1	P61586	1	1	0	DAAM1	RHOA
P61586	Q05397	1	0	0	RHOA	PTK2
P61586	O60610	1	1	0	RHOA	DIAPH1
P61586	Q14192	1	1	0	RHOA	FHL2
P61586	P19174	1	1	0	RHOA	PLCG1
P61586	Q12802	0	0	0	RHOA	AKAP13
Q9H8V3	P61586	1	1	0	ECT2	RHOA
O15085	P61586	0	0	0	ARHGEF11	RHOA
P17612	P61586	1	0	0	PRKACA	RHOA
P61586	Q9NZN5	1	0	0	RHOA	ARHGEF12
Q9NZN5	P61586	1	1	0	ARHGEF12	RHOA
P61586	P33151	1	0	0	RHOA	CDH5
P61586	P15311	1	0	0	RHOA	EZR
Q03135	P61586	1	1	0	CAV1	RHOA
P61586	Q8IW93	0	0	0	RHOA	ARHGEF19
P61586	Q92974	1	0	0	RHOA	ARHGEF2
O95996	P61586	1	0	0	APC2	RHOA
P61586	P52565	1	0	0	RHOA	ARHGDIA
P51817	P61586	1	0	0	PRKX	RHOA
A7KAX9	P61586	1	1	0	ARHGAP32	RHOA
P61586	A7KAX9	1	0	0	RHOA	ARHGAP32
P61586	Q07960	1	0	0	RHOA	ARHGAP1
P04004	P61586	1	0	0	VTN	RHOA
Q9ULK5	P61586	1	0	0	VANGL2	RHOA
P61586	Q92888	1	0	0	RHOA	ARHGEF1
Q92888	P61586	1	1	0	ARHGEF1	RHOA
P61586	O75116	1	1	0	RHOA	ROCK2
Q03113	P61586	1	1	0	GNA12	RHOA
Q969H4	P61586	1	1	0	CNKSR1	RHOA
P61586	O14578	1	1	0	RHOA	CIT
Q93096	P61586	1	0	0	PTP4A1	RHOA
P61586	Q9NRY4	1	0	0	RHOA	ARHGAP35
Q13976	P61586	1	0	0	PRKG1	RHOA
P61586	P48995	1	0	0	RHOA	TRPC1
P61586	Q9UNA1	1	0	0	RHOA	ARHGAP26
P61586	Q13393	1	1	0	RHOA	PLD1
P61586	P62745	1	0	0	RHOA	RHOB
P52306	P61586	1	1	0	RAP1GDS1	RHOA
P61586	P52306	1	0	0	RHOA	RAP1GDS1
P61586	O60879	1	0	0	RHOA	DIAPH2
Q86VW2	P61586	1	1	0	ARHGEF25	RHOA
P54792	P61586	1	0	0	NA	RHOA
P61586	Q9NR81	1	0	0	RHOA	ARHGEF3
Q96CG8	P61586	1	0	0	CTHRC1	RHOA
P61586	Q13459	1	0	0	RHOA	MYO9B
P61586	Q99819	1	0	0	RHOA	ARHGDIG
Q13516	P61586	1	0	0	OLIG2	RHOA
P61586	Q9HCE6	1	0	0	RHOA	ARHGEF10L
O43930	P61586	1	0	0	NA	RHOA
Q54A98	Q54A98	0	0	0	NA	NA
O00300	Q54A98	0	0	0	TNFRSF11B	NA
P06239	P06239	1	1	0	LCK	LCK
P06239	P06239	1	1	0	LCK	LCK
P06239	P42768	1	0	0	LCK	WAS
P06239	P52735	1	0	0	LCK	VAV2
P06239	Q05655	1	0	0	LCK	PRKCD
Q13191	P06239	1	0	1	CBLB	LCK
P06239	O43561	1	1	0	LCK	LAT
P06239	P49023	1	0	0	LCK	PXN
Q13501	P06239	1	1	0	SQSTM1	LCK
P06239	P03372	1	1	0	LCK	ESR1
P45983	P06239	1	0	0	MAPK8	LCK
P06239	Q14289	0	0	0	LCK	PTK2B
P06239	P06127	1	1	0	LCK	CD5
P06239	O14746	1	0	0	LCK	TERT
P06239	B3KP83	1	0	0	LCK	NA
P06239	P29353	1	0	0	LCK	SHC1
P29353	P06239	1	1	0	SHC1	LCK
P06239	P29350	1	1	0	LCK	PTPN6
P29350	P06239	1	1	1	PTPN6	LCK
P06239	Q13094	1	0	0	LCK	LCP2
Q13094	P06239	1	1	0	LCP2	LCK
P06239	Q07889	1	0	0	LCK	SOS1
P06239	Q07666	0	0	0	LCK	KHDRBS1
O00459	P06239	0	0	0	PIK3R2	LCK
B4DF78	P06239	0	0	0	NA	LCK
P06239	Q16539	1	0	0	LCK	MAPK14
P06239	P10747	1	1	0	LCK	CD28
Q13164	P06239	1	0	0	MAPK7	LCK
P06239	Q13432	0	0	0	LCK	UNC119
P06239	P00519	1	0	0	LCK	ABL1
P17252	P06239	1	0	0	PRKCA	LCK
P06239	P40259	1	0	0	LCK	CD79B
P06239	P52757	1	0	0	LCK	CHN2
P06239	Q05397	1	0	0	LCK	PTK2
P06239	Q14247	1	0	0	LCK	CTTN
P06239	Q13291	1	0	0	LCK	SLAMF1
P06239	P19174	1	1	0	LCK	PLCG1
P06239	Q9UQF2	1	0	0	LCK	MAPK8IP1
P06239	P05107	1	0	0	LCK	ITGB2
P06239	P15498	1	1	0	LCK	VAV1
P06239	P09769	1	0	0	LCK	FGR
P06239	Q13283	1	0	0	LCK	G3BP1
P06239	Q99704	1	0	0	LCK	DOK1
Q99704	P06239	1	1	0	DOK1	LCK
P06239	Q12959	0	0	0	LCK	DLG1
P06239	Q13813	1	0	0	LCK	SPTAN1
P06239	P42229	1	1	0	LCK	STAT5A
P17612	P06239	1	0	0	PRKACA	LCK
P06239	P30530	0	0	0	LCK	AXL
P06239	P25445	0	0	0	LCK	FAS
P06239	Q13444	1	1	0	LCK	ADAM15
P06239	P55196	1	0	0	LCK	MLLT4
P06239	Q71SY5	0	0	0	LCK	MED25
P06239	P15311	1	0	0	LCK	EZR
P06239	Q12972	1	0	0	LCK	PPP1R8
Q16659	P06239	1	0	0	MAPK6	LCK
P01730	P06239	0	0	0	CD4	LCK
P06239	P61978	1	0	0	LCK	HNRNPK
P45984	P06239	1	0	0	MAPK9	LCK
P53779	P06239	1	0	0	MAPK10	LCK
P18433	P06239	1	1	0	PTPRA	LCK
Q9Y2R2	P06239	1	0	1	PTPN22	LCK
Q9HD43	P06239	1	0	0	PTPRH	LCK
