source	target	is_directed	is_stimulation	is_inhibition	V4	V5
P31749	P56279	1	0	0	AKT1	TCL1A
P56279	P31749	1	1	0	TCL1A	AKT1
P31749	P12755	1	0	1	AKT1	SKI
Q13882	P31749	1	1	0	PTK6	AKT1
P05771	P31749	1	0	0	PRKCB	AKT1
P31749	P62877	1	0	0	AKT1	RBX1
P31749	P04049	1	0	1	AKT1	RAF1
P31749	Q9UKG1	1	0	0	AKT1	APPL1
P27986	P31749	1	1	0	PIK3R1	AKT1
P31749	P55211	1	0	1	AKT1	CASP9
P31749	Q92934	1	0	1	AKT1	BAD
P31749	P60484	1	0	0	AKT1	PTEN
P60484	P31749	1	0	1	PTEN	AKT1
P31749	P35568	1	1	0	AKT1	IRS1
P35568	P31749	1	1	0	IRS1	AKT1
P31749	Q04759	0	0	0	AKT1	PRKCQ
P31749	Q96EB6	0	0	0	AKT1	SIRT1
P20248	P31749	0	0	0	CCNA2	AKT1
P31749	Q04206	0	0	0	AKT1	RELA
K9JA46	P31749	0	0	0	NA	AKT1
P31749	Q00987	1	1	0	AKT1	MDM2
P31749	O15111	1	1	0	AKT1	CHUK
P31749	Q6R327	1	0	0	AKT1	RICTOR
Q6R327	P31749	1	1	0	RICTOR	AKT1
P31749	Q12967	1	0	0	AKT1	RALGDS
P31749	P05106	1	0	0	AKT1	ITGB3
P31749	Q8WUF5	1	0	0	AKT1	PPP1R13L
Q15139	P31749	1	0	0	PRKD1	AKT1
P31749	P84022	1	1	1	AKT1	SMAD3
O15169	P31749	0	0	0	AXIN1	AKT1
Q9Y4K3	P31749	1	1	0	TRAF6	AKT1
P60568	P31749	1	0	0	IL2	AKT1
P31749	Q13526	0	0	0	AKT1	PIN1
P31749	Q9Y6K9	0	0	0	AKT1	IKBKG
P48736	P31749	1	1	0	PIK3CG	AKT1
P31749	P43405	0	0	0	AKT1	SYK
P31749	P25963	1	0	0	AKT1	NFKBIA
P31749	Q9UQC2	1	0	1	AKT1	GAB2
P31749	P48552	1	0	0	AKT1	NRIP1
P31749	P62136	1	0	1	AKT1	PPP1CA
P62136	P31749	1	0	1	PPP1CA	AKT1
P31749	Q14397	0	0	0	AKT1	GCKR
P31749	P16220	1	1	0	AKT1	CREB1
P31749	P63000	1	0	0	AKT1	RAC1
P63000	P31749	1	0	1	RAC1	AKT1
Q9UHD2	P31749	1	1	0	TBK1	AKT1
P67775	P31749	1	0	1	PPP2CA	AKT1
P31749	P24941	1	1	0	AKT1	CDK2
P31749	P63104	1	0	0	AKT1	YWHAZ
P63104	P31749	1	1	0	YWHAZ	AKT1
P31749	Q8TAD8	1	0	0	AKT1	SNIP1
O43187	P31749	0	0	0	IRAK2	AKT1
P31749	P15056	1	0	0	AKT1	BRAF
P31749	Q9Y618	1	0	0	AKT1	NCOR2
P00533	P31749	1	0	0	EGFR	AKT1
P31749	P00533	1	0	0	AKT1	EGFR
P31749	Q09472	1	1	0	AKT1	EP300
Q13418	P31749	1	1	0	ILK	AKT1
P31749	Q92922	1	1	0	AKT1	SMARCC1
P31749	P35222	1	1	0	AKT1	CTNNB1
P31749	P10275	1	0	1	AKT1	AR
P31749	P98177	1	1	1	AKT1	FOXO4
P05556	P31749	0	0	0	ITGB1	AKT1
P31749	P45985	1	0	1	AKT1	MAP2K4
Q07912	P31749	1	0	0	TNK2	AKT1
P31749	P23443	1	1	0	AKT1	RPS6KB1
O14640	P31749	0	0	0	DVL1	AKT1
P12931	P31749	1	0	0	SRC	AKT1
P31749	O75376	1	0	1	AKT1	NCOR1
P31749	Q16512	0	0	0	AKT1	PKN1
P31749	P49841	1	1	1	AKT1	GSK3B
P31749	P31947	1	0	0	AKT1	SFN
P31749	P31946	1	0	0	AKT1	YWHAB
P31749	Q16584	1	0	1	AKT1	MAP3K11
P31749	O95999	1	0	0	AKT1	BCL10
P31749	Q12778	1	1	1	AKT1	FOXO1
O15530	P31749	1	1	0	PDPK1	AKT1
P31749	Q6P1N0	0	0	0	AKT1	CC2D1A
P31749	Q9UNE7	0	0	0	AKT1	STUB1
P31749	P42224	0	0	0	AKT1	STAT1
P31749	O43521	1	0	1	AKT1	BCL2L11
P31749	Q92793	1	0	0	AKT1	CREBBP
P31749	P04150	1	0	1	AKT1	NR3C1
P31749	Q99683	1	0	1	AKT1	MAP3K5
P31749	P19838	1	0	0	AKT1	NFKB1
P31749	P55072	1	1	0	AKT1	VCP
P31749	P27348	1	0	0	AKT1	YWHAQ
P31749	P51617	1	0	0	AKT1	IRAK1
P31749	P48436	1	0	0	AKT1	SOX9
P31749	P46527	1	1	1	AKT1	CDKN1B
P31749	P42858	1	0	0	AKT1	HTT
P31749	Q15047	0	0	0	AKT1	SETDB1
P31749	Q04912	1	1	0	AKT1	MST1R
P31749	P38398	1	1	0	AKT1	BRCA1
P31749	P43403	0	0	0	AKT1	ZAP70
P31749	P38936	1	1	1	AKT1	CDKN1A
P31749	Q86T74	1	0	0	AKT1	NA
P31749	Q06413	1	0	0	AKT1	MEF2C
P31749	Q13541	1	0	0	AKT1	EIF4EBP1
P31749	P50750	1	0	0	AKT1	CDK9
P31749	P55316	1	0	0	AKT1	FOXG1
P31749	P31751	1	0	0	AKT1	AKT2
P36873	P31749	1	0	0	PPP1CC	AKT1
P31749	O43524	1	1	1	AKT1	FOXO3
P31749	Q05655	1	0	0	AKT1	PRKCD
P31749	Q9NTG0	0	0	0	AKT1	NA
P31749	P19338	1	0	0	AKT1	NCL
O14920	P31749	0	0	0	IKBKB	AKT1
O14492	P31749	1	1	0	NA	AKT1
P31749	O14492	1	0	0	AKT1	NA
P31749	P61981	1	0	0	AKT1	YWHAG
P31749	P03372	1	1	0	AKT1	ESR1
P42336	P31749	1	1	0	PIK3CA	AKT1
Q05513	P31749	1	0	0	PRKCZ	AKT1
P31749	O14746	1	1	0	AKT1	TERT
P31749	Q13616	1	0	0	AKT1	CUL1
P31749	P42345	1	1	0	AKT1	MTOR
P42345	P31749	1	1	1	MTOR	AKT1
P31749	P41279	1	0	0	AKT1	MAP3K8
P31749	Q6GQQ9	1	0	0	AKT1	OTUD7B
P31749	Q13950	1	0	0	AKT1	RUNX2
Q13322	P31749	1	1	0	GRB10	AKT1
P31749	Q9H4A3	1	1	0	AKT1	WNK1
P31749	Q07812	1	0	1	AKT1	BAX
P21860	P31749	1	0	0	ERBB3	AKT1
P17252	P31749	1	0	0	PRKCA	AKT1
P14778	P31749	0	0	0	IL1R1	AKT1
Q99835	P31749	1	0	0	SMO	AKT1
P31749	Q8TAQ2	0	0	0	AKT1	SMARCC2
P42574	P31749	1	0	1	CASP3	AKT1
P31749	P62258	1	0	0	AKT1	YWHAE
P31749	Q92574	1	0	1	AKT1	TSC1
Q92574	P31749	1	1	0	TSC1	AKT1
P31749	Q7Z6J0	1	0	1	AKT1	SH3RF1
P31749	Q14247	1	0	0	AKT1	CTTN
P31749	P30291	1	0	0	AKT1	WEE1
Q53ET0	P31749	1	1	0	CRTC2	AKT1
P31749	P62979	0	0	0	AKT1	RPS27A
P31749	P67809	1	1	0	AKT1	YBX1
P31749	O15151	1	1	0	AKT1	MDM4
P31749	P19174	1	0	0	AKT1	PLCG1
Q9UQF2	P31749	1	1	0	MAPK8IP1	AKT1
P31749	Q9UKV3	1	0	0	AKT1	ACIN1
P31749	O15360	1	0	0	AKT1	FANCA
P31749	Q96F86	1	0	0	AKT1	EDC3
P31749	Q9UBK2	1	0	1	AKT1	PPARGC1A
P31749	P49815	1	0	1	AKT1	TSC2
P31749	Q16236	1	0	0	AKT1	NFE2L2
P31749	Q6UN15	1	0	0	AKT1	FIP1L1
P31749	Q9BVI0	1	0	1	AKT1	PHF20
P31749	P49840	1	0	1	AKT1	GSK3A
P49840	P31749	1	0	0	GSK3A	AKT1
O94875	P31749	0	0	0	SORBS2	AKT1
P31749	Q96QB1	1	0	0	AKT1	DLC1
P31749	P14598	1	1	0	AKT1	NCF1
P31749	Q14315	1	0	0	AKT1	FLNC
P31749	P08670	1	1	0	AKT1	VIM
P78527	P31749	1	0	0	PRKDC	AKT1
Q8NEB9	P31749	1	1	0	PIK3C3	AKT1
P31749	P46937	1	0	1	AKT1	YAP1
P31749	P08621	1	0	0	AKT1	SNRNP70
P31749	P54253	1	0	0	AKT1	ATXN1
P31749	P17612	1	1	0	AKT1	PRKACA
P31749	Q04917	1	0	0	AKT1	YWHAH
P31749	P98170	1	1	0	AKT1	XIAP
P08238	P31749	0	0	0	HSP90AB1	AKT1
Q8N5S9	P31749	1	0	0	CAMKK1	AKT1
P31749	Q15027	1	0	0	AKT1	ACAP1
P10636	P31749	0	0	0	MAPT	AKT1
P31749	P68400	1	0	0	AKT1	CSNK2A1
P68400	P31749	1	1	0	CSNK2A1	AKT1
P31749	P17542	1	0	1	AKT1	TAL1
P31749	P29317	1	0	0	AKT1	EPHA2
P31749	P25686	1	0	0	AKT1	DNAJB2
P31749	P07550	1	0	1	AKT1	ADRB2
P31749	Q86TI0	1	0	1	AKT1	TBC1D1
P31749	Q92547	1	1	0	AKT1	TOPBP1
Q13315	P31749	1	1	0	ATM	AKT1
P13645	P31749	0	0	0	KRT10	AKT1
P31749	Q12888	1	0	1	AKT1	TP53BP1
P31749	Q9Y383	1	0	0	AKT1	LUC7L2
P31749	P40818	1	0	0	AKT1	USP8
P31749	P49760	1	1	0	AKT1	CLK2
Q13554	P31749	1	0	0	CAMK2B	AKT1
P31749	Q9BZQ8	1	0	0	AKT1	FAM129A
P10276	P31749	1	0	0	RARA	AKT1
P31749	P10276	1	0	1	AKT1	RARA
P62714	P31749	1	0	1	PPP2CB	AKT1
P31749	P23588	1	1	0	AKT1	EIF4B
P31749	Q8NCD3	1	0	0	AKT1	HJURP
P31749	P05060	1	0	0	AKT1	CHGB
Q15173	P31749	1	0	1	PPP2R5B	AKT1
P31749	P29474	1	1	0	AKT1	NOS3
P31749	Q96S44	1	1	0	AKT1	TP53RK
P31749	O14757	1	0	1	AKT1	CHEK1
P31749	P78362	1	1	0	AKT1	SRPK2
P31749	P22736	1	0	1	AKT1	NR4A1
P31749	Q53GL0	0	0	0	AKT1	PLEKHO1
P31749	Q14653	0	0	0	AKT1	IRF3
Q13362	P31749	1	0	1	PPP2R5C	AKT1
P31749	P78371	1	0	0	AKT1	CCT2
P31749	P61978	1	0	0	AKT1	HNRNPK
P31749	Q13370	1	1	0	AKT1	PDE3B
P31749	O15519	1	0	0	AKT1	CFLAR
P31749	P53365	1	0	0	AKT1	ARFIP2
P31749	Q86V81	1	1	0	AKT1	NA
P04792	P31749	1	1	0	HSPB1	AKT1
P31749	P04792	1	0	1	AKT1	HSPB1
P31749	Q8WUM0	1	0	0	AKT1	NUP133
P07949	P31749	1	1	0	RET	AKT1
P31749	Q9UN36	1	0	0	AKT1	NDRG2
P31749	Q15672	1	1	0	AKT1	TWIST1
P31749	Q9Y3C5	1	0	0	AKT1	RNF11
O14965	P31749	1	0	0	AURKA	AKT1
P31749	P54274	1	0	0	AKT1	TERF1
P31749	Q9H6Z4	1	0	0	AKT1	RANBP3
P31749	Q15910	1	0	1	AKT1	EZH2
P31749	Q8N122	1	0	0	AKT1	RPTOR
P31749	Q15642	1	0	0	AKT1	TRIP10
P31749	P19634	1	0	0	AKT1	SLC9A1
P31749	Q9UER7	1	0	0	AKT1	DAXX
P31749	Q7L5N1	1	1	0	AKT1	COPS6
P31749	Q13188	1	0	1	AKT1	STK3
Q9BVC4	P31749	1	0	1	MLST8	AKT1
P31749	Q9Y3T9	1	0	0	AKT1	NOC2L
P07900	P31749	1	1	0	HSP90AA1	AKT1
P31749	O95218	1	0	0	AKT1	ZRANB2
P31749	Q15942	1	0	1	AKT1	ZYX
P31749	O43464	1	0	1	AKT1	HTRA2
Q5S007	P31749	1	1	0	LRRK2	AKT1
P31749	Q07955	1	0	0	AKT1	SRSF1
P31749	Q12809	1	0	0	AKT1	KCNH2
P49137	P31749	1	0	0	MAPKAPK2	AKT1
P31749	Q13043	1	0	1	AKT1	STK4
P31749	Q99418	1	0	0	AKT1	CYTH2
P31749	P26358	1	1	0	AKT1	DNMT1
P31749	P23396	1	0	0	AKT1	RPS3
P31749	Q12824	0	0	0	AKT1	SMARCB1
P31749	P84243	1	1	0	AKT1	H3F3A
P31749	P32121	0	0	0	AKT1	ARRB2
O95793	P31749	0	0	0	STAU1	AKT1
P31749	P15976	1	1	0	AKT1	GATA1
P31749	Q15121	1	1	0	AKT1	PEA15
P31749	P53804	1	1	0	AKT1	TTC3
P31749	Q96IZ0	0	0	0	AKT1	PAWR
P31749	Q06455	1	0	0	AKT1	RUNX1T1
P31749	Q92945	1	0	1	AKT1	KHSRP
P31749	Q12968	1	0	0	AKT1	NFATC3
Q96RR4	P31749	1	1	0	CAMKK2	AKT1
Q8IV61	P31749	1	1	0	RASGRP3	AKT1
P31749	Q14643	1	0	1	AKT1	ITPR1
P09455	P31749	1	0	0	RBP1	AKT1
Q6ZVD8	P31749	1	0	1	PHLPP2	AKT1
P62140	P31749	1	0	1	PPP1CB	AKT1
O60346	P31749	1	0	1	PHLPP1	AKT1
P10586	P31749	1	0	1	PTPRF	AKT1
P31749	P53396	1	0	0	AKT1	ACLY
P24666	P31749	1	0	0	ACP1	AKT1
P31749	Q9Y3M2	1	0	0	AKT1	CBY1
P31749	Q99623	1	0	1	AKT1	PHB2
P31749	Q86VP3	1	0	0	AKT1	PACS2
P31749	P09651	1	0	1	AKT1	HNRNPA1
P31749	P21453	1	1	0	AKT1	S1PR1
P31749	O60825	1	1	0	AKT1	PFKFB2
Q8TAI7	P31749	1	0	0	RHEBL1	AKT1
P31749	P09601	1	0	0	AKT1	HMOX1
Q15119	P31749	1	1	0	PDK2	AKT1
Q15118	P31749	1	1	0	PDK1	AKT1
P31749	Q3V6T2	1	0	0	AKT1	CCDC88A
P31749	Q96FS5	1	0	0	AKT1	NA
P31749	P23769	1	0	1	AKT1	GATA2
P31749	Q96B36	1	0	1	AKT1	AKT1S1
Q16082	P31749	1	1	0	HSPB2	AKT1
P31749	P56178	1	1	0	AKT1	DLX5
O14558	P31749	1	1	0	HSPB6	AKT1
P31749	O14558	1	0	0	AKT1	HSPB6
P31749	O60343	1	0	1	AKT1	TBC1D4
P31749	P49918	1	0	1	AKT1	CDKN1C
P31749	Q07352	1	0	1	AKT1	ZFP36L1
P31749	P10070	1	0	0	AKT1	GLI2
P31749	Q9H4X1	1	0	0	AKT1	RGCC
P31749	Q8TDD2	1	1	0	AKT1	SP7
P31749	P26927	1	0	0	AKT1	NA
P31749	Q16656	1	1	0	AKT1	NRF1
P31749	O60285	1	1	0	AKT1	NUAK1
Q15181	P31749	1	1	1	PPA1	AKT1
P31749	Q53EL6	1	0	1	AKT1	PDCD4
P31749	Q9UKY1	1	0	0	AKT1	ZHX1
P13631	P31749	1	0	0	RARG	AKT1
P10826	P31749	1	0	0	RARB	AKT1
P31749	Q9Y261	1	0	0	AKT1	FOXA2
P31749	Q8WX93	1	0	0	AKT1	PALLD
P31749	P33778	1	0	0	AKT1	HIST1H2BB
P31749	Q2PPJ7	1	0	0	AKT1	RALGAPA2
P31749	Q16875	1	1	0	AKT1	PFKFB3
P31749	Q9UBP6	1	0	1	AKT1	METTL1
P31749	Q9Y2I7	1	1	0	AKT1	PIKFYVE
Q9Y2I7	P31749	1	0	0	PIKFYVE	AKT1
P31749	Q9Y2V2	1	0	0	AKT1	CARHSP1
P12268	P31749	0	0	0	IMPDH2	AKT1
P31749	Q05195	1	0	1	AKT1	MXD1
Q9BPZ7	P31749	1	0	1	MAPKAP1	AKT1
Q15257	P31749	1	0	1	PPP2R4	AKT1
P31749	Q96DZ5	0	0	0	AKT1	CLIP3
P31749	Q7Z5H3	1	0	0	AKT1	ARHGAP22
P31749	Q12906	1	1	0	AKT1	ILF3
P31749	Q8IYJ3	1	0	0	AKT1	SYTL1
P31749	Q9BW71	1	0	0	AKT1	HIRIP3
P56278	P31749	1	1	0	MTCP1	AKT1
O95988	P31749	1	1	0	TCL1B	AKT1
P31749	Q9NPC1	1	0	0	AKT1	LTB4R2
Q5T1C6	P31749	1	0	1	THEM4	AKT1
Q6A1A2	P31749	1	1	0	NA	AKT1
P31749	Q9BWT1	1	0	1	AKT1	CDCA7
P31749	A8MYZ6	1	0	1	AKT1	FOXO6
P31749	Q99490	1	1	0	AKT1	AGAP2
P31749	P19367	1	1	0	AKT1	HK1
P31749	Q92879	1	0	0	AKT1	CELF1
P31749	Q58FF3	1	0	0	AKT1	NA
P31749	Q86YN6	1	0	0	AKT1	PPARGC1B
Q9HAB3	P31749	1	0	0	SLC52A2	AKT1
P31749	Q8IVT2	1	0	0	AKT1	MISP
P31749	O75817	1	0	0	AKT1	POP7
P31749	Q8WXA9	1	0	0	AKT1	SREK1
Q59FG5	Q59FG5	0	0	0	NA	NA
P25098	Q59FG5	0	0	0	ADRBK1	NA
Q15465	Q59FG5	0	0	0	SHH	NA
Q14623	Q59FG5	0	0	0	IHH	NA
O43323	Q59FG5	0	0	0	DHH	NA
Q59FG5	Q99835	0	0	0	NA	SMO
Q96JC1	Q96JC1	0	0	0	VPS39	VPS39
P36897	Q96JC1	0	0	0	TGFBR1	VPS39
Q13485	Q96JC1	0	0	0	SMAD4	VPS39
P37173	Q96JC1	0	0	0	TGFBR2	VPS39
Q9NPI6	Q9NPI6	0	0	0	DCP1A	DCP1A
Q09472	Q9NPI6	1	0	0	EP300	DCP1A
Q13485	Q9NPI6	0	0	0	SMAD4	DCP1A
Q96F86	Q9NPI6	0	0	0	EDC3	DCP1A
O96013	Q9NPI6	1	0	0	PAK4	DCP1A
Q9NPI6	Q9NPJ4	0	0	0	DCP1A	PNRC2
Q6P2E9	Q9NPI6	0	0	0	EDC4	DCP1A
Q8IU60	Q9NPI6	0	0	0	DCP2	DCP1A
Q7Z2W4	Q9NPI6	0	0	0	ZC3HAV1	DCP1A
Q8IZD4	Q9NPI6	0	0	0	DCP1B	DCP1A
Q92841	Q9NPI6	0	0	0	DDX17	DCP1A
Q92900	Q9NPI6	0	0	0	UPF1	DCP1A
P26196	Q9NPI6	0	0	0	DDX6	DCP1A
Q9HC98	Q9NPI6	1	0	0	NEK6	DCP1A
Q9H0E2	Q9H0E2	0	0	0	TOLLIP	TOLLIP
Q9H0E2	Q9Y4K3	0	0	0	TOLLIP	TRAF6
Q9H0E2	Q9NPH3	0	0	0	TOLLIP	IL1RAP
O43187	Q9H0E2	0	0	0	IRAK2	TOLLIP
P51617	Q9H0E2	1	0	0	IRAK1	TOLLIP
Q9H0E2	P51617	1	0	0	TOLLIP	IRAK1
Q96J02	Q9H0E2	0	0	0	ITCH	TOLLIP
Q13490	Q9H0E2	0	0	0	BIRC2	TOLLIP
Q9H0E2	Q9NR28	0	0	0	TOLLIP	DIABLO
Q16539	Q9H0E2	0	0	0	MAPK14	TOLLIP
P14778	Q9H0E2	0	0	0	IL1R1	TOLLIP
Q9H0E2	Q9Y5V3	0	0	0	TOLLIP	MAGED1
P98170	Q9H0E2	0	0	0	XIAP	TOLLIP
O75674	Q9H0E2	0	0	0	TOM1L1	TOLLIP
Q03135	Q9H0E2	0	0	0	CAV1	TOLLIP
Q15654	Q9H0E2	0	0	0	TRIP6	TOLLIP
Q9H0E2	Q9NVW2	0	0	0	TOLLIP	RLIM
O00206	Q9H0E2	1	0	0	TLR4	TOLLIP
P19525	Q9H0E2	0	0	0	EIF2AK2	TOLLIP
Q15038	Q9H0E2	0	0	0	DAZAP2	TOLLIP
P53805	Q9H0E2	0	0	0	RCAN1	TOLLIP
Q96PU5	Q9H0E2	0	0	0	NEDD4L	TOLLIP
Q86Y13	Q9H0E2	0	0	0	DZIP3	TOLLIP
O60603	Q9H0E2	1	0	0	TLR2	TOLLIP
Q96S55	Q9H0E2	0	0	0	WRNIP1	TOLLIP
O15455	Q9H0E2	0	0	0	TLR3	TOLLIP
Q05048	Q9H0E2	0	0	0	CSTF1	TOLLIP
Q86TG7	Q9H0E2	0	0	0	PEG10	TOLLIP
Q9H0E2	Q9Y4C2	0	0	0	TOLLIP	TCAF1
Q8IZ07	Q9H0E2	0	0	0	ANKRD13A	TOLLIP
Q9H0E2	Q9NP58	0	0	0	TOLLIP	ABCB6
Q9H0E2	Q9H857	0	0	0	TOLLIP	NT5DC2
Q9H6Q3	Q9H6Q3	0	0	0	SLA2	SLA2
P04626	Q9H6Q3	0	0	0	ERBB2	SLA2
P20963	Q9H6Q3	0	0	0	CD247	SLA2
P43403	Q9H6Q3	0	0	0	ZAP70	SLA2
P22681	Q9H6Q3	0	0	0	CBL	SLA2
P08575	P08575	0	0	0	PTPRC	PTPRC
P08575	P20273	0	0	0	PTPRC	CD22
P05771	P08575	1	0	0	PRKCB	PTPRC
P35568	P08575	1	1	0	IRS1	PTPRC
P08575	P23458	1	1	0	PTPRC	JAK1
P08575	P52333	1	1	0	PTPRC	JAK3
P05129	P08575	1	0	0	PRKCG	PTPRC
P08575	P29597	1	0	0	PTPRC	TYK2
P41240	P08575	1	1	0	CSK	PTPRC
P08575	P20963	1	0	0	PTPRC	CD247
P08575	P35222	0	0	0	PTPRC	CTNNB1
P08575	O60674	1	0	0	PTPRC	JAK2
P08575	P06241	1	0	0	PTPRC	FYN
P08575	Q86WV1	1	0	0	PTPRC	SKAP1
P08575	P06239	1	0	0	PTPRC	LCK
Q13480	P08575	1	1	0	GAB1	PTPRC
P08575	A8K379	1	0	0	PTPRC	NA
B3KP83	P08575	0	0	0	NA	PTPRC
Q13094	P08575	1	1	0	LCP2	PTPRC
P17252	P08575	1	0	0	PRKCA	PTPRC
P08575	P07948	1	0	0	PTPRC	LYN
P68400	P08575	1	1	0	CSNK2A1	PTPRC
Q02156	P08575	1	0	0	PRKCE	PTPRC
P08575	P09382	0	0	0	PTPRC	LGALS1
P08575	P27487	0	0	0	PTPRC	DPP4
P19784	P08575	1	0	0	CSNK2A2	PTPRC
P08575	Q9NWZ3	0	0	0	PTPRC	IRAK4
Q15835	P08575	1	0	0	GRK1	PTPRC
P08575	P17931	0	0	0	PTPRC	LGALS3
P08575	Q14761	0	0	0	PTPRC	PTPRCAP
P40222	Q9Y6K9	0	0	0	TXLNA	IKBKG
P40222	Q9UHD2	0	0	0	TXLNA	TBK1
P40222	Q9H6S1	0	0	0	TXLNA	AZI2
P40222	Q13765	0	0	0	TXLNA	NACA
P40222	Q8N3L3	0	0	0	TXLNA	TXLNB
Q15139	P48426	1	0	1	PRKD1	PIP4K2A
P48426	Q06187	0	0	0	PIP4K2A	BTK
P42574	P48426	1	0	1	CASP3	PIP4K2A
P68400	P48426	1	1	0	CSNK2A1	PIP4K2A
Q07960	P48426	1	1	0	ARHGAP1	PIP4K2A
O75364	P48426	0	0	0	PITX3	PIP4K2A
P20936	P20936	0	0	0	RASA1	RASA1
P05771	P20936	1	0	0	PRKCB	RASA1
P10721	P20936	1	0	0	KIT	RASA1
P04626	P20936	0	0	0	ERBB2	RASA1
P08069	P20936	1	1	0	IGF1R	RASA1
P16333	P20936	0	0	0	NCK1	RASA1
O15524	P20936	0	0	0	SOCS1	RASA1
P62993	P20936	1	0	0	GRB2	RASA1
P43405	P20936	1	0	0	SYK	RASA1
P20936	P51636	1	1	0	RASA1	CAV2
O14543	P20936	1	1	0	SOCS3	RASA1
P00533	P20936	1	0	0	EGFR	RASA1
P01112	P20936	1	0	0	HRAS	RASA1
