cnv,effect_size,f,f_pval,ll,meas,pair,protein,rsquared,f_adjpval
2,0.377079492697,0.819706329785,0.365932629014,-592.960636238,13,C9_IGLL5,C9,0.0025004791169,0.780165953479
2,0.439305592345,0.819694970306,0.36593798964,-542.807446434,7,MRPL49_MRPL13,MRPL49,0.00250809538997,0.780165953479
2,-0.590215771141,0.819675686429,0.365999111234,-540.607365691,5,GPX3_TPM1,GPX3,0.00271577949504,0.780172537641
2,0.300161790385,0.819349819693,0.36603070793,-590.596809201,20,COPA_HDLBP,COPA,0.00247672882538,0.780172537641
2,-0.257393961429,0.819512114669,0.366042103854,-526.033950898,25,AGT_LBP,AGT,0.00269736498807,0.780172537641
2,0.556337776147,0.819375722809,0.366023140392,-573.123481341,5,RPS4X_RPS2,RPS2,0.00247680693133,0.780172537641
2,-0.473533030802,0.819416031007,0.3661462234,-476.779111775,7,NEXN_RAI14,NEXN,0.00298165261699,0.780232949836
-2,-0.576226140351,0.819306393587,0.366139619466,-510.369516695,5,IL18_TYMP,IL18,0.00283674385836,0.780232949836
2,0.291171391977,0.819026599881,0.366125154192,-588.132593623,21,A2M_APOH,A2M,0.00247575421613,0.780232949836
-2,0.567601266667,0.819159876911,0.366182420857,-506.021956043,5,PRKG1_LUM,PRKG1,0.00283623800187,0.780256258556
2,0.35492048248,0.817919394681,0.366448941647,-590.474776514,14,RPL34_RPS8,RPS8,0.00247241563026,0.780393506204
2,0.193327278252,0.817964544337,0.366435730437,-501.639240943,29,HBB_CA2,CA2,0.00247255177168,0.780393506204
2,0.533308900818,0.818200945857,0.36636656797,-589.083371365,6,PARVA_MYL6,MYL6,0.00247326460128,0.780393506204
2,-0.476098897516,0.818032697674,0.366421838312,-571.271823732,7,HNRNPM_CPSF6,HNRNPM,0.0024953865135,0.780393506204
2,-0.284579363121,0.818235624748,0.366360444587,-591.057397883,23,NUP205_EFTUD2,NUP205,0.00248841315991,0.780393506204
2,0.543107844408,0.818495450418,0.366334489466,-549.953012518,6,TAGLN_RAI14,TAGLN,0.00267640925122,0.780393506204
-2,0.495582846939,0.818412176636,0.366373156365,-534.265628594,7,LRG1_AHSG,LRG1,0.00272969285206,0.780393506204
2,-0.275461829617,0.818522662273,0.366326533011,-519.037165626,20,MRPL21_MRPL49,MRPL21,0.00267649799347,0.780393506204
2,-0.330384691176,0.817894909557,0.366485314048,-518.981492495,12,C6_C9,C9,0.00258159315714,0.780417161929
-2,-0.510759534557,0.817569330894,0.366551396081,-545.111577268,5,CNN2_POSTN,POSTN,0.00247136006878,0.780504075614
2,0.287219805013,0.817635862767,0.366588293338,-537.193619497,21,SYNPO2_PRELP,PRELP,0.00268237715463,0.780528837965
2,-0.239875731714,0.817337258706,0.366621342608,-434.641187208,12,COL4A2_COL4A1,COL4A2,0.00247815128671,0.780545404449
2,-0.334739633846,0.817176304767,0.366666471986,-459.742146503,7,C3_HPX,C3,0.00247017495855,0.78058768571
2,0.499289765275,0.816930290084,0.366738529343,-592.536884924,7,RPL31_RPL6,RPL6,0.00246943313744,0.780687283536
2,-0.279179621212,0.816264914756,0.366933515669,-595.287606929,24,HNRNPU_SARNP,HNRNPU,0.00246742679042,0.780725740392
2,-0.571172845902,0.816496787031,0.366912595068,-543.61405158,5,EIF2AK2_UBE2L6,EIF2AK2,0.00264395456695,0.780725740392
2,0.598221754717,0.816905217582,0.366898268708,-485.437392627,5,LMOD1_ELN,ELN,0.00303889079045,0.780725740392
2,0.229093035599,0.816319957854,0.366921395746,-505.933526714,21,HRG_SERPINC1,SERPINC1,0.00248260170894,0.780725740392
-2,-0.541942107702,0.816861123949,0.36687366169,-506.316560221,6,DAPK3_PALLD,PALLD,0.00289855305567,0.780725740392
2,-0.519151266871,0.816586021914,0.366839398118,-580.47870877,6,TAGLN_GSN,TAGLN,0.00246839504553,0.780725740392
2,-0.155946048621,0.816319584795,0.366917489327,-578.952195453,88,PTRF_COL14A1,COL14A1,0.00246759164064,0.780725740392
2,-0.178819347031,0.81614184041,0.366985958345,-532.253489764,47,C8G_AHSG,AHSG,0.00252819402325,0.780747507091
2,0.448519888674,0.817077497083,0.366994295985,-382.703361132,7,MMP9_BPI,BPI,0.0035865506926,0.780747507091
2,0.254902556516,0.816076789335,0.367054515222,-494.250415698,21,LUM_FMOD,FMOD,0.00271287624666,0.780821842518
2,-0.283046988889,0.815157476813,0.367354328023,-498.12128127,20,FHL3_SEPT11,FHL3,0.00282241930768,0.780870095214
2,-0.251927400958,0.814727747817,0.367386530238,-515.358003311,18,AGT_CFH,CFH,0.00247025884314,0.780870095214
2,-0.509044926154,0.815072637358,0.367287282975,-541.201402373,5,A1BG_C4B,A1BG,0.00247881774646,0.780870095214
2,0.598685450167,0.814874686646,0.367402383215,-547.627608776,5,ITGA1_ELN,ELN,0.00269099953392,0.780870095214
2,0.277271838975,0.814769855063,0.367376177381,-583.173219696,23,MNDA_RHOG,MNDA,0.00247789919967,0.780870095214
2,-0.393693321678,0.815363680972,0.367283494726,-473.730965486,8,AFM_C8G,AFM,0.00278456591458,0.780870095214
2,-0.0999713078411,0.815006332586,0.36730273467,-283.286254657,29,S100A8_S100A9,S100A8,0.00246363168836,0.780870095214
2,-0.0999713078411,0.815006332586,0.36730273467,-283.286254657,29,S100A8_S100A9,S100A9,0.00246363168836,0.780870095214
2,-0.325314500279,0.815077194091,0.367380515003,-478.064210362,13,AZGP1_APOA2,AZGP1,0.00283194752004,0.780870095214
2,-0.406072885093,0.814818539335,0.367357870274,-582.026051331,10,HNRNPC_SF3B3,HNRNPC,0.00246306541809,0.780870095214
2,-0.600718498462,0.814668892067,0.367405825958,-595.927907984,5,A1BG_COL6A1,A1BG,0.00247759290913,0.780870095214
2,0.360753369737,0.815797914256,0.367108435967,-512.789350136,10,SERPINF2_C6,C6,0.00260791788553,0.780870095214
2,-0.504419991519,0.81550935847,0.367256360537,-469.163955663,5,WDR3_TBL3,TBL3,0.00284332378083,0.780870095214
2,-0.54285923687,0.814526901582,0.367474840322,-568.624442077,6,RAB1A_RTN3,RAB1A,0.00257913057253,0.780963042144
2,0.384033293395,0.814480500558,0.367563677435,-435.169355794,7,PDLIM3_NEXN,NEXN,0.00285968781899,0.781044369263
2,-0.273739481318,0.814170414004,0.367550245729,-574.038493006,22,DHX9_WDR5,DHX9,0.00246857317556,0.781044369263
2,-0.307769669118,0.814187735941,0.367644324298,-488.893795864,16,MYL9_THBS2,MYL9,0.00283872894283,0.781054551415
2,-0.296620782528,0.814220492307,0.367632058201,-510.066513919,20,LMOD1_AEBP1,LMOD1,0.00282897937049,0.781054551415
2,-0.490497706922,0.814116939633,0.367639492424,-526.605466647,7,GC_FMOD,GC,0.00274285114208,0.781054551415
2,-0.345235416071,0.813520393402,0.367741316246,-601.457824862,16,NDUFA9_NDUFA13,NDUFA13,0.00246660716769,0.78119646707
2,-0.406869520161,0.813797314545,0.367761703598,-472.053813541,8,AFM_C8B,AFM,0.00284729891346,0.78119646707
2,0.484524740694,0.810638316275,0.368608668825,-512.977296011,5,CFH_SERPINF2,SERPINF2,0.00252684362504,0.781196802158
2,-0.388751446735,0.811407736565,0.368426923758,-530.218146211,11,C9_APOA4,C9,0.00269739682637,0.781196802158
2,-0.341591582124,0.810556494713,0.368612304497,-590.197574448,15,EIF4A3_DHX9,EIF4A3,0.00245021350982,0.781196802158
2,0.545079745641,0.813218971389,0.367829964837,-595.533750333,6,C4BPA_APOA1,APOA1,0.00246569550464,0.781196802158
2,0.492373079806,0.809810015533,0.368834621335,-587.569722022,7,RPL28_RPL6,RPL6,0.00245538486407,0.781196802158
2,-0.21197917907,0.81283123073,0.36796470341,-460.269990637,20,APOA2_ALB,APOA2,0.00254158417472,0.781196802158
2,0.337966004126,0.812065207498,0.368188089976,-568.418166967,15,FHL1_CAV1,CAV1,0.00253128013428,0.781196802158
2,0.449519963077,0.809496610955,0.368925184522,-559.19221119,7,ARPC5_ACTR3,ACTR3,0.00244701745037,0.781196802158
2,-0.523334223676,0.810059632156,0.36877107851,-544.629020291,5,TGFB1I1_FBLN2,TGFB1I1,0.00249394871906,0.781196802158
2,-0.494327844396,0.810157660874,0.368729997641,-590.602911265,7,FN1_CORO1C,FN1,0.00244901083631,0.781196802158
-2,0.299501423958,0.809713731904,0.36886105975,-511.235134488,12,CNN2_FN1,CNN2,0.00244767217616,0.781196802158
2,0.288022106835,0.809977628174,0.368863438225,-527.800715723,22,GIMAP4_PSMB10,GIMAP4,0.00274745663186,0.781196802158
2,-0.592006677064,0.80961475558,0.36889028961,-595.74410183,5,DDX17_PRPF19,DDX17,0.00244737371427,0.781196802158
2,0.487781203956,0.811927873784,0.36820801972,-585.814370203,7,FN1_MYL6,FN1,0.0024543488471,0.781196802158
2,-0.442400700692,0.811554293543,0.368395974538,-513.955808314,8,COL6A3_SERPINA6,COL6A3,0.00274348409237,0.781196802158
2,-0.436910199387,0.810471396846,0.368639405909,-493.209428476,5,CLEC3B_SERPINF1,SERPINF1,0.00245738527771,0.781196802158
2,-0.374570923345,0.809934447953,0.368881224675,-440.95846321,7,AFM_GC,GC,0.00276607571215,0.781196802158
2,-0.369807206081,0.810859898013,0.368574271362,-538.482829635,12,TAP2_PSMB6,TAP2,0.0026428657,0.781196802158
2,-0.379551490625,0.810990835479,0.368484193136,-589.614724623,12,TGFBI_COL1A2,COL1A2,0.00245152325027,0.781196802158
2,-0.273228391296,0.810329632015,0.368744836043,-502.242772073,19,PTPRC_NCF2,PTPRC,0.00269382249275,0.781196802158
2,-0.432800681459,0.810608740284,0.36859689107,-587.074025012,9,RPL18A_RPS18,RPS18,0.00245037105482,0.781196802158
-2,0.491283541925,0.810550704883,0.368728401688,-500.94150585,7,SERPINH1_DAPK3,DAPK3,0.00287622554534,0.781196802158
2,0.386021724359,0.809684813908,0.368885889596,-580.970618027,12,SF3B3_SNRNP40,SNRNP40,0.00250824201379,0.781196802158
2,0.444391419831,0.812350075823,0.368104204698,-513.64176156,6,SERPINF2_APOA1,APOA1,0.00253216584595,0.781196802158
2,-0.585870873292,0.812234112218,0.368127929213,-582.783699543,5,LCP1_GBP1,LCP1,0.00249295154441,0.781196802158
2,0.294289738303,0.81249573803,0.368065582267,-539.439397193,17,MRC2_KANK2,KANK2,0.00254850656386,0.781196802158
2,0.26441835645,0.812797152097,0.368092160717,-445.243651014,19,IL16_GMFG,GMFG,0.0029793219401,0.781196802158
2,0.502404193878,0.809754620819,0.368919392584,-515.560233343,6,MXRA5_TAGLN,TAGLN,0.00270993368957,0.781196802158
2,0.323214014812,0.812245281065,0.36819747011,-524.215760129,17,CNN1_SORBS3,CNN1,0.00276450452325,0.781196802158
2,0.324535628763,0.812560137083,0.368064217572,-516.466293064,13,MX1_STAT1,STAT1,0.00261430920528,0.781196802158
2,-0.557698879511,0.811550322307,0.368319260762,-575.527733544,5,RPS4X_RPS17,RPS4X,0.00245321035954,0.781196802158
2,-0.324848827077,0.810544764573,0.368615765233,-593.241465786,17,UPF1_RBM39,UPF1,0.00245017813791,0.781196802158
2,-0.533590158879,0.811820242558,0.368249828984,-581.602916772,6,NNMT_GSN,NNMT,0.00249168443905,0.781196802158
2,0.276435747514,0.81280731505,0.36807762107,-483.019868001,22,EVL_GIMAP4,GIMAP4,0.0029363067516,0.781196802158
2,-0.345749529968,0.811971931499,0.368195041694,-593.924748175,15,RPS5_RPL18A,RPL18A,0.00245448170076,0.781196802158
2,0.368076390434,0.810008327628,0.368899544923,-474.318756236,11,MRPL16_MRPL11,MRPL11,0.00291569167181,0.781196802158
2,-0.368087566192,0.811341584374,0.368380783035,-592.128230426,13,PSMB8_WARS,PSMB8,0.00245258091965,0.781196802158
2,0.307141680007,0.812668108967,0.367990054238,-591.604438006,19,SNRPA1_NUDT21,SNRPA1,0.00245658098165,0.781196802158
2,-0.30464895418,0.813023205863,0.367887555686,-594.977234657,20,HNRNPL_SMARCC2,HNRNPL,0.00246510340301,0.781196802158
2,-0.290407552786,0.812918729022,0.367916298848,-595.690783586,22,EEF2_RPS3,RPS3,0.00245733670905,0.781196802158
-2,-0.552018606811,0.810106498837,0.368753146441,-565.485116066,5,TYMP_CASP1,CASP1,0.00247882939581,0.781196802158
-2,0.333917736111,0.81166483727,0.368356012554,-493.532893308,12,CNN2_MXRA5,CNN2,0.00271630907619,0.781196802158
2,-0.24140492717,0.811310885166,0.368460312922,-488.019325352,23,MRPL24_MRPL19,MRPL24,0.00271512775993,0.781196802158
2,0.299426465027,0.810062313564,0.36877652977,-559.366288013,18,PALLD_MRC2,MRC2,0.00251720629162,0.781196802158
2,0.433060973528,0.810495933208,0.368638221939,-580.153013946,9,SAMHD1_CASP1,CASP1,0.00248001806335,0.781196802158
2,0.378015172917,0.811021331327,0.368475200541,-588.261912854,12,DLD_SSBP1,DLD,0.00245161520938,0.781196802158
2,-0.472095647059,0.809333980143,0.368975218802,-595.334647746,8,LGALS9_SAMHD1,LGALS9,0.00245394504266,0.781209536508
2,-0.402787577797,0.809196039963,0.369032358586,-579.451365982,11,CAV1_COL1A2,COL1A2,0.00251452118187,0.781209536508
2,0.420975354257,0.8092538071,0.369028126072,-551.778318934,9,FMNL1_TAPBP,TAPBP,0.00256247654983,0.781209536508
2,0.307844062962,0.809538103836,0.368998241653,-471.24421664,13,FMNL1_AIF1,AIF1,0.0027647258661,0.781209536508
2,-0.402927601307,0.808944709491,0.36908825388,-563.67036809,9,RPS6_RPL8,RPS6,0.00244535319382,0.781244496528
2,0.510311776042,0.808947871341,0.369099455563,-565.84802164,6,IGJ_IGLL5,IGJ,0.00249053444076,0.781244496528
-2,0.227782563333,0.80879203792,0.369137376938,-559.543236207,30,CYBB_TYMP,TYMP,0.00245976402549,0.781271228064
2,-0.442552398851,0.808720378278,0.369227366732,-535.170652648,9,PON1_VTN,VTN,0.00271556983708,0.781408150065
2,-0.267244897988,0.8083542493,0.369262827601,-575.872347145,23,CALD1_LPP,CALD1,0.00244357265745,0.781429659833
2,-0.376701655844,0.807887512509,0.369427759462,-551.091735789,11,MRPL46_MRPL37,MRPL46,0.0025420624983,0.7815735331
2,0.372120153994,0.80762439858,0.369497130555,-539.31036159,10,MYH11_AOC3,MYH11,0.00250964967064,0.7815735331
2,-0.277416351216,0.807733144163,0.369475596739,-563.025037587,23,BGN_PGLYRP2,PGLYRP2,0.00254960046634,0.7815735331
2,0.487431967271,0.807895492103,0.369402535312,-582.842915034,7,TRA2B_SRSF1,SRSF1,0.00245704407704,0.7815735331
-2,-0.455248563395,0.807943052107,0.369384469089,-538.636286164,6,COL6A1_FBN1,FBN1,0.00244233268601,0.7815735331
2,-0.509573844037,0.807315300563,0.369570280284,-546.435121667,5,COL6A2_SERPINF1,SERPINF1,0.00244043968565,0.7815735331
-2,-0.495894388648,0.807469783258,0.369585240046,-541.87331374,7,MRPL18_MRPL1,MRPL18,0.00266661117652,0.7815735331
2,0.383831912226,0.807197567128,0.369609134721,-576.65478152,11,BGN_C1S,BGN,0.00245492669595,0.7815735331
2,-0.371948442627,0.807514588585,0.369549049451,-563.621836549,13,PCOLCE_VIM,PCOLCE,0.0025815063607,0.7815735331
2,-0.350832528846,0.807854911615,0.369478442935,-522.308768926,13,VCL_PDLIM4,VCL,0.0026945755369,0.7815735331
2,-0.482585787037,0.807277636689,0.369583422497,-581.442248006,7,FLNA_EFEMP1,EFEMP1,0.00244772535789,0.7815735331
2,0.300812990937,0.806965013789,0.369674020128,-499.32437195,11,BGN_SERPINF1,BGN,0.00243938338407,0.781657230595
2,-0.449920610627,0.807082058059,0.36972200038,-516.24769723,8,AFM_APOB,AFM,0.00274697959084,0.781705173973
-2,-0.490953771984,0.806693350017,0.369754503251,-563.961376774,6,PTRF_RSU1,RSU1,0.00243856417126,0.781720389119
2,-0.285083743365,0.806343968007,0.369860035693,-595.898029375,23,MNDA_TYMP,MNDA,0.00244490132696,0.781779589656
2,-0.31572458998,0.80638087182,0.369847108349,-417.454433473,6,APOA1_ALB,APOA1,0.00243762187928,0.781779589656
2,0.378709726073,0.80639968544,0.369883739166,-510.526476662,9,PTPRC_NCF1,NCF1,0.0025945401583,0.781779589656
2,0.309211718056,0.806766658411,0.36983876545,-488.079167809,16,GPX3_DPT,DPT,0.00283268079574,0.781779589656
-2,0.282374868198,0.806163147323,0.369956105575,-549.775110841,22,ATP6V1B2_LSP1,ATP6V1B2,0.00260215335658,0.781792390107
2,-0.228086609294,0.806447306682,0.369925432421,-435.52394861,20,LMOD1_TPM1,LMOD1,0.00280204739758,0.781792390107
2,-0.157764186364,0.805520418486,0.370110300036,-577.227846734,88,KANK2_COL14A1,COL14A1,0.00246483112481,0.781792390107
-2,0.580391659375,0.805830708124,0.370024405004,-577.429982054,5,FBN1_TNS1,FBN1,0.00248862321707,0.781792390107
2,-0.589942932308,0.805825917224,0.37001564069,-591.755515017,5,DDX17_SF3B2,DDX17,0.00245076532624,0.781792390107
2,-0.495392019934,0.805716383959,0.370095428496,-549.086192238,7,THBS1_EFEMP2,EFEMP2,0.00262614528,0.781792390107
2,0.307380226776,0.805530643905,0.370117575685,-568.740267471,18,SERPINH1_MRC2,MRC2,0.00250315972598,0.781792390107
2,0.377585021818,0.805932738319,0.370088580743,-479.589130909,10,IL16_LCP1,IL16,0.00283973182147,0.781792390107
2,-0.486029923485,0.805734620728,0.370042719754,-582.334254395,7,HNRNPM_LUC7L3,HNRNPM,0.00245048834582,0.781792390107
2,0.319634198083,0.805363924574,0.370160819345,-536.479170544,13,COL1A1_AEBP1,COL1A1,0.00247952778502,0.781830270739
2,-0.282291124498,0.805467373356,0.370275302378,-453.990807863,19,PRKG1_PTGIS,PTGIS,0.00301893128835,0.781842606315
2,-0.535346888548,0.804671979743,0.370354124499,-593.117417678,6,MYL6_PTRF,MYL6,0.00243246860731,0.781842606315
2,-0.418264427253,0.804700113851,0.370345769441,-536.252678785,7,C3_HP,C3,0.00243255344792,0.781842606315
2,-0.310152245931,0.804837206853,0.370305060356,-588.004503473,18,EMILIN1_CFH,CFH,0.00243296686242,0.781842606315
2,-0.452470055824,0.805022091168,0.370250169788,-562.284045792,7,SERPINH1_FN1,FN1,0.00243352439476,0.781842606315
2,-0.593100993865,0.804542874967,0.370394454543,-595.590346488,5,LRP1_ANXA6,ANXA6,0.00243945358652,0.781842606315
2,0.225021889545,0.804999908042,0.370256755167,-594.556163678,38,RPL17_RPL35A,RPL35A,0.00243345749994,0.781842606315
2,-0.595583552905,0.804556090156,0.370388543305,-598.784455661,5,RPS5_RPS7,RPS5,0.00243211913302,0.781842606315
2,0.340731329087,0.804951739576,0.370277051565,-585.096210616,15,C4BPA_APOC3,C4BPA,0.00245558139163,0.781842606315
2,-0.29750931859,0.804016443541,0.370548875428,-590.785922316,20,HNRNPL_SF1,HNRNPL,0.00243049178237,0.781859003895
2,-0.319149356688,0.803775877083,0.370620380403,-597.717390117,18,RBM39_RANBP2,RBM39,0.00242976633188,0.781859003895
2,0.319963527273,0.803855515361,0.37061501836,-554.171540325,15,FERMT2_CAV1,CAV1,0.00249796732259,0.781859003895
2,0.366960161157,0.805014484636,0.37046154321,-416.290600875,10,CFHR5_LBP,LBP,0.0032097224463,0.781859003895
2,0.2521895712,0.804771863877,0.370620901886,-370.921790446,21,ADH1B_CPA3,CPA3,0.00353272610267,0.781859003895
2,-0.28602915018,0.803859859881,0.370603429222,-545.588757517,17,KANK2_EHD2,KANK2,0.00245976244046,0.781859003895
2,0.470421374945,0.803980757089,0.370559481501,-575.416120467,7,RPL19_RPL6,RPL6,0.00243038416663,0.781859003895
2,-0.387680658462,0.804351756542,0.370453224345,-453.509167829,5,A1BG_HPX,A1BG,0.00244629291627,0.781859003895
2,0.559557778092,0.804081512865,0.370630022468,-501.072534638,5,THBS2_SERPINF1,SERPINF1,0.00280359159682,0.781859003895
2,-0.259392658009,0.803522527363,0.370695705898,-573.493286033,24,HNRNPU_ILF2,HNRNPU,0.00242900233112,0.781890771948
2,0.540000346535,0.803778517535,0.37067081516,-525.216052658,5,MRPL19_MRPL41,MRPL41,0.00261984556194,0.781890771948
2,0.338772391126,0.802484975125,0.371004412762,-566.396775921,13,COL6A3_TF,TF,0.00242587347911,0.781907030719
2,-0.496109577381,0.803539939075,0.370796281032,-488.806637598,6,RSU1_NEXN,RSU1,0.00282138325685,0.781907030719
2,0.373001703428,0.803050095271,0.370869486563,-543.675830873,11,ITGB5_ITGAV,ITGB5,0.00255096033862,0.781907030719
2,-0.5337960033,0.802521300055,0.371042482978,-551.263471395,6,NT5E_PDLIM3,NT5E,0.00260726031959,0.781907030719
2,0.323271516551,0.802691848365,0.371025236126,-419.531552024,8,APOA1_AFM,AFM,0.00273207792384,0.781907030719
2,-0.302542196581,0.802319055986,0.371057790978,-576.717932929,18,MYL9_DUSP3,MYL9,0.00244012590388,0.781907030719
2,0.514734179979,0.803179579825,0.370824475731,-557.504642858,6,APOC3_CFI,APOC3,0.00252728616777,0.781907030719
2,-0.49816403685,0.80294475084,0.370962748014,-518.846306298,7,EFEMP1_HTRA1,EFEMP1,0.00278025125932,0.781907030719
2,-0.38929154696,0.80249771683,0.371040482442,-551.937733524,11,CDC5L_NELFE,CDC5L,0.0025737372943,0.781907030719
2,0.289626976744,0.802417243932,0.371044967331,-571.635536655,21,COL3A1_PRELP,PRELP,0.00250128178842,0.781907030719
2,-0.327450612795,0.802793613922,0.370968360291,-456.783462238,9,HRG_SERPIND1,SERPIND1,0.00263381317607,0.781907030719
2,-0.135012158145,0.803414531413,0.370731802819,-449.530055999,46,KNG1_APOH,KNG1,0.00244344947743,0.781907030719
2,-0.456749734568,0.803151841715,0.370805956116,-587.45026211,8,EMILIN1_ALB,ALB,0.00242788449035,0.781907030719
2,0.337394394856,0.803059152011,0.370921007633,-526.489180847,16,PTPRC_SEC11C,PTPRC,0.00275205871503,0.781907030719
2,-0.46520029644,0.801948595778,0.371166127481,-591.981626586,8,RPL28_RPL27,RPL28,0.00243160660267,0.782081969842
2,0.485884163599,0.801703125671,0.371237277233,-561.54537781,6,RPS23_RPL3,RPL3,0.00242351571378,0.78217853446
2,-0.516759943756,0.801538439927,0.371292335504,-576.737362043,6,ACIN1_SNRNP70,ACIN1,0.00244519425913,0.782241184266
2,0.346961550314,0.801300308438,0.371359313134,-572.817953314,13,COL3A1_VCAN,COL3A1,0.00242964569178,0.782244609777
2,-0.381619202933,0.801383134584,0.371355124967,-560.049595928,11,NUP107_NUP93,NUP107,0.00250587763795,0.782244609777
2,-0.369419363663,0.801534279735,0.371369932094,-516.845083119,12,AFM_C9,C9,0.00272814872019,0.782244609777
2,-0.496826130208,0.80152522929,0.371465820109,-448.152981772,6,CFHR5_GC,GC,0.00307331496081,0.782286554621
2,-0.443724996473,0.800998930507,0.371457217021,-569.504777286,8,SART1_ZFR,SART1,0.00245855271511,0.782286554621
2,-0.504012710703,0.800977481492,0.37145358481,-544.100312933,5,SERPINF1_PDLIM7,SERPINF1,0.00242132743256,0.782286554621
2,0.5800868,0.800890928106,0.371493523048,-578.25842443,5,DUSP3_TGFB1I1,TGFB1I1,0.00247340557282,0.782291562271
2,-0.288427258842,0.800505222081,0.371600433971,-559.591807831,18,SRSF2_SNRNP70,SRSF2,0.00244204999483,0.782463354149
2,0.252370002634,0.800346883719,0.371672729476,-566.145278322,29,MRPS17_MRPL15,MRPL15,0.0025343445364,0.782537258724
2,0.503799670922,0.800542556777,0.371686198122,-469.827501978,5,AMPD3_STK10,STK10,0.00280105331367,0.782537258724
-2,0.278833530597,0.800334725192,0.371727604013,-529.9256346,24,SORBS3_TPM2,SORBS3,0.0027240769686,0.782571095752
2,0.302881502418,0.799817509909,0.371799728071,-430.102604002,7,CFB_C3,C3,0.00241782935653,0.782584172759
-2,-0.481210095092,0.79932132704,0.371947930374,-558.83007816,6,FERMT3_LCP1,LCP1,0.00241633303186,0.782584172759
2,0.42764433657,0.799359544482,0.371965359225,-560.490895808,9,MRPL40_MRPL39,MRPL40,0.00252323598643,0.782584172759
2,0.191372618972,0.799861963106,0.371894617674,-504.451207895,55,MRPL38_MRPL47,MRPL47,0.00281840152273,0.782584172759
2,0.499394163534,0.799634059472,0.371898770201,-558.159828718,7,LSP1_ACTR3,ACTR3,0.00258113300198,0.782584172759
2,-0.344631923602,0.799691982969,0.371837213245,-530.670199237,10,SF3B1_SF3A1,SF3B1,0.0024174508089,0.782584172759
2,-0.372185415531,0.7998412279,0.371798621555,-592.698287425,13,CLU_C9,C9,0.00244002933285,0.782584172759
-2,0.431414505495,0.799499114912,0.371894818315,-547.606298827,7,PLG_TF,PLG,0.00241686918224,0.782584172759
2,0.374494700312,0.7992336902,0.3719861716,-437.72859412,5,MCM6_MCM3,MCM3,0.00246070066459,0.782584172759
2,-0.39215691872,0.799190028296,0.371987161173,-588.969041638,11,VTN_SERPINA1,VTN,0.0024159370772,0.782584172759
2,-0.312490907159,0.797992075989,0.372378512477,-562.882531279,18,MRPS35_MRPS31,MRPS35,0.00253493381812,0.782607990911
2,-0.336189213181,0.798495940283,0.372321947603,-490.406323594,15,CAV1_CDH13,CAV1,0.00288475534367,0.782607990911
2,-0.385322324919,0.798291757363,0.37228239394,-573.575078196,12,C8B_EMILIN1,C8B,0.00251194477147,0.782607990911
2,-0.496392099694,0.79834414352,0.372240042493,-539.588826826,5,WARS_TAP1,WARS,0.00241338615399,0.782607990911
2,0.587275620063,0.798559202534,0.372191894843,-580.931142867,5,MSN_STK10,STK10,0.0024738623509,0.782607990911
2,-0.533787711455,0.798748661965,0.37212706567,-556.785295364,5,ITGAM_MPO,ITGAM,0.00244416071125,0.782607990911
-2,-0.582851194495,0.798653042177,0.372147667827,-592.832447057,5,SEC24D_SEC31A,SEC31A,0.00241431769698,0.782607990911
2,0.301523107977,0.798429907167,0.37226314057,-530.753889796,17,MRPL4_GADD45GIP1,MRPL4,0.00259400253409,0.782607990911
2,0.401400691071,0.797947163937,0.372368812238,-516.028187635,7,MRPS23_DAP3,MRPS23,0.00244920869171,0.782607990911
2,0.372619841751,0.79877526819,0.372157614264,-558.588418695,13,MFAP2_COL5A2,COL5A2,0.00258671773389,0.782607990911
2,-0.248786586087,0.798160184132,0.372328220408,-560.219015662,29,MRPL15_MRPL41,MRPL15,0.00253546648324,0.782607990911
2,-0.310381088625,0.798921061703,0.372077558238,-562.235271697,16,APCS_APOH,APOH,0.00245219063065,0.782607990911
2,-0.325541743827,0.798962874916,0.372055046109,-475.88821545,8,COL6A3_BGN,COL6A3,0.00241525205512,0.782607990911
2,-0.317179734183,0.798018305322,0.372343485895,-562.954417447,15,FLNA_SORBS1,FLNA,0.00243448178683,0.782607990911
2,0.449710072085,0.799360089273,0.372036513237,-438.979983928,5,SERPINH1_SPARC,SPARC,0.00278717528876,0.782607990911
2,-0.348723604554,0.798046141139,0.372424051418,-502.95862281,13,AZGP1_CFH,AZGP1,0.00276333635841,0.782620974188
2,0.564415890132,0.797654054213,0.372495249298,-541.779024823,5,GMFG_STK10,STK10,0.00259148841359,0.782620974188
2,0.198188887693,0.796984752434,0.372675744323,-458.211982625,23,PGLYRP2_APOH,PGLYRP2,0.00251575864289,0.782620974188
2,-0.292692985185,0.796992590134,0.37273939049,-511.10727051,20,FHL3_LRP1,FHL3,0.00275969837146,0.782620974188
-2,-0.487911371166,0.797031759023,0.372632863504,-563.897746123,6,VIM_FBN1,FBN1,0.00240942838811,0.782620974188
2,-0.533299949342,0.797254663075,0.372614812653,-524.333832005,5,ITGAM_AZU1,ITGAM,0.00259019419763,0.782620974188
2,-0.280797303501,0.797643406003,0.372455680598,-551.360510693,18,FLNC_DPYSL3,FLNC,0.0024333408798,0.782620974188
2,-0.377192360544,0.797430525593,0.372569056306,-543.544981957,12,MRE11A_NBN,MRE11A,0.00261626393706,0.782620974188
