,cnv_prot,cnv_tran,attenuation,cluster,attenuation_potential
INTS8,0.0289896700833,0.59725756046,0.568267890377,1,High
DYM,0.128894612625,0.69673060073,0.567835988105,1,High
ATP6V1H,0.0313282719405,0.598802913452,0.567474641512,1,High
UTP15,-0.0381372135321,0.528960772021,0.567097985553,1,High
TAF6,0.0971262900232,0.663896932271,0.566770642248,1,High
NFYC,0.0314655155348,0.598108905189,0.566643389654,1,High
GPR108,0.0328973672228,0.599346794949,0.566449427726,1,High
THAP4,-0.0537838609765,0.512409774655,0.566193635632,1,High
MNAT1,0.00997528308472,0.57584466258,0.565869379495,1,High
RNF40,-0.0256350790034,0.539659893541,0.565294972545,1,High
CCT5,0.0560910298612,0.620361440453,0.564270410592,1,High
SCFD2,-0.0247209405571,0.537684212067,0.562405152624,1,High
GTF2E1,-0.0167146870697,0.545310991851,0.562025678921,1,High
RAB28,0.0852853184254,0.647189662145,0.56190434372,1,High
NDUFA9,0.0099949376154,0.571600179533,0.561605241918,1,High
PIH1D1,-0.011794283276,0.548903729687,0.560698012963,1,High
ALG9,0.142014784343,0.702194730645,0.560179946302,1,High
SF3A1,-0.0269883547652,0.533147716487,0.560136071252,1,High
CHD1,0.0476757353747,0.606748932359,0.559073196984,1,High
CLPX,0.0845301274806,0.643520457248,0.558990329767,1,High
WDR83,0.0747995761967,0.633743094585,0.558943518388,1,High
MYL12A,-0.0734803417314,0.484840631791,0.558320973522,1,High
POLR3B,0.0342540626363,0.591543258528,0.557289195892,1,High
MRPS10,0.0647836993419,0.622039821384,0.557256122042,1,High
MRPL4,0.0391052297859,0.595610177873,0.556504948087,1,High
PRPF4,0.0648487994793,0.621119553683,0.556270754204,1,High
PLRG1,0.0197986450893,0.575868795174,0.556070150085,1,High
ALKBH4,0.117826628268,0.673835140144,0.556008511876,1,High
ANKIB1,0.0976024799475,0.65322386866,0.555621388712,1,High
PSMD7,-0.0904731892681,0.46455873947,0.555031928738,1,High
NCAPD2,-0.0711010619695,0.483358398017,0.554459459987,1,High
NDUFA10,-0.0307093008452,0.523164371455,0.5538736723,1,High
DSCR3,0.0525374363319,0.605523160607,0.552985724275,1,High
NOP14,0.0738251223908,0.626755300752,0.552930178361,1,High
PHF14,0.00541705969357,0.557995285906,0.552578226212,1,High
RAD21,0.0447829038103,0.596587185061,0.55180428125,1,High
MRPL42,0.0500704872823,0.599553087497,0.549482600214,1,High
PES1,0.127770390505,0.677187973082,0.549417582577,1,High
URB2,-0.0795007189139,0.469826875151,0.549327594065,1,High
NUP85,0.132573362324,0.681262610512,0.548689248187,1,High
ANAPC4,0.0248061069005,0.572704116735,0.547898009834,1,High
SKIV2L,0.0057518414992,0.553507738516,0.547755897017,1,High
PSMG2,0.00390622036846,0.551660468985,0.547754248617,1,High
CPSF4,0.0759461625115,0.623316031921,0.54736986941,1,High
IER3IP1,0.0863037173281,0.633058826955,0.546755109627,1,High
NGDN,0.124918008042,0.671649710102,0.54673170206,1,High
RAD1,0.094585737464,0.640074768222,0.545489030759,1,High
EXOC7,0.0430532442701,0.588384545847,0.545331301577,1,High
CPSF3L,-0.0340396605039,0.510508648133,0.544548308637,1,High
RPS6,-0.0806840386182,0.463213646165,0.543897684783,1,High
TFIP11,0.0684367614941,0.612060867656,0.543624106162,1,High
POLR2C,-0.0859031616091,0.456986833044,0.542889994653,1,High
TBP,0.13956494492,0.682246393777,0.542681448857,1,High
DAD1,-0.050048996423,0.492070620762,0.542119617185,1,High
CDK9,0.0722817174445,0.614229634467,0.541947917022,1,High
DCTN2,0.00334150361394,0.544563797544,0.54122229393,1,High
MLH1,0.00968055238036,0.549052115622,0.539371563242,1,High
UTP18,0.0826415686338,0.621779534633,0.539137965999,1,High
MED11,0.037535081844,0.57561753373,0.538082451886,1,High
PSMB5,0.041964276334,0.579415850834,0.5374515745,1,High
EXOSC2,-0.0245606603998,0.509706239766,0.534266900166,1,High
EBNA1BP2,-0.0050434004031,0.527645069254,0.532688469657,1,High
FIBP,-0.134454975897,0.398156421886,0.532611397783,1,High
CCT6A,0.0140745275375,0.546419692102,0.532345164565,1,High
EFTUD2,0.0391814127828,0.571313814533,0.53213240175,1,High
ZNF330,0.120122924192,0.652230956383,0.532108032191,1,High
NUP88,0.0151903116211,0.547221253809,0.532030942188,1,High
GPS2,0.0306748590477,0.562477009852,0.531802150805,1,High
C16orf70,-0.0687569209483,0.462400079607,0.531157000555,1,High
COQ6,0.076736134586,0.605198129315,0.528461994729,1,High
MRPS18C,-0.0382134469719,0.489948619414,0.528162066386,1,High
RPL18,-0.0874546058605,0.440401662202,0.527856268062,1,High
VPS52,0.0951860891406,0.620865408547,0.525679319406,1,High
KAT7,0.117238251038,0.642804940128,0.52556668909,1,High
ABT1,0.14185010746,0.667209468717,0.525359361258,1,High
SLU7,0.237247684282,0.761754816565,0.524507132282,1,High
WDR36,0.0132458608356,0.537190951559,0.523945090723,1,High
NDUFS3,-0.0884523236804,0.43479306477,0.52324538845,1,High
MED4,0.0896071543732,0.612357649229,0.522750494856,1,High
PSMD12,0.0607603378566,0.583366640836,0.52260630298,1,High
CLP1,0.166176692408,0.688307207946,0.522130515538,1,High
MCM3AP,0.094287939166,0.616396215008,0.522108275842,1,High
FAM103A1,0.0526324554005,0.574462117215,0.521829661814,1,High
TARBP2,0.0884416522558,0.608882413378,0.520440761123,1,High
CDC23,0.103472321888,0.623891379571,0.520419057683,1,High
YTHDC1,-0.0549838757397,0.46356294,0.51854681574,1,High
MED22,-0.0387999582359,0.478902037747,0.517701995983,1,High
CDC16,0.205456583799,0.722946300396,0.517489716597,1,High
MRPS23,0.0635966749033,0.580964340758,0.517367665855,1,High
BAG6,0.123549815497,0.640744061352,0.517194245855,1,High
YME1L1,0.0288389025755,0.544977602678,0.516138700102,1,High
POP4,0.064571884845,0.580356442095,0.51578455725,1,High
VPS72,0.11569194269,0.631468235844,0.515776293155,1,High
PSMC5,0.0872520559859,0.602919837454,0.515667781468,1,High
NOL6,0.0303795712891,0.545584148571,0.515204577282,1,High
PSMA6,0.0316177751754,0.544901622105,0.51328384693,1,High
TCF12,0.021178298572,0.534329157005,0.513150858433,1,High
RPL38,-0.133508449668,0.37835610921,0.511864558879,1,High
SMARCA5,0.0316073264777,0.543289334526,0.511682008048,1,High
CIAO1,0.0728819945097,0.583830965125,0.510948970615,1,High
NUP54,0.0290832407402,0.539601899009,0.510518658269,1,High
EXOSC5,0.0516555140598,0.561886102155,0.510230588095,1,High
POLR2J3,-0.020723193179,0.489410876276,0.510134069455,1,High
PSMD8,0.0607874871271,0.570870208648,0.510082721521,1,High
AP1M2,0.0212093957909,0.531139699892,0.509930304101,1,High
PSMD13,0.0479182340369,0.557702648788,0.509784414751,1,High
TOMM5,-0.0581520710861,0.449968506637,0.508120577723,1,High
NDUFS4,0.043633590478,0.551549743036,0.507916152558,1,High
NFYA,0.0246551527272,0.532065089453,0.507409936726,1,High
NSMCE4A,0.0671892116046,0.573532226969,0.506343015364,1,High
SDF2,0.083002800308,0.588322220803,0.505319420495,1,High
RNF121,0.240309591321,0.745367736293,0.505058144972,1,High
FCF1,0.0904017195813,0.595170863415,0.504769143833,1,High
PPP2R1A,0.0245065320427,0.528724090953,0.50421755891,1,High
MRPL10,0.0564723108403,0.560628191045,0.504155880205,1,High
ANAPC7,0.147453433972,0.65127687114,0.503823437167,1,High
SAP30BP,0.221539989236,0.725279004027,0.503739014791,1,High
ERCC1,0.022484907995,0.525345863522,0.502860955527,1,High
ECD,0.053853199804,0.556410115688,0.502556915884,1,High
AAAS,0.0728950866201,0.574818275709,0.501923189089,1,High
PSMB6,-0.00324083072153,0.498297700094,0.501538530815,1,High
MIS12,0.0846922191933,0.586229770395,0.501537551202,1,High
BLOC1S3,0.0151771010895,0.516502215261,0.501325114171,1,High
VPS11,0.032426964285,0.533390169904,0.500963205619,1,High
GINS4,0.1105692755,0.611496624709,0.500927349209,1,High
RBL2,0.0438610613586,0.544540334427,0.500679273068,1,High
GEMIN4,0.143573214198,0.643041899753,0.499468685555,1,High
CSNK2A1,0.200257804457,0.698954126688,0.498696322232,1,High
CTNNA1,0.0518386925024,0.550192300367,0.498353607864,1,High
TMEM115,0.118800591882,0.616737335634,0.497936743752,1,High
LEO1,0.137903436544,0.635726437512,0.497823000968,1,High
MED10,0.0169955345136,0.514755128728,0.497759594214,1,High
ATP5H,-0.00700524562471,0.489946367787,0.496951613412,1,High
ATP6V1F,-0.0360001815982,0.460861496736,0.496861678334,1,High
GNB1,0.0589362088141,0.554900984604,0.49596477579,1,High
NDUFB5,-0.0652364916069,0.430711704946,0.495948196553,1,High
ASH2L,0.290619507426,0.78641192967,0.495792422244,1,High
SLC25A36,0.00431900634641,0.500024483484,0.495705477138,1,High
RBX1,-0.0810063816084,0.414651675368,0.495658056976,1,High
NUP188,-0.0303747121558,0.464552050694,0.494926762849,1,High
COPS7A,0.10308937243,0.597810206851,0.494720834421,1,High
SPG11,0.164328835632,0.658928642203,0.494599806571,1,High
CSNK1A1,0.0997266596738,0.594262244652,0.494535584979,1,High
ADD1,0.199693903535,0.693202742114,0.493508838579,1,High
EXOSC4,0.0387830673894,0.532096359501,0.493313292111,1,High
NUP107,0.0808972790396,0.574166462181,0.493269183141,1,High
MED28,0.0824031791722,0.575443760771,0.493040581599,1,High
MRPS9,-0.0511402809233,0.441284920963,0.492425201887,1,High
NUP37,0.0844254215314,0.5763675525,0.491942130968,1,High
STK4,0.0247632859582,0.516119524659,0.491356238701,1,High
POLR3F,0.157281545136,0.647847922749,0.490566377613,1,High
CNOT2,0.188690307762,0.679127939411,0.490437631649,1,High
NCOA6,0.0128592408714,0.503020599052,0.490161358181,1,High
VPS16,0.117688462331,0.607841146876,0.490152684545,1,High
DCTN4,0.107259469065,0.597007137281,0.489747668217,1,High
RPN2,0.0385893690795,0.52735261009,0.48876324101,1,High
YIF1B,0.0776755430708,0.566233700477,0.488558157406,1,High
MRPL50,-0.035361648508,0.453010731286,0.488372379794,1,High
MED1,0.069126689332,0.557383182463,0.488256493131,1,High
UBE2D3,0.0233720647363,0.511156148004,0.487784083268,1,High
TUBGCP4,0.105957681509,0.593717317678,0.48775963617,1,High
WDR82,0.16495998265,0.652542144808,0.487582162158,1,High
CNOT8,0.173424918341,0.660428046995,0.487003128655,1,High
THAP11,0.121165190541,0.607833772003,0.486668581462,1,High
SUZ12,0.0740635606252,0.560441639821,0.486378079196,1,High
NFRKB,0.158353200066,0.644417252986,0.48606405292,1,High
SRP19,0.000164823213535,0.486096739551,0.485931916337,1,High
PSMA7,0.01819751604,0.503843282184,0.485645766144,1,High
MAU2,0.165879310378,0.650321423392,0.484442113013,1,High
MRPS7,0.140540091803,0.624481590216,0.483941498413,1,High
ORC3,0.117935792404,0.601376462393,0.483440669989,1,High
TIMM10,-0.0225538427491,0.460836782582,0.483390625331,1,High
COMMD5,0.0737141596414,0.556872253209,0.483158093568,1,High
NOL8,0.113181044818,0.596067953317,0.482886908498,1,High
VPS33B,0.234683039245,0.71734921199,0.482666172745,1,High
MRPS18B,0.0424333694783,0.524692367962,0.482258998484,1,High
UQCR10,0.0371994829565,0.518757011444,0.481557528487,1,High
SMARCD2,0.0819303057535,0.563263759514,0.481333453761,1,High
CPSF3,0.156039390671,0.637351705391,0.48131231472,1,High
MED9,0.00839780301188,0.489528596914,0.481130793902,1,High
STK11IP,-0.0321801584698,0.448588433412,0.480768591882,1,High
PSMC1,0.0566439472154,0.537188512571,0.480544565355,1,High
COPE,-0.045587802424,0.434739388834,0.480327191258,1,High
MED17,0.23160021332,0.711708060649,0.480107847329,1,High
KIFAP3,0.0331709323446,0.51325006446,0.480079132115,1,High
ELF2,0.211822014754,0.691616757329,0.479794742575,1,High
PPAN,0.0743846990662,0.554108845676,0.47972414661,1,High
WDR91,0.0534924656119,0.532983635003,0.479491169392,1,High
DAP3,0.0256326321603,0.50419203216,0.478559399999,1,High
MRPL46,0.150231618385,0.628662832263,0.478431213878,1,High
NOL7,0.181937400504,0.660349338675,0.478411938171,1,High
MARCH5,0.00104491588511,0.47922884721,0.478183931325,1,High
PSMB7,0.113736693098,0.591510484555,0.477773791457,1,High
INTS1,0.0444221933612,0.522119252407,0.477697059046,1,High
INTS2,0.156475957598,0.63337565605,0.476899698452,1,High
MGRN1,0.0952161728392,0.571193574748,0.475977401909,1,High
ENY2,0.166770407665,0.642746646193,0.475976238528,1,High
NAA35,0.182908094704,0.658181481802,0.475273387097,1,High
CSTF1,0.175095323834,0.650218381909,0.475123058075,1,High
POLR1C,0.149619167076,0.624706139924,0.475086972848,1,High
CRTAP,-0.0434241274392,0.431386027307,0.474810154746,1,High
MRPL18,-0.0108114958414,0.463880590065,0.474692085906,1,High
RPL13A,-0.131778505578,0.342682058891,0.474460564469,1,High
TM9SF1,0.181792327427,0.656122604292,0.474330276865,1,High
NSA2,-0.0202328795939,0.453975003088,0.474207882682,1,High
ATR,0.124510335566,0.598252510187,0.473742174621,1,High
ATP5A1,0.200559373526,0.674151484182,0.473592110656,1,High
BRK1,0.0140160661505,0.487152712639,0.473136646489,1,High
TTI1,0.190422999152,0.66355287234,0.473129873188,1,High
SAP18,0.037568765617,0.510430506076,0.472861740459,1,High
SNRPC,0.08284874771,0.554684451689,0.471835703979,1,High
WDR20,0.248240428881,0.719882483559,0.471642054679,1,High
BMS1,0.03433287377,0.505941509945,0.471608636175,1,High
ORC5,0.115534088529,0.586343565369,0.47080947684,1,High
PSMC2,0.119341650683,0.590021974112,0.470680323429,1,High
HDAC3,0.0765204332169,0.546808016443,0.470287583227,1,High
GABPA,0.0588789133786,0.529153256497,0.470274343118,1,High
SMC5,0.030290128728,0.500546735673,0.470256606945,1,High
BUB3,-0.0321542010828,0.436445501172,0.468599702254,1,High
BCAS2,0.0282162395545,0.496567622738,0.468351383184,1,High
TRAPPC11,0.18930665073,0.657351062615,0.468044411886,1,High
NSMCE2,0.096606844872,0.564292775493,0.467685930621,1,High
IFT46,0.0425770005533,0.510159669214,0.467582668661,1,High
PRIM2,0.0437983926389,0.511106415703,0.467308023064,1,High
PELO,0.127494177359,0.59476537296,0.467271195601,1,High
ASCC2,0.247000689019,0.713945272012,0.466944582993,1,High
HMG20A,0.247550749092,0.714264045975,0.466713296883,1,High
UCKL1,0.158494633059,0.625189777821,0.466695144762,1,High
CASC3,0.116408582389,0.582929186693,0.466520604304,1,High
RPL23A,-0.0248174064839,0.441318061527,0.466135468011,1,High
ARL1,0.0762607356822,0.542391679667,0.466130943985,1,High
CSTF2T,0.013605832496,0.479661218752,0.466055386256,1,High
ODF2,0.0977952066277,0.563825860083,0.466030653455,1,High
ZC3H14,0.232143884831,0.697847586412,0.465703701581,1,High
POLR3A,0.0398892548298,0.505152725904,0.465263471075,1,High
TOLLIP,0.102224320617,0.567469127138,0.465244806521,1,High
NDUFB6,0.0206788392534,0.485857838516,0.465178999262,1,High
DDX41,0.181075832448,0.645787568252,0.464711735804,1,High
MRPL40,0.00302538444233,0.467602191624,0.464576807182,1,High
SNW1,0.146505656477,0.61101015505,0.464504498572,1,High
MRPL13,0.117135712425,0.581602121289,0.464466408863,1,High
CTR9,0.193241130186,0.657546799707,0.464305669522,1,High
VPS33A,0.158490286985,0.622353132784,0.4638628458,1,High
EXOSC7,0.0743970532797,0.538147237006,0.463750183726,1,High
DCAF13,0.167817106181,0.631455864484,0.463638758303,1,High
TMUB1,0.178859472718,0.642157506664,0.463298033946,1,High
FAM175A,-0.0286918352377,0.434587529164,0.463279364401,1,High
SF3B2,0.144956063125,0.607873826602,0.462917763476,1,High
MAPKAP1,0.179539385009,0.642292826466,0.462753441457,1,High
C14orf2,0.0106007697103,0.473299216789,0.462698447078,1,High
PBX2,0.147952008835,0.610368779111,0.462416770276,1,High
NOA1,0.167829745745,0.629961155838,0.462131410092,1,High
MRPL22,0.0736642365465,0.535492705612,0.461828469066,1,High
MRPL14,0.0547841313733,0.516537409169,0.461753277795,1,High
ARPC3,-0.103124386027,0.358138662287,0.461263048314,1,High
NDUFS2,-0.0042223618013,0.456209301676,0.460431663478,1,High
UBE2R2,0.232223363406,0.692598532579,0.460375169174,1,High
PPP3R1,0.0463767888893,0.506392701645,0.460015912756,1,High
CCDC137,0.105393741746,0.56499670319,0.459602961444,1,High
POLR2D,0.00225523958573,0.461486842676,0.45923160309,1,High
EIF3G,0.178110248466,0.637224618762,0.459114370297,1,High
RHOA,0.110164426274,0.569145103633,0.458980677359,1,High
POLD2,-0.0451744353635,0.413331008811,0.458505444175,1,High
DDX20,0.104159590108,0.56257204215,0.458412452042,1,High
SEC11A,0.120481757731,0.578688793889,0.458207036158,1,High
ARPP19,0.216384107967,0.674108366657,0.457724258691,1,High
MRPL30,-0.0147197504338,0.442624340172,0.457344090605,1,High
MIB1,0.0337904071609,0.491111890503,0.457321483342,1,High
EP400,0.0712986992577,0.527932134843,0.456633435585,1,High
GLTSCR2,-0.0601154643687,0.396231034057,0.456346498425,1,High
RPSA,0.0226050262142,0.478630506009,0.456025479795,1,High
AP2B1,0.053591610893,0.509380025289,0.455788414396,1,High
DTNBP1,0.157999793655,0.613608090039,0.455608296384,1,High
DRG1,0.135508583387,0.590920971016,0.455412387629,1,High
SPATA5L1,0.197877522777,0.653253279911,0.455375757135,1,High
TUBG1,-0.00570139187754,0.449463434345,0.455164826223,1,High
NCAPD3,0.140455539272,0.595472453697,0.455016914425,1,High
LDB1,0.0960693397672,0.550944121847,0.45487478208,1,High
TRAPPC4,0.0616142484664,0.516437011108,0.454822762641,1,High
ANAPC2,0.179333788316,0.634133208542,0.454799420225,1,High
XRCC5,0.12949730231,0.584278487444,0.454781185134,1,High
DIS3L,0.271423879633,0.72569906373,0.454275184097,1,High
TRAPPC6B,0.163728929114,0.617999274293,0.454270345179,1,High
UBE2D2,0.14699882931,0.601217814247,0.454218984938,1,High
DHX35,0.229261271678,0.683469081326,0.454207809648,1,High
PSMD6,0.0899376092726,0.543998735012,0.454061125739,1,High
DPF2,0.0577823934044,0.511389812422,0.453607419017,1,High
XAB2,0.137557772332,0.591009201884,0.453451429552,1,High
PSMA1,0.128711759333,0.582121809678,0.453410050345,1,High
GTF3C2,0.197459999558,0.650711244297,0.453251244739,1,High
CHERP,0.133597254159,0.586402716368,0.452805462209,1,High
MED15,0.0268148200709,0.479595334201,0.45278051413,1,High
PRKAB1,0.0837952954284,0.536497022081,0.452701726652,1,High
MRPS18A,0.0978985043764,0.550586918926,0.452688414549,1,High
DDX52,0.0948976404356,0.547556842615,0.452659202179,1,High
RNPS1,-0.037303922053,0.414803678249,0.452107600302,1,High
BBS1,-0.0168154834677,0.435285341646,0.452100825114,1,High
RIOK2,0.224308996262,0.676286807474,0.451977811212,1,High
WDR12,0.0421086536692,0.493521721538,0.451413067869,1,High
EIF3L,0.0960686208221,0.54693891715,0.450870296327,1,High
CWC15,0.191693656391,0.642533560073,0.450839903681,1,High
MRPS11,0.0987012058769,0.549531720292,0.450830514415,1,High
RPL7L1,0.149576649453,0.600167956382,0.45059130693,1,High
MED24,0.116767084049,0.567237025098,0.450469941049,1,High
NDUFA12,-0.0491703431912,0.401242965493,0.450413308684,1,High
PSMA4,0.0282178493134,0.47861894032,0.450401091007,1,High
NDUFV3,-0.0170218909599,0.433135712821,0.450157603781,1,High
COPS6,0.117003084108,0.566908929361,0.449905845253,1,High
EIF2B4,0.0257494192166,0.475622313255,0.449872894039,1,High
MRPS12,0.102865601262,0.552502024454,0.449636423191,1,High
GTF3C3,0.0210628554218,0.47068944104,0.449626585618,1,High
TOMM20,0.0390867688082,0.488676266567,0.449589497759,1,High
RPL29,-0.0224945002076,0.426596399071,0.449090899279,1,High
EXOC2,0.0914387352095,0.540493620883,0.449054885673,1,High
PPP6C,0.18361590366,0.632590131192,0.448974227532,1,High
MRPS27,0.111462163132,0.560164649889,0.448702486757,1,High
RPS11,-0.0569273808785,0.391622623149,0.448550004027,1,High
EHMT2,0.163046629193,0.611103851526,0.448057222333,1,High
RPL4,0.00788272033084,0.455445636762,0.447562916431,1,High
POLG,0.224111102709,0.671438530037,0.447327427329,1,High
MTMR10,0.101044319463,0.54817004722,0.447125727757,1,High
VPS39,0.215073796146,0.661955160227,0.446881364081,1,High
LRCH4,0.0906501015956,0.537036218454,0.446386116858,1,High
NUP43,0.117789532173,0.563962161412,0.446172629239,1,High
INTS5,0.146430975937,0.592532292994,0.446101317058,1,High
TRIP4,0.124501716824,0.570342373299,0.445840656475,1,High
SDHC,-0.012976213064,0.432793419158,0.445769632222,1,High
VPS28,0.0261942854728,0.471724346438,0.445530060965,1,High
CENPB,0.113493555105,0.558653392515,0.44515983741,1,High
SEPT2,0.145734171632,0.590668246903,0.444934075271,1,High
SAP130,0.0757481390313,0.520564179912,0.44481604088,1,High
ERCC3,0.16168990439,0.605986839091,0.444296934701,1,High
SMARCA4,0.174180489297,0.618381185522,0.444200696226,1,High
IFT80,0.0128675661462,0.457015673238,0.444148107092,1,High
TRRAP,0.0476185670782,0.49134792404,0.443729356962,1,High
RPS3,-0.0576461454134,0.385987716088,0.443633861501,1,High
CBLL1,0.173894046838,0.617423658149,0.443529611311,1,High
WDR75,0.0552284160701,0.498072993937,0.442844577867,1,High
PEX3,0.0993571580584,0.542159244438,0.44280208638,1,High
SLC12A9,0.184254845261,0.627045187781,0.442790342521,1,High
NDUFB4,-0.125962162661,0.316735750723,0.442697913385,1,High
SAMM50,0.0306044082222,0.473250515161,0.442646106939,1,High
MRPS16,0.1101142435,0.552455670888,0.442341427389,1,High
UGGT2,0.207132997457,0.649375570132,0.442242572675,1,High
RPS23,-0.0483352487375,0.393786926247,0.442122174985,1,High
HMGXB4,0.109974037165,0.551904164428,0.441930127264,1,High
EXOC8,0.107394320429,0.549295405191,0.441901084762,1,High
VPS29,0.032114515018,0.473478508372,0.441363993355,1,High
POLR1E,0.0434651636895,0.484818678937,0.441353515248,1,High
GMPPA,-0.0673573968653,0.373571199372,0.440928596237,1,High
IPO13,0.122820959312,0.563363450866,0.440542491554,1,High
CTNNBL1,0.249627989294,0.690027088496,0.440399099202,1,High
RAB3GAP1,0.12424797445,0.564605315351,0.440357340901,1,High
