,cnv_prot,cnv_tran,attenuation,cluster,attenuation_potential
SMAD4,0.37168979823,0.675192244725,0.303502446494,1,High
PRPSAP2,0.183629345798,0.48690778824,0.303278442442,1,High
ZC3H13,0.187919775672,0.491129920598,0.303210144926,1,High
TOM1L1,0.330122700046,0.633085557775,0.302962857729,1,High
LSM14B,0.347439558288,0.649852458098,0.30241289981,1,High
EIF3K,0.202276143827,0.504647139572,0.302370995745,1,High
PRRC2C,0.0753062162434,0.377634533992,0.302328317748,1,High
UBE2E1,0.144950973891,0.447152474995,0.302201501104,1,High
RPLP1,0.119475804868,0.421550625372,0.302074820505,1,High
BNIP2,0.157567362818,0.459481017986,0.301913655168,1,High
RANBP10,0.274777929184,0.576671208053,0.30189327887,1,High
IPO8,0.29469029092,0.596560240416,0.301869949496,1,High
RAVER1,0.365939410096,0.667804929358,0.301865519262,1,High
NCAPG,-0.0485033883791,0.253354744804,0.301858133183,1,High
CSTF3,0.124649702064,0.426453271671,0.301803569607,1,High
TMED9,0.223159903758,0.524888027221,0.301728123462,1,High
RPA2,0.2750959082,0.576738333926,0.301642425726,1,High
MYL6,-0.0266305390953,0.274954860254,0.301585399349,1,High
SPEN,0.111044870117,0.412600308621,0.301555438505,1,High
SMUG1,0.308235519788,0.60978602937,0.301550509582,1,High
BECN1,0.241464257105,0.54299366985,0.301529412745,1,High
CLASP1,0.26451418997,0.565730572696,0.301216382725,1,High
NDUFA11,0.0343498087885,0.335523645575,0.301173836786,1,High
ATG7,0.195497358655,0.496657028058,0.301159669402,1,High
ATP5J,0.0645301089054,0.365637023426,0.30110691452,1,High
UIMC1,0.429778356074,0.730876228297,0.301097872223,1,High
BRMS1L,0.294630314311,0.595642309029,0.301011994717,1,High
SAP30L,0.247216572986,0.548199425708,0.300982852723,1,High
RNF167,0.31628015607,0.617231582045,0.300951425975,1,High
TGS1,0.405878146105,0.706787711099,0.300909564994,1,High
BICD2,0.204490795784,0.505283511615,0.300792715831,1,High
ATP6V1A,0.0744499875803,0.374983387343,0.300533399762,1,High
AK2,0.310310956181,0.610679445823,0.300368489641,1,High
IDH3G,-0.0376745335652,0.262682446515,0.30035698008,1,High
MAPK7,0.228591420902,0.528878196587,0.300286775685,1,High
DYRK1A,0.294066617459,0.594171825891,0.300105208432,1,High
PIP5K1C,0.141902020621,0.441809456655,0.299907436034,1,High
ARPC5L,0.305792965055,0.60564562355,0.299852658496,1,High
TBC1D17,0.109200271647,0.408766320521,0.299566048874,1,High
SORBS3,0.115375559558,0.414799977519,0.299424417961,1,High
BCAP29,0.218862016051,0.518275233341,0.29941321729,1,High
PLOD3,0.197519139209,0.496843194381,0.299324055173,1,High
TMTC3,0.195169529893,0.494446213109,0.299276683216,1,High
PTPN9,0.3687260188,0.66777719261,0.29905117381,1,High
TAMM41,0.258200785194,0.557211046618,0.299010261424,1,High
MPDZ,0.148155143125,0.446968299436,0.298813156311,1,High
VPS35,0.262739271581,0.561549648842,0.298810377261,1,High
GNPTG,0.0379098331521,0.336711755883,0.298801922731,1,High
HELZ,0.273807203599,0.57248568948,0.298678485881,1,High
SENP1,0.275612156425,0.574207792939,0.298595636513,1,High
AP3B1,0.218228883191,0.51673612073,0.298507237539,1,High
FOXO3,0.30772499671,0.606214555546,0.298489558836,1,High
TIMM23,0.0707266808839,0.369133657955,0.298406977071,1,High
FKBP14,-0.0394773235303,0.258727609133,0.298204932663,1,High
GLYR1,0.260019469542,0.558071303326,0.298051833784,1,High
EPS15L1,0.223820125156,0.521865342288,0.298045217132,1,High
GOLT1B,0.0847285335465,0.382747820815,0.298019287268,1,High
TRADD,0.0676216856823,0.365266975253,0.29764528957,1,High
YEATS4,0.208364580004,0.505967985851,0.297603405847,1,High
IWS1,0.336589471424,0.634097284816,0.297507813392,1,High
TMEM165,0.19632774529,0.493735807583,0.297408062293,1,High
FAM177A1,0.211231602042,0.50854135465,0.297309752608,1,High
PIAS2,0.362341173978,0.659614112762,0.297272938784,1,High
THADA,0.23978684736,0.536915790019,0.297128942659,1,High
SMG9,0.36072173477,0.65783874286,0.29711700809,1,High
EIF1,0.118952447963,0.416002615685,0.297050167722,1,High
RRP1B,0.308514870012,0.605489166488,0.296974296476,1,High
RPAP1,0.309569575053,0.606479850456,0.296910275403,1,High
DLG1,0.262792972286,0.559540361689,0.296747389404,1,High
IFT172,0.0789383777216,0.375217753408,0.296279375686,1,High
TIMM17B,-0.0579749488544,0.238249252019,0.296224200874,1,High
INPP4A,0.128798144904,0.424989290833,0.296191145929,1,High
POLR2E,0.055668327648,0.35172232814,0.296054000492,1,High
MYD88,0.165754406159,0.461764914166,0.296010508007,1,High
TPM1,0.00839429384156,0.304391571732,0.295997277891,1,High
CIR1,0.151079473369,0.446562056354,0.295482582985,1,High
CAPN7,0.240379860607,0.535838999292,0.295459138686,1,High
DDX27,0.293047726963,0.5883833147,0.295335587737,1,High
LRRC41,0.100757476258,0.395973517352,0.295216041095,1,High
MRPS5,0.0347462434431,0.329953867046,0.295207623603,1,High
FPGS,0.225915052166,0.521120172028,0.295205119863,1,High
PIGT,0.167522457147,0.462667792071,0.295145334924,1,High
PTDSS1,0.298280088065,0.593254591148,0.294974503083,1,High
LAMTOR2,0.02430563697,0.319243410381,0.294937773411,1,High
ANKRD54,0.292438070139,0.587278378965,0.294840308826,1,High
SETD3,0.367020345023,0.661756820111,0.294736475088,1,High
KANK2,0.0897929344768,0.384518907718,0.294725973241,1,High
C1orf122,0.200748177385,0.495302783328,0.294554605944,1,High
TMEM131,0.0576935602637,0.352201557793,0.29450799753,1,High
RUFY1,0.325100905285,0.619608385527,0.294507480242,1,High
PPP6R3,0.374545460984,0.669000836258,0.294455375275,1,High
CEP250,0.135659011421,0.429980674569,0.294321663148,1,High
BTF3,0.208838063836,0.503153110026,0.29431504619,1,High
UBE2Z,0.382662548471,0.67695948304,0.294296934569,1,High
CRTC1,0.324546295467,0.618712066666,0.294165771199,1,High
ASAH1,0.260271555596,0.554412568617,0.29414101302,1,High
MTMR1,0.115520803259,0.409476576935,0.293955773676,1,High
YTHDF1,0.322877511354,0.6167468818,0.293869370446,1,High
HEATR5A,0.228555459098,0.522313869666,0.293758410569,1,High
BRCC3,0.0687345548612,0.362446999535,0.293712444674,1,High
SDHA,0.188854863363,0.482541354524,0.293686491161,1,High
UBE2K,0.309233682091,0.60280576725,0.293572085159,1,High
GATAD2A,0.244407157609,0.537783482559,0.293376324951,1,High
MTO1,0.348669741133,0.641958538397,0.293288797264,1,High
FASTKD5,0.276052411335,0.569324891046,0.29327247971,1,High
SPATA5,0.196285837774,0.489496872033,0.293211034259,1,High
ARL8B,0.281104785358,0.574183771054,0.293078985696,1,High
RPL13,-0.0177137171164,0.274951106273,0.29266482339,1,High
NFX1,0.40840467974,0.700991776686,0.292587096946,1,High
POLDIP2,0.331915942014,0.624459163168,0.292543221153,1,High
OGDH,0.12040144995,0.412880477496,0.292479027546,1,High
PTPN1,0.171322205567,0.463779370528,0.292457164961,1,High
MBD3,0.0382946218602,0.330694093508,0.292399471648,1,High
HEATR5B,0.136086159438,0.428405547157,0.292319387719,1,High
HSPA13,0.197016860819,0.48928617999,0.292269319171,1,High
DMXL2,0.0244819529646,0.316382101451,0.291900148487,1,High
SSU72,0.14529859341,0.437054393125,0.291755799715,1,High
NXT1,0.134206626024,0.425952121823,0.291745495799,1,High
ALAD,0.208482919605,0.499845048575,0.29136212897,1,High
DAPK3,-0.0136554133198,0.277665074277,0.291320487597,1,High
AP2S1,0.147471696082,0.438743803082,0.291272107,1,High
RPS10,0.0153017517899,0.306524005237,0.291222253447,1,High
DYNLT1,0.11435160601,0.405559194426,0.291207588416,1,High
SNAPIN,0.140997840349,0.432190973038,0.291193132689,1,High
UHRF2,0.449574892792,0.74075652044,0.291181627649,1,High
SHARPIN,0.363347009028,0.65438678223,0.291039773201,1,High
RPA1,0.260931509233,0.551911798038,0.290980288805,1,High
PCID2,0.384247753323,0.675069852798,0.290822099475,1,High
EXOSC6,0.160187756729,0.450962272402,0.290774515673,1,High
POLR2A,0.105546722856,0.396073272378,0.290526549522,1,High
RIT1,0.101559161653,0.392044009154,0.290484847501,1,High
COPS7B,0.267695270057,0.558153469447,0.29045819939,1,High
IP6K1,0.255526264889,0.545982065409,0.29045580052,1,High
SRSF4,0.305684984804,0.595900815927,0.290215831123,1,High
OTUD4,0.30475580169,0.594864060049,0.290108258358,1,High
TP53BP2,0.217667523336,0.507748670437,0.2900811471,1,High
SEC13,0.145120536035,0.435119894477,0.289999358443,1,High
HNRNPH1,-0.0142844032105,0.275669602917,0.289954006127,1,High
RPL37A,0.0258462102441,0.315649823874,0.28980361363,1,High
ETFB,0.108277819765,0.39800630595,0.289728486185,1,High
EPN1,0.285415457033,0.57513827758,0.289722820547,1,High
ANKLE2,0.237498915073,0.527190740017,0.289691824943,1,High
LMF2,0.134903465199,0.424433883536,0.289530418337,1,High
XPO6,0.156784485248,0.446207694922,0.289423209674,1,High
PRIM1,0.0548083383469,0.344187137124,0.289378798777,1,High
FUBP3,0.300741416614,0.590102866374,0.289361449759,1,High
TAOK2,0.115077392812,0.404374676931,0.289297284119,1,High
RBM7,0.274055372456,0.563318466581,0.289263094125,1,High
PRPF4B,0.261075168539,0.550331301152,0.289256132613,1,High
ADNP,0.264030614119,0.553273943401,0.289243329281,1,High
PICALM,0.284779230849,0.573896094562,0.289116863712,1,High
MED25,0.144191735976,0.433269105119,0.289077369144,1,High
WDR89,0.309388560941,0.598258441975,0.288869881034,1,High
STIM1,0.151357210129,0.440222600179,0.288865390049,1,High
UQCRQ,0.10290444085,0.391654507422,0.288750066572,1,High
SNX1,0.344274398552,0.632956682977,0.288682284425,1,High
CDK5RAP3,0.139059348177,0.427707703739,0.288648355563,1,High
LTV1,0.292129710566,0.580580978552,0.288451267986,1,High
SLC44A2,0.269401738635,0.557798226647,0.288396488012,1,High
ARL2BP,0.205696526075,0.494051655869,0.288355129793,1,High
PITHD1,0.292827673256,0.581159190287,0.288331517032,1,High
BOP1,0.201160980526,0.489420798882,0.288259818356,1,High
POLDIP3,0.270128256989,0.558272884179,0.288144627189,1,High
PRPF6,0.164694190435,0.452724662558,0.288030472123,1,High
CYTH1,0.143336884348,0.431257522309,0.287920637961,1,High
FTSJ3,0.304431714689,0.592345437534,0.287913722845,1,High
PRKAG1,0.291450282703,0.579327237594,0.28787695489,1,High
C1orf123,0.101444220254,0.389291539839,0.287847319585,1,High
RMND5A,0.179912298854,0.467731806675,0.287819507821,1,High
CIZ1,0.255697164436,0.543376464299,0.287679299863,1,High
SMG1,0.115407677798,0.403032194413,0.287624516615,1,High
TMEM43,0.204513984068,0.492121530316,0.287607546248,1,High
ATXN7L3B,0.273608025084,0.561067639502,0.287459614417,1,High
PACS2,0.31767552047,0.605022359792,0.287346839322,1,High
PRPF39,0.129279465294,0.416625589925,0.28734612463,1,High
CKMT2,0.0434825950444,0.330710583395,0.28722798835,1,High
TBCK,0.235017049166,0.522202686213,0.287185637046,1,High
EIF1AD,0.322751884106,0.609914231728,0.287162347622,1,High
PACS1,0.112173238159,0.399308104261,0.287134866102,1,High
ACAD8,0.381850008998,0.668977758649,0.28712774965,1,High
RAB14,0.370849925309,0.657887647647,0.287037722338,1,High
SMC4,0.107163535969,0.39415724379,0.286993707821,1,High
CCNT1,0.251014200274,0.537979736944,0.28696553667,1,High
DIMT1,0.176142988178,0.46310593247,0.286962944292,1,High
GTPBP10,0.236937182783,0.523680584544,0.286743401761,1,High
GTF2H1,0.383881987438,0.670594017036,0.286712029597,1,High
MORF4L1,0.280337488582,0.566995579551,0.286658090969,1,High
PIAS1,0.34939704104,0.636034409067,0.286637368027,1,High
USP25,0.291655599903,0.578281011068,0.286625411165,1,High
IMPA1,0.248188267097,0.534788169077,0.28659990198,1,High
BLOC1S1,-0.0341873496817,0.25216450079,0.286351850472,1,High
RPL9,-0.0671910821121,0.219092893275,0.286283975387,1,High
MRPS34,0.0621540510423,0.348422650442,0.286268599399,1,High
LPIN2,0.194987878305,0.48091722563,0.285929347325,1,High
NKIRAS2,0.114486767705,0.400409760759,0.285922993054,1,High
DDX19B,0.282681050453,0.568587803533,0.28590675308,1,High
SIPA1L3,0.304576223414,0.590459128928,0.285882905514,1,High
M6PR,0.270237536469,0.556039559075,0.285802022606,1,High
SNRNP70,-0.00459419759133,0.281180349877,0.285774547468,1,High
PRRC2A,0.210890674488,0.496605378043,0.285714703555,1,High
CCNY,0.314727086,0.600374611716,0.285647525715,1,High
EDEM3,0.0881045658063,0.373720336257,0.285615770451,1,High
TREX1,0.0310240795423,0.316622027074,0.285597947532,1,High
BCL2L2,0.273780717962,0.559325836206,0.285545118245,1,High
DAP,0.115684790644,0.401079000999,0.285394210355,1,High
UBE2F,0.193951682337,0.479332224238,0.285380541901,1,High
STX8,0.09210087852,0.377308876884,0.285207998364,1,High
EIF4EBP2,0.229644161452,0.514610455078,0.284966293626,1,High
KATNB1,0.23875490254,0.523703031957,0.284948129417,1,High
COX6A1,-0.0161856263555,0.268669673433,0.284855299788,1,High
GNPAT,0.280113724956,0.564957979248,0.284844254292,1,High
BCL9L,0.17020828167,0.455044597541,0.284836315871,1,High
ZC3H11A,0.18477517254,0.469568582637,0.284793410098,1,High
BTAF1,0.148698616931,0.433231222504,0.284532605573,1,High
STX10,0.39078846574,0.675078413321,0.284289947581,1,High
RSU1,0.141038711735,0.425309817672,0.284271105937,1,High
TRMT61B,0.250926005985,0.535115985012,0.284189979026,1,High
RTN3,0.177567688849,0.461701414418,0.284133725569,1,High
PPIE,0.248000023484,0.531912730461,0.283912706977,1,High
SRSF1,0.0155276404184,0.299351930007,0.283824289588,1,High
XPC,0.238395735735,0.52195533164,0.283559595905,1,High
STK38,0.220059479571,0.503606542759,0.283547063188,1,High
NIPBL,0.203887259455,0.487324538889,0.283437279434,1,High
TBC1D2B,0.0173718436034,0.300719269743,0.28334742614,1,High
ZWILCH,0.170062033717,0.453293964258,0.283231930541,1,High
EHBP1,0.187533124045,0.470644871869,0.283111747824,1,High
ADCK5,0.251964014076,0.535019966576,0.2830559525,1,High
ZNF143,0.13365796393,0.416659412374,0.283001448445,1,High
LEMD2,0.32959290434,0.612484473883,0.282891569542,1,High
PKN1,0.32237274944,0.605014995005,0.282642245565,1,High
MCFD2,0.216920958668,0.499388086783,0.282467128114,1,High
DOCK7,0.19097843235,0.473421346947,0.282442914596,1,High
ITPR1,-0.0282255337644,0.254122847391,0.282348381155,1,High
AGFG2,0.215877853283,0.49819502715,0.282317173867,1,High
FCGRT,0.0283196224862,0.310608905231,0.282289282744,1,High
EPB41L1,0.0794008507537,0.361487988302,0.282087137548,1,High
SMYD5,0.245020607102,0.52699554234,0.281974935238,1,High
UBR4,0.104675969564,0.38659961876,0.281923649196,1,High
SGCB,0.0236372746885,0.305557797413,0.281920522725,1,High
RABGAP1,0.269656674943,0.551572325497,0.281915650554,1,High
GUSB,0.146972429396,0.428886457131,0.281914027734,1,High
MAN1B1,0.258195815703,0.540090261339,0.281894445636,1,High
MPP5,0.237351162291,0.519233025723,0.281881863432,1,High
ZNF740,0.308537539874,0.590398695713,0.281861155839,1,High
TBC1D10B,0.28614162851,0.567929388094,0.281787759584,1,High
POLG2,0.358755711533,0.640482194599,0.281726483066,1,High
LYRM4,0.255600159587,0.537241747073,0.281641587486,1,High
COQ3,0.32006388637,0.60169973615,0.28163584978,1,High
PDP1,0.177130214464,0.458724637383,0.281594422919,1,High
NDUFA2,0.142361254678,0.423921261646,0.281560006968,1,High
ZDHHC20,0.232806181149,0.514365943214,0.281559762065,1,High
BET1L,0.310318583449,0.591804906423,0.281486322974,1,High
TMCC1,0.322768819617,0.604189999979,0.281421180361,1,High
HMGN4,0.132359082169,0.413695095971,0.281336013801,1,High
SF3B1,0.167209210334,0.448413433593,0.281204223259,1,High
CWC22,0.27758758148,0.558788678275,0.281201096795,1,High
YTHDC2,0.364979085853,0.646165884293,0.28118679844,1,High
EZH2,0.110940188476,0.391711428496,0.28077124002,1,High
RPL27,-0.0603550501147,0.220362384911,0.280717435025,1,High
GTPBP3,0.335945639117,0.61644211475,0.280496475633,1,High
PRPF18,0.389561181973,0.669872269605,0.280311087632,1,High
RFC1,0.235950182227,0.516234165694,0.280283983467,1,High
CDKN2AIP,0.265823149668,0.546078743629,0.280255593961,1,High
NMT1,0.367130886344,0.647328156594,0.280197270249,1,High
XRN2,0.296210417147,0.576385753857,0.28017533671,1,High
H2AFX,0.0558707217667,0.33559390759,0.279723185824,1,High
MRPS31,0.218763692757,0.498462512805,0.279698820047,1,High
TMEM222,0.266257852998,0.54595363572,0.279695782722,1,High
COX19,0.227949138514,0.507420366679,0.279471228165,1,High
C2orf49,0.0864752456074,0.365925063832,0.279449818225,1,High
AGPAT3,0.268073525893,0.547508881207,0.279435355314,1,High
OXSM,0.253702790073,0.53301925172,0.279316461647,1,High
RPL11,0.0304873882412,0.309755748602,0.279268360361,1,High
NOC3L,0.133697084958,0.412957786871,0.279260701913,1,High
NDUFA6,0.13473249653,0.413988610677,0.279256114147,1,High
ZNF687,0.240555336609,0.519585907876,0.279030571267,1,High
MTX1,0.098624753545,0.377583945904,0.278959192359,1,High
SLC38A10,0.148373550074,0.427265731885,0.278892181811,1,High
SMNDC1,0.156007997687,0.434825964914,0.278817967227,1,High
PUF60,0.299960982612,0.578759218488,0.278798235876,1,High
LUZP1,0.0864478946963,0.365228959602,0.278781064906,1,High
RASA1,0.261417703213,0.540163570139,0.278745866927,1,High
ZNF346,0.395764222023,0.674476191887,0.278711969864,1,High
UFD1L,0.172694712758,0.451291345019,0.278596632261,1,High
HAX1,0.127858685909,0.406285931879,0.27842724597,1,High
RPL35,0.104854877212,0.383221325714,0.278366448502,1,High
POLD1,0.0632817917521,0.34164353133,0.278361739578,1,High
SNIP1,0.398768216691,0.677104613957,0.278336397266,1,High
MAF1,0.416706629241,0.694887742214,0.278181112973,1,High
TSPAN9,0.162344047991,0.440450105551,0.278106057561,1,High
PSMD4,0.0983916351829,0.376388835716,0.277997200533,1,High
TARSL2,0.321555260275,0.599438980281,0.277883720006,1,High
NBN,0.183067588805,0.460836097213,0.277768508408,1,High
SURF6,0.203734567574,0.481489225675,0.277754658101,1,High
VPS37C,0.338788478583,0.616536397958,0.277747919375,1,High
LSM6,0.185684346417,0.46326103313,0.277576686713,1,High
MKNK1,0.271238717741,0.548805243285,0.277566525544,1,High
RACGAP1,0.0146523527911,0.292183503795,0.277531151004,1,High
RPS2,-0.0871070793875,0.190296888637,0.277403968025,1,High
LAMB2,0.0763506307432,0.353698831016,0.277348200273,1,High
ANKRD13A,0.0926262718063,0.369939784658,0.277313512851,1,High
FARP1,0.329571590739,0.606833216588,0.277261625849,1,High
PARP2,0.377557298837,0.654795939889,0.277238641052,1,High
PSMD11,0.20363271358,0.480826965196,0.277194251617,1,High
TIMM21,0.321653813875,0.598599218491,0.276945404617,1,High
DENR,0.234115875572,0.51099510998,0.276879234408,1,High
U2AF2,0.198625756476,0.475412288554,0.276786532077,1,High
RPL22,-0.0343656701586,0.242305262,0.276670932158,1,High
LRSAM1,0.245099528239,0.521705691506,0.276606163267,1,High
NT5C,0.215324312893,0.49192025961,0.276595946717,1,High
TAF10,0.187899042703,0.464408002226,0.276508959522,1,High
MGAT1,0.135355230387,0.411829633863,0.276474403476,1,High
TMEM68,0.253038122987,0.529506474615,0.276468351628,1,High
QRSL1,0.418874012593,0.695253949007,0.276379936414,1,High
TK2,0.00845025158655,0.28482581428,0.276375562693,1,High
SLC25A15,0.196601281811,0.472976578215,0.276375296404,1,High
FARS2,0.38808494517,0.66443905134,0.27635410617,1,High
CHTOP,0.0933579408189,0.369610690494,0.276252749675,1,High
ATXN2,0.337840880818,0.614084676883,0.276243796065,1,High
PKP4,0.0937549827261,0.369975344722,0.276220361996,1,High
LARP4B,0.389714563632,0.665479231034,0.275764667402,1,High
WIZ,0.403132952105,0.678886991389,0.275754039285,1,High
XRCC6,0.33384619638,0.609587949025,0.275741752646,1,High
NUDT9,0.305464959856,0.581102795769,0.275637835914,1,High
DOPEY2,0.185912270301,0.461452517971,0.27554024767,1,High
ATXN10,0.292367973448,0.567903631923,0.275535658474,1,High
GEMIN2,0.287407344864,0.562919147416,0.275511802552,1,High
TTC30A,-0.0812258783412,0.194272901252,0.275498779593,1,High
STAM,0.287557150367,0.562957085596,0.275399935229,1,High
RPS29,8.1904283138e-05,0.275239257718,0.275157353435,1,High
PUM2,0.32160065064,0.596581731658,0.274981081018,1,High
PPP4R2,0.165035596744,0.439993157135,0.274957560391,1,High
TAF1,-0.0270260611775,0.247924236921,0.274950298098,1,High
ARFIP2,0.250325802988,0.524988511324,0.274662708336,1,High
OSBP,0.314331268913,0.588893325287,0.274562056374,1,High
ATL3,0.130939327766,0.405465273842,0.274525946076,1,High
MECR,0.245493204284,0.519969840447,0.274476636163,1,High
HIF1AN,0.165480252623,0.439765923209,0.274285670587,1,High
COPS4,0.233887745687,0.508101935198,0.274214189511,1,High
KIAA1522,0.197450342535,0.471531104347,0.274080761812,1,High
RPS8,-0.0935851688672,0.180485824351,0.274070993218,1,High
ANO6,0.146573088709,0.420579978866,0.274006890157,1,High
SETX,0.244945789899,0.518942968796,0.273997178897,1,High
TMX2,0.245334727769,0.519232926094,0.273898198325,1,High
PTDSS2,0.321660570688,0.595522541041,0.273861970353,1,High
STRN4,0.258446308933,0.532225840792,0.273779531859,1,High
RANBP3,0.429881700233,0.703608690493,0.27372699026,1,High
ELMO3,0.048552578024,0.322231691552,0.273679113528,1,High
EPS15,0.158779400763,0.432366217375,0.273586816612,1,High
NCLN,0.0266063696057,0.300099853829,0.273493484223,1,High
UNK,0.35533285906,0.628790071478,0.273457212418,1,High
RAB27A,0.0856653074373,0.359075488748,0.273410181311,1,High
CNKSR1,0.203793524216,0.477174271507,0.273380747291,1,High
TMEM70,0.315680795603,0.588917483887,0.273236688284,1,High
ZCCHC3,0.316423810738,0.589657252811,0.273233442074,1,High
SP3,0.204693694728,0.477818813472,0.273125118743,1,High
NRAS,0.14433730443,0.417384555563,0.273047251134,1,High
CDC27,0.344540372078,0.617566837678,0.2730264656,1,High
SQSTM1,0.194125777657,0.467115352398,0.27298957474,1,High
FRA10AC1,0.169974648604,0.442700550162,0.272725901558,1,High
TXLNA,0.353727875656,0.626363968134,0.272636092477,1,High
UBA2,0.313219836329,0.585797604402,0.272577768073,1,High
LSM3,0.121163338685,0.393670224214,0.272506885529,1,High
YIPF4,0.103905297083,0.376374970688,0.272469673605,1,High
PUM1,0.213360592419,0.485826030492,0.272465438074,1,High
BIRC2,0.37393858,0.646358893959,0.272420313959,1,High
TMEM87A,0.360541916239,0.63294524158,0.272403325341,1,High
COX6C,0.103630002519,0.375847161059,0.272217158539,1,High
ARFGEF2,0.240426547392,0.512634550829,0.272208003436,1,High
CADM4,0.277041239228,0.549110476484,0.272069237257,1,High
CDC123,0.383673169897,0.655705232074,0.272032062177,1,High
REPIN1,0.376795525689,0.648800066712,0.272004541023,1,High
EI24,0.421377833848,0.693361707367,0.27198387352,1,High
FAM83H,0.278518815597,0.55048025902,0.271961443424,1,High
RNF31,0.392515182109,0.664430008532,0.271914826422,1,High
TLK2,0.361206505932,0.633102354813,0.271895848881,1,High
BRIX1,0.195671122081,0.467517973035,0.271846850954,1,High
DHX57,0.354276799693,0.625890208691,0.271613408997,1,High
SPC24,0.178788048102,0.450344128227,0.271556080126,1,High
REEP5,0.307950407765,0.579474390533,0.271523982768,1,High
GET4,0.320613684262,0.592078729803,0.271465045542,1,High
RBCK1,0.248063993019,0.519392625511,0.271328632492,1,High
PHF10,0.261065707974,0.532373858717,0.271308150743,1,High
TDRKH,0.124897994566,0.39605420712,0.271156212554,1,High
C1RL,0.240335219152,0.511273161231,0.270937942078,1,High
FBXO6,0.134786254336,0.405700246331,0.270913991994,1,High
DHX29,0.344265796848,0.615046686779,0.270780889931,1,High
ICA1,0.235823954113,0.506581189146,0.270757235033,1,High
FASTKD1,0.0908645624356,0.361500336714,0.270635774278,1,High
RARS,0.374822157334,0.645373938454,0.27055178112,1,High
ZFYVE16,0.217888697888,0.488420662028,0.27053196414,1,High
TFCP2,0.309781261235,0.5802794819,0.270498220665,1,High
GNAS,0.152119010416,0.42257425288,0.270455242464,1,High
CDC42BPB,0.296493689651,0.56694002173,0.270446332078,1,High
CTCF,0.179778842333,0.450138902107,0.270360059774,1,High
TMED1,0.380221464624,0.650553362424,0.270331897801,1,High
TFB1M,0.180825594383,0.451046354807,0.270220760424,1,High
MPZL1,0.109579148261,0.379741338675,0.270162190414,1,High
UBE4B,0.269156804308,0.539214793998,0.27005798969,1,High
CERS2,0.132014494548,0.402055672446,0.270041177898,1,High
C19orf53,0.247564895554,0.517573825735,0.27000893018,1,High
GOLGA2,0.260262185079,0.530193108424,0.269930923345,1,High
FKBP9,0.207601002337,0.477433153286,0.269832150949,1,High
STXBP3,0.188586237579,0.458077055687,0.269490818108,1,High
COIL,0.430033804697,0.699509785933,0.269475981237,1,High
MYO1C,0.261126457308,0.530592045618,0.269465588311,1,High
MTIF2,0.205399783464,0.474722604585,0.269322821121,1,High
NOL10,0.369845147063,0.638987217285,0.269142070221,1,High
BAG5,0.390198764704,0.65931379841,0.269115033705,1,High
PSME3,0.288992497956,0.557746346347,0.268753848391,1,High
F12,-0.00488515731285,0.26379860987,0.268683767183,1,High
SAP30,0.0305533339161,0.299089692171,0.268536358255,1,High
LPCAT3,0.306991389688,0.57550748914,0.268516099452,1,High
GNAI2,0.0285380446531,0.296969830584,0.268431785931,1,High
INTS6,0.274796435824,0.543084326897,0.268287891072,1,High
STX18,0.141422799819,0.409636780842,0.268213981022,1,High
COX7A2,0.0568276092864,0.324935393398,0.268107784111,1,High
RSL1D1,0.139804042896,0.407772956052,0.267968913156,1,High
VAC14,0.255324989593,0.523026971405,0.267701981811,1,High
SCAF1,0.274439229066,0.542132342552,0.267693113486,1,High
DDX5,0.380829710687,0.648477510113,0.267647799426,1,High
COG3,0.2765244143,0.543901976424,0.267377562124,1,High
TRAPPC3,0.311829125281,0.579002759724,0.267173634443,1,High
WTAP,0.251107459614,0.518271011019,0.267163551405,1,High
KIAA1033,0.182962355245,0.449878565424,0.266916210179,1,High
BRE,0.0797102627678,0.346573617362,0.266863354594,1,High
CHCHD6,0.135224997294,0.40203288922,0.266807891926,1,High
CC2D1A,0.363183899635,0.629883983373,0.266700083738,1,High
MRPL33,-0.0474391952278,0.218931189958,0.266370385186,1,High
FAM20B,0.221369122213,0.487737218074,0.266368095861,1,High
RPIA,0.0681642895905,0.334530926443,0.266366636852,1,High
IFT122,0.0432952857947,0.309645420894,0.266350135099,1,High
POLD3,0.27714707719,0.543466586508,0.266319509318,1,High
PDCL3,0.132108844906,0.39841026249,0.266301417584,1,High
EPB41,0.137383397041,0.403663713405,0.266280316364,1,High
PAXIP1,0.379835555521,0.646071642634,0.266236087114,1,High
GOSR2,0.168524234811,0.434736017217,0.266211782407,1,High
TMEM63B,0.260534065626,0.526602927558,0.266068861932,1,High
KDM4A,0.272776081794,0.538752000999,0.265975919204,1,High
CLTC,0.33039666716,0.596273096361,0.265876429201,1,High
TXN2,0.279574727548,0.545355784953,0.265781057405,1,High
DNAJA1,0.310964579783,0.576672368746,0.265707788963,1,High
ATP6V1B2,0.304417270489,0.570054201792,0.265636931303,1,High
POLE3,0.400926956274,0.666513950578,0.265586994304,1,High
SRPK2,0.312863311101,0.578363408298,0.265500097197,1,High
RHOT1,0.259827060078,0.52514850935,0.265321449272,1,High
C10orf76,0.181802982477,0.447031345593,0.265228363116,1,High
TRIM32,0.419701501434,0.684813879288,0.265112377854,1,High
ATP1A1,0.123400502786,0.388433631977,0.265033129191,1,High
NSL1,0.267424507811,0.532371937595,0.264947429784,1,High
