p1,p2,cor,corum,string,biogrid,score
PRIM2,NASP,0.533054609914,0,0,0,0.533054609914
PRIM2,NCAPG,0.542489905382,0,0,0,0.542489905382
PRIM2,NCAPG2,0.558480169051,0,0,0,0.558480169051
PRIM2,NCAPH,0.574393142253,0,0,0,0.574393142253
PRIM2,NDC80,0.508840656354,0,0,0,0.508840656354
PRIM2,PBK,0.514845004347,0,0,0,0.514845004347
PRIM2,PCNA,0.55015284064,1,0,0,0.55015284064
PRIM2,POLA1,0.595267087793,1,0,1,0.595267087793
PRIM2,POLD2,0.500433974815,1,0,0,0.500433974815
PRIM2,POLD3,0.579744148704,1,0,0,0.579744148704
PRIM2,PRC1,0.520388158091,0,0,0,0.520388158091
PRIM2,PRIM1,0.740814062332,1,0,1,0.740814062332
PRKACA,OPA3,0.505898353881,0,0,0,0.505898353881
PRKAR2B,COL14A1,0.556774468323,0,0,0,0.556774468323
PRKAR2B,EHD2,0.502774956232,0,0,0,0.502774956232
PRKAR2B,OGN,0.512234227819,0,0,0,0.512234227819
PRKAR2B,OLFML1,0.597813593387,0,0,0,0.597813593387
PRKCB,AIF1,0.508055552017,0,0,0,0.508055552017
PRKCB,AMPD3,0.524708122224,0,0,0,0.524708122224
PRKCB,ANKRD44,0.605409096597,0,0,0,0.605409096597
PRKCB,APBB1IP,0.598211531628,0,0,0,0.598211531628
PRKCB,ARHGAP25,0.613487001838,0,0,0,0.613487001838
PRKCB,ARHGDIB,0.550385585412,0,0,0,0.550385585412
PRKCB,ARHGEF6,0.520120914539,0,0,0,0.520120914539
PRKCB,BIN2,0.61601166777,0,0,0,0.61601166777
PRKCB,BTK,0.731903894483,0,0,1,0.731903894483
PRKCB,CARD16,0.520288521648,0,0,0,0.520288521648
PRKCB,CASP1,0.505277734278,0,0,0,0.505277734278
PRKCB,CECR1,0.537284281367,0,0,0,0.537284281367
PRKCB,CELF2,0.635177443475,0,0,0,0.635177443475
PRKCB,CLIC2,0.583259518609,0,0,0,0.583259518609
PRKCB,CORO1A,0.683294473999,0,0,0,0.683294473999
PRKCB,COTL1,0.508720106534,0,0,0,0.508720106534
PRKCB,CRLF3,0.587504679238,0,0,0,0.587504679238
PRKCB,CSK,0.516016677274,0,0,0,0.516016677274
PRKCB,CYBB,0.587929983829,0,0,0,0.587929983829
PRKCB,CYP1B1,0.515703156036,0,0,0,0.515703156036
PRKCB,DOCK10,0.530059443961,0,0,0,0.530059443961
PRKCB,DOCK11,0.532974633552,0,0,0,0.532974633552
PRKCB,DOCK2,0.647559119245,0,0,0,0.647559119245
PRKCB,DOCK8,0.683390085045,0,0,0,0.683390085045
PRKCB,DOK2,0.516807249296,0,0,0,0.516807249296
PRKCB,ELMO1,0.636568324498,0,0,0,0.636568324498
PRKCB,EPB41L3,0.500119728254,0,0,0,0.500119728254
PRKCB,FERMT3,0.616678299169,0,0,0,0.616678299169
PRKCB,FMNL1,0.621450916819,0,0,0,0.621450916819
PRKCB,FNBP1,0.518112256706,0,0,0,0.518112256706
PRKCB,FYB,0.657469053292,0,0,0,0.657469053292
PRKCB,GIMAP1,0.537932650919,0,0,0,0.537932650919
PRKCB,GIMAP1-GIMAP5,0.51389556154,0,0,0,0.51389556154
PRKCB,GIMAP4,0.532873235254,0,0,0,0.532873235254
PRKCB,GIMAP7,0.657893012937,0,0,0,0.657893012937
PRKCB,GIMAP8,0.534556580737,0,0,0,0.534556580737
PRKCB,GMFG,0.683519410093,0,0,0,0.683519410093
PRKCB,GPSM3,0.547758493787,0,0,0,0.547758493787
PRKCB,GZMA,0.537684610794,0,0,0,0.537684610794
PRKCB,HCK,0.519251465376,0,0,0,0.519251465376
PRKCB,HCLS1,0.587680796747,0,0,0,0.587680796747
PRKCB,HLA-E,0.512523341869,0,0,0,0.512523341869
PRKCB,HMHA1,0.615937527757,0,0,0,0.615937527757
PRKCB,ICAM3,0.580352532439,0,0,0,0.580352532439
PRKCB,IL16,0.680658722551,0,0,0,0.680658722551
PRKCB,INPP5D,0.632772099631,0,1,0,0.632772099631
PRKCB,ITGAL,0.697392617813,0,0,0,0.697392617813
PRKCB,ITGAX,0.519743976269,0,0,0,0.519743976269
PRKCB,ITGB2,0.601214788454,0,0,1,0.601214788454
PRKCB,KCNAB2,0.568043602555,0,0,0,0.568043602555
PRKCB,LCP1,0.579414907774,0,0,0,0.579414907774
PRKCB,LCP2,0.552376955072,0,0,0,0.552376955072
PRKCB,LPXN,0.583614167453,0,0,0,0.583614167453
PRKCB,LSP1,0.506211239127,0,0,1,0.506211239127
PRKCB,MNDA,0.567749200352,0,0,0,0.567749200352
PRKCB,MYO1F,0.610028686104,0,0,0,0.610028686104
PRKCB,MYO1G,0.630660310795,0,0,0,0.630660310795
PRKCB,NCF1,0.555136999003,0,0,1,0.555136999003
PRKCB,NCF2,0.555230823223,0,0,0,0.555230823223
PRKCB,NCF4,0.536405715991,0,0,0,0.536405715991
PRKCB,NCKAP1L,0.600350030091,0,0,0,0.600350030091
PRKCB,PARVG,0.522133114136,0,0,0,0.522133114136
PRKCB,PECAM1,0.502377550318,0,0,0,0.502377550318
PRKCB,PIK3CD,0.530168262409,0,0,0,0.530168262409
PRKCB,PLCB2,0.529909101927,0,0,0,0.529909101927
PRKCB,PLCG2,0.583178066881,0,1,0,0.583178066881
PRKCB,PLEK,0.641629425451,0,0,0,0.641629425451
PRKCB,PLEKHO2,0.551512965215,0,0,0,0.551512965215
PRKCDBP,ABI3BP,0.624460232883,0,0,0,0.624460232883
PRKCDBP,ACTA2,0.638621207384,0,0,0,0.638621207384
PRKCDBP,ACTN1,0.582072341877,0,0,0,0.582072341877
PRKCDBP,ADH1B,0.721425357745,0,0,0,0.721425357745
PRKCDBP,ADH1C,0.580009872123,0,0,0,0.580009872123
PRKCDBP,AKAP12,0.594618185668,0,0,0,0.594618185668
PRKCDBP,AKR1C2,0.530661620214,0,0,0,0.530661620214
PRKCDBP,ANG,0.579344341677,0,0,0,0.579344341677
PRKCDBP,ANXA5,0.518398277188,0,0,0,0.518398277188
PRKCDBP,ANXA6,0.593453052461,0,0,0,0.593453052461
PRKCDBP,AOC3,0.779510984068,0,0,0,0.779510984068
PRKCDBP,APCS,0.579918083766,0,0,0,0.579918083766
PRKCDBP,ASPN,0.664352966141,0,0,0,0.664352966141
PRKCDBP,BGN,0.61508603213,0,0,0,0.61508603213
PRKCDBP,CACNA2D1,0.513345164005,0,0,0,0.513345164005
PRKCDBP,CALB2,0.52253499025,0,0,0,0.52253499025
PRKCDBP,CALD1,0.636993585961,0,0,0,0.636993585961
PRKCDBP,CAV1,0.790860946108,0,0,0,0.790860946108
PRKCDBP,CCDC80,0.529482984256,0,0,0,0.529482984256
PRKCDBP,CD36,0.595177614407,0,0,0,0.595177614407
PRKCDBP,CDH11,0.51006100696,0,0,0,0.51006100696
PRKCDBP,CDH13,0.543578218188,0,0,0,0.543578218188
PRKCDBP,CES1,0.585060636668,0,0,0,0.585060636668
PRKCDBP,CMA1,0.637440675243,0,0,0,0.637440675243
PRKCDBP,CNN1,0.704230738467,0,0,0,0.704230738467
PRKCDBP,CNRIP1,0.713695500684,0,0,0,0.713695500684
PRKCDBP,COL1A1,0.57484605903,0,0,0,0.57484605903
PRKCDBP,COL1A2,0.57085747443,0,0,0,0.57085747443
PRKCDBP,COL3A1,0.534936485931,0,0,0,0.534936485931
PRKCDBP,COL4A1,0.535711874758,0,0,0,0.535711874758
PRKCDBP,COL4A2,0.501065925394,0,0,0,0.501065925394
PRKCDBP,COL5A1,0.51679345301,0,0,0,0.51679345301
PRKCDBP,COL5A2,0.512562915341,0,0,0,0.512562915341
PRKCDBP,COL6A1,0.584510795025,0,0,0,0.584510795025
PRKCDBP,COL6A2,0.593864545732,0,0,0,0.593864545732
PRKCDBP,COL6A3,0.570227994645,0,0,0,0.570227994645
PRKCDBP,COL8A1,0.55735203995,0,0,0,0.55735203995
PRKCDBP,COPZ2,0.57441803299,0,0,0,0.57441803299
PRKCDBP,CPA3,0.597136603285,0,0,0,0.597136603285
PRKCDBP,CSRP1,0.573789361269,0,0,0,0.573789361269
PRKCDBP,CXCL12,0.718489584332,0,0,0,0.718489584332
PRKCDBP,DCN,0.717677581538,0,0,0,0.717677581538
PRKCDBP,DES,0.558449447834,0,0,0,0.558449447834
PRKCDBP,DPT,0.586160803101,0,0,0,0.586160803101
PRKCDBP,DPYD,0.508526475146,0,0,0,0.508526475146
PRKCDBP,DPYSL2,0.536504601065,0,0,0,0.536504601065
PRKCDBP,DPYSL3,0.578479771514,0,0,0,0.578479771514
PRKCDBP,DUSP3,0.522412380238,0,0,0,0.522412380238
PRKCDBP,EFEMP1,0.614378997459,0,0,0,0.614378997459
PRKCDBP,EHD2,0.873528728776,0,0,0,0.873528728776
PRKCDBP,ELN,0.577756948143,0,0,0,0.577756948143
PRKCDBP,EMILIN1,0.552040458873,0,0,0,0.552040458873
PRKCDBP,F13A1,0.555706188448,0,0,0,0.555706188448
PRKCDBP,FABP4,0.623374030957,0,0,0,0.623374030957
PRKCDBP,FAM126A,0.540535043,0,0,0,0.540535043
PRKCDBP,FBLN1,0.537575968335,0,0,0,0.537575968335
PRKCDBP,FBLN5,0.537625934785,0,0,0,0.537625934785
PRKCDBP,FBN1,0.659605192899,0,0,0,0.659605192899
PRKCDBP,FERMT2,0.753894180207,0,0,0,0.753894180207
PRKCDBP,FHL1,0.695061462866,0,0,0,0.695061462866
PRKCDBP,FHL3,0.504379876505,0,0,0,0.504379876505
PRKCDBP,FLNA,0.609777103978,0,0,0,0.609777103978
PRKCDBP,FLNC,0.570622090867,0,0,0,0.570622090867
PRKCDBP,GAS7,0.543169981602,0,0,0,0.543169981602
PRKCDBP,GGT5,0.58617201091,0,0,0,0.58617201091
PRKCDBP,GNG2,0.57597024767,0,0,0,0.57597024767
PRKCDBP,GPD1,0.620643913278,0,0,0,0.620643913278
PRKCDBP,GPX3,0.547382546069,0,0,0,0.547382546069
PRKCDBP,GSN,0.547201600663,0,0,0,0.547201600663
PRKCDBP,HSPA12A,0.57800691628,0,0,0,0.57800691628
PRKCDBP,HSPA12B,0.574505775083,0,0,0,0.574505775083
PRKCDBP,HSPB6,0.594686668125,0,0,0,0.594686668125
PRKCDBP,HSPG2,0.69607522807,0,0,0,0.69607522807
PRKCDBP,ILK,0.682309244044,0,0,0,0.682309244044
PRKCDBP,ISLR,0.50873503253,0,0,0,0.50873503253
PRKCDBP,ITGA1,0.607626804449,0,0,0,0.607626804449
PRKCDBP,ITGA7,0.586099334568,0,0,0,0.586099334568
PRKCDBP,ITIH5,0.559566786307,0,0,0,0.559566786307
PRKCDBP,ITSN1,0.549538639813,0,0,0,0.549538639813
PRKCDBP,KANK2,0.697352150464,0,0,0,0.697352150464
PRKCDBP,LAMA4,0.647983271977,0,0,0,0.647983271977
PRKCDBP,LAMC1,0.50913969298,0,0,0,0.50913969298
PRKCDBP,LGALS1,0.554347231263,0,0,0,0.554347231263
PRKCDBP,LIMS1,0.520824860022,0,0,0,0.520824860022
PRKCDBP,LMOD1,0.693857133586,0,0,0,0.693857133586
PRKCDBP,LOX,0.579229251721,0,0,0,0.579229251721
PRKCDBP,LOXL1,0.622239648234,0,0,0,0.622239648234
PRKCDBP,LPP,0.578321501822,0,0,0,0.578321501822
PRKCDBP,LRP1,0.690345218242,0,0,0,0.690345218242
PRKCDBP,LUM,0.702848546449,0,0,0,0.702848546449
PRKCDBP,MCAM,0.526097604169,0,0,0,0.526097604169
PRKCDBP,MFAP4,0.636441126012,0,0,0,0.636441126012
PRKCDBP,MFAP5,0.554763850987,0,0,0,0.554763850987
PRKCDBP,MMP2,0.590953650628,0,0,0,0.590953650628
PRKCDBP,MRC2,0.550383050853,0,0,0,0.550383050853
PRKCDBP,MRVI1,0.518976843992,0,0,0,0.518976843992
PRKCDBP,MYH11,0.664513614866,0,0,0,0.664513614866
PRKCDBP,MYL6,0.54400320592,0,0,0,0.54400320592
PRKCDBP,MYL9,0.661237967143,0,0,0,0.661237967143
PRKCDBP,MYLK,0.615456035162,0,0,0,0.615456035162
PRKCDBP,MYO1C,0.69074259192,0,0,0,0.69074259192
PRKCDBP,NEXN,0.606345449935,0,0,0,0.606345449935
PRKCDBP,NID2,0.621799080425,0,0,0,0.621799080425
PRKCDBP,NRP1,0.552660884442,0,0,0,0.552660884442
PRKCDBP,NT5E,0.558717683244,0,0,0,0.558717683244
PRKCDBP,OGN,0.630044697625,0,0,0,0.630044697625
PRKCDBP,OLFML1,0.578020715038,0,0,0,0.578020715038
PRKCDBP,OLFML3,0.598341850949,0,0,0,0.598341850949
PRKCDBP,OMD,0.597089022675,0,0,0,0.597089022675
PRKCDBP,PALLD,0.589447507839,0,0,0,0.589447507839
PRKCDBP,PALM,0.513399319032,0,0,0,0.513399319032
PRKCDBP,PALM2-AKAP2,0.608268972818,0,0,0,0.608268972818
PRKCDBP,PARVA,0.712670269781,0,0,0,0.712670269781
PRKCDBP,PDGFRB,0.569901577731,0,0,0,0.569901577731
PRKCDBP,PDLIM2,0.561755103507,0,0,0,0.561755103507
PRKCDBP,PDLIM3,0.550770449203,0,0,0,0.550770449203
PRKCDBP,PDLIM7,0.691091898877,0,0,0,0.691091898877
PRKCDBP,PLA2G2A,0.579451974765,0,0,0,0.579451974765
PRKCDBP,PLIN1,0.709441810161,0,0,0,0.709441810161
PRKCDBP,PLIN4,0.700205725358,0,0,0,0.700205725358
PRKCDBP,PLS3,0.555983546676,0,0,0,0.555983546676
PRKCDBP,PLXDC2,0.610777992966,0,0,0,0.610777992966
PRKCDBP,PODN,0.703070170766,0,0,0,0.703070170766
PRKCDBP,PPP1R12B,0.610917593846,0,0,0,0.610917593846
PRKCDBP,PRELP,0.616810218685,0,0,0,0.616810218685
PRKCSH,CALR,0.520285824092,0,1,1,0.520285824092
PRKDC,CHD4,0.562489362299,0,0,0,0.562489362299
PRKDC,DDX17,0.516732589604,0,0,0,0.516732589604
PRKDC,DHX9,0.644206744309,1,1,1,0.644206744309
PRKDC,EFTUD2,0.516796290677,0,0,1,0.516796290677
PRKDC,HEATR1,0.511810894359,0,0,0,0.511810894359
PRKDC,HNRNPL,0.510425627767,0,0,0,0.510425627767
PRKDC,HNRNPM,0.512036331843,0,0,0,0.512036331843
PRKDC,HNRNPU,0.568712921383,0,0,0,0.568712921383
PRKDC,ILF2,0.536995373288,1,1,1,0.536995373288
PRKDC,NUP205,0.535870039774,0,0,0,0.535870039774
PRKDC,NUP93,0.538073851129,0,0,0,0.538073851129
PRKG1,ACTN1,0.696605715355,0,0,0,0.696605715355
PRKG1,ADH1B,0.55038271622,0,0,0,0.55038271622
PRKG1,AEBP1,0.645453549657,0,0,0,0.645453549657
PRKG1,ALDH1A3,0.54295772935,0,0,0,0.54295772935
PRKG1,ANG,0.587181932179,0,0,0,0.587181932179
PRKG1,ANTXR1,0.618045948075,0,0,0,0.618045948075
PRKG1,ANXA6,0.50999229205,0,0,0,0.50999229205
PRKG1,AOC3,0.602239832358,0,0,0,0.602239832358
PRKG1,ARSB,0.503389019979,0,0,0,0.503389019979
PRKG1,ASPN,0.652537986249,0,0,0,0.652537986249
PRKG1,BGN,0.540378424659,0,0,0,0.540378424659
PRKG1,C1QTNF3,0.582754125587,0,0,0,0.582754125587
PRKG1,C1R,0.576064158685,0,0,0,0.576064158685
PRKG1,C1S,0.546122353586,0,0,0,0.546122353586
PRKG1,CALB2,0.528818192391,0,0,0,0.528818192391
PRKG1,CALD1,0.747273513473,0,0,0,0.747273513473
PRKG1,CCDC80,0.697821683608,0,0,0,0.697821683608
PRKG1,CDC42EP1,0.525619745003,0,0,0,0.525619745003
PRKG1,CDH11,0.684723244654,0,0,0,0.684723244654
PRKG1,CILP,0.649182592664,0,0,0,0.649182592664
PRKG1,CLEC11A,0.554414588991,0,0,0,0.554414588991
PRKG1,CNN1,0.713451862956,0,0,0,0.713451862956
PRKG1,CNN2,0.657826803821,0,0,0,0.657826803821
PRKG1,CNN3,0.583154308381,0,0,0,0.583154308381
PRKG1,CNRIP1,0.674549218659,0,0,0,0.674549218659
PRKG1,COL11A1,0.602209459117,0,0,0,0.602209459117
PRKG1,COL12A1,0.524991558707,0,0,0,0.524991558707
PRKG1,COL1A1,0.524234575218,0,0,0,0.524234575218
PRKG1,COL1A2,0.544471161608,0,0,0,0.544471161608
PRKG1,COL3A1,0.580507112407,0,0,0,0.580507112407
PRKG1,COL5A1,0.616804335694,0,0,0,0.616804335694
PRKG1,COL5A2,0.574489598339,0,0,0,0.574489598339
PRKG1,COL8A1,0.668616278008,0,0,0,0.668616278008
PRKG1,COLEC12,0.540185117222,0,0,0,0.540185117222
PRKG1,COMP,0.659501609398,0,0,0,0.659501609398
PRKG1,COPZ2,0.782829312381,0,0,0,0.782829312381
PRKG1,CORO1C,0.527040679234,0,0,0,0.527040679234
PRKG1,CPZ,0.59613074795,0,0,0,0.59613074795
PRKG1,CSRP1,0.600098140016,0,0,0,0.600098140016
PRKG1,CSRP2,0.583427190132,0,0,0,0.583427190132
PRKG1,CTGF,0.546430288205,0,0,0,0.546430288205
PRKG1,CTHRC1,0.639399366445,0,0,0,0.639399366445
PRKG1,CTSK,0.558939947511,0,0,0,0.558939947511
PRKG1,CXCL12,0.66049716345,0,0,0,0.66049716345
PRKG1,CYGB,0.518815171458,0,0,0,0.518815171458
PRKG1,DAPK3,0.50563930229,0,0,0,0.50563930229
PRKG1,DCN,0.613189877699,0,0,0,0.613189877699
PRKG1,DPYSL3,0.625028128617,0,0,0,0.625028128617
PRKG1,ECM1,0.528151605684,0,0,0,0.528151605684
PRKG1,EFEMP1,0.555918260869,0,0,0,0.555918260869
PRKG1,EFEMP2,0.553970749912,0,0,0,0.553970749912
PRKG1,EHD2,0.589254036855,0,0,0,0.589254036855
PRKG1,ENPP1,0.580185078816,0,0,0,0.580185078816
PRKG1,FABP4,0.537571612602,0,0,0,0.537571612602
PRKG1,FAM126A,0.539757915254,0,0,0,0.539757915254
PRKG1,FAP,0.663238021418,0,0,0,0.663238021418
PRKG1,FBLN1,0.653328430383,0,0,0,0.653328430383
PRKG1,FBLN2,0.638921350662,0,0,0,0.638921350662
PRKG1,FBN1,0.577582919354,0,0,0,0.577582919354
PRKG1,FERMT2,0.677180185065,0,0,0,0.677180185065
PRKG1,FHL3,0.705170662162,0,0,0,0.705170662162
PRKG1,FILIP1L,0.58894350151,0,0,0,0.58894350151
PRKG1,FKBP7,0.599155233231,0,0,0,0.599155233231
PRKG1,FLNA,0.707965626351,0,0,0,0.707965626351
PRKG1,FLNC,0.648681448159,0,0,0,0.648681448159
PRKG1,FN1,0.620802886459,0,0,0,0.620802886459
PRKG1,FNDC1,0.631353993127,0,0,0,0.631353993127
PRKG1,FSTL1,0.517367507264,0,0,0,0.517367507264
PRKG1,GAS7,0.560875713672,0,0,0,0.560875713672
PRKG1,GPC6,0.500903612885,0,0,0,0.500903612885
PRKG1,GPX8,0.545515636473,0,0,0,0.545515636473
PRKG1,GSN,0.517196463529,0,0,0,0.517196463529
PRKG1,HMCN1,0.536784019726,0,0,0,0.536784019726
PRKG1,HOPX,0.642876797608,0,0,0,0.642876797608
PRKG1,HSPA12B,0.517783334558,0,0,0,0.517783334558
PRKG1,HSPG2,0.587654246287,0,0,0,0.587654246287
PRKG1,HTRA1,0.535770019185,0,0,0,0.535770019185
PRKG1,IKBIP,0.507563796884,0,0,0,0.507563796884
PRKG1,ILK,0.508511181995,0,0,0,0.508511181995
PRKG1,ISLR,0.596320394815,0,0,0,0.596320394815
PRKG1,ITGA1,0.553101954774,0,0,0,0.553101954774
PRKG1,ITGA11,0.589814516786,0,0,0,0.589814516786
PRKG1,ITGA5,0.539758693038,0,0,0,0.539758693038
PRKG1,ITGB5,0.540117577302,0,0,0,0.540117577302
PRKG1,KANK2,0.615688707894,0,0,0,0.615688707894
PRKG1,KDELC1,0.571039086145,0,0,0,0.571039086145
PRKG1,LAMA4,0.519609293285,0,0,0,0.519609293285
PRKG1,LEPREL2,0.594342233501,0,0,0,0.594342233501
PRKG1,LEPREL4,0.637855966215,0,0,0,0.637855966215
PRKG1,LGALS1,0.580951727656,0,0,0,0.580951727656
PRKG1,LMOD1,0.731325173695,0,0,0,0.731325173695
PRKG1,LOX,0.688563078948,0,0,0,0.688563078948
PRKG1,LOXL1,0.629618734939,0,0,0,0.629618734939
PRKG1,LPP,0.541447337632,0,0,0,0.541447337632
PRKG1,LRP1,0.634943658244,0,0,0,0.634943658244
PRKG1,LRRC15,0.644657371648,0,0,0,0.644657371648
PRKG1,LUM,0.647312099271,0,0,0,0.647312099271
PRKG1,MAP1A,0.503740491485,0,0,0,0.503740491485
PRKG1,MFAP2,0.524040834645,0,0,0,0.524040834645
PRKG1,MFAP4,0.557710773819,0,0,0,0.557710773819
PRKG1,MMP2,0.735249641982,0,0,0,0.735249641982
PRKG1,MPRIP,0.52852477769,0,0,0,0.52852477769
PRKG1,MRC2,0.635446487556,0,0,0,0.635446487556
PRKG1,MRVI1,0.629597961207,0,0,1,0.629597961207
PRKG1,MXRA5,0.634530261967,0,0,0,0.634530261967
PRKG1,MYH11,0.52005250473,0,0,0,0.52005250473
PRKG1,MYH9,0.547559709129,0,0,0,0.547559709129
PRKG1,MYL6,0.584301737421,0,0,0,0.584301737421
PRKG1,MYL9,0.720039060491,0,0,0,0.720039060491
PRKG1,MYLK,0.715653986679,0,0,0,0.715653986679
PRKG1,NEXN,0.795423924731,0,0,0,0.795423924731
PRKG1,NNMT,0.587149486658,0,0,0,0.587149486658
PRKG1,NPNT,0.55082166152,0,0,0,0.55082166152
PRKG1,NT5E,0.568669960955,0,0,0,0.568669960955
PRKG1,OLFML3,0.537772985655,0,0,0,0.537772985655
PRKG1,OMD,0.713029497305,0,0,0,0.713029497305
PRKG1,PALLD,0.728397289772,0,0,0,0.728397289772
PRKG1,PALM2-AKAP2,0.562221437429,0,0,0,0.562221437429
PRKG1,PARVA,0.611042794131,0,0,0,0.611042794131
PRKG1,PCOLCE,0.542946068003,0,0,0,0.542946068003
PRKG1,PDGFRB,0.684018141434,0,0,0,0.684018141434
PRKG1,PDLIM2,0.66140784582,0,0,0,0.66140784582
PRKG1,PDLIM3,0.678778469616,0,0,0,0.678778469616
PRKG1,PDLIM4,0.667127750917,0,0,0,0.667127750917
PRKG1,PDLIM5,0.609416794711,0,0,0,0.609416794711
PRKG1,PDLIM7,0.701221399872,0,0,0,0.701221399872
PRKG1,PLIN1,0.504866629495,0,0,0,0.504866629495
PRKG1,PLIN4,0.518689974418,0,0,0,0.518689974418
PRKG1,PLS3,0.6605919959,0,0,0,0.6605919959
PRKG1,PLXDC2,0.69178341255,0,0,0,0.69178341255
PRKG1,PLXNC1,0.535660321038,0,0,0,0.535660321038
PRKG1,PODN,0.673329066741,0,0,0,0.673329066741
PRKG1,POSTN,0.553840056995,0,0,0,0.553840056995
PRKG1,PPFIBP1,0.508288648642,0,0,0,0.508288648642
PRKG1,PPP1R12B,0.575123011147,0,0,1,0.575123011147
PRKG1,PRKCDBP,0.667174032844,0,0,0,0.667174032844
PRKRIP1,ACIN1,0.504830443829,0,0,0,0.504830443829
PRKRIP1,C18orf32,0.51366671761,0,0,0,0.51366671761
PRKRIP1,FAM133B,0.569863066401,0,0,0,0.569863066401
PRMT5,APEX1,0.504966007507,0,0,0,0.504966007507
PROS1,A1BG,0.622771732968,0,0,0,0.622771732968
PROS1,A2M,0.617440245815,0,1,0,0.617440245815
PROS1,AFM,0.651330202801,0,0,0,0.651330202801
PROS1,AGT,0.5756790821,0,0,0,0.5756790821
PROS1,AHSG,0.572614411095,0,0,0,0.572614411095
PROS1,ALB,0.574937064998,0,1,0,0.574937064998
PROS1,AMBP,0.592410201692,0,0,0,0.592410201692
PROS1,ANK1,0.510270950649,0,0,0,0.510270950649
PROS1,APOA1,0.622993454284,0,0,0,0.622993454284
PROS1,APOA2,0.576321458069,0,0,0,0.576321458069
PROS1,APOB,0.70170619435,0,0,0,0.70170619435
PROS1,APOC1,0.657498919355,0,0,0,0.657498919355
PROS1,APOC2,0.607340990258,0,0,0,0.607340990258
PROS1,APOC3,0.660136450753,0,0,0,0.660136450753
PROS1,APOD,0.500948051378,0,0,0,0.500948051378
PROS1,APOF,0.718014536584,0,0,0,0.718014536584
PROS1,APOH,0.605468388063,0,0,0,0.605468388063
PROS1,APOL1,0.684202714102,0,0,0,0.684202714102
PROS1,APOM,0.62286851844,0,0,0,0.62286851844
PROS1,ATRN,0.524052838993,0,0,0,0.524052838993
PROS1,AZGP1,0.500324174662,0,0,0,0.500324174662
PROS1,C1R,0.563734747663,0,0,0,0.563734747663
PROS1,C1RL,0.502413759215,0,0,0,0.502413759215
PROS1,C1S,0.566334094913,0,0,0,0.566334094913
PROS1,C2,0.512314996261,0,0,0,0.512314996261
PROS1,C3,0.681148640528,0,0,0,0.681148640528
PROS1,C4B,0.573594616845,0,0,0,0.573594616845
PROS1,C4BPA,0.815036685572,0,1,0,0.815036685572
PROS1,C4BPB,0.840542479699,0,1,1,0.840542479699
PROS1,C5,0.739765922606,0,0,0,0.739765922606
PROS1,C6,0.697764411026,0,0,0,0.697764411026
PROS1,C7,0.59729776552,0,0,0,0.59729776552
PROS1,C8A,0.66845468513,0,0,0,0.66845468513
PROS1,C8B,0.674837430009,0,0,0,0.674837430009
PROS1,C8G,0.684388865767,0,0,0,0.684388865767
PROS1,C9,0.640989818555,0,0,0,0.640989818555
PROS1,CAMP,0.50299499081,0,0,0,0.50299499081
PROS1,CD5L,0.546737559833,0,0,0,0.546737559833
PROS1,CD93,0.504849108778,0,0,0,0.504849108778
PROS1,CDA,0.503995894308,0,0,0,0.503995894308
PROS1,CFB,0.567207430818,0,0,0,0.567207430818
PROS1,CFH,0.703707138777,0,0,0,0.703707138777
PROS1,CFHR2,0.535297110785,0,0,0,0.535297110785
PROS1,CFHR5,0.551455959006,0,0,0,0.551455959006
PROS1,CFI,0.629135623979,0,0,0,0.629135623979
PROS1,CFP,0.616122847569,0,0,0,0.616122847569
PROS1,CP,0.6473634804,0,0,0,0.6473634804
PROS1,CPB2,0.590829311561,0,0,0,0.590829311561
PROS1,CPN1,0.734785587187,0,0,0,0.734785587187
PROS1,CPN2,0.729737304289,0,0,0,0.729737304289
PROS1,CRISP3,0.57059611565,0,0,0,0.57059611565
PROS1,CTSG,0.538425369711,0,0,0,0.538425369711
PROS1,ECM1,0.514232642049,0,0,0,0.514232642049
PROS1,ELANE,0.514634871345,0,0,0,0.514634871345
PROS1,F10,0.70344096473,0,0,0,0.70344096473
PROS1,F11,0.630455264861,0,0,0,0.630455264861
PROS1,F12,0.557656148133,0,0,0,0.557656148133
PROS1,F13B,0.720200478073,0,0,0,0.720200478073
PROS1,F2,0.711635641958,0,1,0,0.711635641958
PROS1,F5,0.535454407872,0,1,1,0.535454407872
PROS1,F9,0.541286502809,0,0,0,0.541286502809
PROS1,FCN3,0.555478340533,0,0,0,0.555478340533
PROS1,FGA,0.655172713714,0,0,0,0.655172713714
PROS1,FGB,0.663196116118,0,0,0,0.663196116118
PROS1,FGG,0.656597271316,0,0,0,0.656597271316
PROS1,GC,0.632617142444,0,0,0,0.632617142444
PROS1,HABP2,0.64692156139,0,0,0,0.64692156139
PROS1,HP,0.596248479204,0,0,0,0.596248479204
PROS1,HPR,0.704898048135,0,0,0,0.704898048135
PROS1,HPX,0.641869731647,0,0,0,0.641869731647
PROS1,HRG,0.615845819931,0,1,0,0.615845819931
PROS1,IGFALS,0.596388894163,0,0,0,0.596388894163
PROS1,ITGAM,0.509072108146,0,0,0,0.509072108146
PROS1,ITIH1,0.601707330582,0,0,0,0.601707330582
PROS1,ITIH2,0.613649902278,0,0,0,0.613649902278
PROS1,ITIH3,0.639262596039,0,0,0,0.639262596039
