beta,f,f_pval,ll,px,py,rsquared,fdr
-0.551082975527,11.9659624166,0.000746972294827,-224.776183471,GEMIN5,DDX3X,0.0893209155576,0.334534275064
-0.625218025814,11.9145680674,0.000765962708232,-221.267571164,HNRNPA1,DDX21,0.0889714109473,0.337186621427
-0.589152320063,11.8916597301,0.000780439571434,-215.615816892,TAB1,TRAF2,0.0908511646546,0.337186621427
-0.480793103704,11.8993240905,0.000771690113276,-192.281212357,COPS5,USP7,0.0888676934807,0.337186621427
-0.703228866177,11.7823633684,0.000817121870321,-228.732780704,WEE1,EEF2,0.0880711259074,0.345130361005
-0.6211575039,11.8122632915,0.000817621757092,-201.08238466,ZC3H13,TERF2,0.0924188570591,0.345130361005
-0.710360329513,11.5367270287,0.000932901415212,-216.661878046,SPTBN1,UBL4A,0.089754323884,0.378251334608
-0.639487641831,11.5364854705,0.000921796307234,-221.753764674,SP1,SMARCC1,0.0863920106167,0.378251334608
0.530564572359,11.4803089201,0.000947585306173,-206.989491887,NAF1,SNX9,0.0860075093695,0.378251334608
0.618359126949,11.5792201104,0.000906962549541,-223.924942832,PRKAR2B,PDE4DIP,0.088001890425,0.378251334608
0.58830574726,11.5063240812,0.000944532653239,-202.440045477,RPRD1B,RB1,0.0888475845706,0.378251334608
0.518662506969,11.3611850292,0.00100475047588,-208.533380712,CCDC8,ASCC3,0.0851910923462,0.396757596519
-0.588020816118,11.311602275,0.00102957661921,-211.367287464,GMPS,CUL3,0.0848508463026,0.398001808041
0.57367617025,11.328569931,0.00102101078699,-232.564395032,LARP1,COPS5,0.0849673099837,0.398001808041
0.741973690429,11.2836656123,0.00104384103869,-230.180804869,XPO1,UTP18,0.0846590282498,0.399312690677
0.573340176613,11.0199799534,0.00119676655349,-216.020067333,TAOK3,TRAF2,0.0847560502424,0.403382389043
0.80323913253,11.2907944588,0.00115346733027,-153.601906651,XPO1,CYLD,0.11371441351,0.403382389043
-0.561255289146,11.1557626967,0.00111178560398,-225.113753653,CUL7,CBX3,0.0837797964635,0.403382389043
-0.519916521436,11.1346262352,0.00112344355655,-226.072728617,NPM1,SNRPD2,0.0836343372877,0.403382389043
0.70501369459,11.3281267882,0.00119317927831,-130.58630482,QARS,HDAC5,0.128250504116,0.403382389043
0.70501369459,11.3281267882,0.00119317927831,-130.58630482,IMPDH2,HDAC5,0.128250504116,0.403382389043
0.570513176543,11.1466513493,0.00111679571848,-201.713916868,NFATC2,DNAJA1,0.0837170986756,0.403382389043
-0.589422621798,11.0331708145,0.00119727372851,-201.443125667,HSPH1,TERF2,0.0868526759091,0.403382389043
-0.554014454318,11.1685301164,0.00110480390076,-221.92483942,RAB5C,SMARCC1,0.0838676382976,0.403382389043
-0.554978593103,11.2398042236,0.00106664722328,-226.415210646,HNRNPH1,DDX17,0.0843577059358,0.403382389043
-0.760522719512,11.1672059236,0.00111823229171,-216.833176715,PCBP1,UBL4A,0.087129978711,0.403382389043
0.610144125231,11.0289972851,0.00118361361402,-229.291957938,MEPCE,LARP7,0.0829067159051,0.403382389043
-0.407791989011,11.1065630776,0.00113911623425,-183.754663503,BCAR1,INPPL1,0.0834411378434,0.403382389043
-0.496551648697,10.9581510115,0.00122581589716,-225.73702372,SMARCA2,SMARCA4,0.0824180460401,0.409244209159
-0.618736413311,10.9347276605,0.00124545372945,-218.182425007,BACH1,HDAC1,0.0835128147884,0.412054439283
-0.531212189164,10.7897030804,0.00133809215654,-218.250026647,HCFC1,HDAC1,0.0824965790597,0.434535852852
0.447765366409,10.7348655733,0.00136922344621,-209.814159707,NPM1,LARP1,0.0808744976459,0.434535852852
0.512801316019,10.6942234371,0.00139712692586,-216.537770204,CUL7,MDN1,0.0805929840808,0.434535852852
0.554650442898,10.621196498,0.0014577294698,-212.407745682,RAB11FIP2,KIF21A,0.0819402750857,0.434535852852
0.398789666301,10.7442327475,0.00136287386758,-191.305668319,RAVER1,FN1,0.0809393562726,0.434535852852
-0.487817042189,10.5885120973,0.00147544932806,-182.409414303,APBB1IP,PACSIN3,0.0804668426487,0.434535852852
0.589832334969,10.6600168565,0.00143300139413,-216.976861386,YWHAE,CDK16,0.0828541540485,0.434535852852
0.441227018574,10.6726246779,0.00141219300736,-203.71174809,LARP1,YWHAB,0.0804433070034,0.434535852852
0.509704571113,10.6185005146,0.00145068480451,-199.429786226,HSPD1,MCM2,0.0800680182128,0.434535852852
-0.552168725338,10.7437094355,0.00136322779764,-221.237182105,APC,GSK3B,0.0809357330842,0.434535852852
-0.613256620727,10.5635181228,0.00149089199051,-230.10994531,NAF1,SF3B1,0.0796864648162,0.434535852852
-0.580875065005,10.6702358385,0.00141971132403,-211.89845529,SLMAP,STK4,0.0816577376635,0.434535852852
-0.506142009174,10.6713090151,0.00141311611703,-225.378268403,NPM1,DDX3X,0.0804341880266,0.434535852852
-0.396327466526,10.6450452972,0.00148553765545,-152.035020409,SEC16A,TRPS1,0.0912601582871,0.434535852852
-0.615655989644,10.6492519684,0.00144698724094,-201.621705082,UGDH,TERF2,0.0840846021816,0.434535852852
-0.655629111836,10.4882462501,0.00154780185443,-229.335444988,CDK2,EEF2,0.0791635978807,0.44757067167
0.56591214612,10.3774457712,0.00163566641812,-233.008268685,JUP,COPS5,0.0783928539392,0.449269956782
-0.577626841343,10.3808607382,0.00163931418715,-208.954629763,RANBP2,CUL7,0.0796195137801,0.449269956782
0.56591214612,10.3774457712,0.00163566641812,-233.008268685,KRT17,COPS5,0.0783928539392,0.449269956782
-0.330679937545,10.422457457,0.00159936965131,-160.372497231,MAP1S,MAP1B,0.0787061172033,0.449269956782
-0.497270314334,10.4639133653,0.00156667275042,-226.777308478,RNPS1,DDX17,0.0789944453506,0.449269956782
0.621489014186,10.423968498,0.00159816563672,-228.812329437,HNRNPA1,DDX1,0.0787166297481,0.449269956782
-0.376910371612,10.3810081144,0.00163276317885,-172.865601032,KCTD3,IQGAP1,0.0784176541803,0.449269956782
-0.607695478606,10.306290494,0.00171528555134,-201.781691609,FXR2,TERF2,0.0815976025711,0.466608493239
-0.482334805232,10.1539911005,0.00182881062057,-197.624883141,FHOD1,VCP,0.0768345398872,0.469659029579
0.492813266439,10.1855571929,0.00180016272573,-233.563529223,RSF1,SMARCA5,0.0770549930659,0.469659029579
-0.636189699851,10.252462253,0.00174766824356,-209.014731888,ZNF638,CUL7,0.078712233732,0.469659029579
0.445485447407,10.1542071077,0.00182861299731,-224.658446875,ANK1,SPTB,0.0768360488095,0.469659029579
0.427245663709,10.2205839528,0.00176891377497,-191.550729289,CLTA,FN1,0.0772994918587,0.469659029579
-0.489437083995,10.1612573957,0.00182217479083,-227.442169095,DOCK2,SNW1,0.0768852960081,0.469659029579
-0.431318799616,10.2089611411,0.00177922068128,-227.419794168,CDK12,SNW1,0.07721837501,0.469659029579
-0.511608142932,10.2080965529,0.00178679822441,-218.521891444,MECP2,HDAC1,0.0783983240915,0.469659029579
0.541387562847,10.1361442822,0.00184521465658,-225.111690726,CDC5L,CTNNBL1,0.076709853593,0.47058099339
-0.636800163974,10.1832529223,0.00188892561479,-185.434429804,SSRP1,CHD1,0.0915898092079,0.473675231127
0.291889794848,10.1020073418,0.00187701484812,-160.522713332,NPM1,MAP1B,0.0764712629662,0.473675231127
-0.574812814929,10.0818650011,0.00189604234222,-225.615809274,HIST1H1E,CBX3,0.0763304258385,0.473675231127
0.366333687608,10.0519275195,0.00192469021494,-190.803624739,CRYAB,CASP6,0.076121020786,0.474378009756
-0.561928455904,10.0652480007,0.00191188894332,-229.614957071,NONO,PTBP1,0.0762142058797,0.474378009756
0.427168367507,10.0396089132,0.00198842884281,-180.650928091,SLC9A3R2,PDPK1,0.0843383895907,0.475895433854
-0.406628073781,10.0021553804,0.00197330787973,-173.043289243,CDK2,IQGAP1,0.0757726671324,0.475895433854
0.430479838879,10.299309226,0.00194996780108,-104.526345117,RALBP1,REPS2,0.119344051747,0.475895433854
0.422828319765,9.99311100396,0.00198227725698,-191.657486256,TLN1,FN1,0.0757093376158,0.475895433854
0.625818971816,9.97971396035,0.00199564036634,-230.037844281,OTUB1,CTNND1,0.0756155143915,0.475895433854
-0.453562474511,9.91611030361,0.00206035922306,-205.999759776,CUL7,TRIM28,0.0751698202804,0.478890076631
-0.62652721927,9.94508977523,0.00203060791603,-229.540520907,SFN,TRIM25,0.0753729433371,0.478890076631
-0.496680272438,9.92949466184,0.00205402281391,-218.652550929,EMD,HDAC1,0.0764221756398,0.478890076631
0.554396852562,9.94061875501,0.00203516901623,-223.181797621,EIF3A,EIF3F,0.0753416108611,0.478890076631
-0.443205001988,9.50300109276,0.00253680007194,-192.039162766,WDTC1,CUL4A,0.0722645187851,0.480219289945
-0.626521267484,9.61767010456,0.00239416056687,-233.3651406,SF3B3,COPS5,0.0730727879996,0.480219289945
-0.382988674899,9.43432483579,0.00262639177093,-202.516436593,PGR,DNAJA1,0.0717797641338,0.480219289945
-0.467084632961,9.51481115523,0.00252171335767,-209.866125847,CTNNA1,SPTBN1,0.0723478296601,0.480219289945
0.374663791967,9.68552686401,0.00231366740467,-181.109793383,PTEN,PPL,0.0735504280133,0.480219289945
-0.653660433773,9.8235378751,0.002182452712,-220.117042413,HPS5,HERC2,0.0780739283047,0.480219289945
-0.631204807614,9.54109094238,0.00248847305814,-230.495940073,CDK2,RPS2,0.0725331595931,0.480219289945
-0.565416334484,9.61984382757,0.00248957178663,-171.741639358,NCOR1,RUNX1,0.0861839928968,0.480219289945
-0.534800950026,9.43026325812,0.00263179131972,-225.8878115,PGK1,U2AF2,0.0717510794268,0.480219289945
-0.320664218606,9.86478060915,0.00211416185345,-160.200002244,AJUBA,TRIP6,0.0748098208147,0.480219289945
0.373410614401,9.46281407629,0.00258883692081,-187.301315032,SYNPO,SEC16A,0.0719809182755,0.480219289945
-0.392013778116,9.49177779944,0.00255122338339,-184.251539456,TUBB,HSP90AA1,0.072185333245,0.480219289945
0.499028691451,9.55706307689,0.00246849132107,-210.171203468,KDM1A,RPA1,0.0726457618722,0.480219289945
0.578839688369,9.74691286987,0.00224325081952,-221.824868812,STIP1,TUBA1C,0.0739820968671,0.480219289945
-0.608891695595,9.98071419977,0.00216138951312,-146.080001971,MYO1C,AFAP1,0.100834938205,0.480219289945
-0.366460732454,9.49648098961,0.00254516895139,-180.762985788,CDC5L,LMO7,0.0722185180785,0.480219289945
0.435773196685,9.43301522683,0.00262813154548,-188.771287854,USP19,STUB1,0.0717705152739,0.480219289945
0.465002059119,9.59273802159,0.00242445513359,-206.22745279,VCP,VCL,0.0728971686874,0.480219289945
0.508693492,9.54844015677,0.00247925830638,-216.903966092,CCDC8,ATP1A1,0.0725849743668,0.480219289945
0.578047208676,9.83300093098,0.00214819538741,-221.527945009,RICTOR,MTOR,0.0745867943652,0.480219289945
0.681226033648,9.77433244679,0.00225014906446,-215.221266574,ARID2,BRD7,0.0796121815692,0.480219289945
-0.645951807818,9.81947357671,0.00216285274628,-224.200462661,NCOR1,SIN3A,0.074491828182,0.480219289945
0.552895820752,9.73747937168,0.00227862183845,-221.205973333,UBE4B,UBL7,0.0774429344404,0.480219289945
0.415787883539,9.75484843166,0.00230120586934,-173.141625602,MYL12A,ANLN,0.08354983594,0.480219289945
-0.592373382888,9.69938720347,0.00231821755466,-217.518524907,NCL,UBL4A,0.0765543339834,0.480219289945
-0.449538389468,9.63114316602,0.00237795218294,-203.768001831,JUN,SMARCC2,0.0731676633232,0.480219289945
0.542850309815,9.69754187463,0.0022997078978,-217.072588897,RAP1GAP2,XPO1,0.0736349497234,0.480219289945
-0.686105633124,10.1047819058,0.00218046925419,-127.514004314,RBFOX2,ATXN1,0.123071783046,0.480219289945
-0.396581290064,9.61453119594,0.0024104590577,-217.925277169,ERBB2,PIK3R1,0.0747546261417,0.480219289945
-0.439264352697,9.46937208366,0.00258027067743,-199.96935218,VCP,MCM2,0.0720272100914,0.480219289945
-0.54167766677,9.42302568425,0.00264144147067,-229.443096901,LMNB1,SPTAN1,0.0716999599971,0.480219289945
-0.537351025191,9.73167790041,0.00226051856021,-226.676224843,HDAC5,DHX9,0.0738750014842,0.480219289945
0.497371848337,9.49569940357,0.00260266279023,-193.688473046,C19orf47,CCDC8,0.0794647794939,0.480219289945
-0.528785601481,9.61127740298,0.00240189087878,-198.124174185,XPO1,DCAF8,0.0730277647375,0.480219289945
-0.552948850272,9.81687039259,0.00227493173323,-168.074023719,THOC5,C19orf47,0.0902145996037,0.480219289945
-0.523397669915,9.80515443177,0.00217848023071,-208.117621613,SFN,KLC1,0.074391282147,0.480219289945
0.573625797756,9.52840091163,0.00250446747794,-233.407206136,APC,COPS5,0.0724436763892,0.480219289945
0.443459485814,9.67907985771,0.00232119372471,-193.213697859,SNW1,OXSR1,0.0735050690525,0.480219289945
-0.56488894234,9.48981338714,0.00255375656806,-230.334036518,FMNL1,SSRP1,0.0721714720151,0.480219289945
-0.584870762208,9.58235853313,0.00244553347699,-221.715982836,HNRNPA1,DNTTIP2,0.0739480176284,0.480219289945
0.516776440711,9.51946010599,0.00251579995257,-221.212699106,HSPA4,H2AFY,0.0723806203152,0.480219289945
-0.589177220392,9.47095424258,0.0025782083948,-222.409369237,CDK2,DDX21,0.0720383775804,0.480219289945
0.576283221568,9.79971911783,0.00218444255969,-231.256766403,DYNC1H1,DYNC1I2,0.0743531107913,0.480219289945
-0.562097779986,9.8830340238,0.00209486527928,-213.934447384,CDK2,GTF2I,0.074937872767,0.480219289945
0.435394804159,9.39833245047,0.00267464121493,-198.018687809,RAD50,MRE11A,0.0715255077839,0.483859724026
0.515360405969,9.38066292078,0.0026986613252,-205.382029489,CDK1,HMGB1,0.0714006362294,0.485811953464
-0.354795304997,9.33747301136,0.00275831423277,-179.27410619,CUL7,GPI,0.0710952692881,0.487059596064
-0.419022629761,9.34887410207,0.00274243651886,-177.348767929,ABI1,EPS8L2,0.0711758982784,0.487059596064
-0.459695929602,9.36450307907,0.00275864273993,-193.301123462,JUN,MAPK9,0.0759092189839,0.487059596064
0.618096929187,9.52370708359,0.00272885615169,-157.717769298,NEDD1,ZNF644,0.0996999318217,0.487059596064
-0.500170070687,9.31455431953,0.0027905191621,-221.908310371,ACLY,GSK3B,0.07093314498,0.488083427521
0.502903268024,9.31419810256,0.0027910227584,-217.824927013,NUP107,NUP133,0.0709306246937,0.488083427521
-0.420105423158,9.13941468128,0.00304978038253,-194.224123493,FKBP5,STIP1,0.069692355296,0.493212337791
0.456920934177,9.15822519425,0.00302078293198,-204.449525604,RNF31,RBCK1,0.069825778602,0.493212337791
0.365361692611,9.20618154679,0.00294813444989,-187.422465393,CLINT1,SEC16A,0.0701657607763,0.493212337791
-0.536471689396,9.17913775051,0.00307552623228,-184.830315906,CTNNB1,FOXO3,0.0796944475344,0.493212337791
-0.601584061637,9.22618389167,0.00291836765476,-224.95858591,STMN1,HUWE1,0.0703074921335,0.493212337791
0.663091292534,9.28850357952,0.00289361722172,-202.54179783,NFATC2,CSNK1D,0.0785241447684,0.493212337791
0.821395958668,9.49962978818,0.0030471436728,-117.329822386,COPS5,FNIP1,0.131030045477,0.493212337791
-0.354565958011,9.2025621277,0.0029535540936,-184.388058415,PRPF4B,HSP90AA1,0.0701401099069,0.493212337791
-0.394137182896,9.2536334725,0.00287802157015,-205.57620697,RNPS1,UPF2,0.0705019223292,0.493212337791
-0.5037143996,9.21175217769,0.00293981312313,-207.11215644,PRKDC,AKT1,0.0702052371438,0.493212337791
0.516561497895,9.16166809635,0.00301550635535,-215.427201298,PNKP,NUP93,0.0698501950251,0.493212337791
-0.549731457272,9.16162889588,0.0030155663803,-224.9890935,CAPZB,HUWE1,0.0698499170299,0.493212337791
-0.47474914841,9.17991367429,0.00298770143089,-200.106009156,TFG,MCM2,0.0699795678863,0.493212337791
0.516074563738,9.27985785581,0.00284001315977,-229.283245698,RUFY1,AP3D1,0.070687598291,0.493212337791
0.397033285426,9.20858235799,0.00294454518033,-198.708515333,PLEC,FMNL1,0.0701827745754,0.493212337791
-0.535814129265,9.25585202468,0.00288405953771,-227.139814818,HNRNPH1,NCBP2,0.0716087657131,0.493212337791
0.48981865799,9.13888603691,0.00305059945048,-213.491342323,TRIOBP,MYO18A,0.0696886050591,0.493212337791
0.582407308171,9.20137165613,0.00295533892482,-231.998105101,ADD3,ADD1,0.0701316727103,0.493212337791
0.439415293024,9.12354183956,0.00307447244054,-199.677570679,PNN,KRT8,0.0695797391648,0.493212337791
0.595681128895,9.11353152026,0.00311506382735,-217.794289894,PCBP2,UBL4A,0.0722645017581,0.497380886938
0.454967267088,9.08482936225,0.00313556236287,-213.074623833,DCP1B,EDC3,0.0693049638654,0.498486546381
-0.567016078036,9.22200497189,0.0031552633975,-148.019004544,UHRF1BP1L,DOK3,0.0958409147116,0.499456435387
0.426006171982,9.06627875676,0.00317016067646,-196.511305864,CCDC8,OBSL1,0.0697050676272,0.499660861298
-0.447258212806,9.03601889251,0.00321437560896,-191.15077368,MCM2,YWHAQ,0.0689582831414,0.501849941935
-0.356665386972,9.02950559404,0.00322504591811,-184.469890563,CDK11A,HSP90AA1,0.0689120023243,0.501849941935
-0.356665386972,9.02950559404,0.00322504591811,-184.469890563,CDK11B,HSP90AA1,0.0689120023243,0.501849941935
0.446110282466,9.01395616244,0.00325066748007,-198.162050445,VCL,VCP,0.0688014958595,0.503702584548
-0.459569450072,9.00118466222,0.00327186868272,-194.278245484,EGFR,AHNAK,0.0687107119331,0.504857586153
-0.607622177976,8.94511860131,0.00336664141502,-229.508612044,ITGA4,DDX1,0.0683119668519,0.509629426333
0.401287859337,8.96627494703,0.00333055093463,-192.141699123,VCP,FN1,0.0684624721185,0.509629426333
-0.549879684706,8.96909904389,0.00332576360387,-226.140360865,RING1,CBX3,0.0684825589347,0.509629426333
-0.325849012386,8.94910264954,0.00338605761968,-181.343497913,IKBKB,TPX2,0.0710533259966,0.509629426333
-0.506827060256,8.94003665959,0.00337537059985,-229.114772904,RALBP1,EPN1,0.0682758069087,0.509629426333
0.674294528812,8.9669762817,0.00337808148448,-207.209454877,KDM5B,HDAC4,0.0735197063588,0.509629426333
-0.61057073912,8.95232359194,0.00345418698905,-193.780304664,LIMA1,SUZ12,0.078562010056,0.517761481575
-0.445914939374,8.85580457427,0.00352350496569,-227.534593085,CREBBP,DDX17,0.0676760545937,0.519667455261
-0.408572568514,8.86662982747,0.00350409754014,-191.045871617,RPA1,TAGLN2,0.0677531761853,0.519667455261
-0.522378431173,8.86650354145,0.00352019955226,-217.030499129,CYLD,TRAF2,0.0693418784113,0.519667455261
-0.56269498583,8.86535806352,0.00351157423523,-220.059703838,EIF4G3,RBFOX2,0.068265765372,0.519667455261
0.385680465162,8.84535307622,0.00354234755709,-187.593205697,ATXN2,SEC16A,0.067601583612,0.520356686746
