logFC,AveExpr,t,P.Value,adj.P.Val,B
CXADR,0.978636767884254,-0.0145976540968588,3.70526343927346,0.000211173765005183,0.0863159914824366,0.425576136557811
SYTL1,-0.977806976867242,-0.00441117493250139,-3.7021217278454,0.000213806640788253,0.0863159914824366,0.415140075102888
SPIN3,0.972288382298339,-0.0269764661599587,3.68122751319564,0.000232116584479393,0.0900494483804457,0.345959387853607
GSTM4,-0.971515834753274,-0.00409431526813395,-3.67830253401259,0.000234794207367044,0.0900494483804457,0.336306033002936
KCTD1,-0.968919722199443,-0.000423596080782572,-3.66847326819546,0.00024400612492477,0.0912999503041683,0.303922571025672
PHOSPHO2,0.960155202109757,-0.0190866723116244,3.63528949979761,0.00027767185961239,0.101422952340802,0.195235528676996
LY6G6D,0.955345495046942,-0.0100698247608486,3.61707923801479,0.00029794950223132,0.104062982055407,0.136011018880015
C2orf54,0.955226971436851,-0.014802046122982,3.61663049010997,0.000298466280583918,0.104062982055407,0.134555328808381
PMEPA1,0.950918099583179,-0.015488965624193,3.60031646444912,0.000317833661455361,0.105454119043048,0.0817570137998089
TMEM123,0.949117586334467,-0.011379357183872,3.5934994551855,0.000326269950933551,0.105454119043048,0.0597653233790005
YIPF4,0.94830982650685,-0.00010602240768922,3.59044115709657,0.000330122403118546,0.105454119043048,0.049912789081926
RPAIN,-0.947874763759418,0.00735545848346691,-3.58879394523538,0.000332214946622008,0.105454119043048,0.0446096496603943
MOCS3,0.945760037097989,0.00674467410967852,3.58078727755255,0.00034256422061609,0.105454119043048,0.0188671330803709
NEURL2,0.945201359563703,-0.00170520439952288,3.57867204183889,0.000345348274552408,0.105454119043048,0.0120759661660941
PLA2G12B,0.944163936605422,-0.000187981351248312,3.57474420519456,0.000350574282719213,0.105454119043048,-0.000524085408867947
GOLGA7B,0.932546123275929,-0.0095629593522188,3.53075744689287,0.00041437584730594,0.122248843721547,-0.140683446839283
VAPB,0.930583991427677,-0.00347766646844754,3.52332852572523,0.000426167150180215,0.122410423040552,-0.164183665689404
ZNF426,0.928806640887,-0.0223277324021105,3.51659921389754,0.000437117734970969,0.122410423040552,-0.18542805558366
NCOA5,0.927637280629764,-0.00232954183661627,3.5121718431399,0.000444465040158285,0.122410423040552,-0.199383083138979
PTCH1,0.927245113558518,-0.00150613098151212,3.51068704064845,0.000446954798534729,0.122410423040552,-0.204059228876378
EDN1,0.926019500916278,-0.00316901469012609,3.50604669004747,0.00045482003215641,0.122410423040552,-0.218660517969331
CLDN9,0.924709387838359,0.00927909542782905,3.50108640830838,0.000463370243275757,0.122561429346438,-0.234247144163172
ASAH1,-0.922789578579796,0.0157948677784754,-3.49381772672031,0.00047617075656437,0.123812467397525,-0.257047562738794
HSF2BP,0.919572481127405,-0.0156416435532143,3.48163732029976,0.000498363092847187,0.125671908719145,-0.295148857338926
SPIN1,0.918442408934692,-0.00558715851264816,3.47735869996093,0.00050638484456977,0.125671908719145,-0.308501147082958
RIF1,0.918231158735769,-0.0127559638916578,3.47655887548642,0.000507897682066813,0.125671908719145,-0.310995337673885
KIAA0226L,0.916288824190268,-0.0112797277916323,3.46920490983291,0.000522006234893609,0.12711266110322,-0.333901219469369
RNF114,0.907075659307476,0.01183388640947,3.43432250594162,0.000594042532813288,0.14239385149826,-0.441891052263735
ZFP64,0.904958378488633,0.00270975612967401,3.42630616784133,0.000611855965818807,0.144407421101943,-0.466554020779498
ENOX2,0.903385159274459,-0.00319108410202743,3.42034972738503,0.000625412548579375,0.145370513753882,-0.484842210335634
WNT5B,0.90158413251899,0.00783308514329754,3.41353077390895,0.000641275031429203,0.146832839659036,-0.50573952663793
TXLNG,0.899394541870519,0.00391233424104764,3.40524066010677,0.000661063689882018,0.14703491230626,-0.53108918051972
LRMP,-0.898952106943263,0.00525080417355739,-3.40356553608321,0.000665130579594721,0.14703491230626,-0.536203918003849
MUC12,0.898327579291902,-0.00459526523463958,3.40120098209409,0.000670910883347773,0.14703491230626,-0.54341944193783
ABHD3,-0.897033279497459,-0.00324500832317433,-3.39630057178335,0.000683039241005846,0.147584577412263,-0.558357260118986
NDUFV2,-0.893302875480829,0.00435258850987582,-3.38217671084727,0.000719145046767854,0.150259887038961,-0.601290235385993
TM9SF4,0.893086903274311,-0.00417091524378803,3.38135900815412,0.000721288754690014,0.150259887038961,-0.603770366407667
ITGAD,-0.892733952074438,-0.00572211647891233,-3.38002268274754,0.000724804878487918,0.150259887038961,-0.607822213868389
ZSWIM3,0.890285186325421,-0.00353747972270296,3.37075129371032,0.000749641564313306,0.153188427469762,-0.635889717078572
REG1A,-0.887517376275628,0.00295822156389503,-3.36027195579773,0.000778664560171569,0.153188427469762,-0.667521257626682
RLIM,0.887455116597733,-0.0111080939274901,3.36003623145564,0.00077932924651675,0.153188427469762,-0.668231651211082
PDX1,0.886843073873477,0.00348890081033451,3.35771894724573,0.000785891531030279,0.153188427469762,-0.675212510485644
PROSER1,0.885028472242782,0.00132647625006489,3.35084859728576,0.000805650258236245,0.153188427469762,-0.695881253472362
NDUFAF1,-0.883523309945576,-0.000545322284123244,-3.34514983037547,0.000822388300359122,0.153188427469762,-0.7129932879048
ELF4,0.883025052183641,-0.0134178344639283,3.34326335284957,0.000827999832535324,0.153188427469762,-0.718651511930346
MAPRE1,0.88301361094311,-0.00523722662869388,3.34322003462198,0.000828129103511619,0.153188427469762,-0.718781401374166
C8orf33,0.882954151582652,0.0162114253328764,3.34299491269559,0.000828801217651406,0.153188427469762,-0.719456401010797
ACADVL,-0.88150664521172,0.00499543320579772,-3.33751443964334,0.000845320416220624,0.153265820060093,-0.735874884156672
HEXA,-0.881170401983145,-0.000996520047517829,-3.33624137308542,0.000849201141066936,0.153265820060093,-0.73968490042872
BCL2,-0.877960808951421,-0.00126978100259728,-3.32408937951062,0.000887084968175814,0.156594293910924,-0.775980062209374
LYG1,-0.877880026259056,-0.000425658064835889,-3.32378352429818,0.000888058377566677,0.156594293910924,-0.776891871478174
RAB22A,0.876059683726751,0.00508707255125701,3.31689143843624,0.000910257277616371,0.157720308632565,-0.797416169462704
PHACTR3,0.874301354932891,-0.00066528234158381,3.31023414575328,0.00093218719300494,0.157720308632565,-0.81720081436469
CXXC1,-0.873881229473001,0.0148843857846666,-3.30864348867037,0.000937498963105582,0.157720308632565,-0.821922165755289
TSPAN6,0.873780628157476,-0.0135809153790305,3.30826259722158,0.0009387750495931,0.157720308632565,-0.823052382147576
CCL24,0.873175224680716,-0.00633699950785918,3.30597045018392,0.000946488385687095,0.157720308632565,-0.829851105582777
ZNF610,0.870653032537727,-0.00732953289814133,3.29642105796719,0.000979259186068648,0.157720308632565,-0.858124790459327
TOMM34,0.87033701082921,0.00866263234788222,3.29522455307282,0.000983438515272888,0.157720308632565,-0.861661616814891
ABHD14A,-0.870205319168568,0.00383767511374829,-3.29472594898247,0.000985184983636086,0.157720308632565,-0.863135093939929
TRIM7,-0.870070733859293,0.00761591354604543,-3.29421638911073,0.000986972793737453,0.157720308632565,-0.864640717267923
SEMG1,-0.867176441651894,0.0328144229770914,-3.28325817105621,0.00102615456906828,0.162291105609036,-0.896963185972892
CIRBP,-0.865571097224237,0.00224452074884797,-3.27718009979377,0.00104850292971573,0.162774403622783,-0.91484469019684
ZBTB33,0.864863577357877,-0.00150175358092827,3.27450132501296,0.00105849473738967,0.162774403622783,-0.922715046280531
ARMCX3,0.864684217029406,-0.00629109716547521,3.2738222403011,0.00106104167670154,0.162774403622783,-0.924709203947028
PKLR,0.861349191980262,-0.00174189482541954,3.26119534257032,0.00110944439293637,0.165033403795432,-0.961713217549229
C12orf57,-0.860682502240055,0.0236530397532816,-3.25867115668154,0.00111936196279065,0.165033403795432,-0.969093371923263
UMODL1,0.860356989715158,0.00326788643638564,3.25743871815368,0.0011242339578858,0.165033403795432,-0.972694670039499
NAT1,-0.858826313427915,-0.00106295092618644,-3.25164335150631,0.00114740776463943,0.165033403795432,-0.989610997090177
SNX24,-0.85763559541586,-0.0111729305743071,-3.24713511713239,0.00116573920379628,0.165033403795432,-1.00274943180803
TXNDC9,0.857546248244236,-0.00142981788489859,3.2467968355357,0.00116712558720047,0.165033403795432,-1.00373455720116
C18orf32,-0.85712165788584,0.00950402131408402,-3.24518927368716,0.00117373472554605,0.165033403795432,-1.00841460922948
DEFA6,-0.856608059507406,0.0145436644906976,-3.24324471431995,0.00118177556917872,0.165033403795432,-1.01407265564357
ZNF665,0.855737524842401,-0.0231919920185855,3.23994874141896,0.00119552091190184,0.165033403795432,-1.02365513785701
ADNP,0.855484019959114,-0.0077027487186691,3.23898893446449,0.00119955131785751,0.165033403795432,-1.02644378203461
NCK2,0.854836262631242,0.000607297312246471,3.2365364294869,0.00120990692093987,0.165033403795432,-1.03356559091446
PTBP3,0.854661718848437,-0.0182670735941083,3.23587558092878,0.00121271141720779,0.165033403795432,-1.03548370091829
SPAST,0.854083966403435,-0.0068024506702907,3.233688124784,0.00122203739061064,0.165033403795432,-1.04182998862882
ZBED1,0.853378399193399,-0.00994594433615352,3.23101674304862,0.00123351635862393,0.165033403795432,-1.04957442941875
TSN,0.85260454235788,-0.00249196375439962,3.2280868066984,0.00124622078782377,0.165033403795432,-1.05806107061962
SQLE,0.852503430981309,-0.000820601853055238,3.22770398408311,0.0012478896317235,0.165033403795432,-1.05916935813845
SYN3,0.850696734404641,0.000143273079405031,3.220863563826,0.00127805919188962,0.1662830708832,-1.0789505040444
TLE6,-0.850000233750563,-0.00506820210818035,-3.21822650941146,0.00128986862955406,0.1662830708832,-1.08656513745697
RBMS1,0.849135495573288,-0.00821320164032898,3.21495248286969,0.00130467073788948,0.1662830708832,-1.09601038271461
STK4,0.848376144144114,-0.000649820584884617,3.2120774661317,0.00131779800203808,0.1662830708832,-1.1042965960356
ZNF570,0.848152551621388,-0.00793550791720257,3.21123091179516,0.00132168651533326,0.1662830708832,-1.10673507503613
TMEM185A,0.848113102160798,0.00126743434239261,3.211081550307,0.0013223736814908,0.1662830708832,-1.10716524043269
RCL1,0.844453352288395,-0.00159991229942926,3.19722519640317,0.00138757550106601,0.171994736485996,-1.14698491144331
NPAS1,-0.844308352892961,-0.00647535219759818,-3.1966762072621,0.00139021884650697,0.171994736485996,-1.14855902151528
ANKS6,0.843017797480284,0.00368667008764785,3.19178997373412,0.00141395114935039,0.173531396657475,-1.16255735153236
MBD1,-0.841136852598375,0.0137509837885349,-3.18466843841996,0.00144920971977017,0.17613725197506,-1.18292113977319
PCDHGC3,0.840666785643406,-0.00669984330887211,3.18288869545565,0.00145814686140621,0.17613725197506,-1.18800315010567
FARP1,0.839283526576004,-0.00657089042549331,3.17765147218989,0.00148474155137967,0.177346142427761,-1.20294142670435
SLC25A21,-0.838947191054456,-0.0255917988129927,-3.17637805619714,0.00149127516936191,0.177346142427761,-1.20656990840446
NCBP1,0.837533292777579,0.00740773419001166,3.17102482835604,0.00151903218686762,0.179257482913355,-1.22180753059929
XPO4,0.836629529653493,-0.00313997678775588,3.16760304759802,0.00153702295305672,0.179355735193179,-1.23153394669052
TRIM45,-0.836167796421261,0.00468102470406158,-3.16585485733966,0.00154628999896122,0.179355735193179,-1.23649912663757
TNFRSF10C,-0.835646746458411,0.0151643862372011,-3.16388208517256,0.00155680931821565,0.179355735193179,-1.24209886843295
FAM46C,-0.834790155256252,-0.00217615938578627,-3.16063890428265,0.00157424609042851,0.179355735193179,-1.25129709746376
ELAC2,-0.83459122711688,0.00984976870338651,-3.15988573294672,0.00157832111668595,0.179355735193179,-1.2534318735068
ARHGEF4,0.832626486671487,-0.0115398401600125,3.15244693524477,0.00161909351683139,0.180278259648372,-1.27448894809271
QPRT,0.832040356149384,-0.026275226860978,3.15022775846186,0.00163144335580446,0.180278259648372,-1.28076118134704
NUCB2,-0.830892663352015,0.00995781395779929,-3.14588242390959,0.00165587679695713,0.180278259648372,-1.29302994914655
CDK19,0.830579385617462,0.00146786119197499,3.14469630810619,0.00166260447616863,0.180278259648372,-1.29637592731619
CUL4B,0.830515098333023,-0.00677113393112842,3.14445290694607,0.00166398815992981,0.180278259648372,-1.29706239476929
FOXA1,-0.830322474707594,-0.0116945403019,-3.14372360543169,0.00166814042944572,0.180278259648372,-1.29911893518097
TGOLN2,0.830296591748072,-0.0190624047431988,3.14362560872161,0.00166869909849872,0.180278259648372,-1.29939523747277
TIMM22,-0.825706850044775,0.018066635516622,-3.12624816829936,0.00177053244040163,0.187638177461539,-1.34825484955427
ITIH4,-0.825625500695323,-0.00480760588069136,-3.12594016763944,0.00177238780748605,0.187638177461539,-1.34911840277332
SFT2D3,0.824303963225279,0.000379811092050209,3.12093663146332,0.00180278008522521,0.187638177461539,-1.36313509035735
DNASE1L2,-0.824138275711883,0.00785295309382101,-3.12030931405008,0.00180662411744266,0.187638177461539,-1.3648908459013
CXorf23,0.823706521679455,-0.0102559281012623,3.11867462947291,0.00181667644267315,0.187638177461539,-1.36946439390364
HOXC6,-0.823621368947022,0.00590892687836587,-3.11835222864291,0.00181866507185954,0.187638177461539,-1.37036612941694
SERINC4,-0.823459860974281,-0.00210154091408256,-3.11774073558829,0.00182244237284201,0.187638177461539,-1.37207618220896
KCNN2,-0.822926467535836,-0.00181838688284153,-3.11572122919831,0.00183496850195284,0.18766834525639,-1.37772139028343
GREM2,0.821986241343655,-0.0331363863825043,3.11216139387548,0.00185724142691594,0.1886883492074,-1.3876634355327
RAB26,-0.820866859960946,-0.0036021561742238,-3.10792325052335,0.00188408209784608,0.190152998374886,-1.39948506507312
DDX18,0.819934877723676,-0.00701012804377941,3.10439462803222,0.00190670060579896,0.190152998374886,-1.40931530859312
RGMA,0.819847125388104,-0.00505456099610103,3.10406238472052,0.0019088430838754,0.190152998374886,-1.41024031626337
ACE2,0.817834650503148,-0.0103794121521981,3.09644285737555,0.00195858858899824,0.19081132853137,-1.43142687978567
TATDN3,-0.817742444171648,-0.00519000824869813,-3.09609375057701,0.00196089605976759,0.19081132853137,-1.43239634514938
OLFM2,0.817621623508503,0.00219409907937894,3.09563630568984,0.00196392338401028,0.19081132853137,-1.43366649862323
TTPAL,0.817299933479094,-0.00683538520483641,3.09441833969484,0.00197200469233218,0.19081132853137,-1.43704741986986
MYO1D,0.81697509930595,-0.0082503829446007,3.09318846950696,0.00198019595017756,0.19081132853137,-1.44046003562556
SMO,0.816584785600586,-0.00712020199338986,3.09171068413266,0.00199007969265493,0.19081132853137,-1.44455876642545
CDK8,0.816041242493797,0.000188923759295771,3.08965274959827,0.00200391903783865,0.190944856891197,-1.45026331447298
RND1,-0.815200118394987,-0.00477080753012253,-3.08646812944758,0.00202550937820742,0.191810736858518,-1.4590835226322
ZNF844,0.814550735529151,-0.0273267304995395,3.08400946994302,0.00204232380421661,0.191839424683138,-1.46588686891727
TTC9B,-0.814224380904666,-0.000283454231909998,-3.08277384310165,0.00205082234848019,0.191839424683138,-1.46930391968259
IGSF9,0.813335830906139,-0.0100287861686522,3.0794096614854,0.00207412561442594,0.192843400308536,-1.47860041958078
GFI1,-0.811695921263972,0.00162449236955852,-3.07320072121232,0.00211777306886469,0.19571540150273,-1.49573140339358
KLK3,-0.810822430047965,0.0132177566741156,-3.06989355437227,0.00214136400883906,0.196710570416766,-1.50484203935394
RILPL2,-0.809879108113138,0.00130006778157574,-3.06632199811025,0.00216711134413358,0.197088846066925,-1.51467000232368
LNX2,0.809731119220382,0.00712802227087479,3.06576169029049,0.0021711762587387,0.197088846066925,-1.51621078066668
DEK,0.808932537338805,0.00325308038735363,3.06273814126171,0.00219323234571683,0.197919867150834,-1.52452031338882
DARS,0.807716999059167,-0.00382527208681655,3.05813593368645,0.00222719881718466,0.199526636694505,-1.53715268974968
C1orf106,0.807367644310319,-0.010227831332911,3.05681322497498,0.00223704983452545,0.199526636694505,-1.54077981433359
RBBP8,-0.806092828565322,0.0120527423122155,-3.05198658415506,0.00227333638854266,0.201591060905393,-1.55400209230736
MRE11A,0.805207646887557,-0.00463907992347876,3.04863515549902,0.00229884867608659,0.202681824941634,-1.56317082867074
FAM189A1,0.803555487974047,-0.00648859066780898,3.04237983767428,0.00234716914497606,0.204648062717666,-1.58025698822514
RANBP6,0.802119225421449,-0.0192674478332236,3.03694193538001,0.00238992910333235,0.204648062717666,-1.59508189392212
RNASEK,-0.802111403151064,0.0114191003693875,-3.03691231910825,0.00239016392549248,0.204648062717666,-1.59516256171259
TNNT1,-0.80188418744517,-0.00780966489888479,-3.03605204686475,0.00239699409552119,0.204648062717666,-1.59750539859349
FBXO6,-0.801166157598704,-0.00486786700971366,-3.03333347974595,0.00241869589313372,0.204648062717666,-1.60490469104789
ESCO1,-0.801080589897586,-0.00826209488960427,-3.03300950778318,0.00242129405644207,0.204648062717666,-1.60578602357134
ABCC4,0.800924632412556,-0.00749318116069335,3.03241902969536,0.00242603609511592,0.204648062717666,-1.60739211655442
UHRF2,0.800864406633534,0.000874989630290417,3.03219100599501,0.002427869592244,0.204648062717666,-1.60801225445957
KCNK5,0.799429814564104,0.00177953891708225,3.0267594283969,0.00247192055937328,0.20722258634615,-1.62277029831969
B4GALNT4,0.798961950995555,-0.00552414503369796,3.02498802777922,0.00248644428198859,0.207307292010798,-1.62757761792816
ISM2,0.797397422999317,0.00556244547736391,3.01906449355854,0.0025355802557735,0.210150439677093,-1.64363277430209
SOWAHC,0.796964041777154,-0.00916931441354786,3.01742364820054,0.00254934735259186,0.210150439677093,-1.64807455807433
SPINK6,0.796057032892738,0.0672892087942489,3.01398957851421,0.00257838155245601,0.210150439677093,-1.65736280166313
LDHD,-0.794889232794256,-0.00640919625278662,-3.0095681147482,0.00261620915448564,0.210150439677093,-1.66930610748842
IFI30,-0.794531982968126,-0.00555164617078204,-3.0082155141073,0.00262788219947949,0.210150439677093,-1.67295626466679
VAV2,0.794396546554364,-0.0197919758706829,3.00770273182819,0.00263231998132778,0.210150439677093,-1.67433964100328
CCL3,-0.793761594921624,-0.00341967410775784,-3.00529871110497,0.00265321663059681,0.210150439677093,-1.68082202753601
NKRF,0.792607409127755,-0.000674528126987019,3.00092879310833,0.00269159031975322,0.210150439677093,-1.69259213625131
CD24,0.792516032207602,-0.0121349575598908,3.00058282658372,0.00269464992706987,0.210150439677093,-1.69352324442415
MED11,-0.79249179042857,0.0187663280685702,-3.00049104362553,0.00269546215678884,0.210150439677093,-1.69377024412785
ASTE1,0.792195844930827,-0.00402083497169648,2.99937055023228,0.00270539597236982,0.210150439677093,-1.69678502631632
CA2,-0.791857427211148,0.00806981326638575,-2.99808925072967,0.00271679641680503,0.210150439677093,-1.70023109089494
RPS6KA3,0.791712577003447,-0.00271092805528141,2.99754082643541,0.00272168945815142,0.210150439677093,-1.70170563213403
FKTN,0.791512067599998,-0.0142239831361436,2.99678166819998,0.00272847595492578,0.210150439677093,-1.70374632581866
GPBAR1,0.791344293157843,0.00363396041745493,2.99614644936602,0.00273416637161273,0.210150439677093,-1.70545346072789
IMPACT,-0.790485870392047,-0.000794734447214796,-2.99289633390549,0.00276345157325521,0.210150439677093,-1.7141824028448
PLAGL2,0.79028666651477,0.000148463388099479,2.9921421185851,0.00277028826954064,0.210150439677093,-1.71620666941733
OTUD6B,0.790029358107351,-0.00538982680084232,2.99116791092613,0.00277914198430195,0.210150439677093,-1.71882062651178
TP63,-0.789980714201515,0.00349643043463239,-2.99098373790938,0.00278081867247571,0.210150439677093,-1.71931469690362
POLA1,0.788977208393135,0.00181548248674953,2.98718431660731,0.00281561491218824,0.21048217867271,-1.72950039926341
PIAS2,-0.788768523492539,0.0032819601135124,-2.9863942047314,0.0028229007458622,0.21048217867271,-1.73161694947027
RARRES3,-0.788669352877823,-0.00814929414605623,-2.98601873012733,0.00282636912890805,0.21048217867271,-1.73262257387394
EDAR,0.787827572755768,-0.00299401449235476,2.98283162617568,0.00285596653129351,0.211658852930308,-1.74115342431644
SRPK1,0.786377566902375,-0.00467968550603159,2.97734168971342,0.00290761371845177,0.214450490647926,-1.75582685333263
ZNF853,0.785581149281248,-0.0108143459667018,2.97432633489456,0.00293634233810416,0.215533147410794,-1.76387475257751
WASF3,0.784810785765631,-0.00308200698120243,2.97140962476978,0.00296437735796203,0.215874802661229,-1.77165161286255
STRADA,-0.7846805642396,0.0123894684531785,-2.97091658682635,0.00296914043162241,0.215874802661229,-1.77296545213986
ANAPC1,0.784272382944597,-0.00817759915483359,2.96937115211696,0.00298411563998581,0.215940179401049,-1.77708228800684
RPE,0.783343285793581,-0.00961746275932983,2.96585345298878,0.00301845928819395,0.216738648736988,-1.78644499124515
TJP2,0.782311235110557,-0.00669504787318455,2.96194595657256,0.0030570309710108,0.216738648736988,-1.79683216738129
DDOST,-0.782279380877558,0.00253298728134613,-2.96182535173858,0.00305822860517375,0.216738648736988,-1.79715254960218
IHH,0.782077324621018,0.013588731743422,2.96106033688874,0.00306583535201184,0.216738648736988,-1.79918447905179
ERBB4,-0.781793253745084,-0.0184367376962585,-2.95998480256865,0.00307655885963919,0.216738648736988,-1.80204028079053
UROD,-0.781704448378105,0.00968722369776268,-2.95964857232442,0.00307991822075897,0.216738648736988,-1.8029328399162
DCHS2,0.780844917931527,0.0115546928438377,2.95639426302074,0.00311260613469862,0.217563585416768,-1.81156651193072
FAM91A1,0.780651520581274,-0.00636244902677334,2.95566203206983,0.00312000448417242,0.217563585416768,-1.81350780923547
YAP1,0.779145494632804,-0.00971903194170609,2.94995999524821,0.00317816779268949,0.220616615871717,-1.82860864811187
RRAGA,0.778378330338789,0.00146194723896796,2.94705539784925,0.00320817434923619,0.221696408520867,-1.83628975155803
TEX10,0.777239823148272,0.00171059546147591,2.94274484136209,0.00325318151905661,0.222078573384464,-1.84767491617652
ZC3H15,0.777202570368272,0.00386014132281483,2.9426037968313,0.00325466385845719,0.222078573384464,-1.84804716544566
VSIG8,-0.777033751026422,-0.00395061007361255,-2.94196462185267,0.00326138912873595,0.222078573384464,-1.84973387300291
POP5,-0.776689466693699,0.00856409607741274,-2.94066111048602,0.00327514366557494,0.222078573384464,-1.85317255052248
SLC35C2,0.776336659185571,0.0164533325508169,2.93932532911763,0.0032892935167207,0.222078573384464,-1.85669477567929
PPP1R3D,0.776056693394591,-0.00327901687349398,2.93826533725588,0.00330056154955073,0.222078573384464,-1.85948865264169
DLX3,0.775549831281459,-0.00511071967084169,2.93634628238468,0.00332105117010593,0.222278656567584,-1.86454424397992
FBXO16,-0.774992768267046,-0.0161200653747293,-2.93423715948187,0.00334370371053617,0.222278656567584,-1.87009674390681
REG4,-0.774911925619941,-0.00117096294266549,-2.93393107727192,0.00334700278124711,0.222278656567584,-1.87090220775595
SLC5A6,0.774555616660742,0.00557710436901031,2.93258203889228,0.00336157858298101,0.222284383799619,-1.87445123848662
DENND4C,0.773945658966955,-0.0160191323428933,2.93027264891587,0.00338666481332999,0.222982081121439,-1.88052295959894
RAB3A,-0.771407485089266,-0.000588327073829651,-2.92066274748957,0.0034928951298781,0.227195227084666,-1.90573741801064
KCNAB3,-0.771026117687962,0.00198289690934155,-2.91921883414465,0.00350911598317543,0.227195227084666,-1.90951880024564
PM20D2,0.770752191687927,-0.00257114397668095,2.91818170982406,0.00352080925457947,0.227195227084666,-1.91223371202212
DRG2,-0.770750603035383,0.00192611368775035,-2.91817569495073,0.00352087717378839,0.227195227084666,-1.91224945452469
BRCC3,0.770330441635495,0.00106519907110003,2.91658490179367,0.00353888212330168,0.227195227084666,-1.91641183872225
