cnv,effect_size,f,f_pval,ll,protein,rsquared,f_adjpval
2,3.20010308916,30.9828575244,7.53724171024e-08,-417.859431909,CBX3,0.123446110344,4.14998726835e-07
2,1.94349587196,30.9541013806,7.63575102877e-08,-420.572550671,SDCBP,0.123345668432,4.1875428261e-07
2,3.15165375875,30.9118216605,7.7829564323e-08,-427.281461831,VDAC2,0.12319794841,4.2514014978e-07
2,2.87132442862,30.8872306943,7.86989096503e-08,-427.916898796,FLOT1,0.123112007769,4.28196429672e-07
2,2.75568373851,30.6332639294,8.82723024307e-08,-428.838370138,EIF4A3,0.122223456891,4.78401262585e-07
2,2.44376529412,30.6073058289,8.9314863303e-08,-432.062617487,ILF3,0.122132536111,4.82160707362e-07
2,3.5783978785,30.589117084,9.00527902982e-08,-429.779134201,KPNA6,0.122068817034,4.84252747829e-07
2,2.39594725961,30.5498268454,9.16679220388e-08,-421.258004984,ELMO2,0.121931143318,4.91027396348e-07
2,3.4226785101,30.451303342,9.58479906475e-08,-420.403187047,RPL7L1,0.121585725192,5.11435996428e-07
2,2.62200209275,30.2751770386,1.0380673619e-07,-427.458967404,TACC3,0.120967558177,5.5177272852e-07
2,3.22931325738,30.1760840423,1.08574916996e-07,-422.805295458,EIF3M,0.120619379577,5.74906265471e-07
2,3.25785673126,29.992407886,1.18006743333e-07,-425.436603766,DDX47,0.119973274947,6.22463050712e-07
2,2.39519181952,29.9499546807,1.20302097076e-07,-423.389261439,KIN,0.119823805205,6.32157787675e-07
2,2.59630007544,29.8951027491,1.23334799107e-07,-426.674403646,COPB2,0.119630606684,6.45638986236e-07
2,2.12183615928,29.8786016568,1.24262162696e-07,-415.36895899,AIDA,0.119572470226,6.46802843155e-07
2,1.71229431986,29.8745106439,1.24493166628e-07,-429.3052721,POLR2H,0.119558055629,6.46802843155e-07
2,3.30616432493,29.8500386475,1.25884101769e-07,-429.232413214,OSGEP,0.119471819213,6.51579882562e-07
2,2.06446226748,29.8079296189,1.28314367574e-07,-420.147759,AKAP8L,0.119323392434,6.61680805922e-07
2,4.11352886202,29.6507643172,1.37811518594e-07,-427.856131132,COX5A,0.118768970719,7.08013080658e-07
2,3.55597658708,29.6133002554,1.40178407244e-07,-415.386819567,TWISTNB,0.118636708161,7.17505773377e-07
2,3.13181701161,29.5259041952,1.45860914917e-07,-418.417399474,TMEM55B,0.118328012037,7.43836842861e-07
2,2.22281511763,29.3327018934,1.59263661554e-07,-415.746134144,LSR,0.117644824247,8.09199927454e-07
2,2.75599210018,29.1757575794,1.71063314879e-07,-434.274275287,ABCF1,0.11708906943,8.65968868727e-07
2,2.90604960372,29.1186797829,1.75570561076e-07,-427.075896639,DSG2,0.116886777853,8.85542027032e-07
2,2.53883620642,29.0639818318,1.80002532393e-07,-424.835335826,CCDC90B,0.116692833777,9.04594544607e-07
2,2.35323820902,28.9519604963,1.89435526054e-07,-429.854326509,WDR91,0.116295370555,9.45125981971e-07
2,3.4105838233,28.956747572,1.89022377267e-07,-425.203453609,SF3B1,0.116312362908,9.45125981971e-07
2,2.67290445081,28.8850650324,1.95305397207e-07,-419.459005068,BRIX1,0.116057847941,9.70906686837e-07
2,1.96713243016,28.8168861008,2.01477212395e-07,-427.032659614,TRIP13,0.115815636762,9.97998234874e-07
2,2.52077895071,28.6101747056,2.21421820951e-07,-432.69118316,MRPL51,0.115080465791,1.09287484483e-06
-2,-3.38137200312,28.5344561005,2.29217345425e-07,-424.924513871,TRAPPC11,0.114810865858,1.12732516505e-06
2,3.51472706463,28.5155096186,2.31210997017e-07,-416.989630353,ZNF318,0.114743380252,1.12909398543e-06
2,2.43319307369,28.5155994557,2.31201502626e-07,-425.20801138,SLC20A2,0.114743700267,1.12909398543e-06
2,3.51930753757,28.4932322253,2.33577586e-07,-433.961152103,ATP2A2,0.114664017085,1.13663459103e-06
2,3.91665982267,28.1656453967,2.71346418704e-07,-422.672519617,SNX3,0.113495344417,1.31579210754e-06
2,1.80114134608,28.1103543322,2.78305244809e-07,-422.140120257,SNAPIN,0.113297788026,1.34481765149e-06
2,1.43171005741,28.0919767978,2.80657943336e-07,-415.032491411,RRM2B,0.113232105126,1.35146089787e-06
2,2.71952778286,28.0571889035,2.85166714704e-07,-426.525811597,PSMB2,0.113107743531,1.3684041657e-06
2,2.25579564732,28.0327004552,2.88384463175e-07,-417.421342661,PRDX6,0.113020180016,1.37905649864e-06
2,2.02215979722,27.9658765187,2.97353087686e-07,-422.632171695,CHCHD3,0.11278114921,1.41704126614e-06
2,1.41644756509,27.9377615773,3.01210282044e-07,-417.187710539,FZD6,0.112680542889,1.43049006799e-06
2,4.08823397622,27.8641991029,3.11543716384e-07,-433.384915569,VEZF1,0.112417199433,1.47449800015e-06
2,3.47102473769,27.7318962525,3.31039378733e-07,-417.304967706,DDX52,0.111943179994,1.56142123348e-06
-2,-3.31794864517,27.6664339542,3.41137384472e-07,-424.150041651,VPS39,0.11170845202,1.60357777327e-06
2,3.46952712045,27.6093465819,3.50197509809e-07,-417.700768063,ORC5,0.111503652681,1.64058630019e-06
2,2.81344197613,27.5393600778,3.6163758975e-07,-414.903304459,RPRD1B,0.111252449183,1.68845658458e-06
2,3.02159872562,27.4993894607,3.68340048332e-07,-430.910317273,VCL,0.111108918372,1.71395941682e-06
2,2.24436752631,27.4550458897,3.7592289912e-07,-431.420449041,RNASEH2A,0.110949630431,1.74337398182e-06
2,1.45101579641,27.4286261224,3.80515589247e-07,-416.469390836,NDUFB5,0.110854700009,1.7587710513e-06
2,1.30117378225,27.2504783961,4.13001381662e-07,-429.469036804,BOP1,0.110214057311,1.90255969819e-06
2,1.24855806066,27.2227084162,4.18312256033e-07,-420.418620556,C8orf82,0.110114109624,1.9206230493e-06
2,2.19705994077,27.1973596067,4.23220373264e-07,-427.737770617,IARS2,0.110022856433,1.93672369487e-06
2,1.86330807109,27.1639862448,4.29771163216e-07,-417.174018363,SSR3,0.109902687109,1.960210388e-06
2,3.82085689118,26.9582002813,4.72493236798e-07,-422.038318706,ETFA,0.109160984533,2.14797912255e-06
2,1.83111294711,26.9330320779,4.78004961242e-07,-418.630206048,IRF2BP2,0.109070187375,2.16591100471e-06
2,2.4197823612,26.8649399931,4.93245016592e-07,-422.906289646,YBX1,0.108824444629,2.22040590531e-06
2,2.16624527348,26.8695663916,4.92194170279e-07,-425.948030849,RPS16,0.108841145486,2.22040590531e-06
2,2.53107584608,26.8076153076,5.06455635687e-07,-424.771128677,SUMO2,0.108617456046,2.27247301467e-06
2,2.44473548447,26.7762474287,5.13835342733e-07,-408.065072262,RBM39,0.108504151869,2.29812441313e-06
2,3.90199774851,26.7628856002,5.1701182998e-07,-427.51054855,LRRC47,0.108455878748,2.30487209365e-06
2,2.15882983544,26.7268970097,5.25666482074e-07,-425.777729325,PARP1,0.10832583449,2.33591986568e-06
2,1.99444865125,26.7017970575,5.31789197851e-07,-402.110727326,RRP15,0.108235113712,2.35555343407e-06
2,3.81831895261,26.6899435797,5.34705680567e-07,-423.000885411,SH3D19,0.108192264315,2.36090495381e-06
2,2.07470567853,26.6758766852,5.38187760387e-07,-428.423786145,TPM4,0.108141408247,2.3687117352e-06
2,1.78737092352,26.589648301,5.60039437813e-07,-422.821087769,PRPF3,0.107829539821,2.45706191447e-06
2,2.18491680732,26.4853106238,5.87684109261e-07,-416.636733646,ICAM3,0.107451882454,2.5701880981e-06
2,3.82354034901,26.3326296996,6.30645693058e-07,-424.800312741,LRPPRC,0.106898666781,2.7493764915e-06
2,3.23507308853,26.3112224649,6.36918138859e-07,-424.109411592,SEPHS1,0.106821046161,2.76799015064e-06
2,2.32602529798,26.2853002214,6.44598042946e-07,-424.248356167,RNF170,0.106727036481,2.79258462493e-06
2,2.29936291764,26.2692617049,6.49396560745e-07,-421.756703742,REPIN1,0.106668861242,2.80458139672e-06
2,2.62804602427,26.2254974996,6.62674869589e-07,-416.368805427,FGFR1OP2,0.106510080255,2.82814886755e-06
2,2.7351502303,26.237930507,6.58874939859e-07,-414.011488011,ETNK1,0.10655519421,2.82814886755e-06
2,2.98461651898,26.2243090972,6.63039242464e-07,-433.44637772,MRPL37,0.106505767824,2.82814886755e-06
2,2.41620582443,26.2331338986,6.60338320704e-07,-432.913201374,ECSIT,0.106537789952,2.82814886755e-06
2,2.65271409751,26.2079440084,6.68077557153e-07,-428.571809333,MED8,0.106446378544,2.84087133534e-06
2,3.51212429235,26.161009285,6.82743178871e-07,-426.390932324,MRPS16,0.106276007565,2.8943284454e-06
2,2.89131715158,26.0799309769,7.08849069117e-07,-427.008655218,MFSD6,0.105981543775,2.99580860403e-06
2,2.60497304621,25.9502340052,7.52725979732e-07,-425.636968589,TUBB,0.105510100896,3.16190669906e-06
2,1.5344353505,25.9548449334,7.5111995797e-07,-423.195620715,MCCC1,0.105526869944,3.16190669906e-06
2,2.92143574648,25.8341867575,7.94310340795e-07,-417.806120286,WDR1,0.1050878525,3.32647542721e-06
2,2.32950680953,25.7918354759,8.10058849889e-07,-418.990437032,NDUFA9,0.104933654228,3.38217924636e-06
2,1.58321270313,25.728863454,8.34061260338e-07,-413.745250875,PDP1,0.104704278905,3.47190560779e-06
2,2.07849301915,25.6756398178,8.54908261086e-07,-427.614753602,PDCD5,0.104510320343,3.54799764811e-06
2,3.74714769882,25.6505713323,8.64909082908e-07,-423.232914907,PSMC2,0.104418936187,3.57875554664e-06
2,3.40988822079,25.6055990712,8.83147875135e-07,-422.214663422,AATF,0.104254948454,3.64331451772e-06
2,3.24422342608,25.4869232144,9.33168125428e-07,-428.269583466,PPP2R5D,0.10382191801,3.83820937304e-06
2,3.33199352664,25.4378730479,9.54670371778e-07,-417.814007826,CAPZB,0.103642818983,3.89898683147e-06
-2,-1.96583349065,25.4351755746,9.5586730619e-07,-410.486073963,CNOT7,0.103632967504,3.89898683147e-06
2,2.11918510796,25.4339570519,9.56408491946e-07,-420.977804192,TPR,0.103628517249,3.89898683147e-06
2,2.00362698606,25.4177359818,9.63642396058e-07,-426.047489621,DNAJC5,0.103569270901,3.91692291574e-06
2,2.57849454524,25.4038827775,9.6986413877e-07,-425.730805898,EEF1E1,0.10351866682,3.93065172956e-06
2,1.71184476311,25.3733844143,9.83705140888e-07,-418.433573286,ADRM1,0.103407239847,3.97508919505e-06
2,3.79106129403,25.3620342948,9.88907010558e-07,-427.075139733,PDHB,0.103365764665,3.98445915041e-06
2,3.64291527021,25.2868585635,1.02407049415e-06,-418.555336533,GNB2,0.10309096342,4.11414367127e-06
2,2.25389707405,25.2653652701,1.03435461114e-06,-428.771449235,FKBP4,0.10301236476,4.14341470318e-06
2,3.04833449858,25.2397749456,1.04673542676e-06,-429.829410943,WBP11,0.102918765731,4.17778703349e-06
2,2.83230413317,25.2351657842,1.04898125949e-06,-426.085624099,NCKAP1,0.102901905212,4.17778703349e-06
2,1.20926850017,25.2173142965,1.0577255672e-06,-421.814251793,PLEC,0.102836597688,4.20050785596e-06
2,2.81841821583,25.173298251,1.07960262959e-06,-425.267015618,RPN2,0.102675529638,4.27510267647e-06
2,2.23751295559,25.1538159633,1.08943141303e-06,-412.826068244,TOR1AIP2,0.102604219577,4.30169775086e-06
2,3.18935768901,25.0669765778,1.13435474296e-06,-426.327224993,PDHX,0.10228622774,4.46286210729e-06
2,2.40248684301,25.0625280917,1.13670583341e-06,-429.022592783,NDUFS8,0.102269932033,4.46286210729e-06
2,1.24484795462,24.9503774956,1.19763611202e-06,-429.433004749,RPL8,0.10185890608,4.68876234224e-06
2,3.53411699531,24.9165939178,1.21663024801e-06,-433.186455478,ZNF428,0.101735017294,4.74966949929e-06
2,3.48426271556,24.8970090778,1.2277806843e-06,-430.119779885,DAD1,0.10166318148,4.77969832593e-06
2,2.38036243716,24.8826352812,1.23602999965e-06,-419.413429939,ZFR,0.101610452095,4.79829623459e-06
2,3.98968818668,24.7640609132,1.30625675818e-06,-441.060478895,HNRNPUL1,0.101175233083,5.05671383698e-06
2,3.83337020703,24.7412239872,1.32023894973e-06,-432.289833776,PDIA6,0.101091363294,5.09656488415e-06
2,2.66037917382,24.6626445727,1.36951754335e-06,-425.903536986,HMGN4,0.100802656718,5.27207032009e-06
2,2.39599945667,24.6360899397,1.38658781257e-06,-421.972327271,GMIP,0.100705051106,5.32295654716e-06
2,3.40917401194,24.5715304023,1.42899246022e-06,-426.743865334,PSMB5,0.100467664253,5.47054731309e-06
2,3.15956013043,24.5604657765,1.43639066392e-06,-426.509241113,PARS2,0.100426966798,5.48367927495e-06
2,2.20257198216,24.5481178431,1.44469269888e-06,-419.731136927,MRPS22,0.100381544784,5.50017991694e-06
2,2.9658307945,24.4376994115,1.52112403828e-06,-427.322782285,BSDC1,0.0999751653296,5.77525665081e-06
2,2.52749521181,24.4004871998,1.54779369577e-06,-434.900051853,CCDC137,0.0998381283087,5.86041339055e-06
2,2.1624874061,24.2602034919,1.65265922906e-06,-409.269702738,CSE1L,0.0993211466504,6.24036900154e-06
2,2.7383190687,24.2118388013,1.69045615461e-06,-423.188985068,CMAS,0.0991427726034,6.36569592826e-06
2,1.71596982557,24.1583282328,1.73329486064e-06,-416.280696845,CCT3,0.0989453376737,6.50927580816e-06
2,2.07408532275,24.0521711023,1.8215603036e-06,-434.393708144,FNTA,0.0985533994376,6.82221230238e-06
2,3.35983681211,23.9850660062,1.87968828424e-06,-426.189067533,AKT1,0.0983054676205,7.02088975357e-06
2,3.11032524355,23.9677431223,1.89499624386e-06,-425.734254888,XAB2,0.0982414429693,7.05898870354e-06
2,2.1490860049,23.892800508,1.96268882689e-06,-424.400390263,NDUFV1,0.0979643534302,7.29149451278e-06
2,2.02184129477,23.8784201043,1.97595525458e-06,-423.733098548,COPA,0.0979111644813,7.32109962956e-06
2,3.77212458256,23.8417902816,2.01015897261e-06,-432.824738099,RSL1D1,0.0977756530333,7.42425225249e-06
2,2.72595491037,23.837143888,2.0145402277e-06,-435.088228484,MYO18A,0.0977584608641,7.42425225249e-06
2,2.47521152876,23.8267241651,2.02440053134e-06,-413.715328202,DSN1,0.0977199043569,7.44074876146e-06
2,1.81349437715,23.7580471167,2.09062365778e-06,-416.5541044,C1orf131,0.0974656935339,7.6637716049e-06
2,2.53226012619,23.704875405,2.14339788648e-06,-429.397615218,ALYREF,0.0972687779251,7.83644412463e-06
2,2.25308782929,23.6681944871,2.18058850528e-06,-421.123411073,RASA2,0.097132884072,7.95138077651e-06
2,3.51972041616,23.6523039768,2.19690190281e-06,-418.335435091,TM9SF2,0.0970740009051,7.98978534127e-06
2,2.03657424879,23.6223563856,2.22798295814e-06,-406.60297925,CTSA,0.0969630075666,8.08155498203e-06
2,1.88286229011,23.6022762919,2.24907189724e-06,-425.617610464,NDUFB7,0.0968885703828,8.1366946649e-06
2,3.17172883693,23.5663995206,2.28725535744e-06,-431.948697266,SNRNP40,0.0967555441432,8.2532295143e-06
2,2.9789974669,23.5362848208,2.3198123272e-06,-418.173453259,HSPD1,0.0966438526322,8.34890790674e-06
2,2.31641335689,23.5204617234,2.33710619485e-06,-419.616998603,PLEKHA2,0.096585155748,8.38930067865e-06
2,2.67742080358,23.507125197,2.35178365235e-06,-408.920860861,ZNF24,0.0965356770485,8.42011659987e-06
2,2.33109746262,23.3287797061,2.55726822704e-06,-421.928159713,PRPF4B,0.0958734915546,9.13215682112e-06
2,2.31374567491,23.3173582104,2.57103082479e-06,-428.678760895,DIEXF,0.0958310511912,9.15764072127e-06
2,2.79137565323,23.2414739414,2.66439269903e-06,-419.435492777,NUP107,0.0955489767627,9.46578588703e-06
2,1.89627528772,23.1132597279,2.83000282426e-06,-413.114236641,SRP9,0.0950719831314,1.00283689824e-05
2,2.49731905975,23.1037336752,2.84271544418e-06,-429.164248447,NSUN4,0.0950365234047,1.00476540764e-05
-2,-2.12074022578,23.0904111049,2.86059155554e-06,-418.121261572,GTF2E2,0.0949869268803,1.00850447188e-05
2,3.01124055602,23.076418136,2.87948972166e-06,-422.753608486,ZC3H15,0.0949348287791,1.01258391739e-05
-2,-3.66351922302,23.0584284713,2.9039713886e-06,-430.047543709,GLUD1,0.0948678415159,1.01860113174e-05
2,2.27697562316,22.9698173494,3.02766982211e-06,-418.434383123,THRAP3,0.0945377397077,1.0593011884e-05
2,1.63063605628,22.9134213121,3.10916092536e-06,-414.994390449,RFX1,0.0943275229024,1.08506575729e-05
2,2.55061807602,22.845508812,3.21024567338e-06,-425.045428508,DSC2,0.0940742487839,1.11752128983e-05
2,2.28218292247,22.7825441594,3.30693610127e-06,-435.898713482,NOP2,0.0938393006723,1.14540994786e-05
2,2.09086661637,22.7863100215,3.30107111651e-06,-423.566696362,CREG1,0.0938533561447,1.14540994786e-05
2,2.37973271418,22.7206081676,3.40492315075e-06,-420.313404381,EMD,0.0936080720098,1.17640094858e-05
2,3.29783754332,22.390858305,3.97832340791e-06,-429.688646712,FAM103A1,0.0923750114241,1.37108302986e-05
2,1.89886306994,22.3625310888,4.03192678971e-06,-410.892978678,CDC73,0.0922689286513,1.38610020482e-05
2,2.56024993287,22.3408806364,4.0733882351e-06,-417.188854316,TTI1,0.0921878330132,1.39687904241e-05
2,3.24974025233,22.2753950868,4.20144147741e-06,-427.000922485,MICU1,0.0919424569665,1.43722577272e-05
2,3.62813703256,22.1705183262,4.41506867444e-06,-432.251795159,ALG9,0.0915492045831,1.50657405138e-05
2,3.24782821787,22.1192202209,4.52353155167e-06,-427.651239209,NGDN,0.0913567299645,1.5397834001e-05
2,2.16487961726,22.0932935323,4.57937221733e-06,-427.594274113,PHB2,0.0912594199119,1.55496127871e-05
2,2.19319433082,22.0685756648,4.63325905806e-06,-430.603269765,RRAGC,0.0911666274907,1.56940294565e-05
2,1.51638059562,22.0282028663,4.72265901322e-06,-418.086112482,RBM12B,0.0910150247178,1.59577377904e-05
2,1.94985544234,21.9091635909,4.9965535874e-06,-425.238632313,MRPL48,0.0905677290833,1.68420416044e-05
2,2.0667493532,21.8745640311,5.07913983073e-06,-432.150113126,HNRNPL,0.0904376370402,1.70787621559e-05
2,3.01542581157,21.8592798406,5.11606067276e-06,-429.076559561,RPL23A,0.0903801576479,1.71611549751e-05
2,3.47102464347,21.7477808338,5.39375143078e-06,-424.560910397,PPP1CC,0.0899606224257,1.80488244003e-05
2,2.78864697264,21.6566217932,5.63209246285e-06,-412.753478503,HAT1,0.089617332364,1.87819171364e-05
2,2.56839972995,21.6536605013,5.64001129638e-06,-432.535116786,NUP155,0.0896061762788,1.87819171364e-05
2,2.69403053066,21.6060867725,5.76878532959e-06,-432.208286136,SNRPC,0.0894269141194,1.9164570494e-05
2,1.90820690935,21.4937325896,6.08485482009e-06,-428.372114195,NDUFB2,0.0890032729178,2.01661135764e-05
2,2.37392039259,21.475468884,6.13786584204e-06,-426.026600158,P4HB,0.08893437078,2.02931353916e-05
2,2.45695816373,21.3617759007,6.4785451121e-06,-413.021184497,CDS2,0.0885052151319,2.13683755249e-05
2,3.0514900073,21.333075918,6.56753076428e-06,-434.420621695,AIM1,0.0883968177045,2.16103036101e-05
2,2.77417353567,21.3252814364,6.59191091896e-06,-413.309664515,MED20,0.0883673741495,2.16390044893e-05
-2,-3.20207304573,21.3158859068,6.62142079065e-06,-428.607848412,TBP,0.0883318801274,2.16843685608e-05
2,1.84268411286,21.2106658335,6.96118176729e-06,-427.54282676,SDHC,0.0879341954477,2.27431517787e-05
2,2.12370998861,21.1999336653,6.99681392018e-06,-420.219860996,LETM1,0.0878936131664,2.28056529191e-05
2,2.56350813682,21.1727919173,7.08775431873e-06,-434.604697161,AFAP1,0.0877909641006,2.30477093376e-05
2,2.61753168069,21.1639564381,7.11761571922e-06,-415.554182424,CTNNBL1,0.0877575436674,2.30904810422e-05
2,2.42727129244,21.055082403,7.49620813595e-06,-433.154931806,OSCP1,0.0873455236583,2.42617321871e-05
2,1.83316350448,21.0342925545,7.57078838995e-06,-427.319702916,PPOX,0.0872668047834,2.4445863446e-05
2,1.81481537472,20.9668260032,7.8180295092e-06,-419.987104431,ARPC5,0.087011255246,2.51853538035e-05
2,2.50982284553,20.845741575,8.28245610419e-06,-393.602967723,TRMT6,0.0865522530673,2.66194286884e-05
2,1.7522618185,20.8234745241,8.37085706659e-06,-418.417687505,ADNP,0.0864677937451,2.68411240511e-05
2,2.34384488997,20.7808217249,8.54286741611e-06,-426.845851207,MRPS15,0.0863059672943,2.73292656691e-05
2,1.85641789767,20.7236693222,8.77897797512e-06,-426.313553818,MRPS33,0.0860890388574,2.79551787134e-05
2,1.93505829347,20.7276765479,8.76220978847e-06,-429.700784348,BPGM,0.0861042520959,2.79551787134e-05
2,1.86173434833,20.5883386854,9.36476362279e-06,-438.277060324,GADD45GIP1,0.0855749650955,2.97519616706e-05
2,1.77394278257,20.4909295726,9.81077130191e-06,-417.478607102,ATP9A,0.0852045838446,3.10974448148e-05
-2,-2.25256398092,20.4421787606,1.00420045758e-05,-428.981911554,BSG,0.0850191046596,3.17575522283e-05
2,2.54888411895,20.4212140558,1.01431336598e-05,-437.346468795,DPH2,0.0849393184207,3.20041340591e-05
2,2.23114891489,20.4119276314,1.01882583532e-05,-427.025650703,C1RL,0.0849039722466,3.20732871166e-05
2,2.19884518552,20.3288732872,1.0600988268e-05,-432.595401268,TCIRG1,0.0845877276797,3.32967404235e-05
2,1.51982649416,20.3045964094,1.07247987954e-05,-412.788552142,POLR3C,0.0844952477513,3.36092334131e-05
2,3.57168746422,20.2690459575,1.09087516978e-05,-438.723786905,COMMD4,0.084359788739,3.41083593808e-05
-2,-2.44971409855,20.2057110227,1.124442914e-05,-439.768748099,TRMU,0.0841183622849,3.50785577234e-05
2,1.21806181493,20.1638434284,1.1472054675e-05,-423.565566845,COX6C,0.0839586972815,3.57080620739e-05
2,1.95350976545,20.1277517507,1.16720209309e-05,-435.067707257,PYCR2,0.0838210144558,3.6248838037e-05
2,3.1631419109,20.0573327497,1.20724020031e-05,-432.647423311,MRPL46,0.0835522602871,3.740820531e-05
2,2.28657179249,19.9868475523,1.24870966072e-05,-434.808857984,MRPS18B,0.0832830955371,3.86066387275e-05
2,2.39909163359,19.9529127982,1.26918662434e-05,-426.476034673,PANX1,0.0831534510897,3.91521409563e-05
2,2.98409379309,19.9424532643,1.27556645866e-05,-420.349137242,BCL2L2,0.0831134840585,3.92613105985e-05
2,1.73405463763,19.8857447286,1.31072591245e-05,-435.833875864,RPS20,0.0828967338226,4.02538491333e-05
2,2.69174437067,19.8656742416,1.32340354122e-05,-428.78777996,STRAP,0.0828199962517,4.05530752542e-05
2,2.45502905982,19.8582395346,1.32813117908e-05,-432.120713635,GNL1,0.0827915671069,4.06079046346e-05
2,1.70480065447,19.8362795295,1.34219540981e-05,-432.333176255,NDUFS6,0.082707585226,4.09473301624e-05
2,3.04005141287,19.8259450927,1.3488661861e-05,-425.123910828,TMEM63B,0.0826680578075,4.09699575646e-05
2,2.5030073014,19.8303196216,1.34603838154e-05,-425.400883355,PPFIBP1,0.0826847900335,4.09699575646e-05
2,1.20209657685,19.6673816978,1.4555328456e-05,-419.723842735,GRHL2,0.08206115308,4.41128594872e-05
2,3.04973265007,19.5738181742,1.52244307643e-05,-427.250402169,DNAJC9,0.0817026598457,4.60397446744e-05
2,1.81842538624,19.5471662152,1.54206700171e-05,-422.408807843,KIFAP3,0.0816004903085,4.6531366733e-05
2,2.18196768671,19.5403558543,1.54712247196e-05,-435.276039023,LYRM4,0.0815743793342,4.65822060185e-05
2,1.89169494165,19.4806497902,1.59216869103e-05,-431.556673693,EPRS,0.081345402258,4.78342854567e-05
2,2.41238508594,19.4551430331,1.61181562508e-05,-430.507017481,NCAPD3,0.0812475471883,4.83195052898e-05
2,3.339264528,19.375226876,1.67497712611e-05,-428.792000242,MRPS23,0.0809408188512,5.01042941186e-05
2,2.99012462014,19.3002167639,1.73654187207e-05,-424.430869809,YIPF3,0.0806527341467,5.18337120346e-05
2,3.05225150878,19.2546051893,1.77509366879e-05,-429.258811385,MRPS18A,0.0804774694893,5.28702467729e-05
2,1.70960824553,19.2366210457,1.79053155873e-05,-421.745331935,GMEB2,0.0804083461872,5.32153680465e-05
2,1.94135121992,19.2204932197,1.80449162848e-05,-411.168960006,SLC25A36,0.0803463489311,5.35151809133e-05
2,2.1339770479,19.214995804,1.80927529122e-05,-432.202614481,EMG1,0.0803252143093,5.35421510163e-05
2,2.15292292986,19.1939241434,1.82773044998e-05,-425.931763397,C17orf62,0.0802441960521,5.39727239716e-05
2,2.72758628841,19.1796464456,1.84034355916e-05,-421.320761913,TRAPPC12,0.0801892917337,5.42293134062e-05
2,2.99513962424,19.1395136231,1.87627185427e-05,-425.731004056,EI24,0.0800349274493,5.51703766509e-05
-2,-2.64710664503,19.1260700424,1.88846526016e-05,-414.982393434,SMAD2,0.0799832073473,5.54110188862e-05
2,2.87723960259,19.0797462056,1.93109965516e-05,-433.758406097,PRC1,0.0798049458744,5.65419432929e-05
2,3.42915411007,18.9997501717,2.00703432447e-05,-436.861203278,NPTN,0.0794969457419,5.86410451675e-05
2,2.5283151513,18.9482358007,2.05752808353e-05,-432.684885113,LTBP4,0.0792984963342,5.98632381354e-05
2,2.40182177452,18.9490013062,2.05676840048e-05,-432.458778585,RPS24,0.0793014459263,5.98632381354e-05
2,2.09960917294,18.9168847015,2.08888623692e-05,-421.978884758,SSR1,0.0791776802427,6.06479155341e-05
2,2.36663375567,18.8907355197,2.11541147604e-05,-418.351468958,HM13,0.0790768862534,6.12892800815e-05
2,2.74441791188,18.8741849978,2.13237614156e-05,-424.468540782,C21orf33,0.0790130796175,6.15228356501e-05
-2,-1.9165513183,18.8755545264,2.13096712621e-05,-410.32488105,MAK16,0.0790183598478,6.15228356501e-05
2,2.63489321488,18.8665405769,2.14025832916e-05,-429.77676008,EIF3I,0.0789836053693,6.16216043937e-05
2,1.76716568016,18.8517977432,2.1555431924e-05,-431.339387934,KDM5B,0.0789267567644,6.19326547172e-05
-2,-1.67893980541,18.8291867215,2.17920074323e-05,-420.102999595,LMF2,0.0788395546622,6.24824777417e-05
2,2.84255957811,18.8228743562,2.18585213037e-05,-432.570883586,HDLBP,0.0788152073243,6.25434294859e-05
2,1.63231137873,18.8034310722,2.20646922801e-05,-424.012441571,GMPS,0.0787402048108,6.3002902337e-05
2,2.86164864838,18.6723808796,2.35066845031e-05,-418.352125839,TJAP1,0.0782343596307,6.69819339861e-05
2,2.23360882692,18.6412874355,2.38626137474e-05,-418.156925866,EIF2S2,0.0781142594218,6.78562390923e-05
2,2.98053962044,18.6163105334,2.41524789913e-05,-427.722776704,MKL2,0.0780177620374,6.85394783696e-05
2,2.62041150995,18.5499789215,2.49397237679e-05,-416.127024661,AASDHPPT,0.0777613940918,7.06284800148e-05
2,1.95658875332,18.5323285955,2.51535505735e-05,-408.596814267,MXRA7,0.0776931525577,7.10883576535e-05
2,2.22793118647,18.5268815473,2.52199138928e-05,-428.329840608,ADRBK1,0.0776720905717,7.113045102e-05
2,1.86699511596,18.4922487379,2.56460287965e-05,-428.229517386,PDIA4,0.0775381541149,7.21849527429e-05
2,2.2525430672,18.3744532797,2.71507522311e-05,-421.631234003,RAB3IP,0.0770823090601,7.62649178523e-05
2,2.07507335408,18.2765417717,2.84694032376e-05,-431.546699115,USP5,0.0767030679387,7.98067246944e-05
2,2.67878737879,18.263629407,2.86480836564e-05,-422.745148475,PWP2,0.0766530311507,7.99831345721e-05
2,2.91986802787,18.2666116955,2.8606714263e-05,-425.262053222,GPR108,0.0766645883176,7.99831345721e-05
2,2.64612386638,18.1971517162,2.95861505618e-05,-420.426341484,BCAP29,0.076395337161,8.24356049928e-05
2,1.83946923938,18.1589544844,3.01391759637e-05,-426.950964688,SMAP2,0.0762472044089,8.38075275288e-05
-2,-1.66368823513,18.1221223887,3.06823600544e-05,-416.869614175,REEP4,0.0761043207868,8.51466297093e-05
