cnv,effect_size,f,f_pval,ll,protein,rsquared,f_adjpval
2,2.54550167896,41.8514476884,6.29671088625e-10,-418.377949918,POLD3,0.159828971953,7.70093313699e-09
2,2.34281553363,41.7854674756,6.47777765144e-10,-424.586891408,CLPTM1L,0.159617215877,7.8528848371e-09
2,1.76927951658,41.6866399034,6.75887489299e-10,-414.030013389,SEC62,0.15929984014,8.12240443662e-09
2,3.82942322823,41.4945307064,7.34105534874e-10,-410.984692274,CDC5L,0.158682212566,8.74598145859e-09
2,3.48865853696,41.10598439,8.67814073861e-10,-429.37043067,NOP14,0.157430265285,1.02505901716e-08
2,2.4062192458,41.0219796789,8.99816395483e-10,-418.709236435,DNAJB1,0.157159101043,1.05385276149e-08
2,2.56726486696,40.8430040929,9.7203211622e-10,-410.98430963,ZMPSTE24,0.15658079171,1.12886418875e-08
2,2.63254440754,40.5949540749,1.08190739991e-09,-417.234862232,ECH1,0.155777974363,1.23569919559e-08
2,2.49792453052,40.6033317574,1.07799922615e-09,-411.748222345,NUCKS1,0.155805113786,1.23569919559e-08
2,3.93335365491,40.43870422,1.15747847834e-09,-419.790399743,SEPT2,0.155271484479,1.31117644022e-08
2,2.7962999681,40.3804149699,1.1870171551e-09,-424.593665829,GTPBP4,0.155082381962,1.33370545394e-08
2,4.78718145037,40.2700539833,1.24504611085e-09,-427.545429776,SDAD1,0.154724115844,1.38762397193e-08
2,2.78108871372,40.22603422,1.26898417105e-09,-423.807922214,ZC3HC1,0.154581129212,1.40298889952e-08
2,3.81638051683,40.1626040333,1.30429780813e-09,-428.153198275,FLOT2,0.154375007824,1.43058696098e-08
2,1.93417900201,39.9583955588,1.42487461195e-09,-415.577070926,PSMB4,0.153710733108,1.53841930759e-08
2,2.89004508943,39.9655218404,1.42048294298e-09,-409.888713083,UTP11L,0.153733931936,1.53841930759e-08
2,4.60078086806,39.8085808322,1.52044302697e-09,-420.007873162,GSPT1,0.153222733078,1.62887772347e-08
2,2.05188510658,39.7891715498,1.53328938581e-09,-422.916541656,PPP1R2,0.153159468936,1.63000456245e-08
2,2.83963648842,39.4426928142,1.78198759937e-09,-415.798979107,PTRH2,0.152028536192,1.87992890254e-08
2,2.93645193475,38.9943257901,2.16536372469e-09,-432.204381939,SNRPA1,0.150560540935,2.26191947276e-08
2,2.48679319584,38.9822059153,2.17681107002e-09,-421.081200843,SPINT2,0.150520788784,2.26191947276e-08
2,2.82357175427,38.9115161332,2.24480715817e-09,-423.738096969,PICALM,0.150288858195,2.31516678551e-08
2,2.62611271005,38.7780656341,2.37907827367e-09,-421.774399351,ACTN4,0.14985066659,2.43547124015e-08
2,3.84078640406,38.6177452435,2.55116286232e-09,-419.617785593,TOX4,0.149323648333,2.56165597387e-08
2,4.55631859819,38.5950809952,2.57648466257e-09,-421.288315198,G3BP2,0.149249091849,2.56165597387e-08
2,1.98913068685,38.5965290843,2.57485920742e-09,-419.398950187,ACAP2,0.149253855885,2.56165597387e-08
2,2.66169742858,38.6420661784,2.52426966838e-09,-425.152350987,SMARCA4,0.149403640132,2.56165597387e-08
2,4.22746878747,38.5450265967,2.63331167664e-09,-424.526990624,ZNF574,0.149084386206,2.59945481222e-08
2,1.96325339595,38.4907788927,2.69633035785e-09,-425.984378845,RFC4,0.148905810326,2.6427862089e-08
2,4.30733333649,38.3725960983,2.83894857913e-09,-429.179519624,ARCN1,0.148516509404,2.76297671575e-08
2,2.0514069492,38.0681491031,3.24246935419e-09,-413.575255257,DAP3,0.147512001134,3.13363122202e-08
2,2.35172398432,37.8858435827,3.51136404268e-09,-422.451529706,TECR,0.146909357475,3.32296662762e-08
2,2.77670119426,37.8714553999,3.53352211348e-09,-423.029301731,PSMD12,0.146861758472,3.32296662762e-08
2,4.4474723692,37.8951518634,3.49710395161e-09,-417.952050248,GLOD4,0.146940148311,3.32296662762e-08
2,2.32119246632,37.8707841501,3.53455929276e-09,-424.459486984,ASF1B,0.146859537714,3.32296662762e-08
2,2.44703044358,37.6993835395,3.80972522229e-09,-426.673068252,WIZ,0.146292098265,3.55745963325e-08
2,2.7564532317,37.6434782359,3.90407875369e-09,-422.074738833,PPAN,0.146106854688,3.62109854872e-08
2,4.28411688572,37.4147357714,4.31538385895e-09,-430.785668387,ELAVL1,0.145348072865,3.97590699538e-08
2,3.06737875442,37.2706978222,4.59657925599e-09,-421.727024212,MRPL27,0.144869579543,4.19345620177e-08
2,2.13679304528,37.2629619553,4.61219495419e-09,-407.879445011,COG2,0.144843865872,4.19345620177e-08
2,2.91770289889,37.1886504793,4.76495862251e-09,-419.996656913,SLC25A19,0.144596779096,4.30403452046e-08
2,3.16454016984,37.1104571971,4.93122683394e-09,-429.128217596,TNPO3,0.14433663104,4.42529576916e-08
2,2.56235864544,36.8129530648,5.61924404757e-09,-422.090967821,FBL,0.143345390587,5.01019049918e-08
2,3.29404530768,36.5075223231,6.42675776748e-09,-418.623294797,DCUN1D5,0.142325347781,5.69344822734e-08
2,2.33811622619,36.3341445859,6.93633423537e-09,-425.805218089,DDX39A,0.141745238991,6.10574134604e-08
2,2.51119858078,36.2903568207,7.07136762514e-09,-425.389899988,MRPL21,0.141598604297,6.14630821255e-08
2,1.93226897345,36.296263945,7.05299727968e-09,-426.027497141,POGZ,0.14161838876,6.14630821255e-08
2,2.71701028301,36.2581191648,7.17247754836e-09,-423.037223251,GRPEL1,0.141490616114,6.19522748239e-08
2,2.05741326302,36.2300577303,7.26167777006e-09,-411.583424992,RBM34,0.141396595119,6.23331594921e-08
2,1.90579691878,36.11920447,7.6251510754e-09,-403.063777345,PSMA7,0.141024975244,6.50491283099e-08
2,2.92787058138,36.0871870208,7.73351460713e-09,-424.106241107,LAMTOR1,0.140917581393,6.55688170985e-08
2,2.25018520885,36.0452967411,7.87764638839e-09,-423.046070483,NUP133,0.140777031252,6.63835811509e-08
2,3.7196027072,36.0038564097,8.02290093694e-09,-420.279932464,SUPT16H,0.140637945516,6.71978733021e-08
2,3.21678426205,35.9459161642,8.23053922714e-09,-426.24778165,ADD1,0.14044340579,6.8521718144e-08
2,2.66408314066,35.9162972601,8.33877227907e-09,-426.844684768,EED,0.140343923559,6.90070855669e-08
2,3.85863642867,35.8366781424,8.63689916721e-09,-412.347634757,MCU,0.140076389369,7.10487776731e-08
2,2.09326318638,35.7531873341,8.96110213883e-09,-416.889119289,SMC4,0.1397956667,7.23178563897e-08
2,2.02145572817,35.7432535638,9.00048574459e-09,-424.714921327,S100A1,0.139762254002,7.23178563897e-08
2,3.15765472965,35.7436800899,8.99879114367e-09,-422.755365862,MTX2,0.139763688695,7.23178563897e-08
2,2.91957941784,35.7482110397,8.98080943219e-09,-432.87917343,C1orf50,0.139778929027,7.23178563897e-08
2,2.02748757181,35.7211579285,9.08871481975e-09,-421.823601744,ILF2,0.139687924996,7.26046467103e-08
2,3.97419095766,35.6674304685,9.30691526043e-09,-419.423729184,PDSS2,0.139507133948,7.3920441896e-08
2,2.30648791588,35.646888611,9.39173289266e-09,-419.755924994,NDUFS2,0.139437991226,7.41678563295e-08
2,1.91818139834,35.5317252453,9.88191732066e-09,-410.110609715,NBN,0.139050152036,7.71571171591e-08
2,3.06584898466,35.5333656335,9.87475673018e-09,-426.914899093,RNF121,0.139055678876,7.71571171591e-08
2,2.58064826126,35.5143728348,9.95798577991e-09,-421.029951165,TRIT1,0.138991683484,7.73142491451e-08
2,3.28132384223,35.467837146,1.01649202617e-08,-420.971296748,MED17,0.13883484333,7.84799988922e-08
2,2.29943961516,35.2594159954,1.11463769467e-08,-414.833626909,RSRC1,0.138131695781,8.55794052239e-08
2,4.44756359481,35.0961486019,1.19816906705e-08,-426.473832144,PMPCB,0.137580080273,9.14845110866e-08
2,4.26852944922,34.9077278134,1.30246825347e-08,-417.950035625,KRT10,0.136942603164,9.83612637324e-08
2,1.96427100936,34.9105851908,1.30081997692e-08,-420.960680997,ASH1L,0.136952277461,9.83612637324e-08
2,3.05216442289,34.8329528691,1.3463605971e-08,-428.131591694,USP36,0.136689358566,1.01123388326e-07
2,2.60160576682,34.7824803295,1.37682971425e-08,-418.013695778,GAPDH,0.136518336286,1.02852900816e-07
2,3.93375395326,34.7125114224,1.42022449833e-08,-420.165624117,C6orf203,0.136281139974,1.05524207349e-07
2,3.53644465819,34.6993089824,1.42856637802e-08,-427.471146539,PPIF,0.136236368764,1.0557640291e-07
2,2.12078487739,34.6632542588,1.45160044966e-08,-423.225374264,NACC1,0.136114078804,1.06708075608e-07
2,1.56635653954,34.6281145484,1.47441109248e-08,-411.767253989,ECT2,0.135994859051,1.0781143544e-07
2,2.83529688396,34.5721779993,1.51147150897e-08,-421.734296917,MTMR12,0.135805013223,1.09939664494e-07
2,2.91421258923,34.5195192763,1.54722021478e-08,-418.867117398,NFS1,0.135626215916,1.11950698263e-07
2,1.72126897068,34.3527602166,1.6661663261e-08,-422.561992863,UQCRB,0.135059514146,1.19929263681e-07
2,4.10489506653,34.3249067674,1.68691599922e-08,-430.866130449,MAP2K7,0.134964786594,1.20742135123e-07
2,4.07436012719,34.3142377005,1.69493301113e-08,-429.243081168,SNX29,0.134928496378,1.20742135123e-07
2,3.02852476715,34.2499175559,1.74408725052e-08,-418.224502406,ABT1,0.134709650588,1.23606593857e-07
2,2.38724396712,34.1663198262,1.810133466e-08,-420.846722146,RAB3GAP2,0.134425048329,1.27632880103e-07
2,1.89127010989,34.1347548315,1.83572370548e-08,-425.021638753,CERS2,0.134317538953,1.28780211217e-07
2,1.70612776501,34.1187138735,1.84886815408e-08,-428.198332836,RPL30,0.134262893722,1.29047262068e-07
2,2.30186962432,33.9845878654,1.96256537345e-08,-419.155738323,NFYC,0.133805709043,1.3629474101e-07
2,4.35454241319,33.9674405187,1.97760166969e-08,-425.409913958,USO1,0.133747225429,1.36652275376e-07
2,1.8443508074,33.9364491525,2.0050736024e-08,-431.647631708,EIF4G1,0.133641504659,1.37861279529e-07
2,3.4783163894,33.8478144686,2.08579057572e-08,-426.549660559,SUPT4H1,0.133339002896,1.42701117606e-07
2,2.47199164935,33.7826767678,2.14719621776e-08,-423.655355409,NUP153,0.133116559405,1.45462018281e-07
2,2.63514964905,33.7931888767,2.13716415518e-08,-424.060618791,C19orf66,0.1331524657,1.45462018281e-07
2,2.53626593314,33.7253710967,2.2027278133e-08,-422.916019124,PGLS,0.132920767643,1.47775234854e-07
2,2.63702568534,33.7331030743,2.19515131424e-08,-424.416149166,SPC24,0.132947190042,1.47775234854e-07
2,4.43732190394,33.6423348686,2.28577939595e-08,-430.658012469,ANKRD17,0.132636907344,1.52606141314e-07
2,2.45889516307,33.540133431,2.39235857645e-08,-423.275885094,AP1M2,0.132287275301,1.58953824647e-07
2,2.40152097217,33.4908601839,2.44552305929e-08,-424.386871761,GSTK1,0.13211861035,1.61708749662e-07
2,2.20666619407,33.4000281256,2.5466782358e-08,-417.160621731,FH,0.131807515463,1.67595681994e-07
2,3.02419767564,33.3315832553,2.62568714958e-08,-420.923929536,RBBP4,0.131572948098,1.7197628629e-07
2,2.46316502998,33.3171328605,2.64268207703e-08,-424.401530991,CAP1,0.131523408955,1.72272954267e-07
2,4.00887206396,33.2174460063,2.76299109158e-08,-429.251690605,TOP2A,0.13118150637,1.79270126224e-07
2,1.96959686599,33.1833971637,2.80533966209e-08,-427.193976034,S100A13,0.131064665122,1.8116726229e-07
2,2.43444144994,33.023505347,3.01315201177e-08,-416.153867857,SLC27A1,0.130515563373,1.93682608384e-07
2,2.41295606626,32.9701529684,3.08590234073e-08,-427.180795403,PRDX2,0.13033218576,1.97440603467e-07
2,2.7026373548,32.9528245914,3.10991090738e-08,-416.421299345,SRSF2,0.130272609704,1.98059763779e-07
2,4.05379705841,32.9341499272,3.13599616666e-08,-432.676400397,DLD,0.130208395887,1.98466937878e-07
2,2.80657899209,32.9277219446,3.14502600545e-08,-424.883770532,EBNA1BP2,0.130186290737,1.98466937878e-07
2,1.88316282232,32.8902708761,3.19816118785e-08,-418.216343771,VPS45,0.130057478139,2.00902670982e-07
2,2.76179659005,32.8454711618,3.26291587178e-08,-421.590539785,RPL10,0.129903339818,2.04042974425e-07
2,2.62179066197,32.7868551228,3.34964676694e-08,-418.594416349,TBCB,0.129701582414,2.08523055492e-07
2,2.01471492399,32.6650338563,3.53742677424e-08,-430.348249686,LRCH3,0.129281972095,2.18246598303e-07
2,1.33399271209,32.6698570259,3.52979366758e-08,-414.865617399,PARP10,0.129298593075,2.18246598303e-07
2,2.18484052165,32.6261503212,3.59957607522e-08,-417.556065902,ATP6V1H,0.129147953526,2.21093961598e-07
2,2.30147731502,32.4617706334,3.87474541853e-08,-418.404789574,SSBP1,0.12858093545,2.36942396832e-07
2,3.38478379875,32.3170931483,4.13448423964e-08,-425.635181392,RPL23,0.128081267682,2.5171177177e-07
2,4.34592434665,32.1842416323,4.38847303339e-08,-430.955848402,PARN,0.127621937929,2.66003058428e-07
2,3.66686929158,32.1481349996,4.46018927713e-08,-429.683228262,XRCC1,0.127497016782,2.69169501353e-07
2,2.61485714937,32.0732862322,4.61265257796e-08,-428.142619536,PSMC5,0.127237942233,2.77160254902e-07
2,2.09710990921,31.9443007051,4.88785835933e-08,-425.42261953,C19orf53,0.126791122545,2.9242511916e-07
2,1.41797708113,31.857199126,5.08303221175e-08,-432.232009315,EEF1D,0.126489134464,3.02790970545e-07
2,2.03681128459,31.8232345213,5.16125690146e-08,-414.757217032,MRPL15,0.126371319874,3.0613120334e-07
2,2.71196433241,31.7828775912,5.25578751956e-08,-412.067740612,PHB,0.126231290607,3.1040591248e-07
2,2.40868247692,31.730535657,5.38100336777e-08,-424.851952631,RBBP5,0.126049609255,3.15107909079e-07
2,2.63191299502,31.7320516552,5.37733463454e-08,-414.724713353,ERGIC3,0.126054872419,3.15107909079e-07
2,3.88503527375,31.7180066722,5.41142067457e-08,-427.412970189,ASCC1,0.126006109342,3.15552041024e-07
2,3.54884985536,31.6980391459,5.4602565546e-08,-423.985627407,METTL3,0.125936774293,3.15735337174e-07
2,2.71440218313,31.7053243749,5.44238719134e-08,-402.483787335,MRE11A,0.125962072728,3.15735337174e-07
2,2.5666847008,31.6089609,5.68360599399e-08,-432.756623865,DNMT1,0.12562732578,3.27280978487e-07
2,2.56927383553,31.5486108074,5.84015054099e-08,-418.375706756,TPI1,0.125417551328,3.34899918989e-07
2,2.27209859115,31.439941313,6.13310746715e-08,-419.102906361,DEK,0.1250395667,3.50246054529e-07
2,2.43272183272,31.3973723706,6.25187691774e-08,-428.228230408,MRPL34,0.124891410258,3.55559419766e-07
2,2.85841827767,31.3025891432,6.52474712436e-08,-425.434060645,ATP5H,0.124561347537,3.69557398601e-07
2,2.39835955855,31.1088601153,7.12051863233e-08,-419.468572247,ATP5C1,0.123885951699,4.01655377546e-07
2,2.183933594,31.0933011705,7.17068906214e-08,-422.80540594,SPCS2,0.123831663471,4.01871841347e-07
2,1.57041694259,31.0896499941,7.18251409644e-08,-420.117609551,MRPL47,0.123818922822,4.01871841347e-07
2,2.25590055748,31.0792332225,7.21635926015e-08,-418.795432594,DNM2,0.123782571834,4.02137439417e-07
2,1.43392370006,31.0349181016,7.36215486944e-08,-415.375571323,EIF3E,0.123627893427,4.08614378698e-07
2,4.347779701,31.0254972593,7.39353098153e-08,-435.120705826,UTP3,0.123595003687,4.08714392659e-07
