gene,set
PPID,TCF4
PPP1R12B,TCF4
PPP2R5C,TCF4
PRKCB,TCF4
PSD3,TCF4
PSMA8,TCF4
PTCHD2,TCF4
PTPRG,TCF4
RAD54B,TCF4
RARB,TCF4
RBM6,TCF4
RBMS1,TCF4
RGNEF,TCF4
RHAG,TCF4
RHBG,TCF4
RHOBTB3,TCF4
ROCK2,TCF4
RPS27,TCF4
SALL3,TCF4
SAMHD1,TCF4
SEMA3A,TCF4
SH2D4A,TCF4
SH3RF1,TCF4
SKAP1,TCF4
SMURF2,TCF4
SMYD3,TCF4
SOCS2,TCF4
SP5,TCF4
SP9,TCF4
SRD5A3,TCF4
SSFA2,TCF4
SSR2,TCF4
STARD13,TCF4
STC2,TCF4
STOML3,TCF4
SUDS3,TCF4
SYT6,TCF4
TACC1,TCF4
TAGLN2,TCF4
TBC1D17,TCF4
TBX4,TCF4
TCF7L2,TCF4
TEX2,TCF4
TGFBR2,TCF4
TGIF1,TCF4
TJP1,TCF4
TMEM41B,TCF4
TOMM40L,TCF4
TUBB3,TCF4
UBE2H,TCF4
UBR5,TCF4
UGT2B10,TCF4
VAT1L,TCF4
VCAN,TCF4
VPS13C,TCF4
WHSC1L1,TCF4
WIPI2,TCF4
ZEB2,TCF4
ZFAND2A,TCF4
ZMAT4,TCF4
ZMIZ1,TCF4
ZNF217,TCF4
ZNF503,TCF4
ZNF587,TCF4
ZNF595,TCF4
ZWINT,TCF4
GLCE,TCF7L2
MSLN,TEAD1
MYH6,TEF
ADAMTSL3,TFAP2A
ADM,TFAP2A
ALDH3B1,TFAP2A
ANKRD10,TFAP2A
APP,TFAP2A
BACE1,TFAP2A
BCL2,TFAP2A
BRD1,TFAP2A
BRS3,TFAP2A
C11ORF46,TFAP2A
C3,TFAP2A
CD82,TFAP2A
CD97,TFAP2A
CDH1,TFAP2A
CGB,TFAP2A
CHID1,TFAP2A
CKB,TFAP2A
COL1A1,TFAP2A
COL5A1,TFAP2A
COX8A,TFAP2A
CRK,TFAP2A
CRX,TFAP2A
CSGALNACT2,TFAP2A
CSH1,TFAP2A
CTCFL,TFAP2A
DCUN1D2,TFAP2A
DDX17,TFAP2A
DIABLO,TFAP2A
DNAJC7,TFAP2A
DPP8,TFAP2A
DSCR3,TFAP2A
EPN1,TFAP2A
ETS1,TFAP2A
EXOC5,TFAP2A
F2R,TFAP2A
FADS1,TFAP2A
FAM195A,TFAP2A
FMR1,TFAP2A
FREM2,TFAP2A
GART,TFAP2A
GCN1L1,TFAP2A
GNAO1,TFAP2A
GPRC5A,TFAP2A
HEPH,TFAP2A
HS6ST3,TFAP2A
IGFBP5,TFAP2A
IL2RG,TFAP2A
IMP3,TFAP2A
IQSEC2,TFAP2A
ITGB1BP1,TFAP2A
KCTD10,TFAP2A
KRT8,TFAP2A
LETMD1,TFAP2A
MAPK8IP3,TFAP2A
MARK3,TFAP2A
MIP,TFAP2A
MMP2,TFAP2A
MSRB3,TFAP2A
MT2A,TFAP2A
NDRG4,TFAP2A
NME3,TFAP2A
NPEPL1,TFAP2A
NR1H3,TFAP2A
NR3C1,TFAP2A
NR4A1,TFAP2A
PACSIN3,TFAP2A
PCYT1B,TFAP2A
PDZRN4,TFAP2A
PIM3,TFAP2A
PKM2,TFAP2A
PLAUR,TFAP2A
PLD2,TFAP2A
PPP1R12C,TFAP2A
PSMC6,TFAP2A
PSMD12,TFAP2A
PTPRM,TFAP2A
PVR,TFAP2A
RAB3IL1,TFAP2A
RHOF,TFAP2A
RNF152,TFAP2A
RPS16,TFAP2A
SCN8A,TFAP2A
SDC4,TFAP2A
SERTAD3,TFAP2A
SLC4A8,TFAP2A
SNF8,TFAP2A
SPSB2,TFAP2A
STK4,TFAP2A
TAF4,TFAP2A
TAF7,TFAP2A
TFAP2A,TFAP2A
TIMM8B,TFAP2A
TOMM40,TFAP2A
TRMT1,TFAP2A
TRO,TFAP2A
TUFM,TFAP2A
UFD1L,TFAP2A
UQCRH,TFAP2A
VAV2,TFAP2A
VEGFA,TFAP2A
WDR74,TFAP2A
WIBG,TFAP2A
ZCCHC14,TFAP2A
ZCCHC2,TFAP2A
ZNF23,TFAP2A
ZNF335,TFAP2A
ZNF384,TFAP2A
ZNF566,TFAP2A
PTGDS,TFAP2B
ABCC13,TFAP2C
ABCC3,TFAP2C
ABR,TFAP2C
ABTB2,TFAP2C
ACCN3,TFAP2C
ACOX3,TFAP2C
ACPL2,TFAP2C
ACSBG1,TFAP2C
ACSF3,TFAP2C
ACTN1,TFAP2C
ACTN4,TFAP2C
ADAMTS17,TFAP2C
ADAMTSL3,TFAP2C
ADAP1,TFAP2C
ADARB2,TFAP2C
ADCY5,TFAP2C
ADCY9,TFAP2C
ADIPOQ,TFAP2C
ADRBK1,TFAP2C
AFAP1,TFAP2C
AGAP1,TFAP2C
AGAP3,TFAP2C
AGPAT2,TFAP2C
AHRR,TFAP2C
AIMP2,TFAP2C
AIPL1,TFAP2C
AKT2,TFAP2C
ALDH3B2,TFAP2C
ALDOA,TFAP2C
ALG10,TFAP2C
ALK,TFAP2C
AMIGO2,TFAP2C
AMMECR1,TFAP2C
AMTN,TFAP2C
AMZ1,TFAP2C
ANGPT4,TFAP2C
ANKHD1,TFAP2C
ANKMY2,TFAP2C
ANKRD11,TFAP2C
ANKRD17,TFAP2C
ANKRD2,TFAP2C
ANKRD33B,TFAP2C
ANKS1B,TFAP2C
ANO7,TFAP2C
ANXA11,TFAP2C
ANXA4,TFAP2C
AP2A2,TFAP2C
AP3D1,TFAP2C
APITD1,TFAP2C
APOC3,TFAP2C
ARHGAP17,TFAP2C
ARID4B,TFAP2C
ARMC1,TFAP2C
ARNTL,TFAP2C
ARPC2,TFAP2C
ARSG,TFAP2C
ASAP1,TFAP2C
ASAP3,TFAP2C
ASB2,TFAP2C
ASB4,TFAP2C
ASCC1,TFAP2C
ASNSD1,TFAP2C
ATF7,TFAP2C
ATG16L1,TFAP2C
ATG7,TFAP2C
ATG9B,TFAP2C
ATP1A1,TFAP2C
ATP2A3,TFAP2C
ATP6V0D1,TFAP2C
ATP6V1C2,TFAP2C
ATP8B1,TFAP2C
ATP9A,TFAP2C
ATXN1,TFAP2C
ATXN7L1,TFAP2C
AUTS2,TFAP2C
AXIN1,TFAP2C
AZI2,TFAP2C
B3GNT2,TFAP2C
B3GNT6,TFAP2C
B4GALNT3,TFAP2C
BAALC,TFAP2C
BACE2,TFAP2C
BAG3,TFAP2C
BAI2,TFAP2C
BAIAP2,TFAP2C
BAIAP2L1,TFAP2C
BBS4,TFAP2C
BCAN,TFAP2C
BCAR1,TFAP2C
BCAR3,TFAP2C
BCAS4,TFAP2C
BCL11B,TFAP2C
BCL3,TFAP2C
BCL9L,TFAP2C
BCOR,TFAP2C
BEGAIN,TFAP2C
BFSP2,TFAP2C
BGN,TFAP2C
BHLHE40,TFAP2C
BICD2,TFAP2C
BIK,TFAP2C
BIN1,TFAP2C
BRI3,TFAP2C
BRWD1,TFAP2C
BTBD11,TFAP2C
BTBD16,TFAP2C
BTC,TFAP2C
BZW2,TFAP2C
C10ORF58,TFAP2C
C11ORF46,TFAP2C
C11ORF49,TFAP2C
C12ORF76,TFAP2C
C13ORF29,TFAP2C
C14ORF132,TFAP2C
C14ORF159,TFAP2C
C14ORF182,TFAP2C
C14ORF43,TFAP2C
C14ORF48,TFAP2C
C15ORF29,TFAP2C
C15ORF63,TFAP2C
C16ORF45,TFAP2C
C16ORF72,TFAP2C
C17ORF28,TFAP2C
C17ORF53,TFAP2C
C18ORF1,TFAP2C
C1GALT1,TFAP2C
C1ORF106,TFAP2C
C1ORF130,TFAP2C
C1ORF21,TFAP2C
C1ORF26,TFAP2C
C1ORF86,TFAP2C
C20ORF151,TFAP2C
C20ORF3,TFAP2C
C21ORF129,TFAP2C
C2CD2,TFAP2C
C2CD2L,TFAP2C
C2ORF18,TFAP2C
C2ORF55,TFAP2C
C2ORF70,TFAP2C
C3ORF32,TFAP2C
C4ORF3,TFAP2C
C6ORF125,TFAP2C
C6ORF141,TFAP2C
C6ORF81,TFAP2C
C7ORF41,TFAP2C
C7ORF43,TFAP2C
C7ORF50,TFAP2C
C8ORF31,TFAP2C
C9ORF129,TFAP2C
C9ORF139,TFAP2C
C9ORF150,TFAP2C
C9ORF171,TFAP2C
C9ORF3,TFAP2C
C9ORF86,TFAP2C
CA1,TFAP2C
CA14,TFAP2C
CA2,TFAP2C
CABLES1,TFAP2C
CACNA2D2,TFAP2C
CACNG2,TFAP2C
CADPS,TFAP2C
CALCR,TFAP2C
CALHM2,TFAP2C
CALML5,TFAP2C
CAMK1D,TFAP2C
CAMK2D,TFAP2C
CAMK2G,TFAP2C
CAMP,TFAP2C
CANX,TFAP2C
CAP2,TFAP2C
CAPN8,TFAP2C
CAPNS1,TFAP2C
CAPZB,TFAP2C
CARM1,TFAP2C
CASKIN2,TFAP2C
CASS4,TFAP2C
CATSPERG,TFAP2C
CBX4,TFAP2C
CBY3,TFAP2C
CCBL1,TFAP2C
CCDC109B,TFAP2C
CCDC146,TFAP2C
CCDC33,TFAP2C
CCDC47,TFAP2C
CCDC48,TFAP2C
CCDC60,TFAP2C
CCDC88B,TFAP2C
CCDC88C,TFAP2C
CCNG2,TFAP2C
CD14,TFAP2C
CD55,TFAP2C
CD58,TFAP2C
CD81,TFAP2C
CD9,TFAP2C
CDC25C,TFAP2C
CDC34,TFAP2C
CDC42BPB,TFAP2C
CDC42BPG,TFAP2C
CDC42EP4,TFAP2C
CDC42SE1,TFAP2C
CDH12,TFAP2C
CDH15,TFAP2C
CDH22,TFAP2C
CDH24,TFAP2C
CDH3,TFAP2C
CDH4,TFAP2C
CDK18,TFAP2C
CDK19,TFAP2C
CDKL3,TFAP2C
CDSN,TFAP2C
CDYL2,TFAP2C
CELF4,TFAP2C
CELSR2,TFAP2C
CEP290,TFAP2C
CEP63,TFAP2C
CERK,TFAP2C
CHD3,TFAP2C
CHD5,TFAP2C
CHEK2,TFAP2C
CHPT1,TFAP2C
CHST3,TFAP2C
CHST6,TFAP2C
CHSY1,TFAP2C
CIB2,TFAP2C
CIB3,TFAP2C
CKS2,TFAP2C
CLDN12,TFAP2C
CLDN4,TFAP2C
CLEC1A,TFAP2C
CLEC7A,TFAP2C
CLIC4,TFAP2C
CLINT1,TFAP2C
CLMN,TFAP2C
CLSTN1,TFAP2C
CMBL,TFAP2C
CMIP,TFAP2C
CMTM8,TFAP2C
CNBD1,TFAP2C
CNDP1,TFAP2C
CNNM4,TFAP2C
CNOT3,TFAP2C
CNP,TFAP2C
COL18A1,TFAP2C
COL5A1,TFAP2C
COMMD1,TFAP2C
COMT,TFAP2C
COPG,TFAP2C
CORO1C,TFAP2C
CORO2A,TFAP2C
COX6A1,TFAP2C
CPNE3,TFAP2C
CPNE4,TFAP2C
CRABP2,TFAP2C
CRAMP1L,TFAP2C
CRISPLD2,TFAP2C
CSF3R,TFAP2C
CSMD3,TFAP2C
CSNK1E,TFAP2C
CSRP1,TFAP2C
CST3,TFAP2C
CST6,TFAP2C
CST9,TFAP2C
CSTA,TFAP2C
CSTF3,TFAP2C
CT62,TFAP2C
CTDSPL,TFAP2C
CTNND2,TFAP2C
CTSZ,TFAP2C
CUX1,TFAP2C
CXORF40B,TFAP2C
CYB561,TFAP2C
CYP19A1,TFAP2C
CYP3A7,TFAP2C
CYS1,TFAP2C
DAB2IP,TFAP2C
DAG1,TFAP2C
DAGLA,TFAP2C
DAPK2,TFAP2C
DAPK3,TFAP2C
DAPP1,TFAP2C
DBN1,TFAP2C
DBNDD1,TFAP2C
DCAF11,TFAP2C
DCAF4,TFAP2C
DCAKD,TFAP2C
DCHS1,TFAP2C
DCLK1,TFAP2C
DDR2,TFAP2C
DDX17,TFAP2C
DEDD2,TFAP2C
DENND4A,TFAP2C
DFNA5,TFAP2C
DFNB31,TFAP2C
DGAT2,TFAP2C
DGKA,TFAP2C
DGKZ,TFAP2C
DIDO1,TFAP2C
DIP2C,TFAP2C
DKFZP434J0226,TFAP2C
DLG5,TFAP2C
DMRT1,TFAP2C
DNAJC15,TFAP2C
DNAJC17,TFAP2C
DNAJC5B,TFAP2C
DNASE1L2,TFAP2C
DNM2,TFAP2C
DNMT1,TFAP2C
DNMT3B,TFAP2C
DOCK10,TFAP2C
DOK7,TFAP2C
DOPEY2,TFAP2C
DPCR1,TFAP2C
DPT,TFAP2C
DRAM1,TFAP2C
DSCR3,TFAP2C
DSCR8,TFAP2C
DSP,TFAP2C
DUSP27,TFAP2C
DUSP8,TFAP2C
DYNLRB1,TFAP2C
EEF1D,TFAP2C
EEFSEC,TFAP2C
EEPD1,TFAP2C
EFHA1,TFAP2C
EFHD1,TFAP2C
EFNA5,TFAP2C
EHBP1,TFAP2C
EIF2C2,TFAP2C
EIF4G3,TFAP2C
ELAVL1,TFAP2C
ELF3,TFAP2C
ELN,TFAP2C
ELOVL5,TFAP2C
EMID2,TFAP2C
EML5,TFAP2C
EMP2,TFAP2C
ENDOU,TFAP2C
ENSA,TFAP2C
EPB41L2,TFAP2C
EPB41L4B,TFAP2C
EPHA6,TFAP2C
EPHB4,TFAP2C
EPS15L1,TFAP2C
EPS8,TFAP2C
ERCC1,TFAP2C
ERGIC1,TFAP2C
ERI3,TFAP2C
ERRFI1,TFAP2C
ESR1,TFAP2C
ESRP1,TFAP2C
ESRP2,TFAP2C
ESYT1,TFAP2C
ESYT2,TFAP2C
ETV3,TFAP2C
ETV7,TFAP2C
EXOC6,TFAP2C
EYA1,TFAP2C
EYA2,TFAP2C
FAM102A,TFAP2C
FAM102B,TFAP2C
FAM107B,TFAP2C
FAM108C1,TFAP2C
FAM113B,TFAP2C
FAM129B,TFAP2C
FAM160A2,TFAP2C
FAM169B,TFAP2C
FAM171B,TFAP2C
FAM174B,TFAP2C
FAM176A,TFAP2C
FAM186B,TFAP2C
FAM188B,TFAP2C
FAM190B,TFAP2C
FAM19A5,TFAP2C
FAM200B,TFAP2C
FAM49A,TFAP2C
FAM54A,TFAP2C
FAM5B,TFAP2C
FAM65C,TFAP2C
FAM76A,TFAP2C
FAM83A,TFAP2C
FAM83F,TFAP2C
FAM84B,TFAP2C
FAM98B,TFAP2C
FASN,TFAP2C
FBP1,TFAP2C
FBXL16,TFAP2C
FBXO34,TFAP2C
FBXO46,TFAP2C
FCHSD2,TFAP2C
FER1L6,TFAP2C
FERMT2,TFAP2C
FGD5,TFAP2C
FGF12,TFAP2C
FGFR2,TFAP2C
FGFR4,TFAP2C
FGGY,TFAP2C
FHL2,TFAP2C
FKBP4,TFAP2C
FLNB,TFAP2C
FLOT1,TFAP2C
FMO4,TFAP2C
FNDC3B,TFAP2C
FNDC5,TFAP2C
FOXA1,TFAP2C
FOXJ3,TFAP2C
FOXK1,TFAP2C
FOXP4,TFAP2C
FPGS,TFAP2C
FRAS1,TFAP2C
FRAT2,TFAP2C
FREM2,TFAP2C
FRMD3,TFAP2C
FRMD6,TFAP2C
FRS2,TFAP2C
FSTL4,TFAP2C
FUBP1,TFAP2C
FURIN,TFAP2C
FUT8,TFAP2C
FXYD3,TFAP2C
FZR1,TFAP2C
GAB1,TFAP2C
GABPB1,TFAP2C
GAL3ST2,TFAP2C
GALNT6,TFAP2C
GALNT7,TFAP2C
GALNTL4,TFAP2C
GAS7,TFAP2C
GDAP1L1,TFAP2C
GDF6,TFAP2C
GDPD5,TFAP2C
GFM2,TFAP2C
GFOD1,TFAP2C
GFOD2,TFAP2C
GGA2,TFAP2C
GIPR,TFAP2C
GJB5,TFAP2C
GLI4,TFAP2C
GLT1D1,TFAP2C
GMEB2,TFAP2C
GMPR,TFAP2C
GNA14,TFAP2C
GNAO1,TFAP2C
GNAS,TFAP2C
GNB1,TFAP2C
GNG7,TFAP2C
GNPTG,TFAP2C
GPD1L,TFAP2C
GPR126,TFAP2C
GPR84,TFAP2C
GPRC5A,TFAP2C
GPRC5B,TFAP2C
GPX1,TFAP2C
GRAMD1A,TFAP2C
GRAMD1B,TFAP2C
GRAMD3,TFAP2C
GREB1,TFAP2C
GREB1L,TFAP2C
GSG1L,TFAP2C
GSK3B,TFAP2C
GSR,TFAP2C
GSTA5,TFAP2C
GSTP1,TFAP2C
GTF2IRD1,TFAP2C
GUSBP1,TFAP2C
H2AFY,TFAP2C
HAPLN2,TFAP2C
HCG27,TFAP2C
HDAC7,TFAP2C
HDHD3,TFAP2C
HES5,TFAP2C
HEXA,TFAP2C
HHIPL1,TFAP2C
HIBCH,TFAP2C
HIP1,TFAP2C
HIVEP3,TFAP2C
HK1,TFAP2C
HK2,TFAP2C
HLA-L,TFAP2C
HM13,TFAP2C
HNF4A,TFAP2C
HNRNPK,TFAP2C
HOMER2,TFAP2C
HOMEZ,TFAP2C
HPCAL1,TFAP2C
HRASLS2,TFAP2C
HS1BP3,TFAP2C
HS3ST6,TFAP2C
HS6ST1,TFAP2C
HS6ST3,TFAP2C
HSD17B12,TFAP2C
HSH2D,TFAP2C
HSP90AA1,TFAP2C
HSPA5,TFAP2C
HTR2A,TFAP2C
ICOSLG,TFAP2C
IDH1,TFAP2C
IDH2,TFAP2C
IFRD1,TFAP2C
IFT20,TFAP2C
IGF1R,TFAP2C
IGFBP5,TFAP2C
IGFL4,TFAP2C
IGFN1,TFAP2C
IGSF11,TFAP2C
IGSF3,TFAP2C
IGSF5,TFAP2C
IGSF8,TFAP2C
IGSF9,TFAP2C
IL17REL,TFAP2C
IL20,TFAP2C
IL24,TFAP2C
IL26,TFAP2C
IL27,TFAP2C
IL34,TFAP2C
IL4R,TFAP2C
IL6R,TFAP2C
INCENP,TFAP2C
INF2,TFAP2C
INPP4A,TFAP2C
INPP5A,TFAP2C
IP6K3,TFAP2C
IQCD,TFAP2C
IRAK2,TFAP2C
IRF2BP2,TFAP2C
ISG20,TFAP2C
ITGA3,TFAP2C
ITGA6,TFAP2C
ITGB2,TFAP2C
ITGB4,TFAP2C
ITPK1,TFAP2C
ITPKB,TFAP2C
JAK1,TFAP2C
JMJD5,TFAP2C
JUP,TFAP2C
KAL1,TFAP2C
KALRN,TFAP2C
KBTBD5,TFAP2C
KCND3,TFAP2C
KCNE2,TFAP2C
KCNG3,TFAP2C
KCNG4,TFAP2C
KCNIP3,TFAP2C
KCNJ10,TFAP2C
KCNJ12,TFAP2C
KCNK17,TFAP2C
KCNK2,TFAP2C
KCNK3,TFAP2C
KCNMA1,TFAP2C
KCNMB1,TFAP2C
KCNV1,TFAP2C
KCTD10,TFAP2C
KCTD3,TFAP2C
KEAP1,TFAP2C
KIAA0182,TFAP2C
KIAA0247,TFAP2C
KIAA0284,TFAP2C
KIAA0922,TFAP2C
KIAA1199,TFAP2C
KIAA1217,TFAP2C
KIAA1324,TFAP2C
KIAA1522,TFAP2C
KIAA1549,TFAP2C
KIAA1958,TFAP2C
KIF23,TFAP2C
KLF11,TFAP2C
KLF3,TFAP2C
KLHL11,TFAP2C
KLHL29,TFAP2C
KLHL30,TFAP2C
KLK13,TFAP2C
KMO,TFAP2C
KREMEN1,TFAP2C
KRT23,TFAP2C
KRT3,TFAP2C
KRT7,TFAP2C
KRTCAP2,TFAP2C
KSR1,TFAP2C
KSR2,TFAP2C
KYNU,TFAP2C
LAMA5,TFAP2C
LETMD1,TFAP2C
LGI3,TFAP2C
LGR6,TFAP2C
LHFPL2,TFAP2C
LHX4,TFAP2C
LIMK2,TFAP2C
LIN7A,TFAP2C
LLGL2,TFAP2C
LMAN1L,TFAP2C
LMAN2,TFAP2C
LMBR1,TFAP2C
LMNA,TFAP2C
LMO7,TFAP2C
LMX1B,TFAP2C
LNX1,TFAP2C
LOC100128822,TFAP2C
LOC152225,TFAP2C
LOC154822,TFAP2C
LOC255025,TFAP2C
LOC255411,TFAP2C
LOC283404,TFAP2C
LOC285205,TFAP2C
LOC653653,TFAP2C
LOC729020,TFAP2C
LOC84931,TFAP2C
LPCAT1,TFAP2C
LPIN1,TFAP2C
LPP,TFAP2C
LRFN2,TFAP2C
LRGUK,TFAP2C
LRP1B,TFAP2C
LRRC20,TFAP2C
LRRC8A,TFAP2C
LRRC8D,TFAP2C
LRRC8E,TFAP2C
LRRFIP1,TFAP2C
LTBP2,TFAP2C
LUC7L2,TFAP2C
LY6D,TFAP2C
LY86,TFAP2C
LYPD3,TFAP2C
LYPD6B,TFAP2C
LYRM1,TFAP2C
MACROD1,TFAP2C
MACROD2,TFAP2C
MAG,TFAP2C
MAGI1,TFAP2C
MAGI3,TFAP2C
MAL,TFAP2C
MAL2,TFAP2C
MAN1B1,TFAP2C
MANBA,TFAP2C
MAP3K12,TFAP2C
MAPK9,TFAP2C
MARK2,TFAP2C
MAST2,TFAP2C
MAST4,TFAP2C
MBP,TFAP2C
MBTPS1,TFAP2C
MCC,TFAP2C
MCCC1,TFAP2C
MCF2L,TFAP2C
MCM6,TFAP2C
MCRS1,TFAP2C
MDH2,TFAP2C
MED15,TFAP2C
MEF2D,TFAP2C
METRNL,TFAP2C
MFSD4,TFAP2C
MFSD6,TFAP2C
MICALL2,TFAP2C
MIOS,TFAP2C
MIR548H4,TFAP2C
MKNK2,TFAP2C
MKX,TFAP2C
MLN,TFAP2C
MLPH,TFAP2C
MLYCD,TFAP2C
MMP9,TFAP2C
MN1,TFAP2C
MOCS1,TFAP2C
MORF4L1,TFAP2C
MOSC1,TFAP2C
MPRIP,TFAP2C
MPV17,TFAP2C
MRPL15,TFAP2C
MRPL21,TFAP2C
MRPS27,TFAP2C
MRRF,TFAP2C
MTHFD1,TFAP2C
MTHFD2,TFAP2C
MTHFS,TFAP2C
MTIF3,TFAP2C
MTRR,TFAP2C
MTUS1,TFAP2C
MTVR2,TFAP2C
MUC5B,TFAP2C
MYC,TFAP2C
MYCBP2,TFAP2C
MYO18A,TFAP2C
MYO1E,TFAP2C
MYO5C,TFAP2C
MYO9A,TFAP2C
MYOF,TFAP2C
MZF1,TFAP2C
N4BP3,TFAP2C
NAA40,TFAP2C
NAALADL2,TFAP2C
NAB1,TFAP2C
NACAP1,TFAP2C
NACC2,TFAP2C
NAGK,TFAP2C
NANOS3,TFAP2C
NAV1,TFAP2C
NCCRP1,TFAP2C
NCK2,TFAP2C
NCKAP5,TFAP2C
NCKAP5L,TFAP2C
NCOA1,TFAP2C
NCOA3,TFAP2C
NCOA7,TFAP2C
NCOR2,TFAP2C
NCRNA00183,TFAP2C
NDUFA7,TFAP2C
NECAP1,TFAP2C
NEDD9,TFAP2C
NEURL,TFAP2C
NEURL1B,TFAP2C
NFIB,TFAP2C
NGFR,TFAP2C
NIPAL3,TFAP2C
NME7,TFAP2C
NOS1AP,TFAP2C
NOTCH2,TFAP2C
NOTCH2NL,TFAP2C
NOVA2,TFAP2C
NOXO1,TFAP2C
NPAS3,TFAP2C
NPR3,TFAP2C
NPW,TFAP2C
NQO2,TFAP2C
NR1H3,TFAP2C
NR2F2,TFAP2C
NR3C1,TFAP2C
NR4A1,TFAP2C
NRCAM,TFAP2C
NRK,TFAP2C
NSMCE2,TFAP2C
NSUN6,TFAP2C
NT5DC3,TFAP2C
NTN1,TFAP2C
NTRK2,TFAP2C
NUAK1,TFAP2C
NUP107,TFAP2C
NUPL2,TFAP2C
OBFC1,TFAP2C
OBSL1,TFAP2C
OC90,TFAP2C
OCIAD2,TFAP2C
ODC1,TFAP2C
ODZ4,TFAP2C
OLFM1,TFAP2C
OPA3,TFAP2C
ORAI3,TFAP2C
OSBPL1A,TFAP2C
OSGIN1,TFAP2C
OSGIN2,TFAP2C
OSR1,TFAP2C
OTUB1,TFAP2C
OVOL2,TFAP2C
OXSR1,TFAP2C
P2RY6,TFAP2C
P4HA2,TFAP2C
PADI4,TFAP2C
PAK2,TFAP2C
PAK4,TFAP2C
PALM2,TFAP2C
PALM3,TFAP2C
PAPD4,TFAP2C
PAQR5,TFAP2C
PARD3B,TFAP2C
PARD6G,TFAP2C
PBK,TFAP2C
PC,TFAP2C
PCP4,TFAP2C
PCSK2,TFAP2C
PCYT2,TFAP2C
PDE11A,TFAP2C
PDE4D,TFAP2C
PDE8B,TFAP2C
PEBP4,TFAP2C
PEPD,TFAP2C
PEX14,TFAP2C
PFDN1,TFAP2C
PHF2,TFAP2C
PHLDB2,TFAP2C
PI4KB,TFAP2C
PIK3C2B,TFAP2C
PIP5K1A,TFAP2C
PITPNM2,TFAP2C
PKIB,TFAP2C
PKP2,TFAP2C
PLAU,TFAP2C
PLCB4,TFAP2C
PLCG1,TFAP2C
PLCXD3,TFAP2C
PLD1,TFAP2C
PLEKHA6,TFAP2C
PLEKHA7,TFAP2C
PLEKHF2,TFAP2C
PLEKHG3,TFAP2C
PLS1,TFAP2C
PLXNA2,TFAP2C
PLXNA3,TFAP2C
PMEPA1,TFAP2C
PODXL,TFAP2C
POGZ,TFAP2C
POLE2,TFAP2C
POU2F3,TFAP2C
POU5F1,TFAP2C
PPA1,TFAP2C
PPAP2B,TFAP2C
PPARGC1B,TFAP2C
PPFIBP2,TFAP2C
PPM1L,TFAP2C
PPP1R12C,TFAP2C
PPP1R14C,TFAP2C
PPP1R16A,TFAP2C
PPP1R3G,TFAP2C
PPP2R5E,TFAP2C
PPP5C,TFAP2C
PQLC3,TFAP2C
PRDM16,TFAP2C
PRIM2,TFAP2C
PRKAG2,TFAP2C
PRKCA,TFAP2C
PRKCE,TFAP2C
PRKCH,TFAP2C
PRKCZ,TFAP2C
PRLR,TFAP2C
PROM2,TFAP2C
PRR15L,TFAP2C
PRRX2,TFAP2C
PSCA,TFAP2C
PSD4,TFAP2C
PTCHD2,TFAP2C
PTK7,TFAP2C
PTPRF,TFAP2C
PTPRG,TFAP2C
PTPRN2,TFAP2C
PTPRS,TFAP2C
PTPRU,TFAP2C
PTTG1IP,TFAP2C
PVRL4,TFAP2C
PVT1,TFAP2C
QSOX2,TFAP2C
RAB11FIP3,TFAP2C
RAB11FIP4,TFAP2C
RAB12,TFAP2C
RAB15,TFAP2C
RAB19,TFAP2C
RAB26,TFAP2C
RAB31,TFAP2C
RAB3GAP1,TFAP2C
RAB8B,TFAP2C
RABEP1,TFAP2C
RAD50,TFAP2C
RAD52,TFAP2C
RADIL,TFAP2C
RAI1,TFAP2C
RALGDS,TFAP2C
RANBP2,TFAP2C
RAP1GAP,TFAP2C
RAP1GAP2,TFAP2C
RAPGEF1,TFAP2C
RARA,TFAP2C
RARB,TFAP2C
RARG,TFAP2C
RASA3,TFAP2C
RASGEF1C,TFAP2C
RASL12,TFAP2C
RASSF4,TFAP2C
RBMXL1,TFAP2C
RCAN3,TFAP2C
RCC1,TFAP2C
RCSD1,TFAP2C
RDH13,TFAP2C
RDH16,TFAP2C
REEP4,TFAP2C
REPIN1,TFAP2C
RET,TFAP2C
RFTN1,TFAP2C
RGL1,TFAP2C
RGS12,TFAP2C
RGS3,TFAP2C
RGS6,TFAP2C
RHOBTB2,TFAP2C
RHOD,TFAP2C
RHPN2,TFAP2C
RIF1,TFAP2C
RILPL1,TFAP2C
RIPK4,TFAP2C
RNASET2,TFAP2C
RNF139,TFAP2C
RNF145,TFAP2C
RNF165,TFAP2C
RNF25,TFAP2C
RNF32,TFAP2C
RNF43,TFAP2C
ROPN1L,TFAP2C
RPIA,TFAP2C
RPL13AP20,TFAP2C
RPL22,TFAP2C
RPRD2,TFAP2C
RPTOR,TFAP2C
RRAS,TFAP2C
RREB1,TFAP2C
RUNX1,TFAP2C
RXRA,TFAP2C
RYBP,TFAP2C
S100A1,TFAP2C
S100A16,TFAP2C
S100A8,TFAP2C
S100A9,TFAP2C
S100P,TFAP2C
SAE1,TFAP2C
SAR1B,TFAP2C
SARM1,TFAP2C
SARNP,TFAP2C
SCARA5,TFAP2C
SCARB1,TFAP2C
SCG5,TFAP2C
SCGB1D2,TFAP2C
SCNN1G,TFAP2C
SDC1,TFAP2C
