internal_id	string_external_id	abundance
1852791	9606.ENSP00000344242	0.37
1849684	9606.ENSP00000314116	0.006
1855001	9606.ENSP00000358316	1.09
1852661	9606.ENSP00000343126	2.01
1859621	9606.ENSP00000392147	34.3
1860702	9606.ENSP00000408058	0.016
1846262	9606.ENSP00000272452	0.192
1845964	9606.ENSP00000267807	0.917
1849462	9606.ENSP00000311768	35.3
1859494	9606.ENSP00000390431	16.4
1858772	9606.ENSP00000382794	0.055
1843095	9606.ENSP00000226578	4.71
1853455	9606.ENSP00000349525	0.365
1843094	9606.ENSP00000226574	24.6
1852834	9606.ENSP00000344563	0.195
1859265	9606.ENSP00000387310	0.091
1843771	9606.ENSP00000245663	0.465
1862215	9606.ENSP00000442339	0.004
1850364	9606.ENSP00000321573	1.53
1852903	9606.ENSP00000345163	0.005
1853768	9606.ENSP00000351789	0.296
1849058	9606.ENSP00000308334	2.77
1853959	9606.ENSP00000353245	1.32
1856525	9606.ENSP00000365776	1.88
1858463	9606.ENSP00000380334	7.12
1842607	9606.ENSP00000216492	22.8
1858464	9606.ENSP00000380336	21.2
1852321	9606.ENSP00000340409	1.49
1857736	9606.ENSP00000373254	0.027
1859226	9606.ENSP00000386959	1.75
1853329	9606.ENSP00000348657	4.3
1842632	9606.ENSP00000216968	44.7
1843636	9606.ENSP00000242719	0.392
1851295	9606.ENSP00000330878	0.564
1861950	9606.ENSP00000433775	0.011
1859225	9606.ENSP00000386951	2.55
1861949	9606.ENSP00000433773	0.172
1850573	9606.ENSP00000323714	0.947
1860728	9606.ENSP00000408581	0.385
1863161	9606.ENSP00000457868	0.258
1845120	9606.ENSP00000262345	0.054
1862088	9606.ENSP00000438279	0
1862302	9606.ENSP00000445868	4.0
1864359	9606.ENSP00000470325	0.218
1858712	9606.ENSP00000382241	1.86
1843808	9606.ENSP00000246151	31.0
1849031	9606.ENSP00000308057	44.4
1844441	9606.ENSP00000256474	1.6
1851568	9606.ENSP00000333277	1111
1850916	9606.ENSP00000327417	2.73
1851567	9606.ENSP00000333275	0.914
1861649	9606.ENSP00000425166	0.029
1863948	9606.ENSP00000466313	0.011
1851993	9606.ENSP00000337396	0.425
1861295	9606.ENSP00000417470	0.006
1852662	9606.ENSP00000343129	19.2
1850377	9606.ENSP00000321711	0.456
1851294	9606.ENSP00000330877	0.063
1863706	9606.ENSP00000462418	0.162
1863705	9606.ENSP00000462415	0
1864130	9606.ENSP00000469337	0
1855880	9606.ENSP00000362403	0.916
1856017	9606.ENSP00000363041	97.8
1856016	9606.ENSP00000363040	2.89
1861651	9606.ENSP00000425282	0.01
1856123	9606.ENSP00000363590	2.7
1856124	9606.ENSP00000363596	0.362
1852056	9606.ENSP00000337950	20.4
1856018	9606.ENSP00000363046	0.179
1859656	9606.ENSP00000392553	0.094
1845050	9606.ENSP00000262053	38.9
1845052	9606.ENSP00000262056	183
1848552	9606.ENSP00000303575	9.95
1845051	9606.ENSP00000262055	3.38
1853632	9606.ENSP00000350785	1.29
1862798	9606.ENSP00000452338	0
1842473	9606.ENSP00000212015	4.29
1857519	9606.ENSP00000371813	0.698
1851541	9606.ENSP00000333012	1.67
1861314	9606.ENSP00000417658	0.006
1842342	9606.ENSP00000182377	0.196
1855693	9606.ENSP00000361577	1.71
1845910	9606.ENSP00000266991	0.005
1861311	9606.ENSP00000417653	214
1851543	9606.ENSP00000333019	2.32
1851542	9606.ENSP00000333018	1.03
1861313	9606.ENSP00000417656	4.13
1861312	9606.ENSP00000417654	0.077
1847447	9606.ENSP00000293860	1.24
1850193	9606.ENSP00000319974	4.18
1859257	9606.ENSP00000387278	0.089
1850194	9606.ENSP00000319977	147
1845271	9606.ENSP00000263043	2.99
1856129	9606.ENSP00000363624	216
1856128	9606.ENSP00000363621	47.7
1850195	9606.ENSP00000319979	0.371
1858903	9606.ENSP00000384144	262
1853017	9606.ENSP00000346127	6.07
1849932	9606.ENSP00000317141	50.0
1847321	9606.ENSP00000291934	0.637
1850631	9606.ENSP00000324292	0.268
1851825	9606.ENSP00000335247	47.4
1842795	9606.ENSP00000220659	0.758
1857556	9606.ENSP00000372124	0.143
1857557	9606.ENSP00000372125	0.188
1857558	9606.ENSP00000372126	158
1848372	9606.ENSP00000302111	16.7
1848406	9606.ENSP00000302441	2.08
1857555	9606.ENSP00000372122	0.266
1853223	9606.ENSP00000347839	2.63
1853222	9606.ENSP00000347836	36.1
1860351	9606.ENSP00000402537	0.857
1849082	9606.ENSP00000308548	2.32
1843272	9606.ENSP00000231009	1.49
1858131	9606.ENSP00000377409	4.87
1847313	9606.ENSP00000291759	0.621
1849478	9606.ENSP00000311962	8.23
1854882	9606.ENSP00000357789	1.65
1849638	9606.ENSP00000313601	9.49
1849639	9606.ENSP00000313603	344
1843878	9606.ENSP00000247843	5.43
1845648	9606.ENSP00000264935	0.33
1859070	9606.ENSP00000385814	1.86
1856708	9606.ENSP00000366797	0.524
1853809	9606.ENSP00000352173	0.222
1855279	9606.ENSP00000359540	12.3
1848097	9606.ENSP00000299732	0.309
1858801	9606.ENSP00000383115	1.33
1848195	9606.ENSP00000300589	0.027
1855280	9606.ENSP00000359546	9.17
1851901	9606.ENSP00000336627	0.383
1854560	9606.ENSP00000356256	4.76
1854561	9606.ENSP00000356257	8.23
1847413	9606.ENSP00000293405	0.184
1854559	9606.ENSP00000356251	0.304
1860451	9606.ENSP00000404042	49.2
1847414	9606.ENSP00000293406	33.8
1844960	9606.ENSP00000261658	0.279
1843004	9606.ENSP00000224807	25.2
1842428	9606.ENSP00000205386	0.274
1852264	9606.ENSP00000339845	0.962
1858934	9606.ENSP00000384363	1.65
1858948	9606.ENSP00000384490	0.812
1860824	9606.ENSP00000410041	0.056
1847405	9606.ENSP00000293328	14.9
1862543	9606.ENSP00000448888	5.61
1859317	9606.ENSP00000387946	0.431
1850880	9606.ENSP00000326924	0.362
1858935	9606.ENSP00000384369	3.58
1848948	9606.ENSP00000307298	0.27
1842217	9606.ENSP00000046794	9.48
1859315	9606.ENSP00000387941	0.173
1844077	9606.ENSP00000251645	46.2
1847322	9606.ENSP00000291971	0
1861998	9606.ENSP00000435325	0.02
1844076	9606.ENSP00000251643	33.0
1844075	9606.ENSP00000251642	0.825
1844926	9606.ENSP00000261503	9.64
1856279	9606.ENSP00000364486	3.72
1844927	9606.ENSP00000261507	5.67
1854770	9606.ENSP00000357251	0.654
1854771	9606.ENSP00000357255	5.66
1852235	9606.ENSP00000339626	0.022
1854772	9606.ENSP00000357259	3.36
1862841	9606.ENSP00000453573	0.057
1859785	9606.ENSP00000394248	0.733
1846175	9606.ENSP00000270776	317
1864468	9606.ENSP00000470786	0.342
1846598	9606.ENSP00000278886	0.111
1854516	9606.ENSP00000356071	0.396
1860041	9606.ENSP00000398017	5.54
1844315	9606.ENSP00000254695	7.6
1844275	9606.ENSP00000254166	0.135
1854517	9606.ENSP00000356076	1.12
1853998	9606.ENSP00000353557	1.03
1850689	9606.ENSP00000324870	2.28
1846418	9606.ENSP00000274853	70.4
1857933	9606.ENSP00000375479	0.192
1846599	9606.ENSP00000278888	0.175
1853728	9606.ENSP00000351530	0.694
1845685	9606.ENSP00000265080	0.25
1847186	9606.ENSP00000289753	0.135
1847074	9606.ENSP00000287590	0.983
1848455	9606.ENSP00000302814	1.7
1846769	9606.ENSP00000282077	12.8
1846768	9606.ENSP00000282074	9.42
1845688	9606.ENSP00000265087	5.49
1856479	9606.ENSP00000365503	0.375
1855381	9606.ENSP00000360020	0.367
1855382	9606.ENSP00000360021	65.5
1861833	9606.ENSP00000430307	0.047
1844955	9606.ENSP00000261643	0.875
1843146	9606.ENSP00000228495	3.66
1855383	9606.ENSP00000360025	0.143
1851099	9606.ENSP00000328992	9.89
1860645	9606.ENSP00000407107	0
1859555	9606.ENSP00000391397	33.0
1855985	9606.ENSP00000362873	74.8
1848453	9606.ENSP00000302811	3.43
1849890	9606.ENSP00000316649	3.58
1861079	9606.ENSP00000414359	397
1861585	9606.ENSP00000423134	0.059
1851248	9606.ENSP00000330375	0
1849889	9606.ENSP00000316644	0.262
1850417	9606.ENSP00000322156	0.008
1862728	9606.ENSP00000450909	166
1848835	9606.ENSP00000306361	1641
1842456	9606.ENSP00000209884	0.504
1848511	9606.ENSP00000303242	33.6
1845428	9606.ENSP00000263864	113
1858311	9606.ENSP00000378996	0.45
1855779	9606.ENSP00000361993	31.9
1845429	9606.ENSP00000263867	224
1848513	9606.ENSP00000303248	0.009
1855780	9606.ENSP00000361998	0.295
1844568	9606.ENSP00000258091	366
1857915	9606.ENSP00000375311	0.217
1843469	9606.ENSP00000237696	1.33
1847462	9606.ENSP00000294053	18.7
1856743	9606.ENSP00000366970	0.074
1848913	9606.ENSP00000307093	1.78
1856745	9606.ENSP00000366976	0.379
1856746	9606.ENSP00000366977	1.47
1848914	9606.ENSP00000307096	17.0
1843343	9606.ENSP00000233156	18.5
1857757	9606.ENSP00000373413	0.355
1845725	9606.ENSP00000265333	558
1857756	9606.ENSP00000373411	1.8
1855799	9606.ENSP00000362085	2.14
1857948	9606.ENSP00000375656	0.521
1859995	9606.ENSP00000397181	1.99
1845726	9606.ENSP00000265334	0.201
1852093	9606.ENSP00000338288	1.01
1857341	9606.ENSP00000370543	0.559
1854456	9606.ENSP00000355787	0
1858409	9606.ENSP00000379865	0.932
1854455	9606.ENSP00000355785	0.715
1849311	9606.ENSP00000310565	0.087
1856252	9606.ENSP00000364310	1124
1857165	9606.ENSP00000369513	0.045
1862857	9606.ENSP00000454153	0.148
1861340	9606.ENSP00000418018	0.004
1847883	9606.ENSP00000297540	8.5
1859030	9606.ENSP00000385361	0.082
1856857	9606.ENSP00000367623	15.3
1849752	9606.ENSP00000315047	0.107
1856935	9606.ENSP00000368104	0.076
1860519	9606.ENSP00000405261	3.0
1856858	9606.ENSP00000367629	4.89
1848528	9606.ENSP00000303424	0.004
1858222	9606.ENSP00000378191	128
1858223	9606.ENSP00000378195	0.457
1849310	9606.ENSP00000310561	1.74
1857763	9606.ENSP00000373477	532
1852618	9606.ENSP00000342710	64.6
1846699	9606.ENSP00000281031	14.2
1852572	9606.ENSP00000342240	0.158
1854664	9606.ENSP00000356789	52.7
1854465	9606.ENSP00000355840	0.529
1844588	9606.ENSP00000258324	0.124
1842147	9606.ENSP00000007390	1.16
1864734	9606.ENSP00000472210	0.074
1853002	9606.ENSP00000346017	0.235
1859428	9606.ENSP00000389465	361
1846410	9606.ENSP00000274764	316
1854399	9606.ENSP00000355529	0.239
1853814	9606.ENSP00000352208	37.8
1842591	9606.ENSP00000216392	106
1856896	9606.ENSP00000367841	24.4
1864897	9606.ENSP00000473036	0.647
1854398	9606.ENSP00000355523	1.56
1854336	9606.ENSP00000355250	0.533
1856971	9606.ENSP00000368320	0.6
1847864	9606.ENSP00000297405	0.004
1860520	9606.ENSP00000405268	19.7
1849877	9606.ENSP00000316518	0
1845595	9606.ENSP00000264689	8.67
1849857	9606.ENSP00000316237	0.058
1843566	9606.ENSP00000240423	22.3
1849435	9606.ENSP00000311513	12.8
1843088	9606.ENSP00000226382	0.427
1862989	9606.ENSP00000455744	96.7
1842918	9606.ENSP00000222402	79.6
1844802	9606.ENSP00000260598	10.2
1855656	9606.ENSP00000361373	0
1847456	9606.ENSP00000293925	0.6
1848942	9606.ENSP00000307272	3.45
1844906	9606.ENSP00000261413	41.8
1863866	9606.ENSP00000464258	0.249
1843903	9606.ENSP00000248211	1.14
1850449	9606.ENSP00000322435	0.003
1845206	9606.ENSP00000262738	0.723
1858679	9606.ENSP00000381970	0.069
1846007	9606.ENSP00000268231	0.168
1850450	9606.ENSP00000322439	240
1862716	9606.ENSP00000450687	0.919
1843662	9606.ENSP00000243298	24.4
1845204	9606.ENSP00000262731	1.98
1848943	9606.ENSP00000307275	77.7
1845912	9606.ENSP00000267015	0.539
1845913	9606.ENSP00000267017	0.573
1843336	9606.ENSP00000233078	98.0
1850864	9606.ENSP00000326737	1.87
1861240	9606.ENSP00000416683	198
1847061	9606.ENSP00000287275	1.78
1849163	9606.ENSP00000309270	0.126
1859132	9606.ENSP00000386210	0.505
1848585	9606.ENSP00000303939	0.055
1859969	9606.ENSP00000396857	0.142
1858291	9606.ENSP00000378736	3.13
1858290	9606.ENSP00000378735	0.761
1861424	9606.ENSP00000419485	1.43
1843367	9606.ENSP00000233809	104
1848445	9606.ENSP00000302728	24.8
1863938	9606.ENSP00000466070	0.017
1844114	9606.ENSP00000252250	208
1857334	9606.ENSP00000370508	3.55
1853888	9606.ENSP00000352678	10.0
1851752	9606.ENSP00000334708	0.017
1851467	9606.ENSP00000332389	0.33
1854620	9606.ENSP00000356541	63.4
1847461	9606.ENSP00000294016	0.303
1848494	9606.ENSP00000303145	169
1856356	9606.ENSP00000364822	0.033
1857164	9606.ENSP00000369500	33.5
1857333	9606.ENSP00000370503	4.46
1858974	9606.ENSP00000384708	0.237
1853887	9606.ENSP00000352676	0.511
1856168	9606.ENSP00000363832	6.29
1848969	9606.ENSP00000307549	1.11
1861160	9606.ENSP00000415481	6.27
1857419	9606.ENSP00000371119	7.2
1856169	9606.ENSP00000363836	12.5
1848444	9606.ENSP00000302724	0.086
1848933	9606.ENSP00000307234	0
1848934	9606.ENSP00000307235	0.259
1848968	9606.ENSP00000307540	67.5
1843347	9606.ENSP00000233336	0.851
1843346	9606.ENSP00000233331	4.79
1849048	9606.ENSP00000308270	0.442
1848225	9606.ENSP00000300954	0.547
1843371	9606.ENSP00000233840	3.0
1847045	9606.ENSP00000287020	0.396
1852603	9606.ENSP00000342520	0.157
1849138	9606.ENSP00000309052	0.056
1843395	9606.ENSP00000234313	258
1843394	9606.ENSP00000234310	27.3
1843483	9606.ENSP00000238341	0.53
1849910	9606.ENSP00000316854	126
1852160	9606.ENSP00000338989	5.46
1861400	9606.ENSP00000419153	1.37
1864338	9606.ENSP00000470218	0
1843186	9606.ENSP00000229243	0.447
1861801	9606.ENSP00000429633	0.328
1859235	9606.ENSP00000387046	0.328
1855728	9606.ENSP00000361740	0.641
1854079	9606.ENSP00000354125	126
1851909	9606.ENSP00000336702	1002
1864337	9606.ENSP00000470212	0.049
1844097	9606.ENSP00000252032	0.049
1843683	9606.ENSP00000243878	0.98
1857328	9606.ENSP00000370443	0.051
1846663	9606.ENSP00000280325	0.207
1846664	9606.ENSP00000280326	547
1842278	9606.ENSP00000160740	4.4
1851736	9606.ENSP00000334563	0.07
1849266	9606.ENSP00000310170	2.25
1847470	9606.ENSP00000294179	18.0
1860796	9606.ENSP00000409514	0.059
1850212	9606.ENSP00000320171	3988
1853732	9606.ENSP00000351575	0.161
1863687	9606.ENSP00000462172	0.608
1850552	9606.ENSP00000323527	1.84
1848760	9606.ENSP00000305692	57.9
1844472	9606.ENSP00000256861	3.08
1847994	9606.ENSP00000298815	0.079
1853919	9606.ENSP00000352941	0.678
1844722	9606.ENSP00000259782	1.11
1859274	9606.ENSP00000387435	0.228
1852879	9606.ENSP00000344976	0.006
1864557	9606.ENSP00000471309	0.001
1843747	9606.ENSP00000245121	5.17
1849658	9606.ENSP00000313854	9.88
1859242	9606.ENSP00000387122	0.92
1859243	9606.ENSP00000387123	89.7
1861851	9606.ENSP00000430897	0.366
1860313	9606.ENSP00000401932	0.012
1855231	9606.ENSP00000359378	0.987
1855039	9606.ENSP00000358510	12.3
1855230	9606.ENSP00000359376	0.109
1854968	9606.ENSP00000358160	790
1859598	9606.ENSP00000391806	17.9
1857402	9606.ENSP00000370990	0.632
1857403	9606.ENSP00000370997	0.417
1855227	9606.ENSP00000359370	0.472
1855228	9606.ENSP00000359371	0.682
1844202	9606.ENSP00000253122	1.09
1862759	9606.ENSP00000451382	0.254
1858053	9606.ENSP00000376633	0.277
1849124	9606.ENSP00000308908	0.091
1862219	9606.ENSP00000442396	0.242
1855042	9606.ENSP00000358515	0.226
1850402	9606.ENSP00000321962	0.593
1850403	9606.ENSP00000321963	0.114
1842244	9606.ENSP00000075120	21.0
1849123	9606.ENSP00000308901	10.7
1853695	9606.ENSP00000351310	0.744
1849141	9606.ENSP00000309096	7.45
1846610	9606.ENSP00000279024	0.043
1853696	9606.ENSP00000351314	61.8
1846609	9606.ENSP00000279022	381
1855499	9606.ENSP00000360569	88.0
1853697	9606.ENSP00000351318	0.601
1844830	9606.ENSP00000260950	0.908
1851239	9606.ENSP00000330284	0.003
1861643	9606.ENSP00000424870	92.3
1861590	9606.ENSP00000423391	0.145
1856405	9606.ENSP00000365081	506
1851238	9606.ENSP00000330280	0.482
1859845	9606.ENSP00000395075	0.001
1851588	9606.ENSP00000333487	0.651
1862796	9606.ENSP00000452296	0.104
1855897	9606.ENSP00000362507	7.1
1843667	9606.ENSP00000243347	1.23
1856754	9606.ENSP00000367024	4.57
1845874	9606.ENSP00000266505	0.254
1852954	9606.ENSP00000345599	0.012
1843666	9606.ENSP00000243346	22.9
1844832	9606.ENSP00000260953	4.47
1861277	9606.ENSP00000417229	62.3
1845395	9606.ENSP00000263694	61.6
1855792	9606.ENSP00000362054	0.007
1856755	9606.ENSP00000367029	7.59
1855898	9606.ENSP00000362508	1.48
1844378	9606.ENSP00000255416	0.714
1863038	9606.ENSP00000456333	0.282
1858010	9606.ENSP00000376261	0.153
1863039	9606.ENSP00000456336	6.53
1863040	9606.ENSP00000456337	0.029
1848678	9606.ENSP00000304846	0
1844617	9606.ENSP00000258526	0.413
1848677	9606.ENSP00000304845	1.61
1844184	9606.ENSP00000253003	69.8
1848777	9606.ENSP00000305839	2.38
1856096	9606.ENSP00000363452	0.67
1856540	9606.ENSP00000365884	0.596
1860588	9606.ENSP00000406220	0.1
1846462	9606.ENSP00000275884	0.202
1842776	9606.ENSP00000220003	101
1856097	9606.ENSP00000363458	3.8
1856098	9606.ENSP00000363459	0.117
1860630	9606.ENSP00000406885	1.44
1850343	9606.ENSP00000321370	0.119
1853245	9606.ENSP00000347999	3.85
1851621	9606.ENSP00000333737	0.512
1853172	9606.ENSP00000347444	3.26
1855560	9606.ENSP00000360905	0.013
1861575	9606.ENSP00000422846	71.4
1861811	9606.ENSP00000429896	0.048
1847893	9606.ENSP00000297623	0.01
1853244	9606.ENSP00000347997	1.64
1854504	9606.ENSP00000356022	448
1852955	9606.ENSP00000345629	0.26
1847727	9606.ENSP00000296438	0.16
1850345	9606.ENSP00000321388	1.04
1850346	9606.ENSP00000321389	1018
1853712	9606.ENSP00000351416	9.95
1847894	9606.ENSP00000297625	0.263
1850344	9606.ENSP00000321386	0.138
1857992	9606.ENSP00000376123	1.82
1847043	9606.ENSP00000286955	1.21
1847677	9606.ENSP00000296102	5.17
1844249	9606.ENSP00000253788	492
1857993	9606.ENSP00000376127	4.59
1851164	9606.ENSP00000329558	1.34
1851453	9606.ENSP00000332284	0.059
1851454	9606.ENSP00000332287	5.12
1846398	9606.ENSP00000274605	1.1
1859502	9606.ENSP00000390600	0.296
1851161	9606.ENSP00000329553	1.6
1853932	9606.ENSP00000353030	11.9
1851162	9606.ENSP00000329554	790
1851163	9606.ENSP00000329557	0.137
1848275	9606.ENSP00000301305	0.578
1853911	9606.ENSP00000352904	0.119
1843021	9606.ENSP00000225410	1.47
1844312	9606.ENSP00000254663	10.6
1852442	9606.ENSP00000341291	0.03
1853539	9606.ENSP00000350049	0.943
1852979	9606.ENSP00000345808	7.62
1858983	9606.ENSP00000384801	0.042
1849711	9606.ENSP00000314499	12.4
1853097	9606.ENSP00000346829	3.19
1860535	9606.ENSP00000405573	785
1860536	9606.ENSP00000405574	27.1
1860537	9606.ENSP00000405575	42.1
1853197	9606.ENSP00000347665	23.2
1860538	9606.ENSP00000405577	1.74
1853143	9606.ENSP00000347198	3.18
1859817	9606.ENSP00000394653	0.01
1843043	9606.ENSP00000225698	638
1859794	9606.ENSP00000394380	0.439
1847719	9606.ENSP00000296387	0.175
1858299	9606.ENSP00000378851	33.0
1858300	9606.ENSP00000378856	17.8
1847718	9606.ENSP00000296380	0.037
1852081	9606.ENSP00000338185	2.06
1846838	9606.ENSP00000283206	1.96
1852537	9606.ENSP00000342012	12.5
1852536	9606.ENSP00000342011	7.21
1850942	9606.ENSP00000327604	0.025
1847720	9606.ENSP00000296388	20.0
1852538	9606.ENSP00000342015	5.43
1844550	9606.ENSP00000257901	99.7
1854034	9606.ENSP00000353785	11.8
1856302	9606.ENSP00000364597	2.19
1860105	9606.ENSP00000398718	0.021
1855030	9606.ENSP00000358474	21.6
1856299	9606.ENSP00000364591	0.727
1850660	9606.ENSP00000324605	0.553
1860885	9606.ENSP00000410943	0.673
1844020	9606.ENSP00000250784	82.2
1859668	9606.ENSP00000392760	0.431
1852130	9606.ENSP00000338703	201
1859669	9606.ENSP00000392762	0.195
1851861	9606.ENSP00000335557	0.198
1852131	9606.ENSP00000338706	4.21
1863095	9606.ENSP00000457066	0.009
1857005	9606.ENSP00000368589	3.0
1861628	9606.ENSP00000424417	44.2
1842417	9606.ENSP00000204549	0.31
1859765	9606.ENSP00000394032	0.016
1859766	9606.ENSP00000394033	0.502
1862971	9606.ENSP00000455510	0.475
1853853	9606.ENSP00000352458	81.6
1846331	9606.ENSP00000273598	0
1857958	9606.ENSP00000375767	1.88
1850468	9606.ENSP00000322609	0.037
1861758	9606.ENSP00000428765	0.091
1857192	9606.ENSP00000369625	6.07
1862849	9606.ENSP00000453969	1.83
1852221	9606.ENSP00000339479	22.3
1851117	9606.ENSP00000329165	14.0
1851371	9606.ENSP00000331640	0.335
1856204	9606.ENSP00000364041	0.873
1857472	9606.ENSP00000371475	40.7
1851372	9606.ENSP00000331643	0.208
1861514	9606.ENSP00000421169	0.009
1857471	9606.ENSP00000371472	1.09
1857470	9606.ENSP00000371471	0.201
1851373	9606.ENSP00000331647	1.72
1858981	9606.ENSP00000384774	164
1850644	9606.ENSP00000324463	10.9
1851808	9606.ENSP00000335084	193
1858980	9606.ENSP00000384770	2.18
1844399	9606.ENSP00000256001	17.8
1850645	9606.ENSP00000324464	13.9
1857245	9606.ENSP00000369943	1.72
1843306	9606.ENSP00000231948	4.55
1858370	9606.ENSP00000379458	0.417
1861269	9606.ENSP00000417161	0.739
1861017	9606.ENSP00000413411	0.248
1851763	9606.ENSP00000334813	0.026
1860521	9606.ENSP00000405289	0.26
1858369	9606.ENSP00000379451	0.224
1844912	9606.ENSP00000261439	6.16
1847286	9606.ENSP00000291526	10.8
1852713	9606.ENSP00000343557	6.81
1862886	9606.ENSP00000454445	0.934
1858511	9606.ENSP00000380779	0.436
1848438	9606.ENSP00000302657	0.252
1858156	9606.ENSP00000377616	6.21
1858264	9606.ENSP00000378504	0.257
1858265	9606.ENSP00000378505	5.78
1858266	9606.ENSP00000378506	1.36
1844375	9606.ENSP00000255390	17.6
1858263	9606.ENSP00000378503	0.812
1858448	9606.ENSP00000380247	0.228
1858267	9606.ENSP00000378508	0.013
1858377	9606.ENSP00000379531	0.188
1851381	9606.ENSP00000331704	0.164
1856210	9606.ENSP00000364107	7.88
1856447	9606.ENSP00000365322	0.015
1857891	9606.ENSP00000375107	0.011
1844302	9606.ENSP00000254579	0.02
1847426	9606.ENSP00000293670	53.9
1858883	9606.ENSP00000383923	0.063
1857893	9606.ENSP00000375109	0.461
1857892	9606.ENSP00000375108	0.01
1854603	9606.ENSP00000356444	0.013
1853995	9606.ENSP00000353537	0.019
1849537	9606.ENSP00000312439	0.672
1846366	9606.ENSP00000274192	0.033
1843465	9606.ENSP00000237596	0.564
1842230	9606.ENSP00000056217	3.09
1859900	9606.ENSP00000395929	0.539
1860285	9606.ENSP00000401502	0.741
1844669	9606.ENSP00000259205	0.876
1843648	9606.ENSP00000242872	1.37
1849995	9606.ENSP00000317912	2.98
1852720	9606.ENSP00000343633	0.511
1860287	9606.ENSP00000401508	44.2
1849536	9606.ENSP00000312436	0.54
1861975	9606.ENSP00000434516	204
1854290	9606.ENSP00000355060	2.21
1853866	9606.ENSP00000352565	0.241
1864180	9606.ENSP00000469538	0.009
1854291	9606.ENSP00000355064	0.335
1853865	9606.ENSP00000352561	0.164
1843945	9606.ENSP00000249042	51.6
1846460	9606.ENSP00000275820	1.82
1850575	9606.ENSP00000323740	0.024
1843715	9606.ENSP00000244426	1.44
1859241	9606.ENSP00000387118	0.002
1856814	9606.ENSP00000367346	2.23
1854104	9606.ENSP00000354335	0.097
1858869	9606.ENSP00000383698	0.024
1844335	9606.ENSP00000254900	6.55
1859578	9606.ENSP00000391592	139
1849863	9606.ENSP00000316333	53.9
1858868	9606.ENSP00000383692	0.523
1858867	9606.ENSP00000383690	102
1846732	9606.ENSP00000281523	0.017
1846375	9606.ENSP00000274335	10.3
1858575	9606.ENSP00000381206	2.42
1858574	9606.ENSP00000381204	0.949
1863294	9606.ENSP00000458954	23.7
1850601	9606.ENSP00000323952	0.005
1856445	9606.ENSP00000365318	4.83
1862613	9606.ENSP00000449522	0
1856444	9606.ENSP00000365312	83.1
1857820	9606.ENSP00000374036	1.93
1844525	9606.ENSP00000257632	0.799
1845502	9606.ENSP00000264218	0.115
1843787	9606.ENSP00000245957	0.035
1862663	9606.ENSP00000450040	0.11
1857006	9606.ENSP00000368591	0.271
1862720	9606.ENSP00000450730	0.511
1862721	9606.ENSP00000450731	11.9
1857252	9606.ENSP00000369976	0.175
1852605	9606.ENSP00000342538	4.38
1842761	9606.ENSP00000219593	0.186
1842448	9606.ENSP00000207549	35.1
1851848	9606.ENSP00000335437	0.28
1845275	9606.ENSP00000263071	0.38
1862052	9606.ENSP00000437073	20.2
1857253	9606.ENSP00000369979	1.23
1846225	9606.ENSP00000272117	1.95
1853564	9606.ENSP00000350263	0.506
1853677	9606.ENSP00000351147	0.261
1860282	9606.ENSP00000401477	0.008
1853676	9606.ENSP00000351141	16.8
1843482	9606.ENSP00000238256	20.1
1843681	9606.ENSP00000243776	1.1
1851640	9606.ENSP00000333896	4.29
1862059	9606.ENSP00000437468	0.061
1862171	9606.ENSP00000441047	0.289
1851214	9606.ENSP00000330074	505
1851215	9606.ENSP00000330075	1.02
1851672	9606.ENSP00000334077	0.813
1859093	9606.ENSP00000386110	7.33
1844895	9606.ENSP00000261369	4.19
1844894	9606.ENSP00000261368	0.263
1856435	9606.ENSP00000365272	6.49
1857779	9606.ENSP00000373627	5.65
1862913	9606.ENSP00000454748	0.036
1844893	9606.ENSP00000261366	356
1844090	9606.ENSP00000251921	0.083
1853566	9606.ENSP00000350266	1.75
1856891	9606.ENSP00000367817	17.6
1849386	9606.ENSP00000311165	34.4
1859759	9606.ENSP00000393953	46.4
1847035	9606.ENSP00000286788	615
1853565	9606.ENSP00000350265	0.661
1843412	9606.ENSP00000234816	0.988
1856624	9606.ENSP00000366352	0.032
1861436	9606.ENSP00000419718	0.001
1863044	9606.ENSP00000456434	2.79
1851777	9606.ENSP00000334910	3.06
1851698	9606.ENSP00000334246	0.157
1848899	9606.ENSP00000306974	0.311
1847809	9606.ENSP00000296946	0.78
1853183	9606.ENSP00000347546	0.73
1855465	9606.ENSP00000360381	0.062
1846901	9606.ENSP00000284320	66.9
1846856	9606.ENSP00000283441	0.214
1846902	9606.ENSP00000284322	14.1
1855523	9606.ENSP00000360689	0.216
1853295	9606.ENSP00000348419	0.383
1855521	9606.ENSP00000360687	1050
1842559	9606.ENSP00000216185	27.7
1855519	9606.ENSP00000360682	18.1
1855661	9606.ENSP00000361405	30.3
1842558	9606.ENSP00000216181	990
1842557	9606.ENSP00000216180	0.542
1861249	9606.ENSP00000416897	0.367
1858081	9606.ENSP00000376914	18.7
1852513	9606.ENSP00000341843	0.542
1855540	9606.ENSP00000360803	3.57
1861248	9606.ENSP00000416892	130
1862802	9606.ENSP00000452454	7.79
1852514	9606.ENSP00000341848	18.3
1852825	9606.ENSP00000344503	2.11
1851740	9606.ENSP00000334611	0.051
1842934	9606.ENSP00000222674	0.19
