source	target	is_directed	is_stimulation	is_inhibition	dip_url
P23443	P31749	1	0	0	
P31749	P23443	1	1	0	
P12931	P31749	1	1	0	
P31749	P12931	1	1	0	
P31749	Q5T1C6	1	0	0	
Q5T1C6	P31749	1	0	1	
P31749	P41279	1	1	0	
P41279	P31749	1	0	0	
P31749	Q13188	1	0	1	
P31749	O94875	1	0	0	
P31749	P25445	1	0	1	
P31749	Q16584	1	1	1	
Q16584	P31749	1	0	0	
P31749	P16220	1	1	0	
P31749	Q96DZ5	1	0	0	
Q96DZ5	P31749	1	0	0	
P31749	P55072	1	1	0	
P31749	P55211	1	1	1	
P13645	P31749	1	0	0	
P31749	P13645	1	0	0	
P31749	P17612	1	1	0	
P31749	Q15118	1	0	0	
Q15118	P31749	1	1	0	
P31749	P35232	1	0	0	
P31749	P67775	1	0	0	
P67775	P31749	1	0	1	
P31749	P12268	1	0	0	
P31749	O43521	1	1	1	
P31749	O43524	1	1	1	
P31749	P19338	1	1	0	
P31749	Q9NR28	1	0	0	
P31749	Q53EL6	1	0	1	
P31749	Q12906	1	1	0	
P31749	Q07812	1	0	1	
P31749	Q15121	1	1	0	
P31749	Q15942	1	0	1	
P18031	P31749	1	0	1	
P31749	P18031	1	0	1	
P31749	O43464	1	0	1	
P31749	P22736	1	0	1	
P31749	P42858	1	0	0	
P42858	P31749	1	0	0	
P31749	O60343	1	0	1	
O60346	P31749	1	0	1	
P31749	O60346	1	0	0	
P31749	P14598	1	1	0	
P31749	Q9Y2V2	1	0	0	
P06748	P31749	1	0	0	
P31749	P06748	1	0	0	
P31749	Q9UQF2	1	0	0	
Q9UQF2	P31749	1	1	0	
P31749	Q04206	1	1	0	
P31749	Q15047	1	0	0	
O15111	P31749	1	0	0	
P31749	O15111	1	1	0	
P31749	Q6R327	1	0	0	
Q6R327	P31749	1	1	0	
P31749	P49918	1	0	1	
Q8TAI7	P31749	1	0	0	
P31749	Q15139	1	0	0	
Q15139	P31749	1	0	0	
P31749	P43405	0	0	0	
P31749	P43403	0	0	0	
P31749	P25963	1	0	0	
P31749	P49137	1	0	0	
P49137	P31749	1	0	0	
P31749	Q13043	1	0	1	
Q13043	P31749	1	0	0	
P31749	Q14397	0	0	0	
P01375	P31749	1	1	0	
Q8IV61	P31749	1	1	0	
P31749	P24941	1	1	0	
O43187	P31749	1	0	0	
O14640	P31749	1	0	0	
P31749	Q9UBK2	1	0	1	
P31749	O75928	1	0	0	
P31749	P15976	1	1	0	
P31749	P00568	1	0	0	
P31749	P46937	1	0	1	
P31749	Q16543	1	0	0	
P31749	P50750	1	1	0	
P31749	P31751	1	0	1	
P31751	P31749	1	0	0	
P31749	Q12824	1	0	0	
P31749	P84243	1	1	0	
P31749	P17542	1	0	1	
P31749	P42336	1	0	0	
P42336	P31749	1	1	1	
P31749	Q04912	1	1	0	
P31749	Q7Z5H3	1	0	0	
P31749	P53396	1	0	0	
P31749	O60285	1	1	0	
P31749	Q16539	0	0	0	
O95793	P31749	1	0	0	
P14778	P31749	1	0	0	
B4DGL0	P31749	0	0	0	
B2R8E4	P31749	0	0	0	
K9JA46	P31749	0	0	0	
P31749	P05106	1	1	0	
P31749	Q8WUF5	1	1	0	
P31749	Q8TAD8	1	1	0	
P30153	P31749	1	0	0	
P31749	P30153	1	0	0	
P31749	Q6P1N0	0	0	0	
B2R9R2	P31749	0	0	0	
P31749	P48436	1	1	0	
B4DMM9	P31749	0	0	0	
P31749	Q86T74	1	0	0	
P31749	Q06413	1	1	0	
P31749	Q54A98	0	0	0	
P31749	P55316	1	0	0	
O14746	P31749	1	0	0	
P31749	O14746	1	1	0	
P31749	Q6GQQ9	1	1	0	
P31749	Q9H4A3	1	1	0	
P31749	Q9NTG0	0	0	0	
P31749	P52757	1	0	0	
Q53ET0	P31749	1	1	0	
P31749	O15151	1	1	0	
P31749	Q6UN15	1	1	0	
P31749	Q96F86	1	0	0	
P31749	Q9BVI0	1	0	1	
P31749	Q96QB1	1	0	0	
P31749	Q9UKV3	1	0	0	
P31749	P78527	1	0	0	
P78527	P31749	1	1	0	
Q8NEB9	P31749	1	1	0	
P31749	P08621	1	1	0	
P08238	P31749	1	0	0	
P31749	P08238	1	0	0	
P31749	Q8N5S9	1	0	0	
Q8N5S9	P31749	1	0	0	
P31749	P29317	1	0	0	
P31749	P25686	1	1	0	
P31749	Q86TI0	1	0	1	
P31749	Q92547	1	1	0	
P31749	Q12888	1	0	1	
P31749	P49760	1	1	0	
P07900	P31749	1	1	0	
P31749	P07900	1	1	0	
Q15173	P31749	1	0	1	
P31749	P54274	1	0	0	
P31749	P53804	1	1	0	
P31749	Q06455	1	1	0	
P31749	Q9NWV8	1	0	0	
P31749	Q12968	1	1	0	
P31749	Q01860	1	1	0	
Q01860	P31749	1	0	1	
P31749	Q13370	1	1	0	
Q96RR4	P31749	1	1	0	
Q13362	P31749	1	0	1	
P31749	Q99418	1	0	0	
P31749	Q14643	1	0	1	
P62140	P31749	1	0	1	
P31749	P29474	1	1	0	
P62714	P31749	1	0	1	
P31749	Q8WYL5	1	0	0	
P31749	Q99502	1	0	0	
P24666	P31749	1	0	0	
P31749	Q86VP3	1	0	0	
P31749	P21453	1	1	0	
P31749	E9PFZ0	1	0	0	
P31749	P09601	1	1	0	
P31749	Q15119	1	0	0	
Q15119	P31749	1	1	1	
P31749	Q06481	1	0	0	
P31749	Q96FS5	1	0	0	
O14558	P31749	1	1	0	
P31749	Q8N6T7	1	0	0	
P31749	Q07955	1	1	0	
P31749	Q15642	1	1	0	
P31749	Q9H4X1	1	0	0	
P31749	Q7Z589	1	0	0	
P31749	Q8TDD2	1	1	0	
P31749	Q92794	1	0	0	
Q16082	P31749	1	1	0	
P31749	Q15672	1	1	0	
P31749	Q16656	1	1	0	
Q15181	P31749	1	1	1	
P31749	Q9UKY1	1	1	0	
P31749	Q16778	1	0	0	
P31749	Q8WX93	1	0	0	
P31749	Q8NCD3	1	0	0	
P31749	P33778	1	0	0	
P31749	P78362	1	1	0	
P31749	Q2PPJ7	1	0	0	
P31749	Q9Y2I7	1	1	0	
Q9Y2I7	P31749	1	0	0	
Q5S007	P31749	1	1	0	
P31749	Q9UN36	1	0	0	
P31749	P05060	1	1	0	
Q15257	P31749	1	1	1	
P31749	Q86V81	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=87942
P31749	Q8WUM0	1	1	0	
P31749	P13727	1	0	0	
P31749	O60437	1	0	0	
P31749	P19367	1	1	0	
P31749	O75817	1	1	0	
P31749	Q9Y3T9	1	1	0	
P31749	Q92879	1	0	0	
P31749	P53365	1	0	0	
P31749	Q8WXA9	1	1	0	
P31749	Q9BW71	1	1	0	
P31749	Q9BZQ8	1	0	0	
O95988	P31749	1	1	0	
P31749	O95988	1	0	0	
P31749	Q9H6Z4	1	0	0	
P31749	Q9H9Q4	1	0	0	
P31749	Q9NPC1	1	0	0	
Q6A1A2	P31749	1	1	0	
P31749	Q9BWT1	1	0	1	
P31749	A8MYZ6	1	1	1	
P31749	Q99490	1	1	0	
P31749	Q9Y261	1	1	0	
P31749	Q9BRQ0	1	0	0	
P31749	Q86YN6	1	0	0	
P31749	O95218	1	1	0	
P31749	Q8IVT2	1	1	0	
B4DTV0	P31749	0	0	0	
B4DY91	P31749	0	0	0	
B4DT73	P31749	0	0	0	
P31749	Q68DC0	0	0	0	
P31749	Q8NBZ7	1	0	0	
P31749	Q9UIW2	1	0	0	
P31749	Q0PTK2	0	0	0	
P31749	O95716	1	0	0	
P31749	Q9H8T0	1	0	0	
O14997	P31749	0	0	0	
P31749	Q96HP0	1	0	0	
Q96N66	Q9H1C4	0	0	0	
Q86WV6	Q96N66	1	0	0	
Q9H0E2	Q86Y13	1	0	0	
Q86TG7	Q9H0E2	1	0	0	
Q9H0E2	Q86TG7	1	0	0	
Q9H0E2	Q9NPH3	1	0	0	
Q9NPH3	Q9H0E2	1	0	0	
O60603	Q9H0E2	1	1	0	
Q9H0E2	O60603	1	0	0	
Q9H0E2	Q8IZ07	1	0	0	
P51617	Q9H0E2	1	0	0	
Q9H0E2	P51617	1	1	0	
P19525	Q9H0E2	1	0	0	
Q9H0E2	Q9NVW2	1	0	0	
Q9H0E2	Q9Y4K3	1	1	0	
Q9Y4K3	Q9H0E2	1	0	0	
Q9H0E2	Q9NP58	1	0	0	
Q9H0E2	Q96J02	1	0	0	
Q9H0E2	Q96S55	1	0	0	
Q9H0E2	Q15654	1	0	0	
Q9H0E2	Q9Y5V3	1	0	0	
Q9H0E2	P98170	1	0	0	
O75674	Q9H0E2	1	0	0	
Q9H0E2	O75674	1	0	0	
Q9H0E2	Q9NR28	1	0	0	
Q9H0E2	Q03135	1	0	0	
Q9H0E2	Q9H857	1	0	0	
Q9H0E2	Q9Y4C2	1	0	0	
O00206	Q9H0E2	1	0	0	
Q9H0E2	O00206	1	0	0	
O15455	Q9H0E2	1	0	0	
Q9H0E2	O15455	1	0	0	
Q9H0E2	Q96PU5	1	0	0	
P53805	Q9H0E2	1	0	0	
O43187	Q9H0E2	1	0	0	
Q9H0E2	O43187	1	0	0	
Q9H0E2	Q13490	1	0	0	
Q9H0E2	Q05048	1	0	0	
P0CG48	Q9H0E2	1	0	0	
Q9H0E2	P0CG48	1	0	0	
Q16539	Q9H0E2	1	0	0	
P14778	Q9H0E2	1	0	0	
Q9H0E2	P14778	1	0	0	
O60784	Q9H0E2	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=60330
Q00978	O00629	1	0	0	
P42768	O00629	1	0	0	
O00629	P46531	1	1	0	
P05067	P13693	0	0	0	
P53350	P13693	1	1	1	
P13693	P68104	0	0	0	
Q9Y6K9	P13693	1	0	0	
P05023	P13693	0	0	0	
P13693	P24941	0	0	0	
P13693	Q15382	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=191094
P13693	Q9UNH7	0	0	0	
P13693	Q15714	0	0	0	
P13693	P24534	0	0	0	
P04626	P20936	1	1	0	
P04629	P20936	1	1	0	
O15524	P20936	1	0	0	
P05067	P20936	1	0	0	
P20936	P05067	1	0	0	
P00533	P20936	1	1	0	
P20936	P00533	1	1	0	
P00519	P20936	1	0	0	
P01112	P20936	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=84
P20936	P01112	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=84
P20936	Q92574	1	0	0	
Q92574	P20936	1	0	0	
P10721	P20936	1	0	0	
P20936	P10721	1	0	0	
P20936	P51636	1	1	0	
P08069	P20936	1	1	0	
P20936	P62993	1	1	0	
P62993	P20936	1	0	0	
P36888	P20936	1	0	0	
Q15303	P20936	1	0	0	
P05771	P20936	1	0	0	
P35968	P20936	1	0	0	
Q9UM73	P20936	1	0	0	
P06213	P20936	1	0	0	
P16234	P20936	1	1	0	
O14543	P20936	1	1	0	
P20936	O14543	1	0	0	
P12931	P20936	1	1	1	
P20936	P12931	1	0	0	
P06239	P20936	1	1	0	
P20936	P06239	1	0	0	
P20936	Q03135	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=190901
P20936	P42858	1	0	0	
P42858	P20936	1	0	0	
P09619	P20936	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1290
P43405	P20936	1	0	0	
P20936	P43403	1	0	0	
P43403	P20936	1	0	0	
P41240	P20936	1	0	0	
Q99704	P20936	1	1	0	
Q14289	P20936	1	0	0	
P11274	P20936	1	1	0	
P21860	P20936	1	0	0	
P07332	P20936	1	0	0	
P06127	P20936	1	0	0	
P07947	P20936	1	0	0	
A8K4G3	P20936	0	0	0	
A8K379	P20936	0	0	0	
B3KP83	P20936	0	0	0	
O60496	P20936	1	0	0	
P20936	O60496	1	0	0	
P54753	P20936	1	0	0	
P20936	Q96QB1	0	0	0	
P29317	P20936	1	1	0	
P29323	P20936	1	1	0	
P20936	Q9NRY4	1	0	0	
Q9NRY4	P20936	1	0	0	
P20936	Q59F04	0	0	0	
Q96GD4	P20936	1	0	0	
P07333	P20936	1	0	0	
B7Z3V5	P20936	0	0	0	
P33527	Q9H1C4	0	0	0	
P68400	P33527	1	1	0	
Q86WV6	P33527	1	0	0	
P16871	Q9HC73	1	1	0	
Q9HC73	P42229	1	1	0	
O60674	Q9HC73	1	0	0	
Q9HC73	O60674	1	1	0	
Q969D9	Q9HC73	1	1	0	
P05412	Q13724	1	0	0	
P61073	Q13724	1	0	0	
Q9ULX9	Q13724	1	0	0	
Q13137	Q9NVV4	0	0	0	
Q9H6S1	Q9NVV4	1	0	0	
Q9UHD2	Q9NVV4	1	0	0	
Q01973	P01138	1	0	0	
Q01973	P12931	1	1	0	
P41221	Q01973	1	1	0	
B3KQX9	Q01973	0	0	0	
P56703	Q01973	0	0	0	
P04628	Q01974	1	0	0	
Q01974	P04628	1	0	0	
Q01974	P21333	1	1	0	
Q01974	Q15750	1	1	0	
Q15750	Q01974	1	0	1	
P56705	Q01974	1	0	0	
Q9Y6K9	Q01974	1	0	0	
Q01974	O00238	1	1	0	
Q01974	P45983	1	1	0	
P49841	Q01974	1	0	1	
Q01974	Q9Y5V3	1	1	0	
P49674	Q01974	1	1	0	
O00755	Q01974	1	0	0	
Q01974	P25098	1	1	0	
Q01974	Q13467	1	0	0	
Q13467	Q01974	1	0	0	
O43318	Q01974	1	0	0	
Q01974	O43318	1	1	0	
P56704	Q01974	1	0	0	
P41221	Q01974	1	1	0	
Q01974	P41221	1	0	0	
P09544	Q01974	1	0	0	
B3KQX9	Q01974	0	0	0	
P56703	Q01974	1	0	0	
Q01974	P56703	1	0	0	
Q01974	Q8N2E5	0	0	0	
Q9H1J7	Q01974	1	0	0	
Q01974	Q14332	1	0	0	
Q14332	Q01974	1	0	0	
P13500	P51679	1	1	0	
P51679	Q92583	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10382
Q92583	P51679	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10382
P25098	P51679	1	1	0	
P35626	P51679	1	1	0	
Q7L9L4	O95835	1	1	0	
Q13188	Q7L9L4	1	1	0	
Q13043	Q7L9L4	1	1	0	
Q7L9L4	Q9NRM7	1	1	0	
P51671	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10393
P51677	P51671	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10393
Q9Y258	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10476
P10147	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10378
P02778	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11073
Q99616	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10473
P13500	P51677	1	1	0	
P51677	P13500	1	0	0	
P51677	P78453	0	0	0	
A8K4G3	P51677	0	0	0	
P80098	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10474
Q07325	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11071
P13236	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10379
P51677	P13236	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10379
O14625	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11072
P13501	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10380
P51677	P13501	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10380
P55774	P51677	1	1	0	
O00175	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10472
Q16627	P51677	1	1	0	
Q16663	P51677	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11057
P51671	P49682	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10524
P51671	P51681	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10466
P51681	P51671	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10466
P13500	P51671	1	0	0	
O00590	P51671	1	0	0	
P41597	P51671	1	0	0	
P51671	P41597	1	1	0	
P19438	Q9NXR7	1	0	0	
Q9NXR7	P19438	1	0	0	
Q9NXR7	P25445	1	0	0	
Q99728	Q9NXR7	0	0	0	
P0CG47	Q9NXR7	0	0	0	
Q9NWV8	Q9NXR7	0	0	0	
Q5VTD9	Q9NXR7	0	0	0	
P46736	Q9NXR7	0	0	0	
Q15018	Q9NXR7	0	0	0	
Q9H1C4	Q9H2V7	0	0	0	
Q86UT6	Q9H2V7	1	0	0	
Q9H2V7	P10415	1	0	1	
Q9H2V7	Q07817	1	0	1	
P04628	P56178	1	1	0	
P56178	Q13950	1	1	0	
Q15475	P56178	1	0	1	
P05161	Q9NZZ3	1	0	0	
Q9NP79	Q9NZZ3	0	0	0	
Q5VW32	Q9NZZ3	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=189605
P63000	O95256	1	0	0	
Q86XR7	O95256	1	0	0	
O95257	Q9Y6R4	1	1	0	
Q9Y6R4	O95257	1	0	0	
Q9Y6K9	O95257	1	0	0	
O95257	P06493	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40130
P06493	O95257	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40130
B7Z3D6	O95257	0	0	0	
O95257	P12004	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40122
O15164	O95257	1	0	0	
O95257	Q8IWY9	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40123
Q9H1Y0	Q8NAA4	1	0	0	
Q96RT1	Q92911	1	0	0	
P67870	P30291	1	1	1	
P30291	Q9Y297	1	0	0	
Q9Y297	P30291	1	0	1	
P53355	P30291	1	0	0	
P53350	P30291	1	1	1	
P30291	P31946	1	0	0	
O14757	P30291	1	1	1	
P68400	P30291	1	0	0	
P30291	Q14653	1	1	0	
P30291	P84022	1	0	0	
P30291	Q07666	1	1	0	
P30291	Q12972	1	1	0	
P30291	P42574	1	0	0	
P30291	P61978	1	1	0	
P30291	Q14247	1	1	0	
P30291	Q14934	1	1	0	
P30291	Q9HCE7	1	0	0	
P30291	P61981	1	0	0	
P30291	P23588	1	1	0	
P27348	P30291	0	0	0	
P06493	P30291	1	1	1	
P30291	P06493	1	0	1	
P30291	P63208	1	1	0	
P63208	P30291	1	0	0	
P30291	P22681	1	1	0	
P30291	P06702	1	0	0	
Q13153	P30291	1	0	1	
P30291	Q9NRA8	1	1	0	
P30291	P37802	1	1	0	
P30291	P20749	1	1	0	
P30291	Q9Y534	1	1	0	
P30291	Q9UKB1	1	0	0	
Q9UKB1	P30291	1	0	0	
P30291	Q15942	1	1	0	
P24941	P30291	1	0	1	
P30291	P24941	1	1	1	
P30291	P06730	1	0	0	
P30291	P14317	1	1	0	
P30291	P46108	1	0	0	
P30291	Q8WUF5	1	1	0	
P30291	Q13309	1	0	0	
Q13309	P30291	1	0	0	
B7Z3D6	P30291	0	0	0	
P30291	Q68DS0	0	0	0	
P30291	P18887	1	1	0	
P30291	P38919	1	1	0	
P30291	P08621	1	1	0	
P30291	Q8N5S9	1	1	0	
P30291	Q8WXF1	1	1	0	
P30291	Q99618	1	0	0	
Q99618	P30291	1	0	1	
P30291	P07900	1	0	0	
P30291	P15927	1	1	0	
P30291	Q8IWQ3	1	1	0	
Q8IWQ3	P30291	1	0	0	
P30291	P18858	1	1	0	
Q8TDC3	P30291	1	0	0	
P30291	Q07955	1	1	0	
P30291	Q13330	1	1	0	
Q9NYY3	P30291	1	0	0	
P30291	Q96I25	1	1	0	
P30291	Q8WUM0	1	1	0	
P30291	Q9Y3Q8	1	1	0	
P30291	Q14202	1	1	0	
P30291	Q9Y3T9	1	1	0	
P30291	Q86U44	1	1	0	
B4DMS9	P30291	0	0	0	
P30291	Q8IUN4	0	0	0	
O14757	P02545	1	0	0	
P02545	P50402	0	0	0	
P05129	P02545	1	0	0	
P29466	P02545	1	0	0	
P49336	P02545	1	0	0	
Q02156	P02545	1	0	0	
P06493	P02545	1	1	0	
P17252	P02545	1	0	0	
P05771	P02545	1	0	0	
P12931	P02545	1	0	0	
P05161	P02545	1	0	0	
P02545	P55212	1	0	0	
P55212	P02545	1	1	1	
P11802	P02545	1	0	0	
P24941	P02545	1	0	0	
P50750	P02545	1	0	0	
Q00535	P02545	1	0	0	
Q00534	P02545	1	0	0	
B7Z3D6	P02545	0	0	0	
P50613	P02545	1	0	0	
P02545	P35555	0	0	0	
P02545	P20700	1	0	0	
Q00537	P02545	1	0	0	
Q00536	P02545	1	0	0	
Q9BWU1	P02545	1	0	0	
Q00526	P02545	1	0	0	
