source	target	is_directed	is_stimulation	is_inhibition	dip_url
P22362	P32246	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10356
Q9BXL7	Q14790	1	0	0	
Q9BXL7	Q9Y4K3	1	0	0	
Q9Y4K3	Q9BXL7	1	0	0	
Q13098	Q9BXL7	0	0	0	
Q04759	Q9BXL7	1	1	0	
P48729	Q9BXL7	1	0	0	
Q92918	Q9BXL7	1	0	0	
P67775	Q9BXL7	1	0	0	
Q9BXL7	Q9UDY8	1	1	0	
Q9UDY8	Q9BXL7	1	0	0	
Q9UQM7	Q9BXL7	1	0	0	
Q92905	Q9BXL7	0	0	0	
P62714	Q9BXL7	1	0	0	
P68363	Q99836	0	0	0	
Q99836	P63000	1	0	0	
P11142	Q99836	0	0	0	
Q13568	Q99836	1	0	0	
Q99836	Q13568	1	0	0	
Q71U36	Q99836	0	0	0	
Q92985	Q99836	1	0	0	
Q99836	Q92985	1	0	0	
Q99836	Q9Y4K3	1	1	0	
Q9Y4K3	Q99836	1	0	0	
P50991	Q99836	0	0	0	
Q15306	Q99836	1	0	0	
Q99836	Q15654	1	0	0	
Q99836	Q9NR97	1	0	0	
Q9NR97	Q99836	1	1	0	
Q99836	Q9NR96	1	0	0	
Q9NR96	Q99836	1	1	0	
Q99836	Q93009	1	0	0	
Q99836	P27986	1	0	0	
Q13158	Q99836	1	0	1	
Q99836	Q13158	1	1	0	
Q99836	Q9Y2C9	1	0	0	
Q9Y2C9	Q99836	1	0	0	
Q06187	Q99836	1	0	0	
Q99836	Q06187	1	0	0	
Q8WWM7	Q99836	0	0	0	
Q15109	Q99836	0	0	0	
Q99836	P08138	1	1	0	
P34931	Q99836	0	0	0	
O14836	Q99836	1	0	0	
Q99836	Q9Y608	1	0	0	
Q9UGK3	Q99836	1	0	0	
Q99836	Q9NWZ3	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=82398
Q9NWZ3	Q99836	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=82398
P58753	Q99836	1	1	0	
Q99836	P58753	1	0	0	
O00206	Q99836	1	1	0	
Q99836	O00206	1	0	0	
Q99836	O15455	1	0	0	
P07437	Q99836	0	0	0	
Q99836	P43405	1	0	0	
Q86XR7	Q99836	1	1	0	
O43187	Q99836	1	0	0	
Q99836	O43187	1	0	0	
Q99836	Q8IUQ4	1	0	0	
Q99836	Q15399	1	0	0	
Q96FA3	Q99836	1	0	0	
Q99836	Q96FA3	1	0	0	
P14778	Q99836	1	1	0	
Q99836	P14778	1	0	1	
P62258	Q99836	0	0	0	
B4E359	Q99836	0	0	0	
Q12874	Q99836	0	0	0	
P07900	Q99836	0	0	0	
Q99832	Q99836	0	0	0	
P50990	Q99836	0	0	0	
P26196	Q99836	0	0	0	
P51159	Q8IYJ3	0	0	0	
Q99835	Q2M1P5	1	1	0	
P63211	Q99835	1	0	0	
Q99835	P63211	1	1	0	
Q99835	Q9UMX1	1	1	1	
Q9UMX1	Q99835	1	0	1	
P49841	Q99835	1	1	1	
Q99835	P04899	1	1	0	
P36873	Q99835	1	0	0	
P49674	Q99835	1	1	0	
Q15465	Q99835	1	1	0	
Q13635	Q99835	1	1	1	
Q99835	Q13635	1	0	0	
P62136	Q99835	1	0	0	
Q99835	P12931	1	1	0	
P48729	Q99835	1	1	0	
Q99835	P17612	1	1	0	
P67775	Q99835	1	0	0	
Q99835	P08754	1	1	0	
Q99835	P06241	1	1	0	
P25098	Q99835	1	1	0	
Q99835	Q9Y6C5	1	0	0	
Q9Y6C5	Q99835	1	1	0	
P46934	Q99835	0	0	0	
P32121	Q99835	1	0	0	
Q99835	P32121	1	1	0	
Q59FG5	Q99835	0	0	0	
Q99835	Q9NRP7	1	1	0	
Q99835	P63096	1	1	0	
Q59EM5	Q99835	0	0	0	
Q99835	P09341	1	1	0	
P62140	Q99835	1	0	0	
P62873	Q99835	1	0	0	
Q99835	P62873	1	1	0	
P62714	Q99835	1	0	0	
P00450	Q99835	1	0	1	
Q99835	P11488	1	1	0	
P62879	Q99835	1	0	0	
Q99835	P62879	1	1	0	
Q99835	P19087	1	1	0	
P16520	Q99835	1	0	0	
Q99835	P16520	1	1	0	
P63215	Q99835	1	0	0	
Q99835	P63215	1	1	0	
P59768	Q99835	1	0	0	
Q99835	P59768	1	1	0	
Q99835	Q9UBI6	1	1	0	
Q9UBI6	Q99835	1	0	0	
P37840	Q9Y6H5	1	0	0	
P49841	Q9Y6H5	1	0	1	
Q13526	Q9Y6H5	1	0	0	
Q8IUQ4	Q9Y6H5	1	0	1	
O43255	Q9Y6H5	1	0	1	
O60260	Q9Y6H5	1	1	1	
Q9Y5A7	Q9Y6H5	0	0	0	
P45984	Q8TAQ2	1	1	0	
P49841	Q8TAQ2	1	1	0	
Q13315	Q8TAQ2	1	0	0	
Q99759	Q8TAQ2	1	0	0	
P17612	Q8TAQ2	1	1	0	
P11802	Q8TAQ2	1	1	0	
Q13535	Q8TAQ2	1	1	0	
P51531	Q8TAQ2	1	1	0	
Q00534	Q8TAQ2	1	1	0	
P51532	Q8TAQ2	1	1	0	
P50613	Q8TAQ2	1	1	0	
Q8TAQ2	Q969G3	0	0	0	
Q8NEM0	Q8TAQ2	1	1	0	
Q9UEE5	Q8TAQ2	1	1	0	
P43489	Q13114	1	0	0	
Q13114	P43489	1	0	0	
P43489	Q9BUZ4	0	0	0	
P43489	Q12933	1	0	0	
Q12933	P43489	1	0	0	
P43489	Q07011	0	0	0	
P43489	Q13077	0	0	0	
P23510	P43489	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4256
O60716	P63000	1	1	0	
P63000	O60716	1	0	1	
Q02156	O60716	1	0	1	
P49841	O60716	1	0	0	
P17252	O60716	1	0	0	
O60716	P12830	1	1	0	
P12830	O60716	1	0	0	
P49674	O60716	1	0	1	
O60716	P12931	1	1	0	
P12931	O60716	1	1	0	
P17612	O60716	1	0	1	
O60716	P29350	1	0	0	
P29350	O60716	1	1	0	
P06241	O60716	1	1	1	
O60716	Q9Y572	0	0	0	
O60716	P19022	1	0	0	
P19022	O60716	1	0	0	
O60716	O60331	1	1	0	
O14522	O60716	1	0	0	
P28827	O60716	1	1	0	
Q12913	O60716	1	1	0	
Q9P286	O60716	1	0	0	
P22223	O60716	1	0	0	
O60716	Q86UP0	0	0	0	
O60716	Q86T24	1	0	1	
O60716	W0S0X4	0	0	0	
P07858	P78556	1	0	0	
P07339	P78556	1	0	0	
P13611	P78556	1	0	0	
P78556	P13611	1	0	0	
P78556	P49682	1	1	0	
P51684	P78556	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10419
P78556	P51684	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10419
P15529	Q9UEW8	0	0	0	
P12931	P15529	1	0	0	
P15529	P29350	1	0	0	
P07947	P15529	1	0	0	
P15529	P01024	1	0	1	
P15529	P21926	0	0	0	
P05156	P15529	0	0	0	
P0C0L5	P15529	0	0	0	
P05112	P78552	1	1	0	
P78552	P42226	1	1	0	
P29597	P78552	1	0	0	
P78552	P29597	1	1	0	
Q8TDR0	P78552	1	0	0	
O60674	P78552	1	0	0	
P78552	O60674	1	1	0	
P31785	P78552	1	0	0	
P78552	P31785	1	0	0	
P24394	P78552	1	1	0	
P78552	P24394	1	1	0	
P35225	P78552	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4497
B2RBY1	P78552	0	0	0	
Q9UPT6	Q07866	1	0	0	
Q07866	Q15910	0	0	0	
P54646	Q07866	1	0	0	
P27361	Q07866	1	0	1	
Q07866	Q9UQF2	1	0	0	
Q9UQF2	Q07866	1	0	0	
Q07866	Q12982	0	0	0	
P53567	P35638	1	0	0	
P35638	Q9H1Y0	1	0	0	
P18848	P35638	1	1	0	
P35638	P18848	1	0	0	
P17252	P35638	1	0	0	
P35638	Q13547	0	0	0	
P35638	P10415	1	0	1	
Q09472	P35638	1	0	0	
P49716	P35638	1	0	0	
P35638	O43521	1	1	0	
P35638	P17535	1	1	0	
Q16539	P35638	1	1	0	
B4DMM9	P35638	0	0	0	
P19784	P35638	1	0	0	
P35638	Q9GZQ8	1	0	0	
P35638	P15407	1	1	0	
Q13164	Q07869	1	0	0	
P45984	Q07869	1	0	0	
Q07869	P45984	1	1	0	
P45983	Q07869	1	1	0	
P53779	Q07869	1	0	0	
P17252	Q07869	1	1	0	
P05771	Q07869	1	1	0	
P27361	Q07869	1	1	0	
Q15466	Q07869	1	1	0	
Q9UBE8	Q07869	1	0	0	
P55055	Q07869	1	1	0	
Q07869	P55055	1	1	0	
P28702	Q07869	1	1	0	
Q07869	P28702	1	1	0	
P19793	Q07869	1	1	0	
Q07869	P19793	1	1	0	
Q07869	Q15648	0	0	0	
P31152	Q07869	1	0	0	
Q15788	Q07869	1	1	0	
Q07869	P06858	1	1	1	
Q16659	Q07869	1	0	0	
Q07869	Q8NER1	1	1	0	
O15055	Q07869	0	0	0	
Q8TD08	Q07869	1	0	0	
P01112	Q07890	1	0	0	
Q07890	P01112	1	1	0	
Q9Y4K3	P01112	1	0	0	
P01112	P30305	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1108
P01112	Q13574	1	0	0	
Q13574	P01112	1	0	0	
P01112	P45983	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1062
P45983	P01112	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1062
P49841	P01112	1	0	0	
O43566	P01112	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=196091
P01112	O43566	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=196091
P01112	Q05513	1	0	0	
Q05513	P01112	1	1	0	
P01112	Q9UKT9	1	0	0	
P01112	P05412	1	1	0	
P05412	P01112	1	0	0	
P01112	P10398	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=62857
P10398	P01112	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=62857
P01112	P81274	1	0	0	
P81274	P01112	1	0	0	
P01112	P15056	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=468
P15056	P01112	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=468
P01112	P27986	1	1	0	
P42684	P01112	1	0	0	
P01112	P06213	1	0	0	
P06213	P01112	1	1	0	
P01112	P04049	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=470
P04049	P01112	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=470
P01112	Q02750	1	1	0	
Q02750	P01112	1	0	0	
P01112	P21359	1	0	0	
P21359	P01112	1	1	1	
P01112	P48736	1	1	0	
P01112	P12931	1	0	0	
P12931	P01112	1	1	0	
P01112	Q5U651	1	0	0	
Q5U651	P01112	1	0	0	
P01112	Q99614	1	0	0	
Q99614	P01112	1	0	0	
P01112	P55196	1	1	0	
P01112	P29353	1	1	0	
P29353	P01112	1	0	0	
O15211	P01112	1	0	0	
P06241	P01112	1	0	0	
P41743	P01112	1	0	0	
P01112	Q07889	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63928
Q07889	P01112	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63928
O43187	P01112	1	0	0	
P01112	O43187	1	0	0	
P01112	P50749	1	0	0	
P01112	Q13671	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=286
Q13671	P01112	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=286
P01112	P15498	1	0	0	
P15498	P01112	1	1	0	
O43318	P01112	1	0	0	
P01112	Q15811	1	0	0	
P01112	Q9NS23	1	1	0	
P01112	P42338	1	1	0	
P01112	P42336	1	1	0	
P01112	Q96RT1	1	0	0	
Q96RT1	P01112	1	0	0	
P01112	P11233	0	0	0	
P01112	P30304	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1107
P49354	P01112	1	1	0	
P50148	P01112	1	1	0	
P01112	Q9Y613	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=87779
P01112	Q15036	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=191266
Q8TEU7	P01112	1	1	0	
O60725	P01112	1	0	0	
Q9Y397	P01112	1	1	0	
P01112	Q8WWW0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=65350
P01112	Q9NZL6	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=60962
P01112	Q9Y6X8	0	0	0	
P01112	P52306	0	0	0	
Q8N9B8	P01112	1	1	0	
Q92565	P01112	1	1	0	
Q0VAM2	P01112	1	1	0	
P49356	P01112	1	1	0	
Q8N431	P01112	1	1	0	
P01112	Q8IZJ4	0	0	0	
P01111	P10398	1	1	0	
P01111	P15056	1	1	0	
P01111	P04049	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=602
P04049	P01111	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=602
P46940	P01111	1	0	1	
P21359	P01111	1	0	1	
P01111	P48736	1	1	0	
P12931	P01111	1	1	0	
Q04771	P01111	1	0	0	
P01111	Q07889	1	0	0	
Q07889	P01111	1	1	0	
Q8IV61	P01111	1	1	1	
P01111	Q13671	1	1	0	
Q13671	P01111	1	0	1	
P01111	P42338	1	1	0	
P01111	P42336	1	1	0	
P62158	P01111	1	0	1	
Q13905	P01111	1	1	0	
P10114	P01111	1	1	0	
Q8TEU7	P01111	1	1	0	
O43374	P01111	1	0	1	
Q13972	P01111	1	1	0	
Q96PV0	P01111	1	0	1	
Q9Y397	P01111	1	1	0	
Q8N9B8	P01111	1	1	0	
Q92565	P01111	1	1	0	
Q0VAM2	P01111	1	1	0	
Q8N431	P01111	1	1	0	
P01116	Q07890	1	0	0	
Q07890	P01116	1	1	0	
P17252	P01116	1	1	0	
P01116	P10398	1	1	0	
P01116	P15056	1	1	0	
Q04759	P01116	1	0	0	
P01116	P04049	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=187309
P04049	P01116	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=187309
P01116	P48736	1	1	0	
P12931	P01116	1	1	0	
P01116	P15923	1	1	0	
P01116	Q07889	1	0	0	
Q07889	P01116	1	1	0	
P01116	P50749	1	0	0	
P01116	Q13671	1	1	0	
Q13671	P01116	1	1	0	
P01116	P42338	1	1	0	
P01116	P42336	1	1	0	
P42336	P01116	1	1	0	
P49354	P01116	1	1	0	
P01116	P52306	0	0	0	
Q8N9B8	P01116	1	1	0	
Q92565	P01116	1	1	0	
Q0VAM2	P01116	1	1	0	
P49356	P01116	1	1	0	
Q8N431	P01116	1	1	0	
P42574	Q13114	0	0	0	
P42574	Q05397	1	0	1	
P42574	Q14790	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103141
Q14790	P42574	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103141
O15519	P42574	0	0	0	
P42574	Q9Y243	1	0	0	
Q9Y243	P42574	1	0	0	
P42574	P52565	1	0	0	
Q16236	P42574	1	1	0	
P42574	P20963	1	0	0	
P42574	P23588	1	1	1	
P42574	P45984	1	0	0	
P42574	P45983	1	0	0	
P42574	P08670	1	1	1	
P42574	Q13177	1	1	0	
Q13177	P42574	1	0	0	
P10144	P42574	1	1	0	
P42574	P10144	1	1	0	
Q05513	P42574	1	0	0	
P38936	P42574	1	0	0	
P42574	P38936	1	1	0	
P10415	P42574	1	0	1	
P42574	P10415	1	0	1	
P42574	P51813	1	0	0	
P51813	P42574	1	0	0	
P42574	P12830	1	0	0	
P42574	P26599	1	1	0	
P09874	P42574	1	0	0	
P42574	P09874	1	0	1	
P42574	Q00839	1	0	0	
P42574	P49810	1	0	0	
P42574	P62877	1	0	0	
O15392	P42574	1	1	1	
P42574	Q07820	1	0	1	
P42574	Q92934	1	1	0	
Q92934	P42574	1	1	1	
Q04759	P42574	1	0	0	
P42574	Q13541	1	0	1	
P42574	Q13635	1	0	1	
P47712	P42574	1	0	0	
Q8TDR4	P42574	1	0	0	
P42574	P35222	1	1	1	
P42574	Q92851	1	1	0	
Q92851	P42574	1	1	0	
P42574	Q7L5N1	1	0	0	
Q7L5N1	P42574	1	1	0	
P42574	P98170	1	0	1	
P98170	P42574	1	0	1	
P42574	Q13188	1	1	0	
Q13188	P42574	1	0	0	
P49662	P42574	1	0	0	
O14727	P42574	1	1	0	
P42574	O14727	1	1	1	
P42574	P55211	1	1	0	
P55211	P42574	1	1	1	
P42574	P55210	1	1	0	
P42574	P55212	1	1	0	
P55212	P42574	1	1	0	
Q92918	P42574	1	0	0	
P42574	P67775	1	0	0	
P67775	P42574	1	0	0	
Q01094	P42574	1	1	0	
P42574	Q8WUI4	1	0	0	
P42574	P06400	1	0	1	
P42574	Q9UKB1	1	0	0	
P06241	P42574	1	0	0	
P42574	P08590	1	0	0	
P42858	P42574	1	0	1	
P42574	Q7Z434	1	0	0	
P51124	P42574	1	0	0	
P42574	Q9UQF2	0	0	0	
Q9UBF6	P42574	1	0	0	
P42574	Q04206	1	0	1	
P42574	Q86TL0	1	1	0	
P42574	P25963	1	1	0	
P42574	Q13043	1	1	0	
Q13043	P42574	1	0	0	
P42574	Q13464	1	1	0	
Q13464	P42574	1	1	0	
P24941	P42574	1	0	0	
P11473	P42574	1	1	0	
P42574	P36956	1	1	0	
P42574	P06396	1	1	1	
P14317	P42574	0	0	0	
P42574	P46934	1	0	0	
P42574	Q04637	1	1	1	
P10809	P42574	1	0	0	
P42574	Q13490	1	0	1	
Q13490	P42574	1	0	1	
P42574	Q02078	1	0	0	
P42574	P56945	1	1	1	
P42574	P31751	1	0	0	
P02771	P42574	1	0	0	
P42574	P49023	1	0	1	
P42574	Q14116	1	0	0	
P42574	P16144	1	1	1	
Q13489	P42574	1	0	1	
P42574	Q16539	1	1	0	
Q16539	P42574	1	0	1	
Q15717	P42574	1	0	0	
P42574	P49768	1	0	0	
P42574	P52566	1	1	0	
P42574	P48426	1	0	1	
P42574	Q01082	1	1	1	
P42574	Q99755	1	1	0	
P42574	Q7KZF4	0	0	0	
B4E361	P42574	0	0	0	
P02511	P42574	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103139
A8K379	P42574	0	0	0	
B4DII1	P42574	0	0	0	
P42574	V9HWE1	1	0	0	
B4DLF5	P42574	0	0	0	
P42574	P42575	1	1	0	
P42575	P42574	1	1	0	
P42574	O75822	1	0	1	
P42574	P54259	1	1	0	
P42574	Q13813	1	1	1	
P42574	Q9UKV3	1	1	0	
P42574	P78527	1	1	1	
P78527	P42574	1	0	0	
P08621	P42574	0	0	0	
Q15173	P42574	1	1	0	
P42574	Q9HAW4	0	0	0	
P42574	Q14980	1	1	1	
P42574	Q02413	1	1	0	
P42574	P32926	1	0	0	
P42574	Q13362	1	0	1	
P42574	Q8TCW9	1	0	1	
Q13075	P42574	1	0	1	
P42574	Q9Y6E0	1	0	0	
Q9Y6E0	P42574	1	0	0	
P42574	Q02080	1	0	1	
P42574	Q9NR09	1	0	1	
Q9NR09	P42574	1	0	1	
P42574	O76075	1	1	0	
P62714	P42574	1	0	0	
P42574	Q96BA7	1	0	0	
P42574	B2RBL9	1	0	0	
P42574	E9PFZ0	1	0	0	
P42574	P20042	1	0	1	
P42574	B3KVH4	1	0	0	
P42574	Q08378	1	0	0	
P42574	Q59FS6	1	0	0	
P42574	O43903	1	1	0	
P42574	Q9BQQ3	1	0	1	
Q9BQQ3	P42574	1	1	0	
Q16082	P42574	1	0	1	
P42574	P41091	1	0	1	
P42574	Q9BY44	1	0	1	
P42574	O75475	1	0	1	
P20718	P42574	0	0	0	
P42574	Q9H2G2	1	1	0	
Q9H2G2	P42574	1	0	0	
P42574	Q5U0E6	0	0	0	
P18146	Q13115	1	1	0	
P45984	Q13115	1	0	0	
Q13115	P45984	1	0	1	
P45983	Q13115	1	1	0	
Q13115	P45983	1	1	1	
P27361	Q13115	1	1	0	
Q13115	P27361	1	1	1	
Q13115	Q16539	1	0	1	
Q16539	Q13115	1	1	0	
Q13114	Q9Y4K3	1	0	0	
Q13114	Q01538	1	0	0	
Q9Y6K9	Q13114	1	0	0	
Q13114	Q99558	1	0	1	
Q99558	Q13114	1	0	0	
P57078	Q13114	1	0	0	
Q96CV9	Q13114	1	0	0	
Q13114	Q86WV6	1	0	0	
Q13114	Q9NQC7	1	0	0	
Q13546	Q13114	1	0	0	
P05186	Q13114	1	0	0	
Q13114	P05186	1	0	0	
O43557	Q13114	1	0	0	
Q9Y5U5	Q13114	1	0	0	
Q13114	O95721	1	0	0	
Q12933	Q13114	1	0	0	
P36406	Q13114	1	0	0	
Q13114	Q92844	1	0	0	
Q92844	Q13114	1	0	0	
Q02750	Q13114	1	0	0	
P12931	Q13114	1	0	0	
Q13114	P12931	1	0	0	
Q9BYX4	Q13114	1	0	1	
Q13114	Q13627	1	0	0	
Q8IUC6	Q13114	1	1	0	
P36941	Q13114	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11068
Q13114	P36941	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11068
P25942	Q13114	1	0	1	
Q13114	P25942	1	0	0	
Q13114	P54803	1	0	0	
Q13114	Q96RJ3	1	0	1	
Q96RJ3	Q13114	1	0	1	
Q96G74	Q13114	1	0	1	
Q9NR28	Q13114	1	0	0	
O43734	Q13114	1	0	0	
O00206	Q13114	1	0	0	
Q14142	Q13114	1	0	0	
O15455	Q13114	1	0	0	
Q13114	Q7Z434	1	0	0	
Q7Z434	Q13114	1	0	1	
Q13114	O15027	1	0	0	
Q07011	Q13114	1	0	0	
Q13114	Q07011	1	0	0	
Q13114	Q9Y6Q6	0	0	0	
Q13114	Q12815	1	0	0	
Q13077	Q13114	1	0	0	
Q13114	Q14164	1	1	0	
Q14164	Q13114	1	0	0	
O14879	Q13114	1	0	0	
Q13114	Q13490	1	0	0	
Q13490	Q13114	1	0	0	
O95786	Q13114	1	0	1	
Q13114	O95786	1	0	0	
P51668	Q13114	0	0	0	
Q13114	Q9HBL8	1	0	0	
Q13114	Q15628	1	0	0	
Q13114	Q13489	1	0	0	
Q13489	Q13114	1	0	0	
Q13114	Q9NWF9	1	0	0	
Q13114	Q9NP84	0	0	0	
Q13114	Q68D39	0	0	0	
Q13114	Q9BWF2	0	0	0	
P26842	Q13114	0	0	0	
Q13114	Q5VU43	0	0	0	
Q13114	Q96F46	0	0	0	
P36897	Q99942	1	0	0	
Q99942	Q86WV6	1	0	0	
Q7Z434	Q99942	1	0	0	
Q99942	Q7Z434	1	0	0	
O95786	Q99942	1	0	0	
Q99942	Q9P055	0	0	0	
P68363	Q9Y375	0	0	0	
P27348	P68363	0	0	0	
P68363	Q99496	0	0	0	
P07550	P68363	0	0	0	
O75530	P68363	0	0	0	
P68363	Q15910	0	0	0	
P68363	P06241	1	0	0	
P51124	P68363	0	0	0	
P68363	Q9UBN7	0	0	0	
P0CG47	P68363	0	0	0	
Q14980	P68363	1	1	0	
P68363	Q9Y3M8	0	0	0	
Q8NG68	P68363	1	0	1	
Q92574	Q9BPZ7	1	1	0	
Q9BPZ7	Q92574	1	0	0	
P07196	Q92574	1	0	0	
Q92574	P61981	1	0	0	
Q92574	P14635	1	0	0	
Q92574	P63104	1	0	0	
Q92574	O00303	1	0	0	
P49841	Q92574	1	1	0	
Q92574	P49841	1	0	0	
P02794	Q92574	1	0	0	
Q92574	P02794	1	0	0	
P46527	Q92574	1	0	0	
P06493	Q92574	1	1	1	
Q92574	P06493	1	0	0	
Q92574	P42345	1	1	1	
P54646	Q92574	1	1	0	
P51948	Q92574	1	0	0	
Q92574	P51948	1	0	0	
P49815	Q92574	1	1	1	
Q92574	P49815	1	1	0	
Q8NI35	Q92574	1	0	0	
Q92574	Q9BVC4	1	1	0	
Q9BVC4	Q92574	1	0	0	
O75807	Q92574	1	0	0	
Q13619	Q92574	1	0	0	
Q92574	P15311	1	0	0	
Q92574	Q02833	1	0	0	
Q86SQ7	Q92574	1	0	0	
Q92574	Q86SQ7	1	0	0	
Q6R327	Q92574	1	0	0	
Q92574	Q6R327	1	1	0	
Q02535	Q92574	1	0	0	
Q92574	Q02535	1	0	0	
Q92574	Q9BXF6	1	0	0	
P49137	Q92574	1	0	1	
O96000	Q92574	1	0	0	
Q92574	O96000	1	0	0	
Q92574	Q15382	1	0	1	
Q92574	P08962	1	0	0	
Q8TDY2	Q92574	1	0	1	
Q9P0N9	Q92574	1	1	0	
B7Z3D6	Q92574	0	0	0	
P42680	P15391	1	0	0	
P42680	P16471	1	0	0	
P10721	P42680	1	1	0	
P42680	P10721	1	0	0	
Q9Y6K9	P42680	1	0	0	
P42680	P51813	1	1	0	
P42680	Q13322	1	0	0	
P27986	P42680	1	0	0	
P42680	P27986	1	0	0	
P23458	P42680	1	0	0	
P42680	Q06187	1	0	0	
Q06187	P42680	1	1	0	
O60674	P42680	1	1	0	
O43561	P42680	1	0	0	
P42680	P10747	1	0	0	
P29353	P42680	1	0	0	
P42680	P29353	1	0	0	
P42680	Q08881	1	0	0	
Q08881	P42680	1	1	0	
P42680	P16410	1	0	0	
P15498	P42680	1	0	0	
P42680	P15498	1	1	0	
P40189	P42680	0	0	0	
P42680	P49023	1	0	0	
P42680	Q7Z3W2	0	0	0	
P42680	Q99952	1	0	0	
P42680	P48426	1	0	0	
P42680	Q6ZQV4	0	0	0	
P42680	Q99755	1	0	0	
Q8WV28	P42680	1	0	0	
A8K379	P42680	0	0	0	
P42680	Q9ULZ2	1	0	0	
P42680	Q9ULH1	0	0	0	
B3KP83	P42680	0	0	0	
P42680	Q4LE43	0	0	0	
P42680	Q16825	1	0	0	
O00444	P42680	1	0	0	
Q9HAU4	Q9HCE7	1	0	0	
Q9HCE7	Q9HAU4	1	0	0	
Q9HAU4	P36894	1	0	1	
P36897	Q9HAU4	1	0	0	
Q9HAU4	P36897	1	0	1	
Q9HAU4	O15198	1	0	1	
Q15796	Q9HAU4	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145158
Q9HAU4	Q15796	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145158
Q9HAU4	Q9Y3C5	0	0	0	
Q9HAU4	Q15797	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145553
Q9H0M0	Q9HAU4	0	0	0	
Q9HAU4	P35222	1	1	0	
Q12904	Q9HAU4	1	1	0	
Q9HAU4	P37173	1	0	1	
O15105	Q9HAU4	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145359
Q9HAU4	O15105	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145359
Q9HAU4	Q13873	1	0	1	
P46934	Q9HAU4	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=198462
Q9HAU4	Q99717	1	0	1	
P61586	Q9HAU4	0	0	0	
B3KYA8	Q9HAU4	0	0	0	
Q13571	Q9HAU4	0	0	0	
Q9HC98	Q9HAU4	1	0	0	
Q6SA08	Q9HAU4	1	0	0	
P21709	Q9HAU4	1	0	0	
Q15038	Q9HAU4	0	0	0	
P62993	Q92529	1	0	0	
Q92529	P62993	1	1	0	
P07949	Q92529	1	0	0	
Q92529	P07949	1	0	0	
Q15303	Q92529	1	1	0	
